,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,The Sharp Building,Hogan Place,Dublin,D02 TY74,Ireland,353 1 709 4000,https://www.perrigo.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Perrigo Company plc provides over-the-counter health and wellness solutions to enhance individual well-being in Ireland, the United States, France, Belgium, China, the United Kingdom, Germany, Switzerland, Austria, Italy, Australia, Greece, and Spain. It operates through Consumer Self-Care Americas and Consumer Self-Care International segments. The Consumer Self-Care Americas segment develops, manufacture, and markets self-care products including upper respiratory, pain and sleep-aids, digestive health, nutrition, healthy lifestyle, skincare, women's health, and other products, as well as vitamins, minerals and supplements, and oral self-care in the United States and Canada. This segment offers its products under Burt's Bees, Compeed, Dr. Fresh, Firefly, Good Sense, Mederma, Nasonex, Plackers, Prevacid24HR, REACH, Rembrandt, and Steripod brands. Consumer Self-Care International segment comprises consumer self-care product categories outside the U.S. and Canada, including branded products in Europe and Australia, and store brand products in the United Kingdom and parts of Europe and Asia, which develops, manufactures, markets, and distributes consumer self-care brands through a network of drug and grocery store retailers, e-commerce stores, and para-pharmacies in more than 29 countries, primarily in Europe. In addition, the company offers contract manufacturing services. Perrigo Company plc was founded in 1887 and is headquartered in Dublin, Ireland.",8900,"{'maxAge': 1, 'name': 'Mr. Eduardo Guarita Bezerra', 'age': 47, 'title': 'Exec. VP & CFO', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 1459126, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,5,1,2,1693526400,1672444800,86400,2,33.63,33.53,33.38,33.79,33.63,33.53,33.38,33.79,1.08,0.0319,1693440000,2.12,0.823651,11.18,1533006,1533006,1339398,1544660,1544660,33.07,35.07,1300,800,4541215232,30.78,41.44,0.9807817,35.8686,35.15,1.066,0.031697888,USD,8301092864,-0.0146,134662903,135396992,4596476,4567135,1690761600,1693440000,0.0339,0.0094800005,0.98721004,3.03,0.0382,35.809,0.9366361,1672444800,1703980800,1688169600,-56900000,-0.42,3.0,1.28,2:1,746323200,1.793,13.25,NYQ,EQUITY,PRGO,PRGO,Perrigo Company plc,Perrigo Company plc,692980200,America/New_York,EDT,-14400000,33.54,50.0,48.0,49.0,49.0,1.7,buy,3,555200000,4.101,626499968,4302900224,1.263,2.624,4630199808,88.745,34.323,0.01475,-0.011729999,1455400000,409200000,317400000,0.064,0.34284002,0.13531,0.05579,USD,
1,The Sharp Building,Hogan Place,Dublin,D02 TY74,Ireland,353 1 709 4000,https://www.perrigo.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Perrigo Company plc provides over-the-counter health and wellness solutions to enhance individual well-being in Ireland, the United States, France, Belgium, China, the United Kingdom, Germany, Switzerland, Austria, Italy, Australia, Greece, and Spain. It operates through Consumer Self-Care Americas and Consumer Self-Care International segments. The Consumer Self-Care Americas segment develops, manufacture, and markets self-care products including upper respiratory, pain and sleep-aids, digestive health, nutrition, healthy lifestyle, skincare, women's health, and other products, as well as vitamins, minerals and supplements, and oral self-care in the United States and Canada. This segment offers its products under Burt's Bees, Compeed, Dr. Fresh, Firefly, Good Sense, Mederma, Nasonex, Plackers, Prevacid24HR, REACH, Rembrandt, and Steripod brands. Consumer Self-Care International segment comprises consumer self-care product categories outside the U.S. and Canada, including branded products in Europe and Australia, and store brand products in the United Kingdom and parts of Europe and Asia, which develops, manufactures, markets, and distributes consumer self-care brands through a network of drug and grocery store retailers, e-commerce stores, and para-pharmacies in more than 29 countries, primarily in Europe. In addition, the company offers contract manufacturing services. Perrigo Company plc was founded in 1887 and is headquartered in Dublin, Ireland.",8900,"{'maxAge': 1, 'name': 'Ms. Kyle L. Hanson', 'age': 57, 'title': 'Exec. VP, Gen. Counsel & Corp. Sec.', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 729869, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,5,1,2,1693526400,1672444800,86400,2,33.63,33.53,33.38,33.79,33.63,33.53,33.38,33.79,1.08,0.0319,1693440000,2.12,0.823651,11.18,1533006,1533006,1339398,1544660,1544660,33.07,35.07,1300,800,4541215232,30.78,41.44,0.9807817,35.8686,35.15,1.066,0.031697888,USD,8301092864,-0.0146,134662903,135396992,4596476,4567135,1690761600,1693440000,0.0339,0.0094800005,0.98721004,3.03,0.0382,35.809,0.9366361,1672444800,1703980800,1688169600,-56900000,-0.42,3.0,1.28,2:1,746323200,1.793,13.25,NYQ,EQUITY,PRGO,PRGO,Perrigo Company plc,Perrigo Company plc,692980200,America/New_York,EDT,-14400000,33.54,50.0,48.0,49.0,49.0,1.7,buy,3,555200000,4.101,626499968,4302900224,1.263,2.624,4630199808,88.745,34.323,0.01475,-0.011729999,1455400000,409200000,317400000,0.064,0.34284002,0.13531,0.05579,USD,
2,The Sharp Building,Hogan Place,Dublin,D02 TY74,Ireland,353 1 709 4000,https://www.perrigo.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Perrigo Company plc provides over-the-counter health and wellness solutions to enhance individual well-being in Ireland, the United States, France, Belgium, China, the United Kingdom, Germany, Switzerland, Austria, Italy, Australia, Greece, and Spain. It operates through Consumer Self-Care Americas and Consumer Self-Care International segments. The Consumer Self-Care Americas segment develops, manufacture, and markets self-care products including upper respiratory, pain and sleep-aids, digestive health, nutrition, healthy lifestyle, skincare, women's health, and other products, as well as vitamins, minerals and supplements, and oral self-care in the United States and Canada. This segment offers its products under Burt's Bees, Compeed, Dr. Fresh, Firefly, Good Sense, Mederma, Nasonex, Plackers, Prevacid24HR, REACH, Rembrandt, and Steripod brands. Consumer Self-Care International segment comprises consumer self-care product categories outside the U.S. and Canada, including branded products in Europe and Australia, and store brand products in the United Kingdom and parts of Europe and Asia, which develops, manufactures, markets, and distributes consumer self-care brands through a network of drug and grocery store retailers, e-commerce stores, and para-pharmacies in more than 29 countries, primarily in Europe. In addition, the company offers contract manufacturing services. Perrigo Company plc was founded in 1887 and is headquartered in Dublin, Ireland.",8900,"{'maxAge': 1, 'name': 'Mr. Svend  Andersen', 'age': 60, 'title': 'Exec. VP & Pres of Consumer Self-Care International', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 1166932, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,5,1,2,1693526400,1672444800,86400,2,33.63,33.53,33.38,33.79,33.63,33.53,33.38,33.79,1.08,0.0319,1693440000,2.12,0.823651,11.18,1533006,1533006,1339398,1544660,1544660,33.07,35.07,1300,800,4541215232,30.78,41.44,0.9807817,35.8686,35.15,1.066,0.031697888,USD,8301092864,-0.0146,134662903,135396992,4596476,4567135,1690761600,1693440000,0.0339,0.0094800005,0.98721004,3.03,0.0382,35.809,0.9366361,1672444800,1703980800,1688169600,-56900000,-0.42,3.0,1.28,2:1,746323200,1.793,13.25,NYQ,EQUITY,PRGO,PRGO,Perrigo Company plc,Perrigo Company plc,692980200,America/New_York,EDT,-14400000,33.54,50.0,48.0,49.0,49.0,1.7,buy,3,555200000,4.101,626499968,4302900224,1.263,2.624,4630199808,88.745,34.323,0.01475,-0.011729999,1455400000,409200000,317400000,0.064,0.34284002,0.13531,0.05579,USD,
3,The Sharp Building,Hogan Place,Dublin,D02 TY74,Ireland,353 1 709 4000,https://www.perrigo.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Perrigo Company plc provides over-the-counter health and wellness solutions to enhance individual well-being in Ireland, the United States, France, Belgium, China, the United Kingdom, Germany, Switzerland, Austria, Italy, Australia, Greece, and Spain. It operates through Consumer Self-Care Americas and Consumer Self-Care International segments. The Consumer Self-Care Americas segment develops, manufacture, and markets self-care products including upper respiratory, pain and sleep-aids, digestive health, nutrition, healthy lifestyle, skincare, women's health, and other products, as well as vitamins, minerals and supplements, and oral self-care in the United States and Canada. This segment offers its products under Burt's Bees, Compeed, Dr. Fresh, Firefly, Good Sense, Mederma, Nasonex, Plackers, Prevacid24HR, REACH, Rembrandt, and Steripod brands. Consumer Self-Care International segment comprises consumer self-care product categories outside the U.S. and Canada, including branded products in Europe and Australia, and store brand products in the United Kingdom and parts of Europe and Asia, which develops, manufactures, markets, and distributes consumer self-care brands through a network of drug and grocery store retailers, e-commerce stores, and para-pharmacies in more than 29 countries, primarily in Europe. In addition, the company offers contract manufacturing services. Perrigo Company plc was founded in 1887 and is headquartered in Dublin, Ireland.",8900,"{'maxAge': 1, 'name': 'Mr. James E. Dillard III', 'age': 58, 'title': 'Exec. VP & Pres of Consumer Self-Care Americas', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 1146322, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,5,1,2,1693526400,1672444800,86400,2,33.63,33.53,33.38,33.79,33.63,33.53,33.38,33.79,1.08,0.0319,1693440000,2.12,0.823651,11.18,1533006,1533006,1339398,1544660,1544660,33.07,35.07,1300,800,4541215232,30.78,41.44,0.9807817,35.8686,35.15,1.066,0.031697888,USD,8301092864,-0.0146,134662903,135396992,4596476,4567135,1690761600,1693440000,0.0339,0.0094800005,0.98721004,3.03,0.0382,35.809,0.9366361,1672444800,1703980800,1688169600,-56900000,-0.42,3.0,1.28,2:1,746323200,1.793,13.25,NYQ,EQUITY,PRGO,PRGO,Perrigo Company plc,Perrigo Company plc,692980200,America/New_York,EDT,-14400000,33.54,50.0,48.0,49.0,49.0,1.7,buy,3,555200000,4.101,626499968,4302900224,1.263,2.624,4630199808,88.745,34.323,0.01475,-0.011729999,1455400000,409200000,317400000,0.064,0.34284002,0.13531,0.05579,USD,
4,The Sharp Building,Hogan Place,Dublin,D02 TY74,Ireland,353 1 709 4000,https://www.perrigo.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Perrigo Company plc provides over-the-counter health and wellness solutions to enhance individual well-being in Ireland, the United States, France, Belgium, China, the United Kingdom, Germany, Switzerland, Austria, Italy, Australia, Greece, and Spain. It operates through Consumer Self-Care Americas and Consumer Self-Care International segments. The Consumer Self-Care Americas segment develops, manufacture, and markets self-care products including upper respiratory, pain and sleep-aids, digestive health, nutrition, healthy lifestyle, skincare, women's health, and other products, as well as vitamins, minerals and supplements, and oral self-care in the United States and Canada. This segment offers its products under Burt's Bees, Compeed, Dr. Fresh, Firefly, Good Sense, Mederma, Nasonex, Plackers, Prevacid24HR, REACH, Rembrandt, and Steripod brands. Consumer Self-Care International segment comprises consumer self-care product categories outside the U.S. and Canada, including branded products in Europe and Australia, and store brand products in the United Kingdom and parts of Europe and Asia, which develops, manufactures, markets, and distributes consumer self-care brands through a network of drug and grocery store retailers, e-commerce stores, and para-pharmacies in more than 29 countries, primarily in Europe. In addition, the company offers contract manufacturing services. Perrigo Company plc was founded in 1887 and is headquartered in Dublin, Ireland.",8900,"{'maxAge': 1, 'name': 'Mr. Patrick  Lockwood-Taylor', 'title': 'Pres, CEO & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,5,1,2,1693526400,1672444800,86400,2,33.63,33.53,33.38,33.79,33.63,33.53,33.38,33.79,1.08,0.0319,1693440000,2.12,0.823651,11.18,1533006,1533006,1339398,1544660,1544660,33.07,35.07,1300,800,4541215232,30.78,41.44,0.9807817,35.8686,35.15,1.066,0.031697888,USD,8301092864,-0.0146,134662903,135396992,4596476,4567135,1690761600,1693440000,0.0339,0.0094800005,0.98721004,3.03,0.0382,35.809,0.9366361,1672444800,1703980800,1688169600,-56900000,-0.42,3.0,1.28,2:1,746323200,1.793,13.25,NYQ,EQUITY,PRGO,PRGO,Perrigo Company plc,Perrigo Company plc,692980200,America/New_York,EDT,-14400000,33.54,50.0,48.0,49.0,49.0,1.7,buy,3,555200000,4.101,626499968,4302900224,1.263,2.624,4630199808,88.745,34.323,0.01475,-0.011729999,1455400000,409200000,317400000,0.064,0.34284002,0.13531,0.05579,USD,
5,The Sharp Building,Hogan Place,Dublin,D02 TY74,Ireland,353 1 709 4000,https://www.perrigo.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Perrigo Company plc provides over-the-counter health and wellness solutions to enhance individual well-being in Ireland, the United States, France, Belgium, China, the United Kingdom, Germany, Switzerland, Austria, Italy, Australia, Greece, and Spain. It operates through Consumer Self-Care Americas and Consumer Self-Care International segments. The Consumer Self-Care Americas segment develops, manufacture, and markets self-care products including upper respiratory, pain and sleep-aids, digestive health, nutrition, healthy lifestyle, skincare, women's health, and other products, as well as vitamins, minerals and supplements, and oral self-care in the United States and Canada. This segment offers its products under Burt's Bees, Compeed, Dr. Fresh, Firefly, Good Sense, Mederma, Nasonex, Plackers, Prevacid24HR, REACH, Rembrandt, and Steripod brands. Consumer Self-Care International segment comprises consumer self-care product categories outside the U.S. and Canada, including branded products in Europe and Australia, and store brand products in the United Kingdom and parts of Europe and Asia, which develops, manufactures, markets, and distributes consumer self-care brands through a network of drug and grocery store retailers, e-commerce stores, and para-pharmacies in more than 29 countries, primarily in Europe. In addition, the company offers contract manufacturing services. Perrigo Company plc was founded in 1887 and is headquartered in Dublin, Ireland.",8900,"{'maxAge': 1, 'name': 'Mr. Ronald C. Janish', 'age': 56, 'title': 'Chief Transformation Officer and Exec. VP of Global Operations & Supply Chain', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,5,1,2,1693526400,1672444800,86400,2,33.63,33.53,33.38,33.79,33.63,33.53,33.38,33.79,1.08,0.0319,1693440000,2.12,0.823651,11.18,1533006,1533006,1339398,1544660,1544660,33.07,35.07,1300,800,4541215232,30.78,41.44,0.9807817,35.8686,35.15,1.066,0.031697888,USD,8301092864,-0.0146,134662903,135396992,4596476,4567135,1690761600,1693440000,0.0339,0.0094800005,0.98721004,3.03,0.0382,35.809,0.9366361,1672444800,1703980800,1688169600,-56900000,-0.42,3.0,1.28,2:1,746323200,1.793,13.25,NYQ,EQUITY,PRGO,PRGO,Perrigo Company plc,Perrigo Company plc,692980200,America/New_York,EDT,-14400000,33.54,50.0,48.0,49.0,49.0,1.7,buy,3,555200000,4.101,626499968,4302900224,1.263,2.624,4630199808,88.745,34.323,0.01475,-0.011729999,1455400000,409200000,317400000,0.064,0.34284002,0.13531,0.05579,USD,
6,The Sharp Building,Hogan Place,Dublin,D02 TY74,Ireland,353 1 709 4000,https://www.perrigo.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Perrigo Company plc provides over-the-counter health and wellness solutions to enhance individual well-being in Ireland, the United States, France, Belgium, China, the United Kingdom, Germany, Switzerland, Austria, Italy, Australia, Greece, and Spain. It operates through Consumer Self-Care Americas and Consumer Self-Care International segments. The Consumer Self-Care Americas segment develops, manufacture, and markets self-care products including upper respiratory, pain and sleep-aids, digestive health, nutrition, healthy lifestyle, skincare, women's health, and other products, as well as vitamins, minerals and supplements, and oral self-care in the United States and Canada. This segment offers its products under Burt's Bees, Compeed, Dr. Fresh, Firefly, Good Sense, Mederma, Nasonex, Plackers, Prevacid24HR, REACH, Rembrandt, and Steripod brands. Consumer Self-Care International segment comprises consumer self-care product categories outside the U.S. and Canada, including branded products in Europe and Australia, and store brand products in the United Kingdom and parts of Europe and Asia, which develops, manufactures, markets, and distributes consumer self-care brands through a network of drug and grocery store retailers, e-commerce stores, and para-pharmacies in more than 29 countries, primarily in Europe. In addition, the company offers contract manufacturing services. Perrigo Company plc was founded in 1887 and is headquartered in Dublin, Ireland.",8900,"{'maxAge': 1, 'name': 'Mr. Shannon  Hukill', 'title': 'Sr. Director of Technical Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,5,1,2,1693526400,1672444800,86400,2,33.63,33.53,33.38,33.79,33.63,33.53,33.38,33.79,1.08,0.0319,1693440000,2.12,0.823651,11.18,1533006,1533006,1339398,1544660,1544660,33.07,35.07,1300,800,4541215232,30.78,41.44,0.9807817,35.8686,35.15,1.066,0.031697888,USD,8301092864,-0.0146,134662903,135396992,4596476,4567135,1690761600,1693440000,0.0339,0.0094800005,0.98721004,3.03,0.0382,35.809,0.9366361,1672444800,1703980800,1688169600,-56900000,-0.42,3.0,1.28,2:1,746323200,1.793,13.25,NYQ,EQUITY,PRGO,PRGO,Perrigo Company plc,Perrigo Company plc,692980200,America/New_York,EDT,-14400000,33.54,50.0,48.0,49.0,49.0,1.7,buy,3,555200000,4.101,626499968,4302900224,1.263,2.624,4630199808,88.745,34.323,0.01475,-0.011729999,1455400000,409200000,317400000,0.064,0.34284002,0.13531,0.05579,USD,
7,The Sharp Building,Hogan Place,Dublin,D02 TY74,Ireland,353 1 709 4000,https://www.perrigo.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Perrigo Company plc provides over-the-counter health and wellness solutions to enhance individual well-being in Ireland, the United States, France, Belgium, China, the United Kingdom, Germany, Switzerland, Austria, Italy, Australia, Greece, and Spain. It operates through Consumer Self-Care Americas and Consumer Self-Care International segments. The Consumer Self-Care Americas segment develops, manufacture, and markets self-care products including upper respiratory, pain and sleep-aids, digestive health, nutrition, healthy lifestyle, skincare, women's health, and other products, as well as vitamins, minerals and supplements, and oral self-care in the United States and Canada. This segment offers its products under Burt's Bees, Compeed, Dr. Fresh, Firefly, Good Sense, Mederma, Nasonex, Plackers, Prevacid24HR, REACH, Rembrandt, and Steripod brands. Consumer Self-Care International segment comprises consumer self-care product categories outside the U.S. and Canada, including branded products in Europe and Australia, and store brand products in the United Kingdom and parts of Europe and Asia, which develops, manufactures, markets, and distributes consumer self-care brands through a network of drug and grocery store retailers, e-commerce stores, and para-pharmacies in more than 29 countries, primarily in Europe. In addition, the company offers contract manufacturing services. Perrigo Company plc was founded in 1887 and is headquartered in Dublin, Ireland.",8900,"{'maxAge': 1, 'name': 'Mr. Thomas M. Farrington', 'age': 65, 'title': 'Chief Information Officer & Exec. VP', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,5,1,2,1693526400,1672444800,86400,2,33.63,33.53,33.38,33.79,33.63,33.53,33.38,33.79,1.08,0.0319,1693440000,2.12,0.823651,11.18,1533006,1533006,1339398,1544660,1544660,33.07,35.07,1300,800,4541215232,30.78,41.44,0.9807817,35.8686,35.15,1.066,0.031697888,USD,8301092864,-0.0146,134662903,135396992,4596476,4567135,1690761600,1693440000,0.0339,0.0094800005,0.98721004,3.03,0.0382,35.809,0.9366361,1672444800,1703980800,1688169600,-56900000,-0.42,3.0,1.28,2:1,746323200,1.793,13.25,NYQ,EQUITY,PRGO,PRGO,Perrigo Company plc,Perrigo Company plc,692980200,America/New_York,EDT,-14400000,33.54,50.0,48.0,49.0,49.0,1.7,buy,3,555200000,4.101,626499968,4302900224,1.263,2.624,4630199808,88.745,34.323,0.01475,-0.011729999,1455400000,409200000,317400000,0.064,0.34284002,0.13531,0.05579,USD,
8,The Sharp Building,Hogan Place,Dublin,D02 TY74,Ireland,353 1 709 4000,https://www.perrigo.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Perrigo Company plc provides over-the-counter health and wellness solutions to enhance individual well-being in Ireland, the United States, France, Belgium, China, the United Kingdom, Germany, Switzerland, Austria, Italy, Australia, Greece, and Spain. It operates through Consumer Self-Care Americas and Consumer Self-Care International segments. The Consumer Self-Care Americas segment develops, manufacture, and markets self-care products including upper respiratory, pain and sleep-aids, digestive health, nutrition, healthy lifestyle, skincare, women's health, and other products, as well as vitamins, minerals and supplements, and oral self-care in the United States and Canada. This segment offers its products under Burt's Bees, Compeed, Dr. Fresh, Firefly, Good Sense, Mederma, Nasonex, Plackers, Prevacid24HR, REACH, Rembrandt, and Steripod brands. Consumer Self-Care International segment comprises consumer self-care product categories outside the U.S. and Canada, including branded products in Europe and Australia, and store brand products in the United Kingdom and parts of Europe and Asia, which develops, manufactures, markets, and distributes consumer self-care brands through a network of drug and grocery store retailers, e-commerce stores, and para-pharmacies in more than 29 countries, primarily in Europe. In addition, the company offers contract manufacturing services. Perrigo Company plc was founded in 1887 and is headquartered in Dublin, Ireland.",8900,"{'maxAge': 1, 'name': 'Ms. Alison  Ives', 'age': 41, 'title': 'Exec. VP & Chief Scientific Officer', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,5,1,2,1693526400,1672444800,86400,2,33.63,33.53,33.38,33.79,33.63,33.53,33.38,33.79,1.08,0.0319,1693440000,2.12,0.823651,11.18,1533006,1533006,1339398,1544660,1544660,33.07,35.07,1300,800,4541215232,30.78,41.44,0.9807817,35.8686,35.15,1.066,0.031697888,USD,8301092864,-0.0146,134662903,135396992,4596476,4567135,1690761600,1693440000,0.0339,0.0094800005,0.98721004,3.03,0.0382,35.809,0.9366361,1672444800,1703980800,1688169600,-56900000,-0.42,3.0,1.28,2:1,746323200,1.793,13.25,NYQ,EQUITY,PRGO,PRGO,Perrigo Company plc,Perrigo Company plc,692980200,America/New_York,EDT,-14400000,33.54,50.0,48.0,49.0,49.0,1.7,buy,3,555200000,4.101,626499968,4302900224,1.263,2.624,4630199808,88.745,34.323,0.01475,-0.011729999,1455400000,409200000,317400000,0.064,0.34284002,0.13531,0.05579,USD,
9,The Sharp Building,Hogan Place,Dublin,D02 TY74,Ireland,353 1 709 4000,https://www.perrigo.com,Drug Manufacturers—Specialty & Generic,Healthcare,"Perrigo Company plc provides over-the-counter health and wellness solutions to enhance individual well-being in Ireland, the United States, France, Belgium, China, the United Kingdom, Germany, Switzerland, Austria, Italy, Australia, Greece, and Spain. It operates through Consumer Self-Care Americas and Consumer Self-Care International segments. The Consumer Self-Care Americas segment develops, manufacture, and markets self-care products including upper respiratory, pain and sleep-aids, digestive health, nutrition, healthy lifestyle, skincare, women's health, and other products, as well as vitamins, minerals and supplements, and oral self-care in the United States and Canada. This segment offers its products under Burt's Bees, Compeed, Dr. Fresh, Firefly, Good Sense, Mederma, Nasonex, Plackers, Prevacid24HR, REACH, Rembrandt, and Steripod brands. Consumer Self-Care International segment comprises consumer self-care product categories outside the U.S. and Canada, including branded products in Europe and Australia, and store brand products in the United Kingdom and parts of Europe and Asia, which develops, manufactures, markets, and distributes consumer self-care brands through a network of drug and grocery store retailers, e-commerce stores, and para-pharmacies in more than 29 countries, primarily in Europe. In addition, the company offers contract manufacturing services. Perrigo Company plc was founded in 1887 and is headquartered in Dublin, Ireland.",8900,"{'maxAge': 1, 'name': 'Mr. Bradley  Joseph', 'title': 'VP of Global Investor Relations & Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,5,1,2,1693526400,1672444800,86400,2,33.63,33.53,33.38,33.79,33.63,33.53,33.38,33.79,1.08,0.0319,1693440000,2.12,0.823651,11.18,1533006,1533006,1339398,1544660,1544660,33.07,35.07,1300,800,4541215232,30.78,41.44,0.9807817,35.8686,35.15,1.066,0.031697888,USD,8301092864,-0.0146,134662903,135396992,4596476,4567135,1690761600,1693440000,0.0339,0.0094800005,0.98721004,3.03,0.0382,35.809,0.9366361,1672444800,1703980800,1688169600,-56900000,-0.42,3.0,1.28,2:1,746323200,1.793,13.25,NYQ,EQUITY,PRGO,PRGO,Perrigo Company plc,Perrigo Company plc,692980200,America/New_York,EDT,-14400000,33.54,50.0,48.0,49.0,49.0,1.7,buy,3,555200000,4.101,626499968,4302900224,1.263,2.624,4630199808,88.745,34.323,0.01475,-0.011729999,1455400000,409200000,317400000,0.064,0.34284002,0.13531,0.05579,USD,
