,address1,address2,city,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Dr. Luis Bonavita 1294,5th Floor Office 501 WTC Free Zone,Montevideo,11300,Uruguay,598 2626 3000,598 2626 3018,https://www.arcosdorados.com,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Arcos Dorados Holdings Inc. operates as a franchisee of McDonald's restaurants. It has the exclusive right to own, operate, and grant franchises of McDonald's restaurants in 20 countries and territories in Latin America and the Caribbean, including Argentina, Aruba, Brazil, Chile, Colombia, Costa Rica, Curacao, Ecuador, French Guiana, Guadeloupe, Martinique, Mexico, Panama, Peru, Puerto Rico, Trinidad and Tobago, Uruguay, the U.S. Virgin Islands of St. Croix and St. Thomas, and Venezuela. The company was founded in 2007 and is based in Montevideo, Uruguay.","{'maxAge': 1, 'name': 'Mr. Woods W. Staton', 'age': 72, 'title': 'Exec. Chairman', 'yearBorn': 1950, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.37,10.37,10.17,10.38,10.37,10.37,10.17,10.38,0.16,0.015700001,1695340800,0.2152,1.069156,13.051283,12.414635,1336704,1336704,1317325,820490,820490,10.11,10.2,1200,1300,2144468096,6.64,11.47,0.53994536,10.4492,8.85045,0.19,0.018322082,USD,3586743552,0.04208,125101666,130655000,2401425,1499073,1690761600,1693440000,0.0114,0.032560002,0.4321,2.31,0.024,210655008,1.916,5.3131523,1672444800,1703980800,1688083200,0.959,167134000,0.78,0.82,0.32,0.903,8.453,0.3412385,0.14113986,0.05,1687392000,NYQ,EQUITY,ARCO,ARCO,Arcos Dorados Holdings Inc.,Arcos Dorados Holdings Inc.,1302787800,America/New_York,EDT,b9ea8a81-ad4f-3147-a82d-fd4f09c282c2,finmb_129040994,-14400000,10.18,17.0,11.0,13.21,12.75,1.9,buy,8,223952992,1.063,424303008,1665513984,0.491,0.792,3971639040,411.9,18.858,0.07123,0.54280996,492605000,9297875,307792992,0.89,0.172,0.13855,0.10682999,0.07469,USD,
1,Dr. Luis Bonavita 1294,5th Floor Office 501 WTC Free Zone,Montevideo,11300,Uruguay,598 2626 3000,598 2626 3018,https://www.arcosdorados.com,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Arcos Dorados Holdings Inc. operates as a franchisee of McDonald's restaurants. It has the exclusive right to own, operate, and grant franchises of McDonald's restaurants in 20 countries and territories in Latin America and the Caribbean, including Argentina, Aruba, Brazil, Chile, Colombia, Costa Rica, Curacao, Ecuador, French Guiana, Guadeloupe, Martinique, Mexico, Panama, Peru, Puerto Rico, Trinidad and Tobago, Uruguay, the U.S. Virgin Islands of St. Croix and St. Thomas, and Venezuela. The company was founded in 2007 and is based in Montevideo, Uruguay.","{'maxAge': 1, 'name': 'Mr. Marcelo  Rabach', 'age': 52, 'title': 'CEO & Director', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.37,10.37,10.17,10.38,10.37,10.37,10.17,10.38,0.16,0.015700001,1695340800,0.2152,1.069156,13.051283,12.414635,1336704,1336704,1317325,820490,820490,10.11,10.2,1200,1300,2144468096,6.64,11.47,0.53994536,10.4492,8.85045,0.19,0.018322082,USD,3586743552,0.04208,125101666,130655000,2401425,1499073,1690761600,1693440000,0.0114,0.032560002,0.4321,2.31,0.024,210655008,1.916,5.3131523,1672444800,1703980800,1688083200,0.959,167134000,0.78,0.82,0.32,0.903,8.453,0.3412385,0.14113986,0.05,1687392000,NYQ,EQUITY,ARCO,ARCO,Arcos Dorados Holdings Inc.,Arcos Dorados Holdings Inc.,1302787800,America/New_York,EDT,b9ea8a81-ad4f-3147-a82d-fd4f09c282c2,finmb_129040994,-14400000,10.18,17.0,11.0,13.21,12.75,1.9,buy,8,223952992,1.063,424303008,1665513984,0.491,0.792,3971639040,411.9,18.858,0.07123,0.54280996,492605000,9297875,307792992,0.89,0.172,0.13855,0.10682999,0.07469,USD,
2,Dr. Luis Bonavita 1294,5th Floor Office 501 WTC Free Zone,Montevideo,11300,Uruguay,598 2626 3000,598 2626 3018,https://www.arcosdorados.com,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Arcos Dorados Holdings Inc. operates as a franchisee of McDonald's restaurants. It has the exclusive right to own, operate, and grant franchises of McDonald's restaurants in 20 countries and territories in Latin America and the Caribbean, including Argentina, Aruba, Brazil, Chile, Colombia, Costa Rica, Curacao, Ecuador, French Guiana, Guadeloupe, Martinique, Mexico, Panama, Peru, Puerto Rico, Trinidad and Tobago, Uruguay, the U.S. Virgin Islands of St. Croix and St. Thomas, and Venezuela. The company was founded in 2007 and is based in Montevideo, Uruguay.","{'maxAge': 1, 'name': 'Mr. Mariano  Tannenbaum', 'age': 48, 'title': 'Chief Financial Officer', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.37,10.37,10.17,10.38,10.37,10.37,10.17,10.38,0.16,0.015700001,1695340800,0.2152,1.069156,13.051283,12.414635,1336704,1336704,1317325,820490,820490,10.11,10.2,1200,1300,2144468096,6.64,11.47,0.53994536,10.4492,8.85045,0.19,0.018322082,USD,3586743552,0.04208,125101666,130655000,2401425,1499073,1690761600,1693440000,0.0114,0.032560002,0.4321,2.31,0.024,210655008,1.916,5.3131523,1672444800,1703980800,1688083200,0.959,167134000,0.78,0.82,0.32,0.903,8.453,0.3412385,0.14113986,0.05,1687392000,NYQ,EQUITY,ARCO,ARCO,Arcos Dorados Holdings Inc.,Arcos Dorados Holdings Inc.,1302787800,America/New_York,EDT,b9ea8a81-ad4f-3147-a82d-fd4f09c282c2,finmb_129040994,-14400000,10.18,17.0,11.0,13.21,12.75,1.9,buy,8,223952992,1.063,424303008,1665513984,0.491,0.792,3971639040,411.9,18.858,0.07123,0.54280996,492605000,9297875,307792992,0.89,0.172,0.13855,0.10682999,0.07469,USD,
3,Dr. Luis Bonavita 1294,5th Floor Office 501 WTC Free Zone,Montevideo,11300,Uruguay,598 2626 3000,598 2626 3018,https://www.arcosdorados.com,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Arcos Dorados Holdings Inc. operates as a franchisee of McDonald's restaurants. It has the exclusive right to own, operate, and grant franchises of McDonald's restaurants in 20 countries and territories in Latin America and the Caribbean, including Argentina, Aruba, Brazil, Chile, Colombia, Costa Rica, Curacao, Ecuador, French Guiana, Guadeloupe, Martinique, Mexico, Panama, Peru, Puerto Rico, Trinidad and Tobago, Uruguay, the U.S. Virgin Islands of St. Croix and St. Thomas, and Venezuela. The company was founded in 2007 and is based in Montevideo, Uruguay.","{'maxAge': 1, 'name': 'Mr. Luis  Raganato', 'age': 57, 'title': 'Chief Operating Officer', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.37,10.37,10.17,10.38,10.37,10.37,10.17,10.38,0.16,0.015700001,1695340800,0.2152,1.069156,13.051283,12.414635,1336704,1336704,1317325,820490,820490,10.11,10.2,1200,1300,2144468096,6.64,11.47,0.53994536,10.4492,8.85045,0.19,0.018322082,USD,3586743552,0.04208,125101666,130655000,2401425,1499073,1690761600,1693440000,0.0114,0.032560002,0.4321,2.31,0.024,210655008,1.916,5.3131523,1672444800,1703980800,1688083200,0.959,167134000,0.78,0.82,0.32,0.903,8.453,0.3412385,0.14113986,0.05,1687392000,NYQ,EQUITY,ARCO,ARCO,Arcos Dorados Holdings Inc.,Arcos Dorados Holdings Inc.,1302787800,America/New_York,EDT,b9ea8a81-ad4f-3147-a82d-fd4f09c282c2,finmb_129040994,-14400000,10.18,17.0,11.0,13.21,12.75,1.9,buy,8,223952992,1.063,424303008,1665513984,0.491,0.792,3971639040,411.9,18.858,0.07123,0.54280996,492605000,9297875,307792992,0.89,0.172,0.13855,0.10682999,0.07469,USD,
4,Dr. Luis Bonavita 1294,5th Floor Office 501 WTC Free Zone,Montevideo,11300,Uruguay,598 2626 3000,598 2626 3018,https://www.arcosdorados.com,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Arcos Dorados Holdings Inc. operates as a franchisee of McDonald's restaurants. It has the exclusive right to own, operate, and grant franchises of McDonald's restaurants in 20 countries and territories in Latin America and the Caribbean, including Argentina, Aruba, Brazil, Chile, Colombia, Costa Rica, Curacao, Ecuador, French Guiana, Guadeloupe, Martinique, Mexico, Panama, Peru, Puerto Rico, Trinidad and Tobago, Uruguay, the U.S. Virgin Islands of St. Croix and St. Thomas, and Venezuela. The company was founded in 2007 and is based in Montevideo, Uruguay.","{'maxAge': 1, 'name': 'Ms. Magdalena Gonzalez Victorica', 'age': 47, 'title': 'Chief Technology Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.37,10.37,10.17,10.38,10.37,10.37,10.17,10.38,0.16,0.015700001,1695340800,0.2152,1.069156,13.051283,12.414635,1336704,1336704,1317325,820490,820490,10.11,10.2,1200,1300,2144468096,6.64,11.47,0.53994536,10.4492,8.85045,0.19,0.018322082,USD,3586743552,0.04208,125101666,130655000,2401425,1499073,1690761600,1693440000,0.0114,0.032560002,0.4321,2.31,0.024,210655008,1.916,5.3131523,1672444800,1703980800,1688083200,0.959,167134000,0.78,0.82,0.32,0.903,8.453,0.3412385,0.14113986,0.05,1687392000,NYQ,EQUITY,ARCO,ARCO,Arcos Dorados Holdings Inc.,Arcos Dorados Holdings Inc.,1302787800,America/New_York,EDT,b9ea8a81-ad4f-3147-a82d-fd4f09c282c2,finmb_129040994,-14400000,10.18,17.0,11.0,13.21,12.75,1.9,buy,8,223952992,1.063,424303008,1665513984,0.491,0.792,3971639040,411.9,18.858,0.07123,0.54280996,492605000,9297875,307792992,0.89,0.172,0.13855,0.10682999,0.07469,USD,
5,Dr. Luis Bonavita 1294,5th Floor Office 501 WTC Free Zone,Montevideo,11300,Uruguay,598 2626 3000,598 2626 3018,https://www.arcosdorados.com,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Arcos Dorados Holdings Inc. operates as a franchisee of McDonald's restaurants. It has the exclusive right to own, operate, and grant franchises of McDonald's restaurants in 20 countries and territories in Latin America and the Caribbean, including Argentina, Aruba, Brazil, Chile, Colombia, Costa Rica, Curacao, Ecuador, French Guiana, Guadeloupe, Martinique, Mexico, Panama, Peru, Puerto Rico, Trinidad and Tobago, Uruguay, the U.S. Virgin Islands of St. Croix and St. Thomas, and Venezuela. The company was founded in 2007 and is based in Montevideo, Uruguay.","{'maxAge': 1, 'name': 'Mr. Daniel  Schleiniger', 'age': 48, 'title': 'VP of Investor Relations', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.37,10.37,10.17,10.38,10.37,10.37,10.17,10.38,0.16,0.015700001,1695340800,0.2152,1.069156,13.051283,12.414635,1336704,1336704,1317325,820490,820490,10.11,10.2,1200,1300,2144468096,6.64,11.47,0.53994536,10.4492,8.85045,0.19,0.018322082,USD,3586743552,0.04208,125101666,130655000,2401425,1499073,1690761600,1693440000,0.0114,0.032560002,0.4321,2.31,0.024,210655008,1.916,5.3131523,1672444800,1703980800,1688083200,0.959,167134000,0.78,0.82,0.32,0.903,8.453,0.3412385,0.14113986,0.05,1687392000,NYQ,EQUITY,ARCO,ARCO,Arcos Dorados Holdings Inc.,Arcos Dorados Holdings Inc.,1302787800,America/New_York,EDT,b9ea8a81-ad4f-3147-a82d-fd4f09c282c2,finmb_129040994,-14400000,10.18,17.0,11.0,13.21,12.75,1.9,buy,8,223952992,1.063,424303008,1665513984,0.491,0.792,3971639040,411.9,18.858,0.07123,0.54280996,492605000,9297875,307792992,0.89,0.172,0.13855,0.10682999,0.07469,USD,
6,Dr. Luis Bonavita 1294,5th Floor Office 501 WTC Free Zone,Montevideo,11300,Uruguay,598 2626 3000,598 2626 3018,https://www.arcosdorados.com,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Arcos Dorados Holdings Inc. operates as a franchisee of McDonald's restaurants. It has the exclusive right to own, operate, and grant franchises of McDonald's restaurants in 20 countries and territories in Latin America and the Caribbean, including Argentina, Aruba, Brazil, Chile, Colombia, Costa Rica, Curacao, Ecuador, French Guiana, Guadeloupe, Martinique, Mexico, Panama, Peru, Puerto Rico, Trinidad and Tobago, Uruguay, the U.S. Virgin Islands of St. Croix and St. Thomas, and Venezuela. The company was founded in 2007 and is based in Montevideo, Uruguay.","{'maxAge': 1, 'name': 'Mr. Juan David Bastidas Saldarriaga', 'age': 54, 'title': 'Chief Legal Counsel', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.37,10.37,10.17,10.38,10.37,10.37,10.17,10.38,0.16,0.015700001,1695340800,0.2152,1.069156,13.051283,12.414635,1336704,1336704,1317325,820490,820490,10.11,10.2,1200,1300,2144468096,6.64,11.47,0.53994536,10.4492,8.85045,0.19,0.018322082,USD,3586743552,0.04208,125101666,130655000,2401425,1499073,1690761600,1693440000,0.0114,0.032560002,0.4321,2.31,0.024,210655008,1.916,5.3131523,1672444800,1703980800,1688083200,0.959,167134000,0.78,0.82,0.32,0.903,8.453,0.3412385,0.14113986,0.05,1687392000,NYQ,EQUITY,ARCO,ARCO,Arcos Dorados Holdings Inc.,Arcos Dorados Holdings Inc.,1302787800,America/New_York,EDT,b9ea8a81-ad4f-3147-a82d-fd4f09c282c2,finmb_129040994,-14400000,10.18,17.0,11.0,13.21,12.75,1.9,buy,8,223952992,1.063,424303008,1665513984,0.491,0.792,3971639040,411.9,18.858,0.07123,0.54280996,492605000,9297875,307792992,0.89,0.172,0.13855,0.10682999,0.07469,USD,
7,Dr. Luis Bonavita 1294,5th Floor Office 501 WTC Free Zone,Montevideo,11300,Uruguay,598 2626 3000,598 2626 3018,https://www.arcosdorados.com,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Arcos Dorados Holdings Inc. operates as a franchisee of McDonald's restaurants. It has the exclusive right to own, operate, and grant franchises of McDonald's restaurants in 20 countries and territories in Latin America and the Caribbean, including Argentina, Aruba, Brazil, Chile, Colombia, Costa Rica, Curacao, Ecuador, French Guiana, Guadeloupe, Martinique, Mexico, Panama, Peru, Puerto Rico, Trinidad and Tobago, Uruguay, the U.S. Virgin Islands of St. Croix and St. Thomas, and Venezuela. The company was founded in 2007 and is based in Montevideo, Uruguay.","{'maxAge': 1, 'name': 'Mr. David  Grinberg', 'age': 43, 'title': 'VP of Corp. Communications', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.37,10.37,10.17,10.38,10.37,10.37,10.17,10.38,0.16,0.015700001,1695340800,0.2152,1.069156,13.051283,12.414635,1336704,1336704,1317325,820490,820490,10.11,10.2,1200,1300,2144468096,6.64,11.47,0.53994536,10.4492,8.85045,0.19,0.018322082,USD,3586743552,0.04208,125101666,130655000,2401425,1499073,1690761600,1693440000,0.0114,0.032560002,0.4321,2.31,0.024,210655008,1.916,5.3131523,1672444800,1703980800,1688083200,0.959,167134000,0.78,0.82,0.32,0.903,8.453,0.3412385,0.14113986,0.05,1687392000,NYQ,EQUITY,ARCO,ARCO,Arcos Dorados Holdings Inc.,Arcos Dorados Holdings Inc.,1302787800,America/New_York,EDT,b9ea8a81-ad4f-3147-a82d-fd4f09c282c2,finmb_129040994,-14400000,10.18,17.0,11.0,13.21,12.75,1.9,buy,8,223952992,1.063,424303008,1665513984,0.491,0.792,3971639040,411.9,18.858,0.07123,0.54280996,492605000,9297875,307792992,0.89,0.172,0.13855,0.10682999,0.07469,USD,
8,Dr. Luis Bonavita 1294,5th Floor Office 501 WTC Free Zone,Montevideo,11300,Uruguay,598 2626 3000,598 2626 3018,https://www.arcosdorados.com,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Arcos Dorados Holdings Inc. operates as a franchisee of McDonald's restaurants. It has the exclusive right to own, operate, and grant franchises of McDonald's restaurants in 20 countries and territories in Latin America and the Caribbean, including Argentina, Aruba, Brazil, Chile, Colombia, Costa Rica, Curacao, Ecuador, French Guiana, Guadeloupe, Martinique, Mexico, Panama, Peru, Puerto Rico, Trinidad and Tobago, Uruguay, the U.S. Virgin Islands of St. Croix and St. Thomas, and Venezuela. The company was founded in 2007 and is based in Montevideo, Uruguay.","{'maxAge': 1, 'name': 'Mr. Santiago  Blanco', 'age': 51, 'title': 'Chief Marketing & Digital Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.37,10.37,10.17,10.38,10.37,10.37,10.17,10.38,0.16,0.015700001,1695340800,0.2152,1.069156,13.051283,12.414635,1336704,1336704,1317325,820490,820490,10.11,10.2,1200,1300,2144468096,6.64,11.47,0.53994536,10.4492,8.85045,0.19,0.018322082,USD,3586743552,0.04208,125101666,130655000,2401425,1499073,1690761600,1693440000,0.0114,0.032560002,0.4321,2.31,0.024,210655008,1.916,5.3131523,1672444800,1703980800,1688083200,0.959,167134000,0.78,0.82,0.32,0.903,8.453,0.3412385,0.14113986,0.05,1687392000,NYQ,EQUITY,ARCO,ARCO,Arcos Dorados Holdings Inc.,Arcos Dorados Holdings Inc.,1302787800,America/New_York,EDT,b9ea8a81-ad4f-3147-a82d-fd4f09c282c2,finmb_129040994,-14400000,10.18,17.0,11.0,13.21,12.75,1.9,buy,8,223952992,1.063,424303008,1665513984,0.491,0.792,3971639040,411.9,18.858,0.07123,0.54280996,492605000,9297875,307792992,0.89,0.172,0.13855,0.10682999,0.07469,USD,
9,Dr. Luis Bonavita 1294,5th Floor Office 501 WTC Free Zone,Montevideo,11300,Uruguay,598 2626 3000,598 2626 3018,https://www.arcosdorados.com,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Arcos Dorados Holdings Inc. operates as a franchisee of McDonald's restaurants. It has the exclusive right to own, operate, and grant franchises of McDonald's restaurants in 20 countries and territories in Latin America and the Caribbean, including Argentina, Aruba, Brazil, Chile, Colombia, Costa Rica, Curacao, Ecuador, French Guiana, Guadeloupe, Martinique, Mexico, Panama, Peru, Puerto Rico, Trinidad and Tobago, Uruguay, the U.S. Virgin Islands of St. Croix and St. Thomas, and Venezuela. The company was founded in 2007 and is based in Montevideo, Uruguay.","{'maxAge': 1, 'name': 'Ms. Luana  Matos', 'age': 48, 'title': 'VP of People & Culture', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.37,10.37,10.17,10.38,10.37,10.37,10.17,10.38,0.16,0.015700001,1695340800,0.2152,1.069156,13.051283,12.414635,1336704,1336704,1317325,820490,820490,10.11,10.2,1200,1300,2144468096,6.64,11.47,0.53994536,10.4492,8.85045,0.19,0.018322082,USD,3586743552,0.04208,125101666,130655000,2401425,1499073,1690761600,1693440000,0.0114,0.032560002,0.4321,2.31,0.024,210655008,1.916,5.3131523,1672444800,1703980800,1688083200,0.959,167134000,0.78,0.82,0.32,0.903,8.453,0.3412385,0.14113986,0.05,1687392000,NYQ,EQUITY,ARCO,ARCO,Arcos Dorados Holdings Inc.,Arcos Dorados Holdings Inc.,1302787800,America/New_York,EDT,b9ea8a81-ad4f-3147-a82d-fd4f09c282c2,finmb_129040994,-14400000,10.18,17.0,11.0,13.21,12.75,1.9,buy,8,223952992,1.063,424303008,1665513984,0.491,0.792,3971639040,411.9,18.858,0.07123,0.54280996,492605000,9297875,307792992,0.89,0.172,0.13855,0.10682999,0.07469,USD,
