,address1,city,state,zip,country,phone,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,bookValue,trailingEps,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1067 East Highway 24,Woodland Park,CO,80863,United States,719-433-1069,Software—Infrastructure,Technology,"GTFN Holdings, Inc. produces and distributes motion pictures and television entertainment. The company is based in Woodland Park, Colorado.","{'maxAge': 1, 'name': 'Jonathan  Parker-Bray', 'title': 'Chief Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,1.94,1.7,1.7,1.7,1.94,1.7,1.7,1.7,0.0,220,220,686,24,24,0.0,0.0,0,0,108779,0.96,9.01,1.827514,1.894101,0.0,0.0,USD,0.0,47296,-5.347,-17.59,1:1000,1316563200,PNK,EQUITY,BTOW,BTOW,GTFN HLDGS INC,GTFN Holdings Inc.,1234276200,America/New_York,EDT,-14400000,1.7,none,0.0,0.0,0.0,USD,
