,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,23 Savile Row,Fifth Floor,London,W1S 2ET,United Kingdom,44 20 3728 4450,https://www.sequa-petroleum.com,Oil & Gas E&P,Energy,"Sequa Petroleum N.V., an oil and gas company, engages in the acquisition, exploration, appraisal, development, and production of onshore and offshore oil and gas assets worldwide. Sequa Petroleum N.V. was incorporated in 2013 and is based in London, the United Kingdom.",5,"{'maxAge': 1, 'name': 'Mr. Jacob  Broekhuijsen', 'age': 59, 'title': 'Chairman of Management Board, CEO & MD', 'yearBorn': 1963, 'fiscalYear': 2021, 'totalPay': 796000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.0125,0.013,0.013,0.013,0.0125,0.013,0.013,0.013,0.0,1.444819,1900,1900,15353,44872,44872,12436671,0.0095,0.019,0.01306,0.0128225,0.0,0.0,EUR,-10235668,0.0,956667008,0.0,0.0,0.023,0.5652174,1672444800,1703980800,1561852800,-2926000,-0.0,3.503,PAR,EQUITY,MLSEQ.PA,MLSEQ.PA,SEQUA PETROLEUM NV,Sequa Petroleum N.V.,1414134000,Europe/Paris,CEST,7200000,0.013,none,22194000,0.023,-2922000,0,9.772,9.772,-0.13884,-0.23606001,1117750,22000,0.0,0.0,0.0,USD,
1,23 Savile Row,Fifth Floor,London,W1S 2ET,United Kingdom,44 20 3728 4450,https://www.sequa-petroleum.com,Oil & Gas E&P,Energy,"Sequa Petroleum N.V., an oil and gas company, engages in the acquisition, exploration, appraisal, development, and production of onshore and offshore oil and gas assets worldwide. Sequa Petroleum N.V. was incorporated in 2013 and is based in London, the United Kingdom.",5,"{'maxAge': 1, 'name': 'Mr. James  Luke', 'age': 63, 'title': 'COO, MD & Member of Management Board', 'yearBorn': 1959, 'fiscalYear': 2021, 'totalPay': 499000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.0125,0.013,0.013,0.013,0.0125,0.013,0.013,0.013,0.0,1.444819,1900,1900,15353,44872,44872,12436671,0.0095,0.019,0.01306,0.0128225,0.0,0.0,EUR,-10235668,0.0,956667008,0.0,0.0,0.023,0.5652174,1672444800,1703980800,1561852800,-2926000,-0.0,3.503,PAR,EQUITY,MLSEQ.PA,MLSEQ.PA,SEQUA PETROLEUM NV,Sequa Petroleum N.V.,1414134000,Europe/Paris,CEST,7200000,0.013,none,22194000,0.023,-2922000,0,9.772,9.772,-0.13884,-0.23606001,1117750,22000,0.0,0.0,0.0,USD,
2,23 Savile Row,Fifth Floor,London,W1S 2ET,United Kingdom,44 20 3728 4450,https://www.sequa-petroleum.com,Oil & Gas E&P,Energy,"Sequa Petroleum N.V., an oil and gas company, engages in the acquisition, exploration, appraisal, development, and production of onshore and offshore oil and gas assets worldwide. Sequa Petroleum N.V. was incorporated in 2013 and is based in London, the United Kingdom.",5,"{'maxAge': 1, 'name': 'Mr. Dick  Ter Avest', 'age': 57, 'title': 'CDO, MD & Member of Management Board', 'yearBorn': 1965, 'fiscalYear': 2021, 'totalPay': 414000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.0125,0.013,0.013,0.013,0.0125,0.013,0.013,0.013,0.0,1.444819,1900,1900,15353,44872,44872,12436671,0.0095,0.019,0.01306,0.0128225,0.0,0.0,EUR,-10235668,0.0,956667008,0.0,0.0,0.023,0.5652174,1672444800,1703980800,1561852800,-2926000,-0.0,3.503,PAR,EQUITY,MLSEQ.PA,MLSEQ.PA,SEQUA PETROLEUM NV,Sequa Petroleum N.V.,1414134000,Europe/Paris,CEST,7200000,0.013,none,22194000,0.023,-2922000,0,9.772,9.772,-0.13884,-0.23606001,1117750,22000,0.0,0.0,0.0,USD,
3,23 Savile Row,Fifth Floor,London,W1S 2ET,United Kingdom,44 20 3728 4450,https://www.sequa-petroleum.com,Oil & Gas E&P,Energy,"Sequa Petroleum N.V., an oil and gas company, engages in the acquisition, exploration, appraisal, development, and production of onshore and offshore oil and gas assets worldwide. Sequa Petroleum N.V. was incorporated in 2013 and is based in London, the United Kingdom.",5,"{'maxAge': 1, 'name': 'Mr. Olly  Horne', 'title': 'Interim Financial Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.0125,0.013,0.013,0.013,0.0125,0.013,0.013,0.013,0.0,1.444819,1900,1900,15353,44872,44872,12436671,0.0095,0.019,0.01306,0.0128225,0.0,0.0,EUR,-10235668,0.0,956667008,0.0,0.0,0.023,0.5652174,1672444800,1703980800,1561852800,-2926000,-0.0,3.503,PAR,EQUITY,MLSEQ.PA,MLSEQ.PA,SEQUA PETROLEUM NV,Sequa Petroleum N.V.,1414134000,Europe/Paris,CEST,7200000,0.013,none,22194000,0.023,-2922000,0,9.772,9.772,-0.13884,-0.23606001,1117750,22000,0.0,0.0,0.0,USD,
