,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Via Stella Rosa no. 48,Baranzate,Milan,MI,20021,Italy,39 02 350001,https://euro-group.it,Specialty Industrial Machinery,Industrials,"EuroGroup Laminations S.p.A. engages in the design, production, and distribution of the motor core for electric motors and generators worldwide. It also offers blanked and notched laminations and die cast rotors. The company products are used in various applications, including industrial applications, HVAC equipment, sewage station, industrial motors, household appliance, energy, and logistics. EuroGroup Laminations S.p.A. was founded in 1967 and is based in Milan, Italy.",2900,"{'maxAge': 1, 'name': 'Mr. Marco Stefano Arduini', 'title': 'Chief Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.412,4.344,4.344,4.344,4.412,4.344,4.344,4.344,0.0,20.685715,35,35,28,0,0,4.48,4.62,825212288,4.344,7.105,0.93356675,5.12424,5.3351917,0.0,0.0,EUR,944201024,0.040799998,24295412,94016304,0.70337,0.34359002,2.479,1.7523193,1672444800,1703980800,1688083200,-0.532,36068000,0.21,1.068,9.278,FRA,EQUITY,QK9.F,QK9.F,EUROGROUP LAMINAT. S.P.A.,EuroGroup Laminations S.p.A.,1676358000,Europe/Berlin,CEST,7200000,4.344,none,169587008,1.011,101764000,341564000,0.957,1.795,883934976,76.233,37.311,-39798000,-0.659,-0.047,0.2516,0.11512999,0.09057,EUR,
1,Via Stella Rosa no. 48,Baranzate,Milan,MI,20021,Italy,39 02 350001,https://euro-group.it,Specialty Industrial Machinery,Industrials,"EuroGroup Laminations S.p.A. engages in the design, production, and distribution of the motor core for electric motors and generators worldwide. It also offers blanked and notched laminations and die cast rotors. The company products are used in various applications, including industrial applications, HVAC equipment, sewage station, industrial motors, household appliance, energy, and logistics. EuroGroup Laminations S.p.A. was founded in 1967 and is based in Milan, Italy.",2900,"{'maxAge': 1, 'name': 'Mr. Isidoro  Guardala', 'title': 'Exec. Vice Chairman', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.412,4.344,4.344,4.344,4.412,4.344,4.344,4.344,0.0,20.685715,35,35,28,0,0,4.48,4.62,825212288,4.344,7.105,0.93356675,5.12424,5.3351917,0.0,0.0,EUR,944201024,0.040799998,24295412,94016304,0.70337,0.34359002,2.479,1.7523193,1672444800,1703980800,1688083200,-0.532,36068000,0.21,1.068,9.278,FRA,EQUITY,QK9.F,QK9.F,EUROGROUP LAMINAT. S.P.A.,EuroGroup Laminations S.p.A.,1676358000,Europe/Berlin,CEST,7200000,4.344,none,169587008,1.011,101764000,341564000,0.957,1.795,883934976,76.233,37.311,-39798000,-0.659,-0.047,0.2516,0.11512999,0.09057,EUR,
2,Via Stella Rosa no. 48,Baranzate,Milan,MI,20021,Italy,39 02 350001,https://euro-group.it,Specialty Industrial Machinery,Industrials,"EuroGroup Laminations S.p.A. engages in the design, production, and distribution of the motor core for electric motors and generators worldwide. It also offers blanked and notched laminations and die cast rotors. The company products are used in various applications, including industrial applications, HVAC equipment, sewage station, industrial motors, household appliance, energy, and logistics. EuroGroup Laminations S.p.A. was founded in 1967 and is based in Milan, Italy.",2900,"{'maxAge': 1, 'name': 'Gianluca Umberto Maria Bertocchi', 'title': 'Exec. Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.412,4.344,4.344,4.344,4.412,4.344,4.344,4.344,0.0,20.685715,35,35,28,0,0,4.48,4.62,825212288,4.344,7.105,0.93356675,5.12424,5.3351917,0.0,0.0,EUR,944201024,0.040799998,24295412,94016304,0.70337,0.34359002,2.479,1.7523193,1672444800,1703980800,1688083200,-0.532,36068000,0.21,1.068,9.278,FRA,EQUITY,QK9.F,QK9.F,EUROGROUP LAMINAT. S.P.A.,EuroGroup Laminations S.p.A.,1676358000,Europe/Berlin,CEST,7200000,4.344,none,169587008,1.011,101764000,341564000,0.957,1.795,883934976,76.233,37.311,-39798000,-0.659,-0.047,0.2516,0.11512999,0.09057,EUR,
3,Via Stella Rosa no. 48,Baranzate,Milan,MI,20021,Italy,39 02 350001,https://euro-group.it,Specialty Industrial Machinery,Industrials,"EuroGroup Laminations S.p.A. engages in the design, production, and distribution of the motor core for electric motors and generators worldwide. It also offers blanked and notched laminations and die cast rotors. The company products are used in various applications, including industrial applications, HVAC equipment, sewage station, industrial motors, household appliance, energy, and logistics. EuroGroup Laminations S.p.A. was founded in 1967 and is based in Milan, Italy.",2900,"{'maxAge': 1, 'name': 'Leonardantonio  Franchini', 'title': 'Exec. Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.412,4.344,4.344,4.344,4.412,4.344,4.344,4.344,0.0,20.685715,35,35,28,0,0,4.48,4.62,825212288,4.344,7.105,0.93356675,5.12424,5.3351917,0.0,0.0,EUR,944201024,0.040799998,24295412,94016304,0.70337,0.34359002,2.479,1.7523193,1672444800,1703980800,1688083200,-0.532,36068000,0.21,1.068,9.278,FRA,EQUITY,QK9.F,QK9.F,EUROGROUP LAMINAT. S.P.A.,EuroGroup Laminations S.p.A.,1676358000,Europe/Berlin,CEST,7200000,4.344,none,169587008,1.011,101764000,341564000,0.957,1.795,883934976,76.233,37.311,-39798000,-0.659,-0.047,0.2516,0.11512999,0.09057,EUR,
