,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,945 Princess Street,Box 118,Kingston,ON,K7L 0E9,Canada,613-702-0789,613-241-8632,https://strialithium.com,Other Industrial Metals & Mining,Basic Materials,"Stria Lithium Inc. engages in the acquisition, exploration, and development of mineral properties in North America. It primarily explores for lithium deposits. The company owns a 100% interest in the Pontax-Lithium property that includes 68 contiguous mining claims covering an area of 3,613 hectares located in the west-central Eeyou Istchee James Bay Territory in Northern Quebec. It also holds interest in Romer property that includes 57 contiguous and two isolated map-designated mining claims covering an area of 2,592.1 hectares located in the Labrador Trough sector of Nunavik. It is also involved in the development of processes to purify and recover lithium metal directly from ore and brine liquids. The company was formerly known as Stria Capital Inc. and changed its name to Stria Lithium Inc. in April 2014. Stria Lithium Inc. is headquartered in Kingston, Canada.","{'maxAge': 1, 'name': 'Mr. Dean  Hanisch', 'age': 52, 'title': 'Pres, CEO & Non-Independent Director', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 35000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.205,0.205,0.205,0.21,0.205,0.205,0.205,0.21,0.0,1.595612,2000,2000,52150,22250,22250,0.205,0.22,0,0,5443410,0.165,0.5,0.2114,0.23743,0.0,0.0,CAD,3236308,0.0,21196668,25921000,6820,3229,1690761600,1693440000,0.00029999999,0.20999001,0.0,0.07,0.136,1.5441176,1664496000,1696032000,1688083200,-2423874,-0.11,VAN,EQUITY,SRA.V,SRA.V,STRIA LITHIUM INC,Stria Lithium Inc.,1363786200,America/Toronto,EDT,-14400000,0.21,none,1947899,0.075,0,18.72,19.119,-0.38134,-0.74806,-1109355,-1275587,0.0,0.0,0.0,CAD,
1,945 Princess Street,Box 118,Kingston,ON,K7L 0E9,Canada,613-702-0789,613-241-8632,https://strialithium.com,Other Industrial Metals & Mining,Basic Materials,"Stria Lithium Inc. engages in the acquisition, exploration, and development of mineral properties in North America. It primarily explores for lithium deposits. The company owns a 100% interest in the Pontax-Lithium property that includes 68 contiguous mining claims covering an area of 3,613 hectares located in the west-central Eeyou Istchee James Bay Territory in Northern Quebec. It also holds interest in Romer property that includes 57 contiguous and two isolated map-designated mining claims covering an area of 2,592.1 hectares located in the Labrador Trough sector of Nunavik. It is also involved in the development of processes to purify and recover lithium metal directly from ore and brine liquids. The company was formerly known as Stria Capital Inc. and changed its name to Stria Lithium Inc. in April 2014. Stria Lithium Inc. is headquartered in Kingston, Canada.","{'maxAge': 1, 'name': 'Ms. Judith T. Mazvihwa-MacLean BSc, CMA, MBA, MSc', 'age': 47, 'title': 'Corp. Sec. & CFO', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.205,0.205,0.205,0.21,0.205,0.205,0.205,0.21,0.0,1.595612,2000,2000,52150,22250,22250,0.205,0.22,0,0,5443410,0.165,0.5,0.2114,0.23743,0.0,0.0,CAD,3236308,0.0,21196668,25921000,6820,3229,1690761600,1693440000,0.00029999999,0.20999001,0.0,0.07,0.136,1.5441176,1664496000,1696032000,1688083200,-2423874,-0.11,VAN,EQUITY,SRA.V,SRA.V,STRIA LITHIUM INC,Stria Lithium Inc.,1363786200,America/Toronto,EDT,-14400000,0.21,none,1947899,0.075,0,18.72,19.119,-0.38134,-0.74806,-1109355,-1275587,0.0,0.0,0.0,CAD,
2,945 Princess Street,Box 118,Kingston,ON,K7L 0E9,Canada,613-702-0789,613-241-8632,https://strialithium.com,Other Industrial Metals & Mining,Basic Materials,"Stria Lithium Inc. engages in the acquisition, exploration, and development of mineral properties in North America. It primarily explores for lithium deposits. The company owns a 100% interest in the Pontax-Lithium property that includes 68 contiguous mining claims covering an area of 3,613 hectares located in the west-central Eeyou Istchee James Bay Territory in Northern Quebec. It also holds interest in Romer property that includes 57 contiguous and two isolated map-designated mining claims covering an area of 2,592.1 hectares located in the Labrador Trough sector of Nunavik. It is also involved in the development of processes to purify and recover lithium metal directly from ore and brine liquids. The company was formerly known as Stria Capital Inc. and changed its name to Stria Lithium Inc. in April 2014. Stria Lithium Inc. is headquartered in Kingston, Canada.","{'maxAge': 1, 'name': 'Dr. Iain  Todd', 'title': 'Chief Operating Officer', 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.205,0.205,0.205,0.21,0.205,0.205,0.205,0.21,0.0,1.595612,2000,2000,52150,22250,22250,0.205,0.22,0,0,5443410,0.165,0.5,0.2114,0.23743,0.0,0.0,CAD,3236308,0.0,21196668,25921000,6820,3229,1690761600,1693440000,0.00029999999,0.20999001,0.0,0.07,0.136,1.5441176,1664496000,1696032000,1688083200,-2423874,-0.11,VAN,EQUITY,SRA.V,SRA.V,STRIA LITHIUM INC,Stria Lithium Inc.,1363786200,America/Toronto,EDT,-14400000,0.21,none,1947899,0.075,0,18.72,19.119,-0.38134,-0.74806,-1109355,-1275587,0.0,0.0,0.0,CAD,
