,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Emniyet Evleri Dist. Eski BUeyUekdere,Street No:1/1 Kagithane,Istanbul,34415,Turkey,90 212 456 70 00,90 212 690 00 00,https://www.kilergyo.com,REIT—Diversified,Real Estate,"Kiler Gayrimenkul Yatirim Ortakligi A.S. operates as a real estate investment trust in Turkey. The company engages in the development of residential and commercial real estate projects. It also provides property management services. The company was formerly known as Biskon Yapi A.S. and changed its name to Kiler Gayrimenkul Yatirim Ortakligi A.S. in February 2008. Kiler Gayrimenkul Yatirim Ortakligi A.S. was founded in 1994 and is based in Istanbul, Turkey.",76,"{'maxAge': 1, 'name': 'Gokhan  Yildiz', 'title': 'Gen. Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.11,3.11,3.06,3.14,3.11,3.11,3.06,3.14,0.0,1.0586207,52218900,52218900,73693147,90702924,90702924,3.07,3.08,0,0,4282650112,1.36,4.24,6.060797,3.1568,2.85645,0.0,0.0,TRY,4724972032,5.52046,643276350,1395000064,0.53543997,0.00042,5.013,0.61240774,1672444800,1703980800,1688083200,2.618,3900843008,2.9,141:100,1340928000,6.687,10.45,IST,EQUITY,KLGYO.IS,KLGYO.IS,KILER GMYO,Kiler Gayrimenkul Yatirim Ortakligi A.S.,1303281000,Europe/Istanbul,TRT,10800000,3.07,none,53503000,0.038,452168000,412124992,0.349,1.288,706614976,5.893,0.507,0.03383,0.77352995,959201000,161540752,275025984,2.618,-0.875,0.84120005,0.63991,0.63039,TRY,
1,Emniyet Evleri Dist. Eski BUeyUekdere,Street No:1/1 Kagithane,Istanbul,34415,Turkey,90 212 456 70 00,90 212 690 00 00,https://www.kilergyo.com,REIT—Diversified,Real Estate,"Kiler Gayrimenkul Yatirim Ortakligi A.S. operates as a real estate investment trust in Turkey. The company engages in the development of residential and commercial real estate projects. It also provides property management services. The company was formerly known as Biskon Yapi A.S. and changed its name to Kiler Gayrimenkul Yatirim Ortakligi A.S. in February 2008. Kiler Gayrimenkul Yatirim Ortakligi A.S. was founded in 1994 and is based in Istanbul, Turkey.",76,"{'maxAge': 1, 'name': 'Mr. Ahmet  Imir', 'title': 'Financial Affairs & Investor Relations Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.11,3.11,3.06,3.14,3.11,3.11,3.06,3.14,0.0,1.0586207,52218900,52218900,73693147,90702924,90702924,3.07,3.08,0,0,4282650112,1.36,4.24,6.060797,3.1568,2.85645,0.0,0.0,TRY,4724972032,5.52046,643276350,1395000064,0.53543997,0.00042,5.013,0.61240774,1672444800,1703980800,1688083200,2.618,3900843008,2.9,141:100,1340928000,6.687,10.45,IST,EQUITY,KLGYO.IS,KLGYO.IS,KILER GMYO,Kiler Gayrimenkul Yatirim Ortakligi A.S.,1303281000,Europe/Istanbul,TRT,10800000,3.07,none,53503000,0.038,452168000,412124992,0.349,1.288,706614976,5.893,0.507,0.03383,0.77352995,959201000,161540752,275025984,2.618,-0.875,0.84120005,0.63991,0.63039,TRY,
2,Emniyet Evleri Dist. Eski BUeyUekdere,Street No:1/1 Kagithane,Istanbul,34415,Turkey,90 212 456 70 00,90 212 690 00 00,https://www.kilergyo.com,REIT—Diversified,Real Estate,"Kiler Gayrimenkul Yatirim Ortakligi A.S. operates as a real estate investment trust in Turkey. The company engages in the development of residential and commercial real estate projects. It also provides property management services. The company was formerly known as Biskon Yapi A.S. and changed its name to Kiler Gayrimenkul Yatirim Ortakligi A.S. in February 2008. Kiler Gayrimenkul Yatirim Ortakligi A.S. was founded in 1994 and is based in Istanbul, Turkey.",76,"{'maxAge': 1, 'name': 'Ms. Yasemin Seher Çamlibel', 'title': 'Director of Sales & Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.11,3.11,3.06,3.14,3.11,3.11,3.06,3.14,0.0,1.0586207,52218900,52218900,73693147,90702924,90702924,3.07,3.08,0,0,4282650112,1.36,4.24,6.060797,3.1568,2.85645,0.0,0.0,TRY,4724972032,5.52046,643276350,1395000064,0.53543997,0.00042,5.013,0.61240774,1672444800,1703980800,1688083200,2.618,3900843008,2.9,141:100,1340928000,6.687,10.45,IST,EQUITY,KLGYO.IS,KLGYO.IS,KILER GMYO,Kiler Gayrimenkul Yatirim Ortakligi A.S.,1303281000,Europe/Istanbul,TRT,10800000,3.07,none,53503000,0.038,452168000,412124992,0.349,1.288,706614976,5.893,0.507,0.03383,0.77352995,959201000,161540752,275025984,2.618,-0.875,0.84120005,0.63991,0.63039,TRY,
