,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,159 Varsity Parade,Varsity Lakes,QLD,4227,Australia,61 7 5581 5300,61 7 5581 5311,https://www.g8education.edu.au,Education & Training Services,Education & Training Services,Consumer Defensive,Consumer Defensive,"G8 Education Limited provides early childhood education and care services in Australia. It offers its services under the Buggles, Community Kids, Casa Bambini, Creative Garden, First Grammar, Great Beginnings, Green Wood, Head Start, Kool Kids, Kindy Patch Kids, Jelly Beans, Pelicans, Kinder Haven, Nurture One, World Of Learning, The Learning Sanctuary, Sand Castles, Bambinos, Pelican child care, Penguin child care, and Early learning services brands. As of December 31, 2022, it operated 438 centers. The company was incorporated in 2006 and is based in Varsity Lakes, Australia.",8472,"{'maxAge': 1, 'name': 'Ms. Sharyn  Williams', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 630495, 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,6,7,2,1693526400,1672444800,86400,4,1.09,1.08,1.07,1.107,1.09,1.08,1.07,1.107,0.04,0.0318,1694044800,0.5758,0.931681,22.0,12.222222,3863182,3863182,965349,1277715,1277715,1.095,1.105,0,0,890456576,0.9025,1.285,0.94706553,1.0913,1.13515,0.035,0.03211009,AUD,1638106752,0.045840003,796974979,809505984,0.01323,0.7686,809505984,1.083,1.0156972,1672444800,1703980800,1688083200,0.765,43102000,0.05,0.09,1.89,1.742,15.014,0.11675131,0.14113986,0.015,1694044800,ASX,EQUITY,GEM.AX,GEM.AX,G8 EDUCATE FPO,G8 Education Limited,1196809200,Australia/Sydney,AEST,4d31c7bd-8a78-3fe8-a291-247a3ba99642,finmb_64736883,36000000,1.1,1.46,1.1,1.25,1.23,2.5,buy,6,41833000,0.052,109107000,789483008,0.295,0.343,940227008,90.059,1.148,0.03929,0.04893,809309000,106951128,174080992,0.84,0.094,0.90247,0.11604,0.12182,AUD,
1,159 Varsity Parade,Varsity Lakes,QLD,4227,Australia,61 7 5581 5300,61 7 5581 5311,https://www.g8education.edu.au,Education & Training Services,Education & Training Services,Consumer Defensive,Consumer Defensive,"G8 Education Limited provides early childhood education and care services in Australia. It offers its services under the Buggles, Community Kids, Casa Bambini, Creative Garden, First Grammar, Great Beginnings, Green Wood, Head Start, Kool Kids, Kindy Patch Kids, Jelly Beans, Pelicans, Kinder Haven, Nurture One, World Of Learning, The Learning Sanctuary, Sand Castles, Bambinos, Pelican child care, Penguin child care, and Early learning services brands. As of December 31, 2022, it operated 438 centers. The company was incorporated in 2006 and is based in Varsity Lakes, Australia.",8472,"{'maxAge': 1, 'name': 'Mr. Pejman  Okhovat', 'title': 'CEO, MD & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,6,7,2,1693526400,1672444800,86400,4,1.09,1.08,1.07,1.107,1.09,1.08,1.07,1.107,0.04,0.0318,1694044800,0.5758,0.931681,22.0,12.222222,3863182,3863182,965349,1277715,1277715,1.095,1.105,0,0,890456576,0.9025,1.285,0.94706553,1.0913,1.13515,0.035,0.03211009,AUD,1638106752,0.045840003,796974979,809505984,0.01323,0.7686,809505984,1.083,1.0156972,1672444800,1703980800,1688083200,0.765,43102000,0.05,0.09,1.89,1.742,15.014,0.11675131,0.14113986,0.015,1694044800,ASX,EQUITY,GEM.AX,GEM.AX,G8 EDUCATE FPO,G8 Education Limited,1196809200,Australia/Sydney,AEST,4d31c7bd-8a78-3fe8-a291-247a3ba99642,finmb_64736883,36000000,1.1,1.46,1.1,1.25,1.23,2.5,buy,6,41833000,0.052,109107000,789483008,0.295,0.343,940227008,90.059,1.148,0.03929,0.04893,809309000,106951128,174080992,0.84,0.094,0.90247,0.11604,0.12182,AUD,
2,159 Varsity Parade,Varsity Lakes,QLD,4227,Australia,61 7 5581 5300,61 7 5581 5311,https://www.g8education.edu.au,Education & Training Services,Education & Training Services,Consumer Defensive,Consumer Defensive,"G8 Education Limited provides early childhood education and care services in Australia. It offers its services under the Buggles, Community Kids, Casa Bambini, Creative Garden, First Grammar, Great Beginnings, Green Wood, Head Start, Kool Kids, Kindy Patch Kids, Jelly Beans, Pelicans, Kinder Haven, Nurture One, World Of Learning, The Learning Sanctuary, Sand Castles, Bambinos, Pelican child care, Penguin child care, and Early learning services brands. As of December 31, 2022, it operated 438 centers. The company was incorporated in 2006 and is based in Varsity Lakes, Australia.",8472,"{'maxAge': 1, 'name': 'Mr. Calvin  Goulding', 'title': 'Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,6,7,2,1693526400,1672444800,86400,4,1.09,1.08,1.07,1.107,1.09,1.08,1.07,1.107,0.04,0.0318,1694044800,0.5758,0.931681,22.0,12.222222,3863182,3863182,965349,1277715,1277715,1.095,1.105,0,0,890456576,0.9025,1.285,0.94706553,1.0913,1.13515,0.035,0.03211009,AUD,1638106752,0.045840003,796974979,809505984,0.01323,0.7686,809505984,1.083,1.0156972,1672444800,1703980800,1688083200,0.765,43102000,0.05,0.09,1.89,1.742,15.014,0.11675131,0.14113986,0.015,1694044800,ASX,EQUITY,GEM.AX,GEM.AX,G8 EDUCATE FPO,G8 Education Limited,1196809200,Australia/Sydney,AEST,4d31c7bd-8a78-3fe8-a291-247a3ba99642,finmb_64736883,36000000,1.1,1.46,1.1,1.25,1.23,2.5,buy,6,41833000,0.052,109107000,789483008,0.295,0.343,940227008,90.059,1.148,0.03929,0.04893,809309000,106951128,174080992,0.84,0.094,0.90247,0.11604,0.12182,AUD,
3,159 Varsity Parade,Varsity Lakes,QLD,4227,Australia,61 7 5581 5300,61 7 5581 5311,https://www.g8education.edu.au,Education & Training Services,Education & Training Services,Consumer Defensive,Consumer Defensive,"G8 Education Limited provides early childhood education and care services in Australia. It offers its services under the Buggles, Community Kids, Casa Bambini, Creative Garden, First Grammar, Great Beginnings, Green Wood, Head Start, Kool Kids, Kindy Patch Kids, Jelly Beans, Pelicans, Kinder Haven, Nurture One, World Of Learning, The Learning Sanctuary, Sand Castles, Bambinos, Pelican child care, Penguin child care, and Early learning services brands. As of December 31, 2022, it operated 438 centers. The company was incorporated in 2006 and is based in Varsity Lakes, Australia.",8472,"{'maxAge': 1, 'name': 'Ms. Tracey  Wood BA (Psych), LLB, LLM', 'title': 'Chief Legal, Quality & Risk Officer and Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,6,7,2,1693526400,1672444800,86400,4,1.09,1.08,1.07,1.107,1.09,1.08,1.07,1.107,0.04,0.0318,1694044800,0.5758,0.931681,22.0,12.222222,3863182,3863182,965349,1277715,1277715,1.095,1.105,0,0,890456576,0.9025,1.285,0.94706553,1.0913,1.13515,0.035,0.03211009,AUD,1638106752,0.045840003,796974979,809505984,0.01323,0.7686,809505984,1.083,1.0156972,1672444800,1703980800,1688083200,0.765,43102000,0.05,0.09,1.89,1.742,15.014,0.11675131,0.14113986,0.015,1694044800,ASX,EQUITY,GEM.AX,GEM.AX,G8 EDUCATE FPO,G8 Education Limited,1196809200,Australia/Sydney,AEST,4d31c7bd-8a78-3fe8-a291-247a3ba99642,finmb_64736883,36000000,1.1,1.46,1.1,1.25,1.23,2.5,buy,6,41833000,0.052,109107000,789483008,0.295,0.343,940227008,90.059,1.148,0.03929,0.04893,809309000,106951128,174080992,0.84,0.094,0.90247,0.11604,0.12182,AUD,
4,159 Varsity Parade,Varsity Lakes,QLD,4227,Australia,61 7 5581 5300,61 7 5581 5311,https://www.g8education.edu.au,Education & Training Services,Education & Training Services,Consumer Defensive,Consumer Defensive,"G8 Education Limited provides early childhood education and care services in Australia. It offers its services under the Buggles, Community Kids, Casa Bambini, Creative Garden, First Grammar, Great Beginnings, Green Wood, Head Start, Kool Kids, Kindy Patch Kids, Jelly Beans, Pelicans, Kinder Haven, Nurture One, World Of Learning, The Learning Sanctuary, Sand Castles, Bambinos, Pelican child care, Penguin child care, and Early learning services brands. As of December 31, 2022, it operated 438 centers. The company was incorporated in 2006 and is based in Varsity Lakes, Australia.",8472,"{'maxAge': 1, 'name': 'Ms. Tabitha  Pearson BA, GDip HR IR', 'title': 'Chief People & Transformation Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,6,7,2,1693526400,1672444800,86400,4,1.09,1.08,1.07,1.107,1.09,1.08,1.07,1.107,0.04,0.0318,1694044800,0.5758,0.931681,22.0,12.222222,3863182,3863182,965349,1277715,1277715,1.095,1.105,0,0,890456576,0.9025,1.285,0.94706553,1.0913,1.13515,0.035,0.03211009,AUD,1638106752,0.045840003,796974979,809505984,0.01323,0.7686,809505984,1.083,1.0156972,1672444800,1703980800,1688083200,0.765,43102000,0.05,0.09,1.89,1.742,15.014,0.11675131,0.14113986,0.015,1694044800,ASX,EQUITY,GEM.AX,GEM.AX,G8 EDUCATE FPO,G8 Education Limited,1196809200,Australia/Sydney,AEST,4d31c7bd-8a78-3fe8-a291-247a3ba99642,finmb_64736883,36000000,1.1,1.46,1.1,1.25,1.23,2.5,buy,6,41833000,0.052,109107000,789483008,0.295,0.343,940227008,90.059,1.148,0.03929,0.04893,809309000,106951128,174080992,0.84,0.094,0.90247,0.11604,0.12182,AUD,
5,159 Varsity Parade,Varsity Lakes,QLD,4227,Australia,61 7 5581 5300,61 7 5581 5311,https://www.g8education.edu.au,Education & Training Services,Education & Training Services,Consumer Defensive,Consumer Defensive,"G8 Education Limited provides early childhood education and care services in Australia. It offers its services under the Buggles, Community Kids, Casa Bambini, Creative Garden, First Grammar, Great Beginnings, Green Wood, Head Start, Kool Kids, Kindy Patch Kids, Jelly Beans, Pelicans, Kinder Haven, Nurture One, World Of Learning, The Learning Sanctuary, Sand Castles, Bambinos, Pelican child care, Penguin child care, and Early learning services brands. As of December 31, 2022, it operated 438 centers. The company was incorporated in 2006 and is based in Varsity Lakes, Australia.",8472,"{'maxAge': 1, 'name': 'Andrea  Christie-David', 'title': 'Managing Director of Specialised Care Division', 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,6,7,2,1693526400,1672444800,86400,4,1.09,1.08,1.07,1.107,1.09,1.08,1.07,1.107,0.04,0.0318,1694044800,0.5758,0.931681,22.0,12.222222,3863182,3863182,965349,1277715,1277715,1.095,1.105,0,0,890456576,0.9025,1.285,0.94706553,1.0913,1.13515,0.035,0.03211009,AUD,1638106752,0.045840003,796974979,809505984,0.01323,0.7686,809505984,1.083,1.0156972,1672444800,1703980800,1688083200,0.765,43102000,0.05,0.09,1.89,1.742,15.014,0.11675131,0.14113986,0.015,1694044800,ASX,EQUITY,GEM.AX,GEM.AX,G8 EDUCATE FPO,G8 Education Limited,1196809200,Australia/Sydney,AEST,4d31c7bd-8a78-3fe8-a291-247a3ba99642,finmb_64736883,36000000,1.1,1.46,1.1,1.25,1.23,2.5,buy,6,41833000,0.052,109107000,789483008,0.295,0.343,940227008,90.059,1.148,0.03929,0.04893,809309000,106951128,174080992,0.84,0.094,0.90247,0.11604,0.12182,AUD,
6,159 Varsity Parade,Varsity Lakes,QLD,4227,Australia,61 7 5581 5300,61 7 5581 5311,https://www.g8education.edu.au,Education & Training Services,Education & Training Services,Consumer Defensive,Consumer Defensive,"G8 Education Limited provides early childhood education and care services in Australia. It offers its services under the Buggles, Community Kids, Casa Bambini, Creative Garden, First Grammar, Great Beginnings, Green Wood, Head Start, Kool Kids, Kindy Patch Kids, Jelly Beans, Pelicans, Kinder Haven, Nurture One, World Of Learning, The Learning Sanctuary, Sand Castles, Bambinos, Pelican child care, Penguin child care, and Early learning services brands. As of December 31, 2022, it operated 438 centers. The company was incorporated in 2006 and is based in Varsity Lakes, Australia.",8472,"{'maxAge': 1, 'name': 'Ali  Evans', 'title': 'Head of Early Learning & Education', 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,6,7,2,1693526400,1672444800,86400,4,1.09,1.08,1.07,1.107,1.09,1.08,1.07,1.107,0.04,0.0318,1694044800,0.5758,0.931681,22.0,12.222222,3863182,3863182,965349,1277715,1277715,1.095,1.105,0,0,890456576,0.9025,1.285,0.94706553,1.0913,1.13515,0.035,0.03211009,AUD,1638106752,0.045840003,796974979,809505984,0.01323,0.7686,809505984,1.083,1.0156972,1672444800,1703980800,1688083200,0.765,43102000,0.05,0.09,1.89,1.742,15.014,0.11675131,0.14113986,0.015,1694044800,ASX,EQUITY,GEM.AX,GEM.AX,G8 EDUCATE FPO,G8 Education Limited,1196809200,Australia/Sydney,AEST,4d31c7bd-8a78-3fe8-a291-247a3ba99642,finmb_64736883,36000000,1.1,1.46,1.1,1.25,1.23,2.5,buy,6,41833000,0.052,109107000,789483008,0.295,0.343,940227008,90.059,1.148,0.03929,0.04893,809309000,106951128,174080992,0.84,0.094,0.90247,0.11604,0.12182,AUD,
