,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Ukmerges g. 362,Vilnius,14311,Lithuania,370 5 239 080 8,370 5 239 080 0,https://aprangagroup.lt,Apparel Retail,Consumer Cyclical,"APB Apranga engages in the retail trade of apparel in the Baltic States. The company primarily operates in Lithuania, Latvia, and Estonia through franchising agreements with various brands. It sells its products through stores, as well as online. APB Apranga was founded in 1945 and is based in Vilnius, Lithuania. APB Apranga operates as a subsidiary of MG Investment UAB.",2206,"{'maxAge': 1, 'name': 'Mr. Rimantas  Perveneckas', 'age': 62, 'title': 'Gen. Director & Group GM', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 767000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,0.28,0.1069,1683763200,0.9333,0.753989,8.733333,350,350,5,0,0,2.585,2.69,145970672,1.84,2.89,0.56195956,2.6449,2.48075,0.28,0.106870234,EUR,202897968,0.06598,12254357,55292000,0.12475,0.66186994,0.983,2.6653101,1672444800,1703980800,1688083200,0.054,17140000,0.3,0.781,7.453,MUN,EQUITY,WHX.MU,WHX.MU,"APRANGA AB  EO 0,29",APB Apranga,1305525600,Europe/Berlin,CEST,7200000,2.62,none,8849000,0.16,27224000,60247000,0.255,1.394,259752992,110.876,4.563,0.091809995,0.32032,111344000,22053376,30254000,0.023,0.101,0.4639,0.10481,0.08084,EUR,
1,Ukmerges g. 362,Vilnius,14311,Lithuania,370 5 239 080 8,370 5 239 080 0,https://aprangagroup.lt,Apparel Retail,Consumer Cyclical,"APB Apranga engages in the retail trade of apparel in the Baltic States. The company primarily operates in Lithuania, Latvia, and Estonia through franchising agreements with various brands. It sells its products through stores, as well as online. APB Apranga was founded in 1945 and is based in Vilnius, Lithuania. APB Apranga operates as a subsidiary of MG Investment UAB.",2206,"{'maxAge': 1, 'name': 'Mr. Ramunas  Gaidamavicius', 'age': 54, 'title': 'Devel. Director & Director', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 355000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,0.28,0.1069,1683763200,0.9333,0.753989,8.733333,350,350,5,0,0,2.585,2.69,145970672,1.84,2.89,0.56195956,2.6449,2.48075,0.28,0.106870234,EUR,202897968,0.06598,12254357,55292000,0.12475,0.66186994,0.983,2.6653101,1672444800,1703980800,1688083200,0.054,17140000,0.3,0.781,7.453,MUN,EQUITY,WHX.MU,WHX.MU,"APRANGA AB  EO 0,29",APB Apranga,1305525600,Europe/Berlin,CEST,7200000,2.62,none,8849000,0.16,27224000,60247000,0.255,1.394,259752992,110.876,4.563,0.091809995,0.32032,111344000,22053376,30254000,0.023,0.101,0.4639,0.10481,0.08084,EUR,
2,Ukmerges g. 362,Vilnius,14311,Lithuania,370 5 239 080 8,370 5 239 080 0,https://aprangagroup.lt,Apparel Retail,Consumer Cyclical,"APB Apranga engages in the retail trade of apparel in the Baltic States. The company primarily operates in Lithuania, Latvia, and Estonia through franchising agreements with various brands. It sells its products through stores, as well as online. APB Apranga was founded in 1945 and is based in Vilnius, Lithuania. APB Apranga operates as a subsidiary of MG Investment UAB.",2206,"{'maxAge': 1, 'name': 'Ms. Ilona  Simkuniene', 'age': 59, 'title': 'Purchasing Director & Director', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 465000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,0.28,0.1069,1683763200,0.9333,0.753989,8.733333,350,350,5,0,0,2.585,2.69,145970672,1.84,2.89,0.56195956,2.6449,2.48075,0.28,0.106870234,EUR,202897968,0.06598,12254357,55292000,0.12475,0.66186994,0.983,2.6653101,1672444800,1703980800,1688083200,0.054,17140000,0.3,0.781,7.453,MUN,EQUITY,WHX.MU,WHX.MU,"APRANGA AB  EO 0,29",APB Apranga,1305525600,Europe/Berlin,CEST,7200000,2.62,none,8849000,0.16,27224000,60247000,0.255,1.394,259752992,110.876,4.563,0.091809995,0.32032,111344000,22053376,30254000,0.023,0.101,0.4639,0.10481,0.08084,EUR,
3,Ukmerges g. 362,Vilnius,14311,Lithuania,370 5 239 080 8,370 5 239 080 0,https://aprangagroup.lt,Apparel Retail,Consumer Cyclical,"APB Apranga engages in the retail trade of apparel in the Baltic States. The company primarily operates in Lithuania, Latvia, and Estonia through franchising agreements with various brands. It sells its products through stores, as well as online. APB Apranga was founded in 1945 and is based in Vilnius, Lithuania. APB Apranga operates as a subsidiary of MG Investment UAB.",2206,"{'maxAge': 1, 'name': 'Mr. Gabrielius  Morkunas', 'age': 32, 'title': 'CFO and Fin. & Economics Director', 'yearBorn': 1990, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,0.28,0.1069,1683763200,0.9333,0.753989,8.733333,350,350,5,0,0,2.585,2.69,145970672,1.84,2.89,0.56195956,2.6449,2.48075,0.28,0.106870234,EUR,202897968,0.06598,12254357,55292000,0.12475,0.66186994,0.983,2.6653101,1672444800,1703980800,1688083200,0.054,17140000,0.3,0.781,7.453,MUN,EQUITY,WHX.MU,WHX.MU,"APRANGA AB  EO 0,29",APB Apranga,1305525600,Europe/Berlin,CEST,7200000,2.62,none,8849000,0.16,27224000,60247000,0.255,1.394,259752992,110.876,4.563,0.091809995,0.32032,111344000,22053376,30254000,0.023,0.101,0.4639,0.10481,0.08084,EUR,
4,Ukmerges g. 362,Vilnius,14311,Lithuania,370 5 239 080 8,370 5 239 080 0,https://aprangagroup.lt,Apparel Retail,Consumer Cyclical,"APB Apranga engages in the retail trade of apparel in the Baltic States. The company primarily operates in Lithuania, Latvia, and Estonia through franchising agreements with various brands. It sells its products through stores, as well as online. APB Apranga was founded in 1945 and is based in Vilnius, Lithuania. APB Apranga operates as a subsidiary of MG Investment UAB.",2206,"{'maxAge': 1, 'name': 'Ms. Irma  Marcinkiene', 'age': 45, 'title': 'Sales & Marketing Director', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,0.28,0.1069,1683763200,0.9333,0.753989,8.733333,350,350,5,0,0,2.585,2.69,145970672,1.84,2.89,0.56195956,2.6449,2.48075,0.28,0.106870234,EUR,202897968,0.06598,12254357,55292000,0.12475,0.66186994,0.983,2.6653101,1672444800,1703980800,1688083200,0.054,17140000,0.3,0.781,7.453,MUN,EQUITY,WHX.MU,WHX.MU,"APRANGA AB  EO 0,29",APB Apranga,1305525600,Europe/Berlin,CEST,7200000,2.62,none,8849000,0.16,27224000,60247000,0.255,1.394,259752992,110.876,4.563,0.091809995,0.32032,111344000,22053376,30254000,0.023,0.101,0.4639,0.10481,0.08084,EUR,
5,Ukmerges g. 362,Vilnius,14311,Lithuania,370 5 239 080 8,370 5 239 080 0,https://aprangagroup.lt,Apparel Retail,Consumer Cyclical,"APB Apranga engages in the retail trade of apparel in the Baltic States. The company primarily operates in Lithuania, Latvia, and Estonia through franchising agreements with various brands. It sells its products through stores, as well as online. APB Apranga was founded in 1945 and is based in Vilnius, Lithuania. APB Apranga operates as a subsidiary of MG Investment UAB.",2206,"{'maxAge': 1, 'name': 'Ms. Audrone  Martinkute', 'age': 52, 'title': 'Personnel Director', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,0.28,0.1069,1683763200,0.9333,0.753989,8.733333,350,350,5,0,0,2.585,2.69,145970672,1.84,2.89,0.56195956,2.6449,2.48075,0.28,0.106870234,EUR,202897968,0.06598,12254357,55292000,0.12475,0.66186994,0.983,2.6653101,1672444800,1703980800,1688083200,0.054,17140000,0.3,0.781,7.453,MUN,EQUITY,WHX.MU,WHX.MU,"APRANGA AB  EO 0,29",APB Apranga,1305525600,Europe/Berlin,CEST,7200000,2.62,none,8849000,0.16,27224000,60247000,0.255,1.394,259752992,110.876,4.563,0.091809995,0.32032,111344000,22053376,30254000,0.023,0.101,0.4639,0.10481,0.08084,EUR,
6,Ukmerges g. 362,Vilnius,14311,Lithuania,370 5 239 080 8,370 5 239 080 0,https://aprangagroup.lt,Apparel Retail,Consumer Cyclical,"APB Apranga engages in the retail trade of apparel in the Baltic States. The company primarily operates in Lithuania, Latvia, and Estonia through franchising agreements with various brands. It sells its products through stores, as well as online. APB Apranga was founded in 1945 and is based in Vilnius, Lithuania. APB Apranga operates as a subsidiary of MG Investment UAB.",2206,"{'maxAge': 1, 'name': 'Rasa  Ruleviciute', 'title': 'Deputy of Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,0.28,0.1069,1683763200,0.9333,0.753989,8.733333,350,350,5,0,0,2.585,2.69,145970672,1.84,2.89,0.56195956,2.6449,2.48075,0.28,0.106870234,EUR,202897968,0.06598,12254357,55292000,0.12475,0.66186994,0.983,2.6653101,1672444800,1703980800,1688083200,0.054,17140000,0.3,0.781,7.453,MUN,EQUITY,WHX.MU,WHX.MU,"APRANGA AB  EO 0,29",APB Apranga,1305525600,Europe/Berlin,CEST,7200000,2.62,none,8849000,0.16,27224000,60247000,0.255,1.394,259752992,110.876,4.563,0.091809995,0.32032,111344000,22053376,30254000,0.023,0.101,0.4639,0.10481,0.08084,EUR,
