,address1,address2,city,zip,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7666 Changdong Avenue,High-tech Development Zone,Nanchang,330096,China,https://www.jxcc.com,Copper,Basic Materials,"Jiangxi Copper Company Limited engages in exploring, mining, smelting, and refining copper in Mainland China, Hong Kong, and internationally. It offers copper cathodes, copper rods and wires, sulphuric acid, and other products, as well as deposit, loan, guarantee, and financing consultation services. It is involved in the processing and sale of copper and hardware electric products; production and sale of non-ferrous metals, rare metals and non-metals, electrolytic copper foil, spiral and copper tubes, copper and enameled wires, other copper pipe products, and cast iron grinding balls; provision of repair, consulting, and transportation services; exploration, mining, selection, and smelting of gold and chemical; project, industrial, and fund investment, investment management, and investment and economic information advisory services; metallurgical chemistry; equipment manufacturing and maintenance activities; and development and production of thermo-electronic semiconductors and appliances. In addition, it engages in the development of chemical technologies; contracting for mining constructions; production and sale of casting products; maintenance of mechanical and electrical equipment; installation and debugging of equipment; sale of building materials; production of copper sulfate and electrolytic copper; scrap of base metals; and geological investigation and survey, and construction and engineering measurement. Further, it is involved in the sale of mineral processing, fine chemical, and other industrial and domestic products; trading of metal products; machinery processing; manufacture and sale of wear resistant materials; and trade and settlement of import-export business, offshore investment and financing, cross-border RMB settlement, and research and development activities, as well as recycling of renewable resources and solid waste treatment resources. The company was founded in 1979 and is headquartered in Nanchang, China.",25051,"{'maxAge': 1, 'name': 'Mr. Gaoqing  Zheng', 'age': 56, 'title': 'Exec. Chairman & Pres', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 192637, 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,5,2,5,1693526400,1672444800,86400,4,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,0.07,0.0437,1686787200,0.301,2.93,1.397897,7.043478,200,200,10858,38520,38520,0.0,0.0,0,0,8031863296,1.13,1.85,0.016317744,1.5768,1.6013,0.5,0.30864197,USD,35800784896,0.01196,1929225061,1387480064,0.22231,0.20134,22.769,0.07114937,1672444800,1703980800,1688083200,-0.195,5886867968,0.23,0.073,3.49,PNK,EQUITY,JIAXF,JIAXF,JIANGXI COPPER CO,Jiangxi Copper Company Limited,1266849000,America/New_York,EDT,-14400000,1.62,none,65174532096,18.822,10259146752,86092070912,0.747,1.31,492216516608,97.703,142.147,0.02441,0.07215,-279720000,9767085056,-0.192,0.05,0.026770001,0.02084,0.015759999,CNY,
1,7666 Changdong Avenue,High-tech Development Zone,Nanchang,330096,China,https://www.jxcc.com,Copper,Basic Materials,"Jiangxi Copper Company Limited engages in exploring, mining, smelting, and refining copper in Mainland China, Hong Kong, and internationally. It offers copper cathodes, copper rods and wires, sulphuric acid, and other products, as well as deposit, loan, guarantee, and financing consultation services. It is involved in the processing and sale of copper and hardware electric products; production and sale of non-ferrous metals, rare metals and non-metals, electrolytic copper foil, spiral and copper tubes, copper and enameled wires, other copper pipe products, and cast iron grinding balls; provision of repair, consulting, and transportation services; exploration, mining, selection, and smelting of gold and chemical; project, industrial, and fund investment, investment management, and investment and economic information advisory services; metallurgical chemistry; equipment manufacturing and maintenance activities; and development and production of thermo-electronic semiconductors and appliances. In addition, it engages in the development of chemical technologies; contracting for mining constructions; production and sale of casting products; maintenance of mechanical and electrical equipment; installation and debugging of equipment; sale of building materials; production of copper sulfate and electrolytic copper; scrap of base metals; and geological investigation and survey, and construction and engineering measurement. Further, it is involved in the sale of mineral processing, fine chemical, and other industrial and domestic products; trading of metal products; machinery processing; manufacture and sale of wear resistant materials; and trade and settlement of import-export business, offshore investment and financing, cross-border RMB settlement, and research and development activities, as well as recycling of renewable resources and solid waste treatment resources. The company was founded in 1979 and is headquartered in Nanchang, China.",25051,"{'maxAge': 1, 'name': 'Mr. Shaobing  Zhou', 'age': 52, 'title': 'Exec. Deputy Chairman & GM', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 34900, 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,5,2,5,1693526400,1672444800,86400,4,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,0.07,0.0437,1686787200,0.301,2.93,1.397897,7.043478,200,200,10858,38520,38520,0.0,0.0,0,0,8031863296,1.13,1.85,0.016317744,1.5768,1.6013,0.5,0.30864197,USD,35800784896,0.01196,1929225061,1387480064,0.22231,0.20134,22.769,0.07114937,1672444800,1703980800,1688083200,-0.195,5886867968,0.23,0.073,3.49,PNK,EQUITY,JIAXF,JIAXF,JIANGXI COPPER CO,Jiangxi Copper Company Limited,1266849000,America/New_York,EDT,-14400000,1.62,none,65174532096,18.822,10259146752,86092070912,0.747,1.31,492216516608,97.703,142.147,0.02441,0.07215,-279720000,9767085056,-0.192,0.05,0.026770001,0.02084,0.015759999,CNY,
2,7666 Changdong Avenue,High-tech Development Zone,Nanchang,330096,China,https://www.jxcc.com,Copper,Basic Materials,"Jiangxi Copper Company Limited engages in exploring, mining, smelting, and refining copper in Mainland China, Hong Kong, and internationally. It offers copper cathodes, copper rods and wires, sulphuric acid, and other products, as well as deposit, loan, guarantee, and financing consultation services. It is involved in the processing and sale of copper and hardware electric products; production and sale of non-ferrous metals, rare metals and non-metals, electrolytic copper foil, spiral and copper tubes, copper and enameled wires, other copper pipe products, and cast iron grinding balls; provision of repair, consulting, and transportation services; exploration, mining, selection, and smelting of gold and chemical; project, industrial, and fund investment, investment management, and investment and economic information advisory services; metallurgical chemistry; equipment manufacturing and maintenance activities; and development and production of thermo-electronic semiconductors and appliances. In addition, it engages in the development of chemical technologies; contracting for mining constructions; production and sale of casting products; maintenance of mechanical and electrical equipment; installation and debugging of equipment; sale of building materials; production of copper sulfate and electrolytic copper; scrap of base metals; and geological investigation and survey, and construction and engineering measurement. Further, it is involved in the sale of mineral processing, fine chemical, and other industrial and domestic products; trading of metal products; machinery processing; manufacture and sale of wear resistant materials; and trade and settlement of import-export business, offshore investment and financing, cross-border RMB settlement, and research and development activities, as well as recycling of renewable resources and solid waste treatment resources. The company was founded in 1979 and is headquartered in Nanchang, China.",25051,"{'maxAge': 1, 'name': 'Mr. Tong  Yu', 'age': 50, 'title': 'CFO & Exec. Director', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 188927, 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,5,2,5,1693526400,1672444800,86400,4,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,0.07,0.0437,1686787200,0.301,2.93,1.397897,7.043478,200,200,10858,38520,38520,0.0,0.0,0,0,8031863296,1.13,1.85,0.016317744,1.5768,1.6013,0.5,0.30864197,USD,35800784896,0.01196,1929225061,1387480064,0.22231,0.20134,22.769,0.07114937,1672444800,1703980800,1688083200,-0.195,5886867968,0.23,0.073,3.49,PNK,EQUITY,JIAXF,JIAXF,JIANGXI COPPER CO,Jiangxi Copper Company Limited,1266849000,America/New_York,EDT,-14400000,1.62,none,65174532096,18.822,10259146752,86092070912,0.747,1.31,492216516608,97.703,142.147,0.02441,0.07215,-279720000,9767085056,-0.192,0.05,0.026770001,0.02084,0.015759999,CNY,
3,7666 Changdong Avenue,High-tech Development Zone,Nanchang,330096,China,https://www.jxcc.com,Copper,Basic Materials,"Jiangxi Copper Company Limited engages in exploring, mining, smelting, and refining copper in Mainland China, Hong Kong, and internationally. It offers copper cathodes, copper rods and wires, sulphuric acid, and other products, as well as deposit, loan, guarantee, and financing consultation services. It is involved in the processing and sale of copper and hardware electric products; production and sale of non-ferrous metals, rare metals and non-metals, electrolytic copper foil, spiral and copper tubes, copper and enameled wires, other copper pipe products, and cast iron grinding balls; provision of repair, consulting, and transportation services; exploration, mining, selection, and smelting of gold and chemical; project, industrial, and fund investment, investment management, and investment and economic information advisory services; metallurgical chemistry; equipment manufacturing and maintenance activities; and development and production of thermo-electronic semiconductors and appliances. In addition, it engages in the development of chemical technologies; contracting for mining constructions; production and sale of casting products; maintenance of mechanical and electrical equipment; installation and debugging of equipment; sale of building materials; production of copper sulfate and electrolytic copper; scrap of base metals; and geological investigation and survey, and construction and engineering measurement. Further, it is involved in the sale of mineral processing, fine chemical, and other industrial and domestic products; trading of metal products; machinery processing; manufacture and sale of wear resistant materials; and trade and settlement of import-export business, offshore investment and financing, cross-border RMB settlement, and research and development activities, as well as recycling of renewable resources and solid waste treatment resources. The company was founded in 1979 and is headquartered in Nanchang, China.",25051,"{'maxAge': 1, 'name': 'Mr. Xihong  Peng', 'age': 49, 'title': 'Legal Director', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,5,2,5,1693526400,1672444800,86400,4,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,0.07,0.0437,1686787200,0.301,2.93,1.397897,7.043478,200,200,10858,38520,38520,0.0,0.0,0,0,8031863296,1.13,1.85,0.016317744,1.5768,1.6013,0.5,0.30864197,USD,35800784896,0.01196,1929225061,1387480064,0.22231,0.20134,22.769,0.07114937,1672444800,1703980800,1688083200,-0.195,5886867968,0.23,0.073,3.49,PNK,EQUITY,JIAXF,JIAXF,JIANGXI COPPER CO,Jiangxi Copper Company Limited,1266849000,America/New_York,EDT,-14400000,1.62,none,65174532096,18.822,10259146752,86092070912,0.747,1.31,492216516608,97.703,142.147,0.02441,0.07215,-279720000,9767085056,-0.192,0.05,0.026770001,0.02084,0.015759999,CNY,
4,7666 Changdong Avenue,High-tech Development Zone,Nanchang,330096,China,https://www.jxcc.com,Copper,Basic Materials,"Jiangxi Copper Company Limited engages in exploring, mining, smelting, and refining copper in Mainland China, Hong Kong, and internationally. It offers copper cathodes, copper rods and wires, sulphuric acid, and other products, as well as deposit, loan, guarantee, and financing consultation services. It is involved in the processing and sale of copper and hardware electric products; production and sale of non-ferrous metals, rare metals and non-metals, electrolytic copper foil, spiral and copper tubes, copper and enameled wires, other copper pipe products, and cast iron grinding balls; provision of repair, consulting, and transportation services; exploration, mining, selection, and smelting of gold and chemical; project, industrial, and fund investment, investment management, and investment and economic information advisory services; metallurgical chemistry; equipment manufacturing and maintenance activities; and development and production of thermo-electronic semiconductors and appliances. In addition, it engages in the development of chemical technologies; contracting for mining constructions; production and sale of casting products; maintenance of mechanical and electrical equipment; installation and debugging of equipment; sale of building materials; production of copper sulfate and electrolytic copper; scrap of base metals; and geological investigation and survey, and construction and engineering measurement. Further, it is involved in the sale of mineral processing, fine chemical, and other industrial and domestic products; trading of metal products; machinery processing; manufacture and sale of wear resistant materials; and trade and settlement of import-export business, offshore investment and financing, cross-border RMB settlement, and research and development activities, as well as recycling of renewable resources and solid waste treatment resources. The company was founded in 1979 and is headquartered in Nanchang, China.",25051,"{'maxAge': 1, 'name': 'Mr. Qing  Liang', 'age': 69, 'title': 'Exec. Director', 'yearBorn': 1953, 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,5,2,5,1693526400,1672444800,86400,4,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,0.07,0.0437,1686787200,0.301,2.93,1.397897,7.043478,200,200,10858,38520,38520,0.0,0.0,0,0,8031863296,1.13,1.85,0.016317744,1.5768,1.6013,0.5,0.30864197,USD,35800784896,0.01196,1929225061,1387480064,0.22231,0.20134,22.769,0.07114937,1672444800,1703980800,1688083200,-0.195,5886867968,0.23,0.073,3.49,PNK,EQUITY,JIAXF,JIAXF,JIANGXI COPPER CO,Jiangxi Copper Company Limited,1266849000,America/New_York,EDT,-14400000,1.62,none,65174532096,18.822,10259146752,86092070912,0.747,1.31,492216516608,97.703,142.147,0.02441,0.07215,-279720000,9767085056,-0.192,0.05,0.026770001,0.02084,0.015759999,CNY,
5,7666 Changdong Avenue,High-tech Development Zone,Nanchang,330096,China,https://www.jxcc.com,Copper,Basic Materials,"Jiangxi Copper Company Limited engages in exploring, mining, smelting, and refining copper in Mainland China, Hong Kong, and internationally. It offers copper cathodes, copper rods and wires, sulphuric acid, and other products, as well as deposit, loan, guarantee, and financing consultation services. It is involved in the processing and sale of copper and hardware electric products; production and sale of non-ferrous metals, rare metals and non-metals, electrolytic copper foil, spiral and copper tubes, copper and enameled wires, other copper pipe products, and cast iron grinding balls; provision of repair, consulting, and transportation services; exploration, mining, selection, and smelting of gold and chemical; project, industrial, and fund investment, investment management, and investment and economic information advisory services; metallurgical chemistry; equipment manufacturing and maintenance activities; and development and production of thermo-electronic semiconductors and appliances. In addition, it engages in the development of chemical technologies; contracting for mining constructions; production and sale of casting products; maintenance of mechanical and electrical equipment; installation and debugging of equipment; sale of building materials; production of copper sulfate and electrolytic copper; scrap of base metals; and geological investigation and survey, and construction and engineering measurement. Further, it is involved in the sale of mineral processing, fine chemical, and other industrial and domestic products; trading of metal products; machinery processing; manufacture and sale of wear resistant materials; and trade and settlement of import-export business, offshore investment and financing, cross-border RMB settlement, and research and development activities, as well as recycling of renewable resources and solid waste treatment resources. The company was founded in 1979 and is headquartered in Nanchang, China.",25051,"{'maxAge': 1, 'name': 'Mr. Jian Min  Gao', 'age': 62, 'title': 'Exec. Director', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,5,2,5,1693526400,1672444800,86400,4,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,0.07,0.0437,1686787200,0.301,2.93,1.397897,7.043478,200,200,10858,38520,38520,0.0,0.0,0,0,8031863296,1.13,1.85,0.016317744,1.5768,1.6013,0.5,0.30864197,USD,35800784896,0.01196,1929225061,1387480064,0.22231,0.20134,22.769,0.07114937,1672444800,1703980800,1688083200,-0.195,5886867968,0.23,0.073,3.49,PNK,EQUITY,JIAXF,JIAXF,JIANGXI COPPER CO,Jiangxi Copper Company Limited,1266849000,America/New_York,EDT,-14400000,1.62,none,65174532096,18.822,10259146752,86092070912,0.747,1.31,492216516608,97.703,142.147,0.02441,0.07215,-279720000,9767085056,-0.192,0.05,0.026770001,0.02084,0.015759999,CNY,
6,7666 Changdong Avenue,High-tech Development Zone,Nanchang,330096,China,https://www.jxcc.com,Copper,Basic Materials,"Jiangxi Copper Company Limited engages in exploring, mining, smelting, and refining copper in Mainland China, Hong Kong, and internationally. It offers copper cathodes, copper rods and wires, sulphuric acid, and other products, as well as deposit, loan, guarantee, and financing consultation services. It is involved in the processing and sale of copper and hardware electric products; production and sale of non-ferrous metals, rare metals and non-metals, electrolytic copper foil, spiral and copper tubes, copper and enameled wires, other copper pipe products, and cast iron grinding balls; provision of repair, consulting, and transportation services; exploration, mining, selection, and smelting of gold and chemical; project, industrial, and fund investment, investment management, and investment and economic information advisory services; metallurgical chemistry; equipment manufacturing and maintenance activities; and development and production of thermo-electronic semiconductors and appliances. In addition, it engages in the development of chemical technologies; contracting for mining constructions; production and sale of casting products; maintenance of mechanical and electrical equipment; installation and debugging of equipment; sale of building materials; production of copper sulfate and electrolytic copper; scrap of base metals; and geological investigation and survey, and construction and engineering measurement. Further, it is involved in the sale of mineral processing, fine chemical, and other industrial and domestic products; trading of metal products; machinery processing; manufacture and sale of wear resistant materials; and trade and settlement of import-export business, offshore investment and financing, cross-border RMB settlement, and research and development activities, as well as recycling of renewable resources and solid waste treatment resources. The company was founded in 1979 and is headquartered in Nanchang, China.",25051,"{'maxAge': 1, 'name': 'Mr. Fangyun  Liu', 'age': 56, 'title': 'VP & Exec. Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 191538, 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,5,2,5,1693526400,1672444800,86400,4,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,0.07,0.0437,1686787200,0.301,2.93,1.397897,7.043478,200,200,10858,38520,38520,0.0,0.0,0,0,8031863296,1.13,1.85,0.016317744,1.5768,1.6013,0.5,0.30864197,USD,35800784896,0.01196,1929225061,1387480064,0.22231,0.20134,22.769,0.07114937,1672444800,1703980800,1688083200,-0.195,5886867968,0.23,0.073,3.49,PNK,EQUITY,JIAXF,JIAXF,JIANGXI COPPER CO,Jiangxi Copper Company Limited,1266849000,America/New_York,EDT,-14400000,1.62,none,65174532096,18.822,10259146752,86092070912,0.747,1.31,492216516608,97.703,142.147,0.02441,0.07215,-279720000,9767085056,-0.192,0.05,0.026770001,0.02084,0.015759999,CNY,
7,7666 Changdong Avenue,High-tech Development Zone,Nanchang,330096,China,https://www.jxcc.com,Copper,Basic Materials,"Jiangxi Copper Company Limited engages in exploring, mining, smelting, and refining copper in Mainland China, Hong Kong, and internationally. It offers copper cathodes, copper rods and wires, sulphuric acid, and other products, as well as deposit, loan, guarantee, and financing consultation services. It is involved in the processing and sale of copper and hardware electric products; production and sale of non-ferrous metals, rare metals and non-metals, electrolytic copper foil, spiral and copper tubes, copper and enameled wires, other copper pipe products, and cast iron grinding balls; provision of repair, consulting, and transportation services; exploration, mining, selection, and smelting of gold and chemical; project, industrial, and fund investment, investment management, and investment and economic information advisory services; metallurgical chemistry; equipment manufacturing and maintenance activities; and development and production of thermo-electronic semiconductors and appliances. In addition, it engages in the development of chemical technologies; contracting for mining constructions; production and sale of casting products; maintenance of mechanical and electrical equipment; installation and debugging of equipment; sale of building materials; production of copper sulfate and electrolytic copper; scrap of base metals; and geological investigation and survey, and construction and engineering measurement. Further, it is involved in the sale of mineral processing, fine chemical, and other industrial and domestic products; trading of metal products; machinery processing; manufacture and sale of wear resistant materials; and trade and settlement of import-export business, offshore investment and financing, cross-border RMB settlement, and research and development activities, as well as recycling of renewable resources and solid waste treatment resources. The company was founded in 1979 and is headquartered in Nanchang, China.",25051,"{'maxAge': 1, 'name': 'Mr. Bo  Wang', 'age': 59, 'title': 'Exec. Director', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 192637, 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,5,2,5,1693526400,1672444800,86400,4,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,0.07,0.0437,1686787200,0.301,2.93,1.397897,7.043478,200,200,10858,38520,38520,0.0,0.0,0,0,8031863296,1.13,1.85,0.016317744,1.5768,1.6013,0.5,0.30864197,USD,35800784896,0.01196,1929225061,1387480064,0.22231,0.20134,22.769,0.07114937,1672444800,1703980800,1688083200,-0.195,5886867968,0.23,0.073,3.49,PNK,EQUITY,JIAXF,JIAXF,JIANGXI COPPER CO,Jiangxi Copper Company Limited,1266849000,America/New_York,EDT,-14400000,1.62,none,65174532096,18.822,10259146752,86092070912,0.747,1.31,492216516608,97.703,142.147,0.02441,0.07215,-279720000,9767085056,-0.192,0.05,0.026770001,0.02084,0.015759999,CNY,
8,7666 Changdong Avenue,High-tech Development Zone,Nanchang,330096,China,https://www.jxcc.com,Copper,Basic Materials,"Jiangxi Copper Company Limited engages in exploring, mining, smelting, and refining copper in Mainland China, Hong Kong, and internationally. It offers copper cathodes, copper rods and wires, sulphuric acid, and other products, as well as deposit, loan, guarantee, and financing consultation services. It is involved in the processing and sale of copper and hardware electric products; production and sale of non-ferrous metals, rare metals and non-metals, electrolytic copper foil, spiral and copper tubes, copper and enameled wires, other copper pipe products, and cast iron grinding balls; provision of repair, consulting, and transportation services; exploration, mining, selection, and smelting of gold and chemical; project, industrial, and fund investment, investment management, and investment and economic information advisory services; metallurgical chemistry; equipment manufacturing and maintenance activities; and development and production of thermo-electronic semiconductors and appliances. In addition, it engages in the development of chemical technologies; contracting for mining constructions; production and sale of casting products; maintenance of mechanical and electrical equipment; installation and debugging of equipment; sale of building materials; production of copper sulfate and electrolytic copper; scrap of base metals; and geological investigation and survey, and construction and engineering measurement. Further, it is involved in the sale of mineral processing, fine chemical, and other industrial and domestic products; trading of metal products; machinery processing; manufacture and sale of wear resistant materials; and trade and settlement of import-export business, offshore investment and financing, cross-border RMB settlement, and research and development activities, as well as recycling of renewable resources and solid waste treatment resources. The company was founded in 1979 and is headquartered in Nanchang, China.",25051,"{'maxAge': 1, 'name': 'Mr. Tat Chiu  Tung', 'age': 59, 'title': 'Joint Company Sec.', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,5,2,5,1693526400,1672444800,86400,4,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,0.07,0.0437,1686787200,0.301,2.93,1.397897,7.043478,200,200,10858,38520,38520,0.0,0.0,0,0,8031863296,1.13,1.85,0.016317744,1.5768,1.6013,0.5,0.30864197,USD,35800784896,0.01196,1929225061,1387480064,0.22231,0.20134,22.769,0.07114937,1672444800,1703980800,1688083200,-0.195,5886867968,0.23,0.073,3.49,PNK,EQUITY,JIAXF,JIAXF,JIANGXI COPPER CO,Jiangxi Copper Company Limited,1266849000,America/New_York,EDT,-14400000,1.62,none,65174532096,18.822,10259146752,86092070912,0.747,1.31,492216516608,97.703,142.147,0.02441,0.07215,-279720000,9767085056,-0.192,0.05,0.026770001,0.02084,0.015759999,CNY,
9,7666 Changdong Avenue,High-tech Development Zone,Nanchang,330096,China,https://www.jxcc.com,Copper,Basic Materials,"Jiangxi Copper Company Limited engages in exploring, mining, smelting, and refining copper in Mainland China, Hong Kong, and internationally. It offers copper cathodes, copper rods and wires, sulphuric acid, and other products, as well as deposit, loan, guarantee, and financing consultation services. It is involved in the processing and sale of copper and hardware electric products; production and sale of non-ferrous metals, rare metals and non-metals, electrolytic copper foil, spiral and copper tubes, copper and enameled wires, other copper pipe products, and cast iron grinding balls; provision of repair, consulting, and transportation services; exploration, mining, selection, and smelting of gold and chemical; project, industrial, and fund investment, investment management, and investment and economic information advisory services; metallurgical chemistry; equipment manufacturing and maintenance activities; and development and production of thermo-electronic semiconductors and appliances. In addition, it engages in the development of chemical technologies; contracting for mining constructions; production and sale of casting products; maintenance of mechanical and electrical equipment; installation and debugging of equipment; sale of building materials; production of copper sulfate and electrolytic copper; scrap of base metals; and geological investigation and survey, and construction and engineering measurement. Further, it is involved in the sale of mineral processing, fine chemical, and other industrial and domestic products; trading of metal products; machinery processing; manufacture and sale of wear resistant materials; and trade and settlement of import-export business, offshore investment and financing, cross-border RMB settlement, and research and development activities, as well as recycling of renewable resources and solid waste treatment resources. The company was founded in 1979 and is headquartered in Nanchang, China.",25051,"{'maxAge': 1, 'name': 'Mr. Dongyang  Tu', 'age': 47, 'title': 'Deputy Gen. Mang. & Joint Company Sec.', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",6,7,5,2,5,1693526400,1672444800,86400,4,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,0.07,0.0437,1686787200,0.301,2.93,1.397897,7.043478,200,200,10858,38520,38520,0.0,0.0,0,0,8031863296,1.13,1.85,0.016317744,1.5768,1.6013,0.5,0.30864197,USD,35800784896,0.01196,1929225061,1387480064,0.22231,0.20134,22.769,0.07114937,1672444800,1703980800,1688083200,-0.195,5886867968,0.23,0.073,3.49,PNK,EQUITY,JIAXF,JIAXF,JIANGXI COPPER CO,Jiangxi Copper Company Limited,1266849000,America/New_York,EDT,-14400000,1.62,none,65174532096,18.822,10259146752,86092070912,0.747,1.31,492216516608,97.703,142.147,0.02441,0.07215,-279720000,9767085056,-0.192,0.05,0.026770001,0.02084,0.015759999,CNY,
