,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,45 Ventnor Avenue,West Perth,WA,6005,Australia,61 8 9429 8874,https://www.wkt.com.au,Other Industrial Metals & Mining,Basic Materials,"Walkabout Resources Limited explores for and develops resources and energy assets in Tanzania, Namibia, Scotland, and Northern Ireland. The company explores for graphite, coal, copper, gold, and lithium deposits, as well as zinc, lead, silver, and base metals. Its flagship property is the Lindi Jumbo project situated in south-eastern Tanzania. The company was formerly known as Nimrodel Resources Limited and changed its name to Walkabout Resources Limited in April 2013. Walkabout Resources Limited was incorporated in 2006 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Andrew  Cunningham', 'title': 'CEO & Exec. Director', 'fiscalYear': 2022, 'totalPay': 321250, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.11,0.115,0.115,0.12,0.11,0.115,0.115,0.12,0.0,0.986486,342048,342048,452525,330027,330027,0.115,0.12,0,0,76676824,0.087,0.173,13501.818,0.11455,0.1087925,0.0,0.0,AUD,66992880,0.0,473167847,666755008,0.24365,0.00929,0.078,1.4743589,1656547200,1688083200,1672444800,-5449075,-0.01,1:23,1480550400,11796.598,-18.38,ASX,EQUITY,WKT.AX,WKT.AX,WALKABOUT FPO,Walkabout Resources Limited,1162854000,Australia/Sydney,AEST,36000000,0.115,none,2373305,0.004,-3644842,0,0.681,0.681,5679,0.0,-0.054050002,-0.14337,1358,-33323708,-3030552,4.718,1.0,0.0,-737.5076,AUD,
1,45 Ventnor Avenue,West Perth,WA,6005,Australia,61 8 9429 8874,https://www.wkt.com.au,Other Industrial Metals & Mining,Basic Materials,"Walkabout Resources Limited explores for and develops resources and energy assets in Tanzania, Namibia, Scotland, and Northern Ireland. The company explores for graphite, coal, copper, gold, and lithium deposits, as well as zinc, lead, silver, and base metals. Its flagship property is the Lindi Jumbo project situated in south-eastern Tanzania. The company was formerly known as Nimrodel Resources Limited and changed its name to Walkabout Resources Limited in April 2013. Walkabout Resources Limited was incorporated in 2006 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Allan Ewald Mulligan', 'age': 61, 'title': 'Founder', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 4141679, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.11,0.115,0.115,0.12,0.11,0.115,0.115,0.12,0.0,0.986486,342048,342048,452525,330027,330027,0.115,0.12,0,0,76676824,0.087,0.173,13501.818,0.11455,0.1087925,0.0,0.0,AUD,66992880,0.0,473167847,666755008,0.24365,0.00929,0.078,1.4743589,1656547200,1688083200,1672444800,-5449075,-0.01,1:23,1480550400,11796.598,-18.38,ASX,EQUITY,WKT.AX,WKT.AX,WALKABOUT FPO,Walkabout Resources Limited,1162854000,Australia/Sydney,AEST,36000000,0.115,none,2373305,0.004,-3644842,0,0.681,0.681,5679,0.0,-0.054050002,-0.14337,1358,-33323708,-3030552,4.718,1.0,0.0,-737.5076,AUD,
2,45 Ventnor Avenue,West Perth,WA,6005,Australia,61 8 9429 8874,https://www.wkt.com.au,Other Industrial Metals & Mining,Basic Materials,"Walkabout Resources Limited explores for and develops resources and energy assets in Tanzania, Namibia, Scotland, and Northern Ireland. The company explores for graphite, coal, copper, gold, and lithium deposits, as well as zinc, lead, silver, and base metals. Its flagship property is the Lindi Jumbo project situated in south-eastern Tanzania. The company was formerly known as Nimrodel Resources Limited and changed its name to Walkabout Resources Limited in April 2013. Walkabout Resources Limited was incorporated in 2006 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Anthony Robert Allen', 'title': 'CFO & Joint Company Sec.', 'fiscalYear': 2022, 'totalPay': 274303, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.11,0.115,0.115,0.12,0.11,0.115,0.115,0.12,0.0,0.986486,342048,342048,452525,330027,330027,0.115,0.12,0,0,76676824,0.087,0.173,13501.818,0.11455,0.1087925,0.0,0.0,AUD,66992880,0.0,473167847,666755008,0.24365,0.00929,0.078,1.4743589,1656547200,1688083200,1672444800,-5449075,-0.01,1:23,1480550400,11796.598,-18.38,ASX,EQUITY,WKT.AX,WKT.AX,WALKABOUT FPO,Walkabout Resources Limited,1162854000,Australia/Sydney,AEST,36000000,0.115,none,2373305,0.004,-3644842,0,0.681,0.681,5679,0.0,-0.054050002,-0.14337,1358,-33323708,-3030552,4.718,1.0,0.0,-737.5076,AUD,
3,45 Ventnor Avenue,West Perth,WA,6005,Australia,61 8 9429 8874,https://www.wkt.com.au,Other Industrial Metals & Mining,Basic Materials,"Walkabout Resources Limited explores for and develops resources and energy assets in Tanzania, Namibia, Scotland, and Northern Ireland. The company explores for graphite, coal, copper, gold, and lithium deposits, as well as zinc, lead, silver, and base metals. Its flagship property is the Lindi Jumbo project situated in south-eastern Tanzania. The company was formerly known as Nimrodel Resources Limited and changed its name to Walkabout Resources Limited in April 2013. Walkabout Resources Limited was incorporated in 2006 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Benjamin Patrick Donovan A.C.I.S., B.Com., B.Comm (Hons)', 'age': 43, 'title': 'Company Sec.', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.11,0.115,0.115,0.12,0.11,0.115,0.115,0.12,0.0,0.986486,342048,342048,452525,330027,330027,0.115,0.12,0,0,76676824,0.087,0.173,13501.818,0.11455,0.1087925,0.0,0.0,AUD,66992880,0.0,473167847,666755008,0.24365,0.00929,0.078,1.4743589,1656547200,1688083200,1672444800,-5449075,-0.01,1:23,1480550400,11796.598,-18.38,ASX,EQUITY,WKT.AX,WKT.AX,WALKABOUT FPO,Walkabout Resources Limited,1162854000,Australia/Sydney,AEST,36000000,0.115,none,2373305,0.004,-3644842,0,0.681,0.681,5679,0.0,-0.054050002,-0.14337,1358,-33323708,-3030552,4.718,1.0,0.0,-737.5076,AUD,
