,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,385 Bell Street,Dubuque,IA,52001-0877,United States,563 556 7730,https://www.flexsteel.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Flexsteel Industries, Inc., together with its subsidiaries, operates as a manufacturer, importer, and markets of upholstered furniture for residential and contract markets in the United States. It provides upholstered furniture, such as sofas, loveseats, chairs, reclining and rocker-reclining chairs, swivel rockers, sofa beds, convertible bedding units, occasional tables, desks, dining tables and chairs, kitchen storage, bedroom furniture, and outdoor furniture. The company distributes its products through e-commerce channels and dealer network. It also engages in export related activities. Flexsteel Industries, Inc. was founded in 1893 and is based in Dubuque, Iowa.",1700,"{'maxAge': 1, 'name': 'Mr. Jerald K. Dittmer', 'age': 64, 'title': 'Pres, CEO & Director', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 1067339, 'exercisedValue': 0, 'unexercisedValue': 587672}",3,3,5,4,3,1693526400,1672444800,86400,2,19.63,19.55,18.59,20.6599,19.63,19.55,18.59,20.6599,0.6,0.0306,1695686400,0.219,3.51,0.631396,6.8248177,7.110266,62845,62845,9477,16520,16520,19.57,21.58,900,800,96328192,13.46,24.96,0.24467906,20.5828,18.78595,0.6,0.030565463,USD,198445904,0.03754,3658482,5151240,17609,13637,1690761600,1693440000,0.0034,0.27347,0.33885,1.39,0.0038,27.372,0.6831799,1688083200,1719705600,1688083200,14778000,2.74,2.63,3:2,565920000,0.504,16.1,NMS,EQUITY,FLXS,FLXS,"Flexsteel Industries, Inc.","Flexsteel Industries, Inc.",322151400,America/New_York,EDT,-14400000,18.7,29.0,29.0,29.0,29.0,none,1,3365000,0.652,12326000,100426000,0.754,3.097,393692000,70.912,75.348,0.01733,0.10819,17248124,22989000,-0.15,0.18021,0.03131,0.0197,USD,0.8804
1,385 Bell Street,Dubuque,IA,52001-0877,United States,563 556 7730,https://www.flexsteel.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Flexsteel Industries, Inc., together with its subsidiaries, operates as a manufacturer, importer, and markets of upholstered furniture for residential and contract markets in the United States. It provides upholstered furniture, such as sofas, loveseats, chairs, reclining and rocker-reclining chairs, swivel rockers, sofa beds, convertible bedding units, occasional tables, desks, dining tables and chairs, kitchen storage, bedroom furniture, and outdoor furniture. The company distributes its products through e-commerce channels and dealer network. It also engages in export related activities. Flexsteel Industries, Inc. was founded in 1893 and is based in Dubuque, Iowa.",1700,"{'maxAge': 1, 'name': 'Mr. Derek Paul Schmidt', 'age': 49, 'title': 'Chief Operating Officer', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 571634, 'exercisedValue': 0, 'unexercisedValue': 141289}",3,3,5,4,3,1693526400,1672444800,86400,2,19.63,19.55,18.59,20.6599,19.63,19.55,18.59,20.6599,0.6,0.0306,1695686400,0.219,3.51,0.631396,6.8248177,7.110266,62845,62845,9477,16520,16520,19.57,21.58,900,800,96328192,13.46,24.96,0.24467906,20.5828,18.78595,0.6,0.030565463,USD,198445904,0.03754,3658482,5151240,17609,13637,1690761600,1693440000,0.0034,0.27347,0.33885,1.39,0.0038,27.372,0.6831799,1688083200,1719705600,1688083200,14778000,2.74,2.63,3:2,565920000,0.504,16.1,NMS,EQUITY,FLXS,FLXS,"Flexsteel Industries, Inc.","Flexsteel Industries, Inc.",322151400,America/New_York,EDT,-14400000,18.7,29.0,29.0,29.0,29.0,none,1,3365000,0.652,12326000,100426000,0.754,3.097,393692000,70.912,75.348,0.01733,0.10819,17248124,22989000,-0.15,0.18021,0.03131,0.0197,USD,0.8804
2,385 Bell Street,Dubuque,IA,52001-0877,United States,563 556 7730,https://www.flexsteel.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Flexsteel Industries, Inc., together with its subsidiaries, operates as a manufacturer, importer, and markets of upholstered furniture for residential and contract markets in the United States. It provides upholstered furniture, such as sofas, loveseats, chairs, reclining and rocker-reclining chairs, swivel rockers, sofa beds, convertible bedding units, occasional tables, desks, dining tables and chairs, kitchen storage, bedroom furniture, and outdoor furniture. The company distributes its products through e-commerce channels and dealer network. It also engages in export related activities. Flexsteel Industries, Inc. was founded in 1893 and is based in Dubuque, Iowa.",1700,"{'maxAge': 1, 'name': 'Mr. David Edward Crimmins', 'age': 40, 'title': 'VP of Sales & Product Management', 'yearBorn': 1982, 'fiscalYear': 2022, 'totalPay': 352228, 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,5,4,3,1693526400,1672444800,86400,2,19.63,19.55,18.59,20.6599,19.63,19.55,18.59,20.6599,0.6,0.0306,1695686400,0.219,3.51,0.631396,6.8248177,7.110266,62845,62845,9477,16520,16520,19.57,21.58,900,800,96328192,13.46,24.96,0.24467906,20.5828,18.78595,0.6,0.030565463,USD,198445904,0.03754,3658482,5151240,17609,13637,1690761600,1693440000,0.0034,0.27347,0.33885,1.39,0.0038,27.372,0.6831799,1688083200,1719705600,1688083200,14778000,2.74,2.63,3:2,565920000,0.504,16.1,NMS,EQUITY,FLXS,FLXS,"Flexsteel Industries, Inc.","Flexsteel Industries, Inc.",322151400,America/New_York,EDT,-14400000,18.7,29.0,29.0,29.0,29.0,none,1,3365000,0.652,12326000,100426000,0.754,3.097,393692000,70.912,75.348,0.01733,0.10819,17248124,22989000,-0.15,0.18021,0.03131,0.0197,USD,0.8804
3,385 Bell Street,Dubuque,IA,52001-0877,United States,563 556 7730,https://www.flexsteel.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Flexsteel Industries, Inc., together with its subsidiaries, operates as a manufacturer, importer, and markets of upholstered furniture for residential and contract markets in the United States. It provides upholstered furniture, such as sofas, loveseats, chairs, reclining and rocker-reclining chairs, swivel rockers, sofa beds, convertible bedding units, occasional tables, desks, dining tables and chairs, kitchen storage, bedroom furniture, and outdoor furniture. The company distributes its products through e-commerce channels and dealer network. It also engages in export related activities. Flexsteel Industries, Inc. was founded in 1893 and is based in Dubuque, Iowa.",1700,"{'maxAge': 1, 'name': 'Mr. Michael J. McClaflin', 'age': 59, 'title': 'Chief Information & Technology Officer', 'yearBorn': 1963, 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,5,4,3,1693526400,1672444800,86400,2,19.63,19.55,18.59,20.6599,19.63,19.55,18.59,20.6599,0.6,0.0306,1695686400,0.219,3.51,0.631396,6.8248177,7.110266,62845,62845,9477,16520,16520,19.57,21.58,900,800,96328192,13.46,24.96,0.24467906,20.5828,18.78595,0.6,0.030565463,USD,198445904,0.03754,3658482,5151240,17609,13637,1690761600,1693440000,0.0034,0.27347,0.33885,1.39,0.0038,27.372,0.6831799,1688083200,1719705600,1688083200,14778000,2.74,2.63,3:2,565920000,0.504,16.1,NMS,EQUITY,FLXS,FLXS,"Flexsteel Industries, Inc.","Flexsteel Industries, Inc.",322151400,America/New_York,EDT,-14400000,18.7,29.0,29.0,29.0,29.0,none,1,3365000,0.652,12326000,100426000,0.754,3.097,393692000,70.912,75.348,0.01733,0.10819,17248124,22989000,-0.15,0.18021,0.03131,0.0197,USD,0.8804
4,385 Bell Street,Dubuque,IA,52001-0877,United States,563 556 7730,https://www.flexsteel.com,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Flexsteel Industries, Inc., together with its subsidiaries, operates as a manufacturer, importer, and markets of upholstered furniture for residential and contract markets in the United States. It provides upholstered furniture, such as sofas, loveseats, chairs, reclining and rocker-reclining chairs, swivel rockers, sofa beds, convertible bedding units, occasional tables, desks, dining tables and chairs, kitchen storage, bedroom furniture, and outdoor furniture. The company distributes its products through e-commerce channels and dealer network. It also engages in export related activities. Flexsteel Industries, Inc. was founded in 1893 and is based in Dubuque, Iowa.",1700,"{'maxAge': 1, 'name': 'Ms. Stacy Marie Kammes', 'age': 42, 'title': 'VP of HR & Assistant Sec.', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}",3,3,5,4,3,1693526400,1672444800,86400,2,19.63,19.55,18.59,20.6599,19.63,19.55,18.59,20.6599,0.6,0.0306,1695686400,0.219,3.51,0.631396,6.8248177,7.110266,62845,62845,9477,16520,16520,19.57,21.58,900,800,96328192,13.46,24.96,0.24467906,20.5828,18.78595,0.6,0.030565463,USD,198445904,0.03754,3658482,5151240,17609,13637,1690761600,1693440000,0.0034,0.27347,0.33885,1.39,0.0038,27.372,0.6831799,1688083200,1719705600,1688083200,14778000,2.74,2.63,3:2,565920000,0.504,16.1,NMS,EQUITY,FLXS,FLXS,"Flexsteel Industries, Inc.","Flexsteel Industries, Inc.",322151400,America/New_York,EDT,-14400000,18.7,29.0,29.0,29.0,29.0,none,1,3365000,0.652,12326000,100426000,0.754,3.097,393692000,70.912,75.348,0.01733,0.10819,17248124,22989000,-0.15,0.18021,0.03131,0.0197,USD,0.8804
