,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,620 Eighth Avenue,New York,NY,10018,United States,212 556 1234,https://www.nytco.com,Publishing,Communication Services,"The New York Times Company, together with its subsidiaries, provides news and information for readers and viewers across various platforms worldwide. It offers The New York Times (The Times), a daily and Sunday newspaper in the United States, as well as international edition of The Times; and operates the NYTimes.com website. The company also licenses articles, graphics, and photographs to newspapers, magazines and websites; and licenses content to digital aggregators in the business, professional, academic and library markets; third-party digital platforms; and for use in television, films and books. In addition, it engages in the live events business, which hosts events to connect audiences with journalists and outside thought leaders; and digital advertising business that includes direct-sold website, mobile application, podcast, email, and video advertisements. Further, the company offers The Athletic, a sports media product; Cooking, a recipe product; Games, a puzzle games product; and Audm, a read-aloud audio service that are available on mobile applications and websites, as well as Wirecutter, a product review and recommendation product. It also prints and distributes products for third parties; and offers other products and services. The company was founded in 1851 and is headquartered in New York, New York.",5800,"{'maxAge': 1, 'name': 'Mr. Arthur Gregg Sulzberger', 'age': 42, 'title': 'Chairman & Publisher', 'yearBorn': 1980, 'fiscalYear': 2022, 'totalPay': 1997852, 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,2,10,7,1693526400,1672444800,86400,2,40.31,40.65,40.65,40.65,40.31,40.65,40.65,40.65,0.4,0.0098,1688947200,0.35849997,0.68,1.013831,40.65,30.795454,110,110,2,11,11,39.46,39.63,80000,80000,6648632832,28.35,41.59,2.8432305,38.6948,35.274025,0.4,0.009923096,EUR,6265539584,0.07539,152776270,163558000,0.01763,0.92783,9.768,4.161548,1672444800,1703980800,1688083200,-0.246,176298000,1.0,1.32,4.36,2.679,18.192,FRA,EQUITY,NYT.F,NYT.F,"N.Y. TIMES CL.A  DL-,10",The New York Times Company,958456800,Europe/Berlin,CEST,7200000,40.65,63.0,30.0,52.29,56.0,2.3,buy,7,416852992,2.537,344403008,0,1.082,1.268,2338407936,14.139,0.06662,0.11203,1070388000,266180256,254320992,-0.24,0.065,0.46812,0.14728,0.11377,USD,
1,620 Eighth Avenue,New York,NY,10018,United States,212 556 1234,https://www.nytco.com,Publishing,Communication Services,"The New York Times Company, together with its subsidiaries, provides news and information for readers and viewers across various platforms worldwide. It offers The New York Times (The Times), a daily and Sunday newspaper in the United States, as well as international edition of The Times; and operates the NYTimes.com website. The company also licenses articles, graphics, and photographs to newspapers, magazines and websites; and licenses content to digital aggregators in the business, professional, academic and library markets; third-party digital platforms; and for use in television, films and books. In addition, it engages in the live events business, which hosts events to connect audiences with journalists and outside thought leaders; and digital advertising business that includes direct-sold website, mobile application, podcast, email, and video advertisements. Further, the company offers The Athletic, a sports media product; Cooking, a recipe product; Games, a puzzle games product; and Audm, a read-aloud audio service that are available on mobile applications and websites, as well as Wirecutter, a product review and recommendation product. It also prints and distributes products for third parties; and offers other products and services. The company was founded in 1851 and is headquartered in New York, New York.",5800,"{'maxAge': 1, 'name': 'Ms. Meredith A. Kopit Levien', 'age': 51, 'title': 'CEO, Pres & Director', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 3495977, 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,2,10,7,1693526400,1672444800,86400,2,40.31,40.65,40.65,40.65,40.31,40.65,40.65,40.65,0.4,0.0098,1688947200,0.35849997,0.68,1.013831,40.65,30.795454,110,110,2,11,11,39.46,39.63,80000,80000,6648632832,28.35,41.59,2.8432305,38.6948,35.274025,0.4,0.009923096,EUR,6265539584,0.07539,152776270,163558000,0.01763,0.92783,9.768,4.161548,1672444800,1703980800,1688083200,-0.246,176298000,1.0,1.32,4.36,2.679,18.192,FRA,EQUITY,NYT.F,NYT.F,"N.Y. TIMES CL.A  DL-,10",The New York Times Company,958456800,Europe/Berlin,CEST,7200000,40.65,63.0,30.0,52.29,56.0,2.3,buy,7,416852992,2.537,344403008,0,1.082,1.268,2338407936,14.139,0.06662,0.11203,1070388000,266180256,254320992,-0.24,0.065,0.46812,0.14728,0.11377,USD,
2,620 Eighth Avenue,New York,NY,10018,United States,212 556 1234,https://www.nytco.com,Publishing,Communication Services,"The New York Times Company, together with its subsidiaries, provides news and information for readers and viewers across various platforms worldwide. It offers The New York Times (The Times), a daily and Sunday newspaper in the United States, as well as international edition of The Times; and operates the NYTimes.com website. The company also licenses articles, graphics, and photographs to newspapers, magazines and websites; and licenses content to digital aggregators in the business, professional, academic and library markets; third-party digital platforms; and for use in television, films and books. In addition, it engages in the live events business, which hosts events to connect audiences with journalists and outside thought leaders; and digital advertising business that includes direct-sold website, mobile application, podcast, email, and video advertisements. Further, the company offers The Athletic, a sports media product; Cooking, a recipe product; Games, a puzzle games product; and Audm, a read-aloud audio service that are available on mobile applications and websites, as well as Wirecutter, a product review and recommendation product. It also prints and distributes products for third parties; and offers other products and services. The company was founded in 1851 and is headquartered in New York, New York.",5800,"{'maxAge': 1, 'name': 'Ms. Diane  Brayton', 'age': 53, 'title': 'Exec. VP & Gen. Counsel', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1386563, 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,2,10,7,1693526400,1672444800,86400,2,40.31,40.65,40.65,40.65,40.31,40.65,40.65,40.65,0.4,0.0098,1688947200,0.35849997,0.68,1.013831,40.65,30.795454,110,110,2,11,11,39.46,39.63,80000,80000,6648632832,28.35,41.59,2.8432305,38.6948,35.274025,0.4,0.009923096,EUR,6265539584,0.07539,152776270,163558000,0.01763,0.92783,9.768,4.161548,1672444800,1703980800,1688083200,-0.246,176298000,1.0,1.32,4.36,2.679,18.192,FRA,EQUITY,NYT.F,NYT.F,"N.Y. TIMES CL.A  DL-,10",The New York Times Company,958456800,Europe/Berlin,CEST,7200000,40.65,63.0,30.0,52.29,56.0,2.3,buy,7,416852992,2.537,344403008,0,1.082,1.268,2338407936,14.139,0.06662,0.11203,1070388000,266180256,254320992,-0.24,0.065,0.46812,0.14728,0.11377,USD,
3,620 Eighth Avenue,New York,NY,10018,United States,212 556 1234,https://www.nytco.com,Publishing,Communication Services,"The New York Times Company, together with its subsidiaries, provides news and information for readers and viewers across various platforms worldwide. It offers The New York Times (The Times), a daily and Sunday newspaper in the United States, as well as international edition of The Times; and operates the NYTimes.com website. The company also licenses articles, graphics, and photographs to newspapers, magazines and websites; and licenses content to digital aggregators in the business, professional, academic and library markets; third-party digital platforms; and for use in television, films and books. In addition, it engages in the live events business, which hosts events to connect audiences with journalists and outside thought leaders; and digital advertising business that includes direct-sold website, mobile application, podcast, email, and video advertisements. Further, the company offers The Athletic, a sports media product; Cooking, a recipe product; Games, a puzzle games product; and Audm, a read-aloud audio service that are available on mobile applications and websites, as well as Wirecutter, a product review and recommendation product. It also prints and distributes products for third parties; and offers other products and services. The company was founded in 1851 and is headquartered in New York, New York.",5800,"{'maxAge': 1, 'name': 'Ms. Jacqueline M. Welch', 'age': 52, 'title': 'Exec. VP & Chief HR Officer', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 855432, 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,2,10,7,1693526400,1672444800,86400,2,40.31,40.65,40.65,40.65,40.31,40.65,40.65,40.65,0.4,0.0098,1688947200,0.35849997,0.68,1.013831,40.65,30.795454,110,110,2,11,11,39.46,39.63,80000,80000,6648632832,28.35,41.59,2.8432305,38.6948,35.274025,0.4,0.009923096,EUR,6265539584,0.07539,152776270,163558000,0.01763,0.92783,9.768,4.161548,1672444800,1703980800,1688083200,-0.246,176298000,1.0,1.32,4.36,2.679,18.192,FRA,EQUITY,NYT.F,NYT.F,"N.Y. TIMES CL.A  DL-,10",The New York Times Company,958456800,Europe/Berlin,CEST,7200000,40.65,63.0,30.0,52.29,56.0,2.3,buy,7,416852992,2.537,344403008,0,1.082,1.268,2338407936,14.139,0.06662,0.11203,1070388000,266180256,254320992,-0.24,0.065,0.46812,0.14728,0.11377,USD,
4,620 Eighth Avenue,New York,NY,10018,United States,212 556 1234,https://www.nytco.com,Publishing,Communication Services,"The New York Times Company, together with its subsidiaries, provides news and information for readers and viewers across various platforms worldwide. It offers The New York Times (The Times), a daily and Sunday newspaper in the United States, as well as international edition of The Times; and operates the NYTimes.com website. The company also licenses articles, graphics, and photographs to newspapers, magazines and websites; and licenses content to digital aggregators in the business, professional, academic and library markets; third-party digital platforms; and for use in television, films and books. In addition, it engages in the live events business, which hosts events to connect audiences with journalists and outside thought leaders; and digital advertising business that includes direct-sold website, mobile application, podcast, email, and video advertisements. Further, the company offers The Athletic, a sports media product; Cooking, a recipe product; Games, a puzzle games product; and Audm, a read-aloud audio service that are available on mobile applications and websites, as well as Wirecutter, a product review and recommendation product. It also prints and distributes products for third parties; and offers other products and services. The company was founded in 1851 and is headquartered in New York, New York.",5800,"{'maxAge': 1, 'name': 'Mr. Roland A. Caputo', 'age': 62, 'title': 'Special Adviser to CEO', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 1921271, 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,2,10,7,1693526400,1672444800,86400,2,40.31,40.65,40.65,40.65,40.31,40.65,40.65,40.65,0.4,0.0098,1688947200,0.35849997,0.68,1.013831,40.65,30.795454,110,110,2,11,11,39.46,39.63,80000,80000,6648632832,28.35,41.59,2.8432305,38.6948,35.274025,0.4,0.009923096,EUR,6265539584,0.07539,152776270,163558000,0.01763,0.92783,9.768,4.161548,1672444800,1703980800,1688083200,-0.246,176298000,1.0,1.32,4.36,2.679,18.192,FRA,EQUITY,NYT.F,NYT.F,"N.Y. TIMES CL.A  DL-,10",The New York Times Company,958456800,Europe/Berlin,CEST,7200000,40.65,63.0,30.0,52.29,56.0,2.3,buy,7,416852992,2.537,344403008,0,1.082,1.268,2338407936,14.139,0.06662,0.11203,1070388000,266180256,254320992,-0.24,0.065,0.46812,0.14728,0.11377,USD,
5,620 Eighth Avenue,New York,NY,10018,United States,212 556 1234,https://www.nytco.com,Publishing,Communication Services,"The New York Times Company, together with its subsidiaries, provides news and information for readers and viewers across various platforms worldwide. It offers The New York Times (The Times), a daily and Sunday newspaper in the United States, as well as international edition of The Times; and operates the NYTimes.com website. The company also licenses articles, graphics, and photographs to newspapers, magazines and websites; and licenses content to digital aggregators in the business, professional, academic and library markets; third-party digital platforms; and for use in television, films and books. In addition, it engages in the live events business, which hosts events to connect audiences with journalists and outside thought leaders; and digital advertising business that includes direct-sold website, mobile application, podcast, email, and video advertisements. Further, the company offers The Athletic, a sports media product; Cooking, a recipe product; Games, a puzzle games product; and Audm, a read-aloud audio service that are available on mobile applications and websites, as well as Wirecutter, a product review and recommendation product. It also prints and distributes products for third parties; and offers other products and services. The company was founded in 1851 and is headquartered in New York, New York.",5800,"{'maxAge': 1, 'name': 'Mr. William  Bardeen', 'age': 47, 'title': 'Exec. VP & Chief Financial Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,2,10,7,1693526400,1672444800,86400,2,40.31,40.65,40.65,40.65,40.31,40.65,40.65,40.65,0.4,0.0098,1688947200,0.35849997,0.68,1.013831,40.65,30.795454,110,110,2,11,11,39.46,39.63,80000,80000,6648632832,28.35,41.59,2.8432305,38.6948,35.274025,0.4,0.009923096,EUR,6265539584,0.07539,152776270,163558000,0.01763,0.92783,9.768,4.161548,1672444800,1703980800,1688083200,-0.246,176298000,1.0,1.32,4.36,2.679,18.192,FRA,EQUITY,NYT.F,NYT.F,"N.Y. TIMES CL.A  DL-,10",The New York Times Company,958456800,Europe/Berlin,CEST,7200000,40.65,63.0,30.0,52.29,56.0,2.3,buy,7,416852992,2.537,344403008,0,1.082,1.268,2338407936,14.139,0.06662,0.11203,1070388000,266180256,254320992,-0.24,0.065,0.46812,0.14728,0.11377,USD,
6,620 Eighth Avenue,New York,NY,10018,United States,212 556 1234,https://www.nytco.com,Publishing,Communication Services,"The New York Times Company, together with its subsidiaries, provides news and information for readers and viewers across various platforms worldwide. It offers The New York Times (The Times), a daily and Sunday newspaper in the United States, as well as international edition of The Times; and operates the NYTimes.com website. The company also licenses articles, graphics, and photographs to newspapers, magazines and websites; and licenses content to digital aggregators in the business, professional, academic and library markets; third-party digital platforms; and for use in television, films and books. In addition, it engages in the live events business, which hosts events to connect audiences with journalists and outside thought leaders; and digital advertising business that includes direct-sold website, mobile application, podcast, email, and video advertisements. Further, the company offers The Athletic, a sports media product; Cooking, a recipe product; Games, a puzzle games product; and Audm, a read-aloud audio service that are available on mobile applications and websites, as well as Wirecutter, a product review and recommendation product. It also prints and distributes products for third parties; and offers other products and services. The company was founded in 1851 and is headquartered in New York, New York.",5800,"{'maxAge': 1, 'name': 'Mr. R. Anthony Benten', 'age': 59, 'title': 'Sr. VP, Treasurer & Chief Accounting Officer', 'yearBorn': 1963, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,2,10,7,1693526400,1672444800,86400,2,40.31,40.65,40.65,40.65,40.31,40.65,40.65,40.65,0.4,0.0098,1688947200,0.35849997,0.68,1.013831,40.65,30.795454,110,110,2,11,11,39.46,39.63,80000,80000,6648632832,28.35,41.59,2.8432305,38.6948,35.274025,0.4,0.009923096,EUR,6265539584,0.07539,152776270,163558000,0.01763,0.92783,9.768,4.161548,1672444800,1703980800,1688083200,-0.246,176298000,1.0,1.32,4.36,2.679,18.192,FRA,EQUITY,NYT.F,NYT.F,"N.Y. TIMES CL.A  DL-,10",The New York Times Company,958456800,Europe/Berlin,CEST,7200000,40.65,63.0,30.0,52.29,56.0,2.3,buy,7,416852992,2.537,344403008,0,1.082,1.268,2338407936,14.139,0.06662,0.11203,1070388000,266180256,254320992,-0.24,0.065,0.46812,0.14728,0.11377,USD,
7,620 Eighth Avenue,New York,NY,10018,United States,212 556 1234,https://www.nytco.com,Publishing,Communication Services,"The New York Times Company, together with its subsidiaries, provides news and information for readers and viewers across various platforms worldwide. It offers The New York Times (The Times), a daily and Sunday newspaper in the United States, as well as international edition of The Times; and operates the NYTimes.com website. The company also licenses articles, graphics, and photographs to newspapers, magazines and websites; and licenses content to digital aggregators in the business, professional, academic and library markets; third-party digital platforms; and for use in television, films and books. In addition, it engages in the live events business, which hosts events to connect audiences with journalists and outside thought leaders; and digital advertising business that includes direct-sold website, mobile application, podcast, email, and video advertisements. Further, the company offers The Athletic, a sports media product; Cooking, a recipe product; Games, a puzzle games product; and Audm, a read-aloud audio service that are available on mobile applications and websites, as well as Wirecutter, a product review and recommendation product. It also prints and distributes products for third parties; and offers other products and services. The company was founded in 1851 and is headquartered in New York, New York.",5800,"{'maxAge': 1, 'name': 'Mr. Jason  Sobel', 'age': 41, 'title': 'Chief Technology Officer', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,2,10,7,1693526400,1672444800,86400,2,40.31,40.65,40.65,40.65,40.31,40.65,40.65,40.65,0.4,0.0098,1688947200,0.35849997,0.68,1.013831,40.65,30.795454,110,110,2,11,11,39.46,39.63,80000,80000,6648632832,28.35,41.59,2.8432305,38.6948,35.274025,0.4,0.009923096,EUR,6265539584,0.07539,152776270,163558000,0.01763,0.92783,9.768,4.161548,1672444800,1703980800,1688083200,-0.246,176298000,1.0,1.32,4.36,2.679,18.192,FRA,EQUITY,NYT.F,NYT.F,"N.Y. TIMES CL.A  DL-,10",The New York Times Company,958456800,Europe/Berlin,CEST,7200000,40.65,63.0,30.0,52.29,56.0,2.3,buy,7,416852992,2.537,344403008,0,1.082,1.268,2338407936,14.139,0.06662,0.11203,1070388000,266180256,254320992,-0.24,0.065,0.46812,0.14728,0.11377,USD,
8,620 Eighth Avenue,New York,NY,10018,United States,212 556 1234,https://www.nytco.com,Publishing,Communication Services,"The New York Times Company, together with its subsidiaries, provides news and information for readers and viewers across various platforms worldwide. It offers The New York Times (The Times), a daily and Sunday newspaper in the United States, as well as international edition of The Times; and operates the NYTimes.com website. The company also licenses articles, graphics, and photographs to newspapers, magazines and websites; and licenses content to digital aggregators in the business, professional, academic and library markets; third-party digital platforms; and for use in television, films and books. In addition, it engages in the live events business, which hosts events to connect audiences with journalists and outside thought leaders; and digital advertising business that includes direct-sold website, mobile application, podcast, email, and video advertisements. Further, the company offers The Athletic, a sports media product; Cooking, a recipe product; Games, a puzzle games product; and Audm, a read-aloud audio service that are available on mobile applications and websites, as well as Wirecutter, a product review and recommendation product. It also prints and distributes products for third parties; and offers other products and services. The company was founded in 1851 and is headquartered in New York, New York.",5800,"{'maxAge': 1, 'name': 'Mr. Harlan  Toplitzky', 'title': 'Exec. Director of Investor Relations and Financial Planning & Analysis', 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,2,10,7,1693526400,1672444800,86400,2,40.31,40.65,40.65,40.65,40.31,40.65,40.65,40.65,0.4,0.0098,1688947200,0.35849997,0.68,1.013831,40.65,30.795454,110,110,2,11,11,39.46,39.63,80000,80000,6648632832,28.35,41.59,2.8432305,38.6948,35.274025,0.4,0.009923096,EUR,6265539584,0.07539,152776270,163558000,0.01763,0.92783,9.768,4.161548,1672444800,1703980800,1688083200,-0.246,176298000,1.0,1.32,4.36,2.679,18.192,FRA,EQUITY,NYT.F,NYT.F,"N.Y. TIMES CL.A  DL-,10",The New York Times Company,958456800,Europe/Berlin,CEST,7200000,40.65,63.0,30.0,52.29,56.0,2.3,buy,7,416852992,2.537,344403008,0,1.082,1.268,2338407936,14.139,0.06662,0.11203,1070388000,266180256,254320992,-0.24,0.065,0.46812,0.14728,0.11377,USD,
9,620 Eighth Avenue,New York,NY,10018,United States,212 556 1234,https://www.nytco.com,Publishing,Communication Services,"The New York Times Company, together with its subsidiaries, provides news and information for readers and viewers across various platforms worldwide. It offers The New York Times (The Times), a daily and Sunday newspaper in the United States, as well as international edition of The Times; and operates the NYTimes.com website. The company also licenses articles, graphics, and photographs to newspapers, magazines and websites; and licenses content to digital aggregators in the business, professional, academic and library markets; third-party digital platforms; and for use in television, films and books. In addition, it engages in the live events business, which hosts events to connect audiences with journalists and outside thought leaders; and digital advertising business that includes direct-sold website, mobile application, podcast, email, and video advertisements. Further, the company offers The Athletic, a sports media product; Cooking, a recipe product; Games, a puzzle games product; and Audm, a read-aloud audio service that are available on mobile applications and websites, as well as Wirecutter, a product review and recommendation product. It also prints and distributes products for third parties; and offers other products and services. The company was founded in 1851 and is headquartered in New York, New York.",5800,"{'maxAge': 1, 'name': 'Mr. David  Rubin', 'title': 'Chief Marketing & Communications Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,7,2,10,7,1693526400,1672444800,86400,2,40.31,40.65,40.65,40.65,40.31,40.65,40.65,40.65,0.4,0.0098,1688947200,0.35849997,0.68,1.013831,40.65,30.795454,110,110,2,11,11,39.46,39.63,80000,80000,6648632832,28.35,41.59,2.8432305,38.6948,35.274025,0.4,0.009923096,EUR,6265539584,0.07539,152776270,163558000,0.01763,0.92783,9.768,4.161548,1672444800,1703980800,1688083200,-0.246,176298000,1.0,1.32,4.36,2.679,18.192,FRA,EQUITY,NYT.F,NYT.F,"N.Y. TIMES CL.A  DL-,10",The New York Times Company,958456800,Europe/Berlin,CEST,7200000,40.65,63.0,30.0,52.29,56.0,2.3,buy,7,416852992,2.537,344403008,0,1.082,1.268,2338407936,14.139,0.06662,0.11203,1070388000,266180256,254320992,-0.24,0.065,0.46812,0.14728,0.11377,USD,
