,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2503 S. Hanley Road,Saint Louis,MO,63144,United States,314 644 7600,https://www.postholdings.com,Packaged Foods,Consumer Defensive,"Post Holdings, Inc. operates as a consumer packaged goods holding company in the United States and internationally. It operates through four segments: Post Consumer Brands, Weetabix, Foodservice, and Refrigerated Retail. The Post Consumer Brands segment manufactures, markets, and sells branded and private label ready-to-eat (RTE) cereal, hot cereal, and peanut and nut butter. It serves grocery stores, mass merchandise customers, supercenters, club stores, natural/specialty stores, and drug store customers, as well as sells its products in the military, ecommerce, and foodservice channels. The Weetabix segment primarily markets and distributes branded and private label RTE cereal, hot cereals and other cereal-based food products, breakfast drinks, and muesli. This segment sells its products to grocery stores, discounters, wholesalers, and convenience stores, as well as through ecommerce. The Foodservice segment produces and distributes egg and potato products in the foodservice and food ingredient channels. It serves foodservice distributors and national restaurant chains. The Refrigerated Retail segment produces and distributes side dishes, eggs and egg products, sausages, cheese, and other dairy and refrigerated products for grocery stores and mass merchandise customers. Post Holdings, Inc. was founded in 1895 and is headquartered in Saint Louis, Missouri.",10420,"{'maxAge': 1, 'name': 'Mr. Robert V. Vitale', 'age': 56, 'title': 'Pres, CEO & Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1344594, 'exercisedValue': 9188750, 'unexercisedValue': 24852634}",2,4,5,7,4,1693526400,1672444800,86400,2,88.31,88.1,87.32,88.6,88.31,88.1,87.32,88.6,0.0,0.617911,17.01751,17.778456,1201694,1201694,564508,768090,768090,87.38,87.39,800,800,5354790912,80.39,98.84,0.80830693,87.339,89.07645,0.0,0.0,USD,11340988416,0.04823,44924025,61218600,2391490,2161248,1690761600,1693440000,0.039100002,0.17219,0.84361,3.74,0.049099997,64.523,1.3556405,1664496000,1696032000,1688083200,-0.474,329100000,5.14,4.92,0.4,1.712,11.89,NYQ,EQUITY,POST,POST,"Post Holdings, Inc.","Post Holdings, Inc.",1327674600,America/New_York,EDT,-14400000,87.47,115.0,90.0,105.5,106.5,2.0,buy,8,219600000,3.587,953800000,6195999744,0.985,2.062,6624699904,156.472,111.246,0.03016,0.087019995,1467500000,556837504,797600000,-0.494,0.219,0.26007,0.14398,0.08541001,USD,
1,2503 S. Hanley Road,Saint Louis,MO,63144,United States,314 644 7600,https://www.postholdings.com,Packaged Foods,Consumer Defensive,"Post Holdings, Inc. operates as a consumer packaged goods holding company in the United States and internationally. It operates through four segments: Post Consumer Brands, Weetabix, Foodservice, and Refrigerated Retail. The Post Consumer Brands segment manufactures, markets, and sells branded and private label ready-to-eat (RTE) cereal, hot cereal, and peanut and nut butter. It serves grocery stores, mass merchandise customers, supercenters, club stores, natural/specialty stores, and drug store customers, as well as sells its products in the military, ecommerce, and foodservice channels. The Weetabix segment primarily markets and distributes branded and private label RTE cereal, hot cereals and other cereal-based food products, breakfast drinks, and muesli. This segment sells its products to grocery stores, discounters, wholesalers, and convenience stores, as well as through ecommerce. The Foodservice segment produces and distributes egg and potato products in the foodservice and food ingredient channels. It serves foodservice distributors and national restaurant chains. The Refrigerated Retail segment produces and distributes side dishes, eggs and egg products, sausages, cheese, and other dairy and refrigerated products for grocery stores and mass merchandise customers. Post Holdings, Inc. was founded in 1895 and is headquartered in Saint Louis, Missouri.",10420,"{'maxAge': 1, 'name': 'Mr. Jeff A. Zadoks', 'age': 57, 'title': 'Exec. VP & COO', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 651178, 'exercisedValue': 0, 'unexercisedValue': 573876}",2,4,5,7,4,1693526400,1672444800,86400,2,88.31,88.1,87.32,88.6,88.31,88.1,87.32,88.6,0.0,0.617911,17.01751,17.778456,1201694,1201694,564508,768090,768090,87.38,87.39,800,800,5354790912,80.39,98.84,0.80830693,87.339,89.07645,0.0,0.0,USD,11340988416,0.04823,44924025,61218600,2391490,2161248,1690761600,1693440000,0.039100002,0.17219,0.84361,3.74,0.049099997,64.523,1.3556405,1664496000,1696032000,1688083200,-0.474,329100000,5.14,4.92,0.4,1.712,11.89,NYQ,EQUITY,POST,POST,"Post Holdings, Inc.","Post Holdings, Inc.",1327674600,America/New_York,EDT,-14400000,87.47,115.0,90.0,105.5,106.5,2.0,buy,8,219600000,3.587,953800000,6195999744,0.985,2.062,6624699904,156.472,111.246,0.03016,0.087019995,1467500000,556837504,797600000,-0.494,0.219,0.26007,0.14398,0.08541001,USD,
2,2503 S. Hanley Road,Saint Louis,MO,63144,United States,314 644 7600,https://www.postholdings.com,Packaged Foods,Consumer Defensive,"Post Holdings, Inc. operates as a consumer packaged goods holding company in the United States and internationally. It operates through four segments: Post Consumer Brands, Weetabix, Foodservice, and Refrigerated Retail. The Post Consumer Brands segment manufactures, markets, and sells branded and private label ready-to-eat (RTE) cereal, hot cereal, and peanut and nut butter. It serves grocery stores, mass merchandise customers, supercenters, club stores, natural/specialty stores, and drug store customers, as well as sells its products in the military, ecommerce, and foodservice channels. The Weetabix segment primarily markets and distributes branded and private label RTE cereal, hot cereals and other cereal-based food products, breakfast drinks, and muesli. This segment sells its products to grocery stores, discounters, wholesalers, and convenience stores, as well as through ecommerce. The Foodservice segment produces and distributes egg and potato products in the foodservice and food ingredient channels. It serves foodservice distributors and national restaurant chains. The Refrigerated Retail segment produces and distributes side dishes, eggs and egg products, sausages, cheese, and other dairy and refrigerated products for grocery stores and mass merchandise customers. Post Holdings, Inc. was founded in 1895 and is headquartered in Saint Louis, Missouri.",10420,"{'maxAge': 1, 'name': 'Ms. Diedre J. Gray', 'age': 44, 'title': 'Exec. VP, Gen. Counsel, Chief Admin. Officer & Corp. Sec.', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 683111, 'exercisedValue': 0, 'unexercisedValue': 498360}",2,4,5,7,4,1693526400,1672444800,86400,2,88.31,88.1,87.32,88.6,88.31,88.1,87.32,88.6,0.0,0.617911,17.01751,17.778456,1201694,1201694,564508,768090,768090,87.38,87.39,800,800,5354790912,80.39,98.84,0.80830693,87.339,89.07645,0.0,0.0,USD,11340988416,0.04823,44924025,61218600,2391490,2161248,1690761600,1693440000,0.039100002,0.17219,0.84361,3.74,0.049099997,64.523,1.3556405,1664496000,1696032000,1688083200,-0.474,329100000,5.14,4.92,0.4,1.712,11.89,NYQ,EQUITY,POST,POST,"Post Holdings, Inc.","Post Holdings, Inc.",1327674600,America/New_York,EDT,-14400000,87.47,115.0,90.0,105.5,106.5,2.0,buy,8,219600000,3.587,953800000,6195999744,0.985,2.062,6624699904,156.472,111.246,0.03016,0.087019995,1467500000,556837504,797600000,-0.494,0.219,0.26007,0.14398,0.08541001,USD,
3,2503 S. Hanley Road,Saint Louis,MO,63144,United States,314 644 7600,https://www.postholdings.com,Packaged Foods,Consumer Defensive,"Post Holdings, Inc. operates as a consumer packaged goods holding company in the United States and internationally. It operates through four segments: Post Consumer Brands, Weetabix, Foodservice, and Refrigerated Retail. The Post Consumer Brands segment manufactures, markets, and sells branded and private label ready-to-eat (RTE) cereal, hot cereal, and peanut and nut butter. It serves grocery stores, mass merchandise customers, supercenters, club stores, natural/specialty stores, and drug store customers, as well as sells its products in the military, ecommerce, and foodservice channels. The Weetabix segment primarily markets and distributes branded and private label RTE cereal, hot cereals and other cereal-based food products, breakfast drinks, and muesli. This segment sells its products to grocery stores, discounters, wholesalers, and convenience stores, as well as through ecommerce. The Foodservice segment produces and distributes egg and potato products in the foodservice and food ingredient channels. It serves foodservice distributors and national restaurant chains. The Refrigerated Retail segment produces and distributes side dishes, eggs and egg products, sausages, cheese, and other dairy and refrigerated products for grocery stores and mass merchandise customers. Post Holdings, Inc. was founded in 1895 and is headquartered in Saint Louis, Missouri.",10420,"{'maxAge': 1, 'name': 'Mr. Mark W. Westphal', 'age': 56, 'title': 'Pres of Foodservice', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 619241, 'exercisedValue': 0, 'unexercisedValue': 1539568}",2,4,5,7,4,1693526400,1672444800,86400,2,88.31,88.1,87.32,88.6,88.31,88.1,87.32,88.6,0.0,0.617911,17.01751,17.778456,1201694,1201694,564508,768090,768090,87.38,87.39,800,800,5354790912,80.39,98.84,0.80830693,87.339,89.07645,0.0,0.0,USD,11340988416,0.04823,44924025,61218600,2391490,2161248,1690761600,1693440000,0.039100002,0.17219,0.84361,3.74,0.049099997,64.523,1.3556405,1664496000,1696032000,1688083200,-0.474,329100000,5.14,4.92,0.4,1.712,11.89,NYQ,EQUITY,POST,POST,"Post Holdings, Inc.","Post Holdings, Inc.",1327674600,America/New_York,EDT,-14400000,87.47,115.0,90.0,105.5,106.5,2.0,buy,8,219600000,3.587,953800000,6195999744,0.985,2.062,6624699904,156.472,111.246,0.03016,0.087019995,1467500000,556837504,797600000,-0.494,0.219,0.26007,0.14398,0.08541001,USD,
4,2503 S. Hanley Road,Saint Louis,MO,63144,United States,314 644 7600,https://www.postholdings.com,Packaged Foods,Consumer Defensive,"Post Holdings, Inc. operates as a consumer packaged goods holding company in the United States and internationally. It operates through four segments: Post Consumer Brands, Weetabix, Foodservice, and Refrigerated Retail. The Post Consumer Brands segment manufactures, markets, and sells branded and private label ready-to-eat (RTE) cereal, hot cereal, and peanut and nut butter. It serves grocery stores, mass merchandise customers, supercenters, club stores, natural/specialty stores, and drug store customers, as well as sells its products in the military, ecommerce, and foodservice channels. The Weetabix segment primarily markets and distributes branded and private label RTE cereal, hot cereals and other cereal-based food products, breakfast drinks, and muesli. This segment sells its products to grocery stores, discounters, wholesalers, and convenience stores, as well as through ecommerce. The Foodservice segment produces and distributes egg and potato products in the foodservice and food ingredient channels. It serves foodservice distributors and national restaurant chains. The Refrigerated Retail segment produces and distributes side dishes, eggs and egg products, sausages, cheese, and other dairy and refrigerated products for grocery stores and mass merchandise customers. Post Holdings, Inc. was founded in 1895 and is headquartered in Saint Louis, Missouri.",10420,"{'maxAge': 1, 'name': 'Mr. Nicolas  Catoggio', 'age': 47, 'title': 'Pres & CEO of Post Consumer Brands', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 705773, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,5,7,4,1693526400,1672444800,86400,2,88.31,88.1,87.32,88.6,88.31,88.1,87.32,88.6,0.0,0.617911,17.01751,17.778456,1201694,1201694,564508,768090,768090,87.38,87.39,800,800,5354790912,80.39,98.84,0.80830693,87.339,89.07645,0.0,0.0,USD,11340988416,0.04823,44924025,61218600,2391490,2161248,1690761600,1693440000,0.039100002,0.17219,0.84361,3.74,0.049099997,64.523,1.3556405,1664496000,1696032000,1688083200,-0.474,329100000,5.14,4.92,0.4,1.712,11.89,NYQ,EQUITY,POST,POST,"Post Holdings, Inc.","Post Holdings, Inc.",1327674600,America/New_York,EDT,-14400000,87.47,115.0,90.0,105.5,106.5,2.0,buy,8,219600000,3.587,953800000,6195999744,0.985,2.062,6624699904,156.472,111.246,0.03016,0.087019995,1467500000,556837504,797600000,-0.494,0.219,0.26007,0.14398,0.08541001,USD,
5,2503 S. Hanley Road,Saint Louis,MO,63144,United States,314 644 7600,https://www.postholdings.com,Packaged Foods,Consumer Defensive,"Post Holdings, Inc. operates as a consumer packaged goods holding company in the United States and internationally. It operates through four segments: Post Consumer Brands, Weetabix, Foodservice, and Refrigerated Retail. The Post Consumer Brands segment manufactures, markets, and sells branded and private label ready-to-eat (RTE) cereal, hot cereal, and peanut and nut butter. It serves grocery stores, mass merchandise customers, supercenters, club stores, natural/specialty stores, and drug store customers, as well as sells its products in the military, ecommerce, and foodservice channels. The Weetabix segment primarily markets and distributes branded and private label RTE cereal, hot cereals and other cereal-based food products, breakfast drinks, and muesli. This segment sells its products to grocery stores, discounters, wholesalers, and convenience stores, as well as through ecommerce. The Foodservice segment produces and distributes egg and potato products in the foodservice and food ingredient channels. It serves foodservice distributors and national restaurant chains. The Refrigerated Retail segment produces and distributes side dishes, eggs and egg products, sausages, cheese, and other dairy and refrigerated products for grocery stores and mass merchandise customers. Post Holdings, Inc. was founded in 1895 and is headquartered in Saint Louis, Missouri.",10420,"{'maxAge': 1, 'name': 'Mr. Matthew  Mainer J.', 'age': 50, 'title': 'Sr. VP, CFO & Treasurer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,5,7,4,1693526400,1672444800,86400,2,88.31,88.1,87.32,88.6,88.31,88.1,87.32,88.6,0.0,0.617911,17.01751,17.778456,1201694,1201694,564508,768090,768090,87.38,87.39,800,800,5354790912,80.39,98.84,0.80830693,87.339,89.07645,0.0,0.0,USD,11340988416,0.04823,44924025,61218600,2391490,2161248,1690761600,1693440000,0.039100002,0.17219,0.84361,3.74,0.049099997,64.523,1.3556405,1664496000,1696032000,1688083200,-0.474,329100000,5.14,4.92,0.4,1.712,11.89,NYQ,EQUITY,POST,POST,"Post Holdings, Inc.","Post Holdings, Inc.",1327674600,America/New_York,EDT,-14400000,87.47,115.0,90.0,105.5,106.5,2.0,buy,8,219600000,3.587,953800000,6195999744,0.985,2.062,6624699904,156.472,111.246,0.03016,0.087019995,1467500000,556837504,797600000,-0.494,0.219,0.26007,0.14398,0.08541001,USD,
6,2503 S. Hanley Road,Saint Louis,MO,63144,United States,314 644 7600,https://www.postholdings.com,Packaged Foods,Consumer Defensive,"Post Holdings, Inc. operates as a consumer packaged goods holding company in the United States and internationally. It operates through four segments: Post Consumer Brands, Weetabix, Foodservice, and Refrigerated Retail. The Post Consumer Brands segment manufactures, markets, and sells branded and private label ready-to-eat (RTE) cereal, hot cereal, and peanut and nut butter. It serves grocery stores, mass merchandise customers, supercenters, club stores, natural/specialty stores, and drug store customers, as well as sells its products in the military, ecommerce, and foodservice channels. The Weetabix segment primarily markets and distributes branded and private label RTE cereal, hot cereals and other cereal-based food products, breakfast drinks, and muesli. This segment sells its products to grocery stores, discounters, wholesalers, and convenience stores, as well as through ecommerce. The Foodservice segment produces and distributes egg and potato products in the foodservice and food ingredient channels. It serves foodservice distributors and national restaurant chains. The Refrigerated Retail segment produces and distributes side dishes, eggs and egg products, sausages, cheese, and other dairy and refrigerated products for grocery stores and mass merchandise customers. Post Holdings, Inc. was founded in 1895 and is headquartered in Saint Louis, Missouri.",10420,"{'maxAge': 1, 'name': 'Mr. Bradly A. Harper', 'age': 48, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,5,7,4,1693526400,1672444800,86400,2,88.31,88.1,87.32,88.6,88.31,88.1,87.32,88.6,0.0,0.617911,17.01751,17.778456,1201694,1201694,564508,768090,768090,87.38,87.39,800,800,5354790912,80.39,98.84,0.80830693,87.339,89.07645,0.0,0.0,USD,11340988416,0.04823,44924025,61218600,2391490,2161248,1690761600,1693440000,0.039100002,0.17219,0.84361,3.74,0.049099997,64.523,1.3556405,1664496000,1696032000,1688083200,-0.474,329100000,5.14,4.92,0.4,1.712,11.89,NYQ,EQUITY,POST,POST,"Post Holdings, Inc.","Post Holdings, Inc.",1327674600,America/New_York,EDT,-14400000,87.47,115.0,90.0,105.5,106.5,2.0,buy,8,219600000,3.587,953800000,6195999744,0.985,2.062,6624699904,156.472,111.246,0.03016,0.087019995,1467500000,556837504,797600000,-0.494,0.219,0.26007,0.14398,0.08541001,USD,
7,2503 S. Hanley Road,Saint Louis,MO,63144,United States,314 644 7600,https://www.postholdings.com,Packaged Foods,Consumer Defensive,"Post Holdings, Inc. operates as a consumer packaged goods holding company in the United States and internationally. It operates through four segments: Post Consumer Brands, Weetabix, Foodservice, and Refrigerated Retail. The Post Consumer Brands segment manufactures, markets, and sells branded and private label ready-to-eat (RTE) cereal, hot cereal, and peanut and nut butter. It serves grocery stores, mass merchandise customers, supercenters, club stores, natural/specialty stores, and drug store customers, as well as sells its products in the military, ecommerce, and foodservice channels. The Weetabix segment primarily markets and distributes branded and private label RTE cereal, hot cereals and other cereal-based food products, breakfast drinks, and muesli. This segment sells its products to grocery stores, discounters, wholesalers, and convenience stores, as well as through ecommerce. The Foodservice segment produces and distributes egg and potato products in the foodservice and food ingredient channels. It serves foodservice distributors and national restaurant chains. The Refrigerated Retail segment produces and distributes side dishes, eggs and egg products, sausages, cheese, and other dairy and refrigerated products for grocery stores and mass merchandise customers. Post Holdings, Inc. was founded in 1895 and is headquartered in Saint Louis, Missouri.",10420,"{'maxAge': 1, 'name': 'Jennifer  Meyer', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,5,7,4,1693526400,1672444800,86400,2,88.31,88.1,87.32,88.6,88.31,88.1,87.32,88.6,0.0,0.617911,17.01751,17.778456,1201694,1201694,564508,768090,768090,87.38,87.39,800,800,5354790912,80.39,98.84,0.80830693,87.339,89.07645,0.0,0.0,USD,11340988416,0.04823,44924025,61218600,2391490,2161248,1690761600,1693440000,0.039100002,0.17219,0.84361,3.74,0.049099997,64.523,1.3556405,1664496000,1696032000,1688083200,-0.474,329100000,5.14,4.92,0.4,1.712,11.89,NYQ,EQUITY,POST,POST,"Post Holdings, Inc.","Post Holdings, Inc.",1327674600,America/New_York,EDT,-14400000,87.47,115.0,90.0,105.5,106.5,2.0,buy,8,219600000,3.587,953800000,6195999744,0.985,2.062,6624699904,156.472,111.246,0.03016,0.087019995,1467500000,556837504,797600000,-0.494,0.219,0.26007,0.14398,0.08541001,USD,
8,2503 S. Hanley Road,Saint Louis,MO,63144,United States,314 644 7600,https://www.postholdings.com,Packaged Foods,Consumer Defensive,"Post Holdings, Inc. operates as a consumer packaged goods holding company in the United States and internationally. It operates through four segments: Post Consumer Brands, Weetabix, Foodservice, and Refrigerated Retail. The Post Consumer Brands segment manufactures, markets, and sells branded and private label ready-to-eat (RTE) cereal, hot cereal, and peanut and nut butter. It serves grocery stores, mass merchandise customers, supercenters, club stores, natural/specialty stores, and drug store customers, as well as sells its products in the military, ecommerce, and foodservice channels. The Weetabix segment primarily markets and distributes branded and private label RTE cereal, hot cereals and other cereal-based food products, breakfast drinks, and muesli. This segment sells its products to grocery stores, discounters, wholesalers, and convenience stores, as well as through ecommerce. The Foodservice segment produces and distributes egg and potato products in the foodservice and food ingredient channels. It serves foodservice distributors and national restaurant chains. The Refrigerated Retail segment produces and distributes side dishes, eggs and egg products, sausages, cheese, and other dairy and refrigerated products for grocery stores and mass merchandise customers. Post Holdings, Inc. was founded in 1895 and is headquartered in Saint Louis, Missouri.",10420,"{'maxAge': 1, 'name': 'Mr. Steve  Schonhoff', 'title': 'Sr. VP of Integrated Supply Chain for Bob Evans Foods & Michael Foods', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,5,7,4,1693526400,1672444800,86400,2,88.31,88.1,87.32,88.6,88.31,88.1,87.32,88.6,0.0,0.617911,17.01751,17.778456,1201694,1201694,564508,768090,768090,87.38,87.39,800,800,5354790912,80.39,98.84,0.80830693,87.339,89.07645,0.0,0.0,USD,11340988416,0.04823,44924025,61218600,2391490,2161248,1690761600,1693440000,0.039100002,0.17219,0.84361,3.74,0.049099997,64.523,1.3556405,1664496000,1696032000,1688083200,-0.474,329100000,5.14,4.92,0.4,1.712,11.89,NYQ,EQUITY,POST,POST,"Post Holdings, Inc.","Post Holdings, Inc.",1327674600,America/New_York,EDT,-14400000,87.47,115.0,90.0,105.5,106.5,2.0,buy,8,219600000,3.587,953800000,6195999744,0.985,2.062,6624699904,156.472,111.246,0.03016,0.087019995,1467500000,556837504,797600000,-0.494,0.219,0.26007,0.14398,0.08541001,USD,
9,2503 S. Hanley Road,Saint Louis,MO,63144,United States,314 644 7600,https://www.postholdings.com,Packaged Foods,Consumer Defensive,"Post Holdings, Inc. operates as a consumer packaged goods holding company in the United States and internationally. It operates through four segments: Post Consumer Brands, Weetabix, Foodservice, and Refrigerated Retail. The Post Consumer Brands segment manufactures, markets, and sells branded and private label ready-to-eat (RTE) cereal, hot cereal, and peanut and nut butter. It serves grocery stores, mass merchandise customers, supercenters, club stores, natural/specialty stores, and drug store customers, as well as sells its products in the military, ecommerce, and foodservice channels. The Weetabix segment primarily markets and distributes branded and private label RTE cereal, hot cereals and other cereal-based food products, breakfast drinks, and muesli. This segment sells its products to grocery stores, discounters, wholesalers, and convenience stores, as well as through ecommerce. The Foodservice segment produces and distributes egg and potato products in the foodservice and food ingredient channels. It serves foodservice distributors and national restaurant chains. The Refrigerated Retail segment produces and distributes side dishes, eggs and egg products, sausages, cheese, and other dairy and refrigerated products for grocery stores and mass merchandise customers. Post Holdings, Inc. was founded in 1895 and is headquartered in Saint Louis, Missouri.",10420,"{'maxAge': 1, 'name': 'Ms. Sally  Abbott', 'title': 'Managing Director of Weetabix Food Company', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,5,7,4,1693526400,1672444800,86400,2,88.31,88.1,87.32,88.6,88.31,88.1,87.32,88.6,0.0,0.617911,17.01751,17.778456,1201694,1201694,564508,768090,768090,87.38,87.39,800,800,5354790912,80.39,98.84,0.80830693,87.339,89.07645,0.0,0.0,USD,11340988416,0.04823,44924025,61218600,2391490,2161248,1690761600,1693440000,0.039100002,0.17219,0.84361,3.74,0.049099997,64.523,1.3556405,1664496000,1696032000,1688083200,-0.474,329100000,5.14,4.92,0.4,1.712,11.89,NYQ,EQUITY,POST,POST,"Post Holdings, Inc.","Post Holdings, Inc.",1327674600,America/New_York,EDT,-14400000,87.47,115.0,90.0,105.5,106.5,2.0,buy,8,219600000,3.587,953800000,6195999744,0.985,2.062,6624699904,156.472,111.246,0.03016,0.087019995,1467500000,556837504,797600000,-0.494,0.219,0.26007,0.14398,0.08541001,USD,
