,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,444 Cedar Street,Suite 2060,Saint Paul,MN,55101,United States,651 389 4100,651 389 4101,https://www.polymetmining.com,Other Industrial Metals & Mining,Basic Materials,"PolyMet Mining Corp., through its subsidiary, Poly Met Mining, Inc., engages in the exploration and development of natural resource properties. Its primary mineral property is the NorthMet project, a polymetallic project that hosts copper, nickel, cobalt, platinum, palladium, gold, and silver mineralization covering an area of approximately 5,980 acres located in northeastern Minnesota, the United States. The company was formerly known as Fleck Resources Ltd. and changed its name to PolyMet Mining Corp. in June 1998. PolyMet Mining Corp. was incorporated in 1981 and is headquartered in Saint Paul, Minnesota. PolyMet Mining Corp. operates as a subsidiary of Glencore AG.","{'maxAge': 1, 'name': 'Mr. Jonathan  Cherry P.Eng.', 'age': 52, 'title': 'Pres, CEO & Chairman', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 922900, 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,8,5,8,1693526400,1672444800,86400,4,2.82,2.8,2.8,2.82,2.82,2.8,2.8,2.82,0.0,0.824988,-10.846154,8355,8355,9546,2150,2150,2.8,2.84,0,0,548377216,1.0,4.5,2.7604,2.81765,0.0,0.0,CAD,534431904,0.0,33781635,194460000,35801,22167,1690761600,1693440000,0.0002,0.82457,0.02724,6.5,0.0002,2.615,1.0783938,1672444800,1703980800,1688083200,-25057000,-0.26,-0.26,-0.22,1:10,1598400000,-35.539,TOR,EQUITY,POM.TO,POM.TO,POLYMET MINING CORP.,PolyMet Mining Corp.,839511000,America/Toronto,EDT,-14400000,2.82,5.49,5.49,5.49,5.49,none,1,14087000,0.072,-15038000,141000,2.982,20.095,0.028,-0.02084,-0.05884,-3970000,-102985248,-21335000,0.0,0.0,0.0,USD,
1,444 Cedar Street,Suite 2060,Saint Paul,MN,55101,United States,651 389 4100,651 389 4101,https://www.polymetmining.com,Other Industrial Metals & Mining,Basic Materials,"PolyMet Mining Corp., through its subsidiary, Poly Met Mining, Inc., engages in the exploration and development of natural resource properties. Its primary mineral property is the NorthMet project, a polymetallic project that hosts copper, nickel, cobalt, platinum, palladium, gold, and silver mineralization covering an area of approximately 5,980 acres located in northeastern Minnesota, the United States. The company was formerly known as Fleck Resources Ltd. and changed its name to PolyMet Mining Corp. in June 1998. PolyMet Mining Corp. was incorporated in 1981 and is headquartered in Saint Paul, Minnesota. PolyMet Mining Corp. operates as a subsidiary of Glencore AG.","{'maxAge': 1, 'name': 'Mr. Patrick F. Keenan', 'title': 'Exec. VP & CFO', 'fiscalYear': 2022, 'totalPay': 534000, 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,8,5,8,1693526400,1672444800,86400,4,2.82,2.8,2.8,2.82,2.82,2.8,2.8,2.82,0.0,0.824988,-10.846154,8355,8355,9546,2150,2150,2.8,2.84,0,0,548377216,1.0,4.5,2.7604,2.81765,0.0,0.0,CAD,534431904,0.0,33781635,194460000,35801,22167,1690761600,1693440000,0.0002,0.82457,0.02724,6.5,0.0002,2.615,1.0783938,1672444800,1703980800,1688083200,-25057000,-0.26,-0.26,-0.22,1:10,1598400000,-35.539,TOR,EQUITY,POM.TO,POM.TO,POLYMET MINING CORP.,PolyMet Mining Corp.,839511000,America/Toronto,EDT,-14400000,2.82,5.49,5.49,5.49,5.49,none,1,14087000,0.072,-15038000,141000,2.982,20.095,0.028,-0.02084,-0.05884,-3970000,-102985248,-21335000,0.0,0.0,0.0,USD,
2,444 Cedar Street,Suite 2060,Saint Paul,MN,55101,United States,651 389 4100,651 389 4101,https://www.polymetmining.com,Other Industrial Metals & Mining,Basic Materials,"PolyMet Mining Corp., through its subsidiary, Poly Met Mining, Inc., engages in the exploration and development of natural resource properties. Its primary mineral property is the NorthMet project, a polymetallic project that hosts copper, nickel, cobalt, platinum, palladium, gold, and silver mineralization covering an area of approximately 5,980 acres located in northeastern Minnesota, the United States. The company was formerly known as Fleck Resources Ltd. and changed its name to PolyMet Mining Corp. in June 1998. PolyMet Mining Corp. was incorporated in 1981 and is headquartered in Saint Paul, Minnesota. PolyMet Mining Corp. operates as a subsidiary of Glencore AG.","{'maxAge': 1, 'name': 'Mr. Ryan  Vogt', 'age': 44, 'title': 'Corp. Controller', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 276800, 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,8,5,8,1693526400,1672444800,86400,4,2.82,2.8,2.8,2.82,2.82,2.8,2.8,2.82,0.0,0.824988,-10.846154,8355,8355,9546,2150,2150,2.8,2.84,0,0,548377216,1.0,4.5,2.7604,2.81765,0.0,0.0,CAD,534431904,0.0,33781635,194460000,35801,22167,1690761600,1693440000,0.0002,0.82457,0.02724,6.5,0.0002,2.615,1.0783938,1672444800,1703980800,1688083200,-25057000,-0.26,-0.26,-0.22,1:10,1598400000,-35.539,TOR,EQUITY,POM.TO,POM.TO,POLYMET MINING CORP.,PolyMet Mining Corp.,839511000,America/Toronto,EDT,-14400000,2.82,5.49,5.49,5.49,5.49,none,1,14087000,0.072,-15038000,141000,2.982,20.095,0.028,-0.02084,-0.05884,-3970000,-102985248,-21335000,0.0,0.0,0.0,USD,
3,444 Cedar Street,Suite 2060,Saint Paul,MN,55101,United States,651 389 4100,651 389 4101,https://www.polymetmining.com,Other Industrial Metals & Mining,Basic Materials,"PolyMet Mining Corp., through its subsidiary, Poly Met Mining, Inc., engages in the exploration and development of natural resource properties. Its primary mineral property is the NorthMet project, a polymetallic project that hosts copper, nickel, cobalt, platinum, palladium, gold, and silver mineralization covering an area of approximately 5,980 acres located in northeastern Minnesota, the United States. The company was formerly known as Fleck Resources Ltd. and changed its name to PolyMet Mining Corp. in June 1998. PolyMet Mining Corp. was incorporated in 1981 and is headquartered in Saint Paul, Minnesota. PolyMet Mining Corp. operates as a subsidiary of Glencore AG.","{'maxAge': 1, 'name': 'Mr. Douglas John Newby', 'age': 63, 'title': 'Pres of Proteus Capital', 'yearBorn': 1959, 'fiscalYear': 2017, 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,8,5,8,1693526400,1672444800,86400,4,2.82,2.8,2.8,2.82,2.82,2.8,2.8,2.82,0.0,0.824988,-10.846154,8355,8355,9546,2150,2150,2.8,2.84,0,0,548377216,1.0,4.5,2.7604,2.81765,0.0,0.0,CAD,534431904,0.0,33781635,194460000,35801,22167,1690761600,1693440000,0.0002,0.82457,0.02724,6.5,0.0002,2.615,1.0783938,1672444800,1703980800,1688083200,-25057000,-0.26,-0.26,-0.22,1:10,1598400000,-35.539,TOR,EQUITY,POM.TO,POM.TO,POLYMET MINING CORP.,PolyMet Mining Corp.,839511000,America/Toronto,EDT,-14400000,2.82,5.49,5.49,5.49,5.49,none,1,14087000,0.072,-15038000,141000,2.982,20.095,0.028,-0.02084,-0.05884,-3970000,-102985248,-21335000,0.0,0.0,0.0,USD,
4,444 Cedar Street,Suite 2060,Saint Paul,MN,55101,United States,651 389 4100,651 389 4101,https://www.polymetmining.com,Other Industrial Metals & Mining,Basic Materials,"PolyMet Mining Corp., through its subsidiary, Poly Met Mining, Inc., engages in the exploration and development of natural resource properties. Its primary mineral property is the NorthMet project, a polymetallic project that hosts copper, nickel, cobalt, platinum, palladium, gold, and silver mineralization covering an area of approximately 5,980 acres located in northeastern Minnesota, the United States. The company was formerly known as Fleck Resources Ltd. and changed its name to PolyMet Mining Corp. in June 1998. PolyMet Mining Corp. was incorporated in 1981 and is headquartered in Saint Paul, Minnesota. PolyMet Mining Corp. operates as a subsidiary of Glencore AG.","{'maxAge': 1, 'name': 'Tony  Gikas', 'title': 'ESG Survey Contact', 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,8,5,8,1693526400,1672444800,86400,4,2.82,2.8,2.8,2.82,2.82,2.8,2.8,2.82,0.0,0.824988,-10.846154,8355,8355,9546,2150,2150,2.8,2.84,0,0,548377216,1.0,4.5,2.7604,2.81765,0.0,0.0,CAD,534431904,0.0,33781635,194460000,35801,22167,1690761600,1693440000,0.0002,0.82457,0.02724,6.5,0.0002,2.615,1.0783938,1672444800,1703980800,1688083200,-25057000,-0.26,-0.26,-0.22,1:10,1598400000,-35.539,TOR,EQUITY,POM.TO,POM.TO,POLYMET MINING CORP.,PolyMet Mining Corp.,839511000,America/Toronto,EDT,-14400000,2.82,5.49,5.49,5.49,5.49,none,1,14087000,0.072,-15038000,141000,2.982,20.095,0.028,-0.02084,-0.05884,-3970000,-102985248,-21335000,0.0,0.0,0.0,USD,
