,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"No.329, Feng Ren Road",Zen Wu District,Kaohsiung,81449,Taiwan,886 7 371 3588,886 7 371 9646,https://www.ystech.com.tw,Consumer Electronics,Technology,"Yen Sun Technology Corporation researches, develops, manufactures, and sells home appliances and electronic cooling products. The company offers electric fans and cookers, induction cookers, juice machines, bowl dryers, water dispensers, cooling fans, heat sink and thermal modules, dehumidifiers, electric heaters, and other home appliances. In addition, it designs, manufactures, and sells DC cooling/ventilation fans and living technology systems. It operates in Taiwan, Mainland China, Germany, the United States, Japan, South Korea, and internationally. The company was incorporated in 1987 and is headquartered in Kaohsiung, Taiwan.","{'maxAge': 1, 'name': 'Mr. Hsien-Wen  Liu', 'title': 'Gen. Mang.', 'fiscalYear': 2021, 'totalPay': 7378000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,48.4,49.0,47.25,49.7,48.4,49.0,47.25,49.7,2.11,0.0444,1692662400,1.1142,1.245013,24.611399,13.013699,4732870,4732870,3088015,1892400,1892400,47.5,47.55,0,0,3296547584,23.15,55.1,0.9496259,44.692,34.9575,2.2,0.045454547,TWD,4091283456,0.044499997,69401000,0.36158,0.00477,17.364,2.7355447,1672444800,1703980800,1688083200,-0.234,157204992,1.93,3.65,102:100,1220918400,1.179,16.913,TWO,EQUITY,6275.TWO,6275.TWO,YEN SUN TECHNOLOGY CORP,Yen Sun Technology Corporation,1199062800,Asia/Taipei,CST,28800000,47.5,none,145564000,2.062,241899008,883774976,0.786,1.521,3471417088,72.1,49.989,0.02846,0.13085,662081000,60984124,344136992,-0.259,-0.078,0.18266001,0.06968,0.044439998,TWD,
1,"No.329, Feng Ren Road",Zen Wu District,Kaohsiung,81449,Taiwan,886 7 371 3588,886 7 371 9646,https://www.ystech.com.tw,Consumer Electronics,Technology,"Yen Sun Technology Corporation researches, develops, manufactures, and sells home appliances and electronic cooling products. The company offers electric fans and cookers, induction cookers, juice machines, bowl dryers, water dispensers, cooling fans, heat sink and thermal modules, dehumidifiers, electric heaters, and other home appliances. In addition, it designs, manufactures, and sells DC cooling/ventilation fans and living technology systems. It operates in Taiwan, Mainland China, Germany, the United States, Japan, South Korea, and internationally. The company was incorporated in 1987 and is headquartered in Kaohsiung, Taiwan.","{'maxAge': 1, 'name': 'Ms. Hsiang-Yi  Liang', 'title': 'CFO, VP of Operation Management Department and Mang. of Accounting & Corp. Governance', 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,48.4,49.0,47.25,49.7,48.4,49.0,47.25,49.7,2.11,0.0444,1692662400,1.1142,1.245013,24.611399,13.013699,4732870,4732870,3088015,1892400,1892400,47.5,47.55,0,0,3296547584,23.15,55.1,0.9496259,44.692,34.9575,2.2,0.045454547,TWD,4091283456,0.044499997,69401000,0.36158,0.00477,17.364,2.7355447,1672444800,1703980800,1688083200,-0.234,157204992,1.93,3.65,102:100,1220918400,1.179,16.913,TWO,EQUITY,6275.TWO,6275.TWO,YEN SUN TECHNOLOGY CORP,Yen Sun Technology Corporation,1199062800,Asia/Taipei,CST,28800000,47.5,none,145564000,2.062,241899008,883774976,0.786,1.521,3471417088,72.1,49.989,0.02846,0.13085,662081000,60984124,344136992,-0.259,-0.078,0.18266001,0.06968,0.044439998,TWD,
2,"No.329, Feng Ren Road",Zen Wu District,Kaohsiung,81449,Taiwan,886 7 371 3588,886 7 371 9646,https://www.ystech.com.tw,Consumer Electronics,Technology,"Yen Sun Technology Corporation researches, develops, manufactures, and sells home appliances and electronic cooling products. The company offers electric fans and cookers, induction cookers, juice machines, bowl dryers, water dispensers, cooling fans, heat sink and thermal modules, dehumidifiers, electric heaters, and other home appliances. In addition, it designs, manufactures, and sells DC cooling/ventilation fans and living technology systems. It operates in Taiwan, Mainland China, Germany, the United States, Japan, South Korea, and internationally. The company was incorporated in 1987 and is headquartered in Kaohsiung, Taiwan.","{'maxAge': 1, 'name': 'Mr. Jin-Jin  Cia', 'title': 'Home Appliances Division Director', 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,48.4,49.0,47.25,49.7,48.4,49.0,47.25,49.7,2.11,0.0444,1692662400,1.1142,1.245013,24.611399,13.013699,4732870,4732870,3088015,1892400,1892400,47.5,47.55,0,0,3296547584,23.15,55.1,0.9496259,44.692,34.9575,2.2,0.045454547,TWD,4091283456,0.044499997,69401000,0.36158,0.00477,17.364,2.7355447,1672444800,1703980800,1688083200,-0.234,157204992,1.93,3.65,102:100,1220918400,1.179,16.913,TWO,EQUITY,6275.TWO,6275.TWO,YEN SUN TECHNOLOGY CORP,Yen Sun Technology Corporation,1199062800,Asia/Taipei,CST,28800000,47.5,none,145564000,2.062,241899008,883774976,0.786,1.521,3471417088,72.1,49.989,0.02846,0.13085,662081000,60984124,344136992,-0.259,-0.078,0.18266001,0.06968,0.044439998,TWD,
3,"No.329, Feng Ren Road",Zen Wu District,Kaohsiung,81449,Taiwan,886 7 371 3588,886 7 371 9646,https://www.ystech.com.tw,Consumer Electronics,Technology,"Yen Sun Technology Corporation researches, develops, manufactures, and sells home appliances and electronic cooling products. The company offers electric fans and cookers, induction cookers, juice machines, bowl dryers, water dispensers, cooling fans, heat sink and thermal modules, dehumidifiers, electric heaters, and other home appliances. In addition, it designs, manufactures, and sells DC cooling/ventilation fans and living technology systems. It operates in Taiwan, Mainland China, Germany, the United States, Japan, South Korea, and internationally. The company was incorporated in 1987 and is headquartered in Kaohsiung, Taiwan.","{'maxAge': 1, 'name': 'Mr. Xin-Cheng  Sun', 'title': 'Electronics Cooling Division Deputy Director', 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,48.4,49.0,47.25,49.7,48.4,49.0,47.25,49.7,2.11,0.0444,1692662400,1.1142,1.245013,24.611399,13.013699,4732870,4732870,3088015,1892400,1892400,47.5,47.55,0,0,3296547584,23.15,55.1,0.9496259,44.692,34.9575,2.2,0.045454547,TWD,4091283456,0.044499997,69401000,0.36158,0.00477,17.364,2.7355447,1672444800,1703980800,1688083200,-0.234,157204992,1.93,3.65,102:100,1220918400,1.179,16.913,TWO,EQUITY,6275.TWO,6275.TWO,YEN SUN TECHNOLOGY CORP,Yen Sun Technology Corporation,1199062800,Asia/Taipei,CST,28800000,47.5,none,145564000,2.062,241899008,883774976,0.786,1.521,3471417088,72.1,49.989,0.02846,0.13085,662081000,60984124,344136992,-0.259,-0.078,0.18266001,0.06968,0.044439998,TWD,
