,address1,address2,city,state,zip,country,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,750 West Pender Street,Suite 804,Vancouver,BC,V6C 2T7,Canada,604 685 6905,https://klondikesilver.com,Silver,Basic Materials,"Klondike Silver Corp., a resource exploration stage company, engages in the acquisition, exploration, and development of mineral properties in Canada. It primarily explores for silver, lead, and zinc deposits. The company primarily owns a 100% interest in the Slocan Silver camp that covers an area of approximately 116 square kilometers located in south-eastern British Columbia. Klondike Silver Corp. was incorporated in 2005 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Thomas John Kennedy B.Com., B.Comm, L.L.B., LL.B', 'age': 71, 'title': 'Pres, CEO & Director', 'yearBorn': 1951, 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.01,0.01,0.0074,0.01,0.01,0.01,0.0074,0.01,0.0,2.078206,80000,80000,1250,0,0,0.0074,0.0308,7242000,3889000,4058907,0.0042,0.04,0.011536,0.01874,0.0,0.0,EUR,4785062,0.0,260921102,265959008,0.00784,0.0,0.055,0.13454546,1653955200,1685491200,1677542400,-1127022,-0.0,1:20,1301356800,-8.067,FRA,EQUITY,K1SN.F,K1SN.F,KLONDIKE SILVER CORP.,Klondike Silver Corp.,1211436000,Europe/Berlin,CEST,7200000,0.0074,none,19853,0.0,-593193,2175325,0.016,0.022,15.185,-0.022839999,-0.07586,-69711,-2064419,461270,0.0,0.0,0.0,CAD,
1,750 West Pender Street,Suite 804,Vancouver,BC,V6C 2T7,Canada,604 685 6905,https://klondikesilver.com,Silver,Basic Materials,"Klondike Silver Corp., a resource exploration stage company, engages in the acquisition, exploration, and development of mineral properties in Canada. It primarily explores for silver, lead, and zinc deposits. The company primarily owns a 100% interest in the Slocan Silver camp that covers an area of approximately 116 square kilometers located in south-eastern British Columbia. Klondike Silver Corp. was incorporated in 2005 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Laurence A. Smoliak', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.01,0.01,0.0074,0.01,0.01,0.01,0.0074,0.01,0.0,2.078206,80000,80000,1250,0,0,0.0074,0.0308,7242000,3889000,4058907,0.0042,0.04,0.011536,0.01874,0.0,0.0,EUR,4785062,0.0,260921102,265959008,0.00784,0.0,0.055,0.13454546,1653955200,1685491200,1677542400,-1127022,-0.0,1:20,1301356800,-8.067,FRA,EQUITY,K1SN.F,K1SN.F,KLONDIKE SILVER CORP.,Klondike Silver Corp.,1211436000,Europe/Berlin,CEST,7200000,0.0074,none,19853,0.0,-593193,2175325,0.016,0.022,15.185,-0.022839999,-0.07586,-69711,-2064419,461270,0.0,0.0,0.0,CAD,
2,750 West Pender Street,Suite 804,Vancouver,BC,V6C 2T7,Canada,604 685 6905,https://klondikesilver.com,Silver,Basic Materials,"Klondike Silver Corp., a resource exploration stage company, engages in the acquisition, exploration, and development of mineral properties in Canada. It primarily explores for silver, lead, and zinc deposits. The company primarily owns a 100% interest in the Slocan Silver camp that covers an area of approximately 116 square kilometers located in south-eastern British Columbia. Klondike Silver Corp. was incorporated in 2005 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. William  Morton B.Sc., M.Sc, P. Geo.', 'age': 71, 'title': 'Technical Advisor', 'yearBorn': 1951, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.01,0.01,0.0074,0.01,0.01,0.01,0.0074,0.01,0.0,2.078206,80000,80000,1250,0,0,0.0074,0.0308,7242000,3889000,4058907,0.0042,0.04,0.011536,0.01874,0.0,0.0,EUR,4785062,0.0,260921102,265959008,0.00784,0.0,0.055,0.13454546,1653955200,1685491200,1677542400,-1127022,-0.0,1:20,1301356800,-8.067,FRA,EQUITY,K1SN.F,K1SN.F,KLONDIKE SILVER CORP.,Klondike Silver Corp.,1211436000,Europe/Berlin,CEST,7200000,0.0074,none,19853,0.0,-593193,2175325,0.016,0.022,15.185,-0.022839999,-0.07586,-69711,-2064419,461270,0.0,0.0,0.0,CAD,
