,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,KSD1,Level 1 485 Kingsford Smith Drive Hamilton,Brisbane,QLD,4007,Australia,61 7 3633 3333,61 7 3633 3399,https://www.dominos.com.au,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Domino's Pizza Enterprises Limited operates retail food outlets. The company holds franchise rights for the Domino's brand in Australia, New Zealand, Belgium, France, the Netherlands, Japan, Cambodia, Germany, Luxembourg, Denmark, Taiwan, Malaysia, and Singapore. It operates various stores. Domino's Pizza Enterprises Limited was founded in 1983 and is based in Brisbane, Australia.","{'maxAge': 1, 'name': 'Mr. Donald Jeffrey Meij', 'age': 53, 'title': 'MD, Group CEO & Director', 'yearBorn': 1969, 'fiscalYear': 2023, 'totalPay': 1745762, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1703980800,86400,2,53.41,54.28,53.28,54.48,53.41,54.28,53.28,54.48,1.1,0.020599999,1693180800,1.7806,2.1,0.718468,70.10526,24.552994,338065,338065,344382,305681,305681,53.24,53.42,0,0,4758644736,40.75,76.95,2.0236757,50.6786,54.80525,1.1,0.020595394,AUD,6327783936,0.01725,61569367,89096496,0.30425,0.42819,89313904,5.843,9.118604,1688256000,1719878400,1688256000,67009000,0.76,2.17,2.0,2.691,23.727,-0.09125024,0.14113986,0.426,1693180800,ASX,EQUITY,DMP.AX,DMP.AX,DOMINOS FPO,Domino's Pizza Enterprises Limited,1116201600,Australia/Sydney,AEST,37977397-5b14-3111-9317-016bbcf8910c,finmb_22275640,36000000,53.28,66.78,40.3,55.17,54.4,2.9,hold,15,159891008,1.795,266687008,1740878976,0.639,0.993,2351485952,334.452,26.723,0.043860003,0.14649999,705165000,-45701876,260792992,0.29988,0.113409996,0.07925,AUD,
1,KSD1,Level 1 485 Kingsford Smith Drive Hamilton,Brisbane,QLD,4007,Australia,61 7 3633 3333,61 7 3633 3399,https://www.dominos.com.au,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Domino's Pizza Enterprises Limited operates retail food outlets. The company holds franchise rights for the Domino's brand in Australia, New Zealand, Belgium, France, the Netherlands, Japan, Cambodia, Germany, Luxembourg, Denmark, Taiwan, Malaysia, and Singapore. It operates various stores. Domino's Pizza Enterprises Limited was founded in 1983 and is based in Brisbane, Australia.","{'maxAge': 1, 'name': 'Mr. Richard  Coney', 'age': 57, 'title': 'Group Chief Financial Officer', 'yearBorn': 1965, 'fiscalYear': 2023, 'totalPay': 678319, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1703980800,86400,2,53.41,54.28,53.28,54.48,53.41,54.28,53.28,54.48,1.1,0.020599999,1693180800,1.7806,2.1,0.718468,70.10526,24.552994,338065,338065,344382,305681,305681,53.24,53.42,0,0,4758644736,40.75,76.95,2.0236757,50.6786,54.80525,1.1,0.020595394,AUD,6327783936,0.01725,61569367,89096496,0.30425,0.42819,89313904,5.843,9.118604,1688256000,1719878400,1688256000,67009000,0.76,2.17,2.0,2.691,23.727,-0.09125024,0.14113986,0.426,1693180800,ASX,EQUITY,DMP.AX,DMP.AX,DOMINOS FPO,Domino's Pizza Enterprises Limited,1116201600,Australia/Sydney,AEST,37977397-5b14-3111-9317-016bbcf8910c,finmb_22275640,36000000,53.28,66.78,40.3,55.17,54.4,2.9,hold,15,159891008,1.795,266687008,1740878976,0.639,0.993,2351485952,334.452,26.723,0.043860003,0.14649999,705165000,-45701876,260792992,0.29988,0.113409996,0.07925,AUD,
2,KSD1,Level 1 485 Kingsford Smith Drive Hamilton,Brisbane,QLD,4007,Australia,61 7 3633 3333,61 7 3633 3399,https://www.dominos.com.au,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Domino's Pizza Enterprises Limited operates retail food outlets. The company holds franchise rights for the Domino's brand in Australia, New Zealand, Belgium, France, the Netherlands, Japan, Cambodia, Germany, Luxembourg, Denmark, Taiwan, Malaysia, and Singapore. It operates various stores. Domino's Pizza Enterprises Limited was founded in 1983 and is based in Brisbane, Australia.","{'maxAge': 1, 'name': 'Mr. Andre Ten Wolde', 'title': 'Chief Exec. Officer of Europe', 'fiscalYear': 2023, 'totalPay': 842322, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1703980800,86400,2,53.41,54.28,53.28,54.48,53.41,54.28,53.28,54.48,1.1,0.020599999,1693180800,1.7806,2.1,0.718468,70.10526,24.552994,338065,338065,344382,305681,305681,53.24,53.42,0,0,4758644736,40.75,76.95,2.0236757,50.6786,54.80525,1.1,0.020595394,AUD,6327783936,0.01725,61569367,89096496,0.30425,0.42819,89313904,5.843,9.118604,1688256000,1719878400,1688256000,67009000,0.76,2.17,2.0,2.691,23.727,-0.09125024,0.14113986,0.426,1693180800,ASX,EQUITY,DMP.AX,DMP.AX,DOMINOS FPO,Domino's Pizza Enterprises Limited,1116201600,Australia/Sydney,AEST,37977397-5b14-3111-9317-016bbcf8910c,finmb_22275640,36000000,53.28,66.78,40.3,55.17,54.4,2.9,hold,15,159891008,1.795,266687008,1740878976,0.639,0.993,2351485952,334.452,26.723,0.043860003,0.14649999,705165000,-45701876,260792992,0.29988,0.113409996,0.07925,AUD,
3,KSD1,Level 1 485 Kingsford Smith Drive Hamilton,Brisbane,QLD,4007,Australia,61 7 3633 3333,61 7 3633 3399,https://www.dominos.com.au,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Domino's Pizza Enterprises Limited operates retail food outlets. The company holds franchise rights for the Domino's brand in Australia, New Zealand, Belgium, France, the Netherlands, Japan, Cambodia, Germany, Luxembourg, Denmark, Taiwan, Malaysia, and Singapore. It operates various stores. Domino's Pizza Enterprises Limited was founded in 1983 and is based in Brisbane, Australia.","{'maxAge': 1, 'name': 'Mr. Michael  Gillespie', 'title': 'Group Chief Digital & Experience Officer', 'fiscalYear': 2023, 'totalPay': 724151, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1703980800,86400,2,53.41,54.28,53.28,54.48,53.41,54.28,53.28,54.48,1.1,0.020599999,1693180800,1.7806,2.1,0.718468,70.10526,24.552994,338065,338065,344382,305681,305681,53.24,53.42,0,0,4758644736,40.75,76.95,2.0236757,50.6786,54.80525,1.1,0.020595394,AUD,6327783936,0.01725,61569367,89096496,0.30425,0.42819,89313904,5.843,9.118604,1688256000,1719878400,1688256000,67009000,0.76,2.17,2.0,2.691,23.727,-0.09125024,0.14113986,0.426,1693180800,ASX,EQUITY,DMP.AX,DMP.AX,DOMINOS FPO,Domino's Pizza Enterprises Limited,1116201600,Australia/Sydney,AEST,37977397-5b14-3111-9317-016bbcf8910c,finmb_22275640,36000000,53.28,66.78,40.3,55.17,54.4,2.9,hold,15,159891008,1.795,266687008,1740878976,0.639,0.993,2351485952,334.452,26.723,0.043860003,0.14649999,705165000,-45701876,260792992,0.29988,0.113409996,0.07925,AUD,
4,KSD1,Level 1 485 Kingsford Smith Drive Hamilton,Brisbane,QLD,4007,Australia,61 7 3633 3333,61 7 3633 3399,https://www.dominos.com.au,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Domino's Pizza Enterprises Limited operates retail food outlets. The company holds franchise rights for the Domino's brand in Australia, New Zealand, Belgium, France, the Netherlands, Japan, Cambodia, Germany, Luxembourg, Denmark, Taiwan, Malaysia, and Singapore. It operates various stores. Domino's Pizza Enterprises Limited was founded in 1983 and is based in Brisbane, Australia.","{'maxAge': 1, 'name': 'Mr. Josh  Kilimnik', 'title': 'Chief Exec. Officer of Asia-Pacific & Australia and NewZealand', 'fiscalYear': 2023, 'totalPay': 945714, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1703980800,86400,2,53.41,54.28,53.28,54.48,53.41,54.28,53.28,54.48,1.1,0.020599999,1693180800,1.7806,2.1,0.718468,70.10526,24.552994,338065,338065,344382,305681,305681,53.24,53.42,0,0,4758644736,40.75,76.95,2.0236757,50.6786,54.80525,1.1,0.020595394,AUD,6327783936,0.01725,61569367,89096496,0.30425,0.42819,89313904,5.843,9.118604,1688256000,1719878400,1688256000,67009000,0.76,2.17,2.0,2.691,23.727,-0.09125024,0.14113986,0.426,1693180800,ASX,EQUITY,DMP.AX,DMP.AX,DOMINOS FPO,Domino's Pizza Enterprises Limited,1116201600,Australia/Sydney,AEST,37977397-5b14-3111-9317-016bbcf8910c,finmb_22275640,36000000,53.28,66.78,40.3,55.17,54.4,2.9,hold,15,159891008,1.795,266687008,1740878976,0.639,0.993,2351485952,334.452,26.723,0.043860003,0.14649999,705165000,-45701876,260792992,0.29988,0.113409996,0.07925,AUD,
5,KSD1,Level 1 485 Kingsford Smith Drive Hamilton,Brisbane,QLD,4007,Australia,61 7 3633 3333,61 7 3633 3399,https://www.dominos.com.au,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Domino's Pizza Enterprises Limited operates retail food outlets. The company holds franchise rights for the Domino's brand in Australia, New Zealand, Belgium, France, the Netherlands, Japan, Cambodia, Germany, Luxembourg, Denmark, Taiwan, Malaysia, and Singapore. It operates various stores. Domino's Pizza Enterprises Limited was founded in 1983 and is based in Brisbane, Australia.","{'maxAge': 1, 'name': 'Mr. Daniel  Hawkins', 'title': 'Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1703980800,86400,2,53.41,54.28,53.28,54.48,53.41,54.28,53.28,54.48,1.1,0.020599999,1693180800,1.7806,2.1,0.718468,70.10526,24.552994,338065,338065,344382,305681,305681,53.24,53.42,0,0,4758644736,40.75,76.95,2.0236757,50.6786,54.80525,1.1,0.020595394,AUD,6327783936,0.01725,61569367,89096496,0.30425,0.42819,89313904,5.843,9.118604,1688256000,1719878400,1688256000,67009000,0.76,2.17,2.0,2.691,23.727,-0.09125024,0.14113986,0.426,1693180800,ASX,EQUITY,DMP.AX,DMP.AX,DOMINOS FPO,Domino's Pizza Enterprises Limited,1116201600,Australia/Sydney,AEST,37977397-5b14-3111-9317-016bbcf8910c,finmb_22275640,36000000,53.28,66.78,40.3,55.17,54.4,2.9,hold,15,159891008,1.795,266687008,1740878976,0.639,0.993,2351485952,334.452,26.723,0.043860003,0.14649999,705165000,-45701876,260792992,0.29988,0.113409996,0.07925,AUD,
6,KSD1,Level 1 485 Kingsford Smith Drive Hamilton,Brisbane,QLD,4007,Australia,61 7 3633 3333,61 7 3633 3399,https://www.dominos.com.au,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Domino's Pizza Enterprises Limited operates retail food outlets. The company holds franchise rights for the Domino's brand in Australia, New Zealand, Belgium, France, the Netherlands, Japan, Cambodia, Germany, Luxembourg, Denmark, Taiwan, Malaysia, and Singapore. It operates various stores. Domino's Pizza Enterprises Limited was founded in 1983 and is based in Brisbane, Australia.","{'maxAge': 1, 'name': 'Nathan  Scholz', 'title': 'Head of Investor & Gov. Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1703980800,86400,2,53.41,54.28,53.28,54.48,53.41,54.28,53.28,54.48,1.1,0.020599999,1693180800,1.7806,2.1,0.718468,70.10526,24.552994,338065,338065,344382,305681,305681,53.24,53.42,0,0,4758644736,40.75,76.95,2.0236757,50.6786,54.80525,1.1,0.020595394,AUD,6327783936,0.01725,61569367,89096496,0.30425,0.42819,89313904,5.843,9.118604,1688256000,1719878400,1688256000,67009000,0.76,2.17,2.0,2.691,23.727,-0.09125024,0.14113986,0.426,1693180800,ASX,EQUITY,DMP.AX,DMP.AX,DOMINOS FPO,Domino's Pizza Enterprises Limited,1116201600,Australia/Sydney,AEST,37977397-5b14-3111-9317-016bbcf8910c,finmb_22275640,36000000,53.28,66.78,40.3,55.17,54.4,2.9,hold,15,159891008,1.795,266687008,1740878976,0.639,0.993,2351485952,334.452,26.723,0.043860003,0.14649999,705165000,-45701876,260792992,0.29988,0.113409996,0.07925,AUD,
7,KSD1,Level 1 485 Kingsford Smith Drive Hamilton,Brisbane,QLD,4007,Australia,61 7 3633 3333,61 7 3633 3399,https://www.dominos.com.au,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Domino's Pizza Enterprises Limited operates retail food outlets. The company holds franchise rights for the Domino's brand in Australia, New Zealand, Belgium, France, the Netherlands, Japan, Cambodia, Germany, Luxembourg, Denmark, Taiwan, Malaysia, and Singapore. It operates various stores. Domino's Pizza Enterprises Limited was founded in 1983 and is based in Brisbane, Australia.","{'maxAge': 1, 'name': 'Mr. Andrew  Megson', 'age': 57, 'title': 'Head of Franchise Operations - Australia & New Zealand', 'yearBorn': 1965, 'fiscalYear': 2013, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1703980800,86400,2,53.41,54.28,53.28,54.48,53.41,54.28,53.28,54.48,1.1,0.020599999,1693180800,1.7806,2.1,0.718468,70.10526,24.552994,338065,338065,344382,305681,305681,53.24,53.42,0,0,4758644736,40.75,76.95,2.0236757,50.6786,54.80525,1.1,0.020595394,AUD,6327783936,0.01725,61569367,89096496,0.30425,0.42819,89313904,5.843,9.118604,1688256000,1719878400,1688256000,67009000,0.76,2.17,2.0,2.691,23.727,-0.09125024,0.14113986,0.426,1693180800,ASX,EQUITY,DMP.AX,DMP.AX,DOMINOS FPO,Domino's Pizza Enterprises Limited,1116201600,Australia/Sydney,AEST,37977397-5b14-3111-9317-016bbcf8910c,finmb_22275640,36000000,53.28,66.78,40.3,55.17,54.4,2.9,hold,15,159891008,1.795,266687008,1740878976,0.639,0.993,2351485952,334.452,26.723,0.043860003,0.14649999,705165000,-45701876,260792992,0.29988,0.113409996,0.07925,AUD,
8,KSD1,Level 1 485 Kingsford Smith Drive Hamilton,Brisbane,QLD,4007,Australia,61 7 3633 3333,61 7 3633 3399,https://www.dominos.com.au,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Domino's Pizza Enterprises Limited operates retail food outlets. The company holds franchise rights for the Domino's brand in Australia, New Zealand, Belgium, France, the Netherlands, Japan, Cambodia, Germany, Luxembourg, Denmark, Taiwan, Malaysia, and Singapore. It operates various stores. Domino's Pizza Enterprises Limited was founded in 1983 and is based in Brisbane, Australia.","{'maxAge': 1, 'name': 'Mr. Allan  Collins', 'title': 'ANZ Chief Marketing Officer', 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1703980800,86400,2,53.41,54.28,53.28,54.48,53.41,54.28,53.28,54.48,1.1,0.020599999,1693180800,1.7806,2.1,0.718468,70.10526,24.552994,338065,338065,344382,305681,305681,53.24,53.42,0,0,4758644736,40.75,76.95,2.0236757,50.6786,54.80525,1.1,0.020595394,AUD,6327783936,0.01725,61569367,89096496,0.30425,0.42819,89313904,5.843,9.118604,1688256000,1719878400,1688256000,67009000,0.76,2.17,2.0,2.691,23.727,-0.09125024,0.14113986,0.426,1693180800,ASX,EQUITY,DMP.AX,DMP.AX,DOMINOS FPO,Domino's Pizza Enterprises Limited,1116201600,Australia/Sydney,AEST,37977397-5b14-3111-9317-016bbcf8910c,finmb_22275640,36000000,53.28,66.78,40.3,55.17,54.4,2.9,hold,15,159891008,1.795,266687008,1740878976,0.639,0.993,2351485952,334.452,26.723,0.043860003,0.14649999,705165000,-45701876,260792992,0.29988,0.113409996,0.07925,AUD,
9,KSD1,Level 1 485 Kingsford Smith Drive Hamilton,Brisbane,QLD,4007,Australia,61 7 3633 3333,61 7 3633 3399,https://www.dominos.com.au,Restaurants,Restaurants,Consumer Cyclical,Consumer Cyclical,"Domino's Pizza Enterprises Limited operates retail food outlets. The company holds franchise rights for the Domino's brand in Australia, New Zealand, Belgium, France, the Netherlands, Japan, Cambodia, Germany, Luxembourg, Denmark, Taiwan, Malaysia, and Singapore. It operates various stores. Domino's Pizza Enterprises Limited was founded in 1983 and is based in Brisbane, Australia.","{'maxAge': 1, 'name': 'Mr. John  Harney', 'title': 'Group Chief Procurement Officer', 'fiscalYear': 2017, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1703980800,86400,2,53.41,54.28,53.28,54.48,53.41,54.28,53.28,54.48,1.1,0.020599999,1693180800,1.7806,2.1,0.718468,70.10526,24.552994,338065,338065,344382,305681,305681,53.24,53.42,0,0,4758644736,40.75,76.95,2.0236757,50.6786,54.80525,1.1,0.020595394,AUD,6327783936,0.01725,61569367,89096496,0.30425,0.42819,89313904,5.843,9.118604,1688256000,1719878400,1688256000,67009000,0.76,2.17,2.0,2.691,23.727,-0.09125024,0.14113986,0.426,1693180800,ASX,EQUITY,DMP.AX,DMP.AX,DOMINOS FPO,Domino's Pizza Enterprises Limited,1116201600,Australia/Sydney,AEST,37977397-5b14-3111-9317-016bbcf8910c,finmb_22275640,36000000,53.28,66.78,40.3,55.17,54.4,2.9,hold,15,159891008,1.795,266687008,1740878976,0.639,0.993,2351485952,334.452,26.723,0.043860003,0.14649999,705165000,-45701876,260792992,0.29988,0.113409996,0.07925,AUD,
