,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Mr. Michel  Letellier MBA', 'age': 57, 'title': 'Pres, CEO & Director', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 1031485, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,9.31,9.2362,9.2362,9.2362,9.31,9.2362,9.2362,9.2362,0.54,0.0583,1695859200,4.16,0.309489,100,100,4324,16960,16960,1911330176,8.93,15.33,2.095573,9.495,10.64275,0.72,0.0773362,USD,8013833728,-0.01714,148969146,204216000,0.24046,0.42403,5.345,1.7280076,1672444800,1703980800,1688083200,-21261000,-0.07,8.786,14.316,PNK,EQUITY,INGXF,INGXF,INNERGEX RENEWABLE ENERGY INC,Innergex Renewable Energy Inc.,1272288600,America/New_York,EDT,-14400000,9.2362,none,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
1,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Mr. Jean  Trudel M.B.A., MBA', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 571172, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,9.31,9.2362,9.2362,9.2362,9.31,9.2362,9.2362,9.2362,0.54,0.0583,1695859200,4.16,0.309489,100,100,4324,16960,16960,1911330176,8.93,15.33,2.095573,9.495,10.64275,0.72,0.0773362,USD,8013833728,-0.01714,148969146,204216000,0.24046,0.42403,5.345,1.7280076,1672444800,1703980800,1688083200,-21261000,-0.07,8.786,14.316,PNK,EQUITY,INGXF,INGXF,INNERGEX RENEWABLE ENERGY INC,Innergex Renewable Energy Inc.,1272288600,America/New_York,EDT,-14400000,9.2362,none,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
2,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Mr. Yves  Baribeault Eng., L.L.B., M.B.A., LL.B., MBA', 'title': 'Chief Legal Officer & Sec.', 'fiscalYear': 2022, 'totalPay': 341880, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,9.31,9.2362,9.2362,9.2362,9.31,9.2362,9.2362,9.2362,0.54,0.0583,1695859200,4.16,0.309489,100,100,4324,16960,16960,1911330176,8.93,15.33,2.095573,9.495,10.64275,0.72,0.0773362,USD,8013833728,-0.01714,148969146,204216000,0.24046,0.42403,5.345,1.7280076,1672444800,1703980800,1688083200,-21261000,-0.07,8.786,14.316,PNK,EQUITY,INGXF,INGXF,INNERGEX RENEWABLE ENERGY INC,Innergex Renewable Energy Inc.,1272288600,America/New_York,EDT,-14400000,9.2362,none,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
3,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Ms. Alexandra Boislard Pepin M.B.A.', 'title': 'Chief HR Officer', 'fiscalYear': 2022, 'totalPay': 299292, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,9.31,9.2362,9.2362,9.2362,9.31,9.2362,9.2362,9.2362,0.54,0.0583,1695859200,4.16,0.309489,100,100,4324,16960,16960,1911330176,8.93,15.33,2.095573,9.495,10.64275,0.72,0.0773362,USD,8013833728,-0.01714,148969146,204216000,0.24046,0.42403,5.345,1.7280076,1672444800,1703980800,1688083200,-21261000,-0.07,8.786,14.316,PNK,EQUITY,INGXF,INGXF,INNERGEX RENEWABLE ENERGY INC,Innergex Renewable Energy Inc.,1272288600,America/New_York,EDT,-14400000,9.2362,none,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
4,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Ms. Pascale  Tremblay Eng., ING, M.Sc.', 'title': 'Chief Asset Officer', 'fiscalYear': 2022, 'totalPay': 465572, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,9.31,9.2362,9.2362,9.2362,9.31,9.2362,9.2362,9.2362,0.54,0.0583,1695859200,4.16,0.309489,100,100,4324,16960,16960,1911330176,8.93,15.33,2.095573,9.495,10.64275,0.72,0.0773362,USD,8013833728,-0.01714,148969146,204216000,0.24046,0.42403,5.345,1.7280076,1672444800,1703980800,1688083200,-21261000,-0.07,8.786,14.316,PNK,EQUITY,INGXF,INGXF,INNERGEX RENEWABLE ENERGY INC,Innergex Renewable Energy Inc.,1272288600,America/New_York,EDT,-14400000,9.2362,none,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
5,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Mr. Niko  Nikolaidis M.B.A., M.Sc.', 'title': 'VP of Investments & Financing', 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,9.31,9.2362,9.2362,9.2362,9.31,9.2362,9.2362,9.2362,0.54,0.0583,1695859200,4.16,0.309489,100,100,4324,16960,16960,1911330176,8.93,15.33,2.095573,9.495,10.64275,0.72,0.0773362,USD,8013833728,-0.01714,148969146,204216000,0.24046,0.42403,5.345,1.7280076,1672444800,1703980800,1688083200,-21261000,-0.07,8.786,14.316,PNK,EQUITY,INGXF,INGXF,INNERGEX RENEWABLE ENERGY INC,Innergex Renewable Energy Inc.,1272288600,America/New_York,EDT,-14400000,9.2362,none,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
6,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Ms. Karine  Vachon', 'title': 'Sr. Director \x96 Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,9.31,9.2362,9.2362,9.2362,9.31,9.2362,9.2362,9.2362,0.54,0.0583,1695859200,4.16,0.309489,100,100,4324,16960,16960,1911330176,8.93,15.33,2.095573,9.495,10.64275,0.72,0.0773362,USD,8013833728,-0.01714,148969146,204216000,0.24046,0.42403,5.345,1.7280076,1672444800,1703980800,1688083200,-21261000,-0.07,8.786,14.316,PNK,EQUITY,INGXF,INGXF,INNERGEX RENEWABLE ENERGY INC,Innergex Renewable Energy Inc.,1272288600,America/New_York,EDT,-14400000,9.2362,none,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
7,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Mr. Guillaume  Jumel', 'title': 'VP & MD of France', 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,9.31,9.2362,9.2362,9.2362,9.31,9.2362,9.2362,9.2362,0.54,0.0583,1695859200,4.16,0.309489,100,100,4324,16960,16960,1911330176,8.93,15.33,2.095573,9.495,10.64275,0.72,0.0773362,USD,8013833728,-0.01714,148969146,204216000,0.24046,0.42403,5.345,1.7280076,1672444800,1703980800,1688083200,-21261000,-0.07,8.786,14.316,PNK,EQUITY,INGXF,INGXF,INNERGEX RENEWABLE ENERGY INC,Innergex Renewable Energy Inc.,1272288600,America/New_York,EDT,-14400000,9.2362,none,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
8,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Mr. David  Little', 'title': 'VP & MD of USA', 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,9.31,9.2362,9.2362,9.2362,9.31,9.2362,9.2362,9.2362,0.54,0.0583,1695859200,4.16,0.309489,100,100,4324,16960,16960,1911330176,8.93,15.33,2.095573,9.495,10.64275,0.72,0.0773362,USD,8013833728,-0.01714,148969146,204216000,0.24046,0.42403,5.345,1.7280076,1672444800,1703980800,1688083200,-21261000,-0.07,8.786,14.316,PNK,EQUITY,INGXF,INGXF,INNERGEX RENEWABLE ENERGY INC,Innergex Renewable Energy Inc.,1272288600,America/New_York,EDT,-14400000,9.2362,none,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
9,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Mr. Jaime  Pino', 'title': 'VP & MD of Chile', 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,9.31,9.2362,9.2362,9.2362,9.31,9.2362,9.2362,9.2362,0.54,0.0583,1695859200,4.16,0.309489,100,100,4324,16960,16960,1911330176,8.93,15.33,2.095573,9.495,10.64275,0.72,0.0773362,USD,8013833728,-0.01714,148969146,204216000,0.24046,0.42403,5.345,1.7280076,1672444800,1703980800,1688083200,-21261000,-0.07,8.786,14.316,PNK,EQUITY,INGXF,INGXF,INNERGEX RENEWABLE ENERGY INC,Innergex Renewable Energy Inc.,1272288600,America/New_York,EDT,-14400000,9.2362,none,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
