,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,UB Tower,"No. 24, Vittal Mallya Road",Bengaluru,560001,India,91 80 2221 0705,91 80 3985 6862,https://www.diageoindia.com,Beverages—Wineries & Distilleries,Consumer Defensive,"United Spirits Limited manufactures, purchases, and sells alcoholic beverages and other allied spirits in India and internationally. Its alcoholic beverages include Scotch whisky, Indian made foreign liquor whisky, brandy, rum, vodka, and gin. The company primarily owns McDowell's No.1, Royal Challenge, Signature, Antiquity, Black Dog, Director's Special Black, McDowell's Rum, and McDowell's Brandy brands. It also manufactures, imports, and sells Diageo's iconic brands, such as Haig Gold Label, Captain Morgan, Johnnie Walker, J&B, Baileys, Lagavulin, Talisker, VAT 69, Black & White, Smirnoff, and Ciroc. In addition, the company holds the perpetual right to the Bangalore Franchise of Board of Control for Cricket in India Indian Premier League. It exports its products. The company was formerly known as McDowell & Company Limited and changed its name to United Spirits Limited in October 2006. United Spirits Limited was founded in 1826 and is headquartered in Bengaluru, India. United Spirits Limited operates as a subsidiary of Relay B.V.",2957,"{'maxAge': 1, 'name': 'Ms. Hina  Nagarajan', 'age': 57, 'title': 'MD, CEO & Director', 'yearBorn': 1965, 'fiscalYear': 2023, 'totalPay': 102159593, 'exercisedValue': 0, 'unexercisedValue': 0}",8,1,3,5,1,1693526400,1703980800,86400,2,1065.25,1074.95,1043.5,1074.95,1065.25,1074.95,1043.5,1074.95,1379289600,0.0,0.273603,53.517853,65.72368,1025357,1025357,1079499,1063561,1063561,0.0,0.0,0,0,763563212800,730.55,1074.95,2.7207828,1003.034,865.53424,0.0,0.0,INR,742936608768,0.047989998,269444724,727350976,0.59514,0.19423,84.493,12.414638,1680220800,1711843200,1688083200,0.791,13468000256,19.6,15.96,4.67,5:1,1529020800,2.647,45.984,NSI,EQUITY,MCDOWELL-N.NS,MCDOWELL-N.NS,UNITED SPIRITS,United Spirits Limited,1025495100,Asia/Kolkata,IST,19800000,1048.95,900.0,480.0,702.0,704.0,2.4,buy,22,3708999936,5.224,16156250112,1832999936,280641011712,3.055,395.396,0.789,0.103,0.17089,0.05757,0.05291,INR,
1,UB Tower,"No. 24, Vittal Mallya Road",Bengaluru,560001,India,91 80 2221 0705,91 80 3985 6862,https://www.diageoindia.com,Beverages—Wineries & Distilleries,Consumer Defensive,"United Spirits Limited manufactures, purchases, and sells alcoholic beverages and other allied spirits in India and internationally. Its alcoholic beverages include Scotch whisky, Indian made foreign liquor whisky, brandy, rum, vodka, and gin. The company primarily owns McDowell's No.1, Royal Challenge, Signature, Antiquity, Black Dog, Director's Special Black, McDowell's Rum, and McDowell's Brandy brands. It also manufactures, imports, and sells Diageo's iconic brands, such as Haig Gold Label, Captain Morgan, Johnnie Walker, J&B, Baileys, Lagavulin, Talisker, VAT 69, Black & White, Smirnoff, and Ciroc. In addition, the company holds the perpetual right to the Bangalore Franchise of Board of Control for Cricket in India Indian Premier League. It exports its products. The company was formerly known as McDowell & Company Limited and changed its name to United Spirits Limited in October 2006. United Spirits Limited was founded in 1826 and is headquartered in Bengaluru, India. United Spirits Limited operates as a subsidiary of Relay B.V.",2957,"{'maxAge': 1, 'name': 'Mr. Pradeep  Jain', 'age': 53, 'title': 'CFO & Exec. Whole-time Director', 'yearBorn': 1969, 'fiscalYear': 2023, 'totalPay': 3722606, 'exercisedValue': 0, 'unexercisedValue': 0}",8,1,3,5,1,1693526400,1703980800,86400,2,1065.25,1074.95,1043.5,1074.95,1065.25,1074.95,1043.5,1074.95,1379289600,0.0,0.273603,53.517853,65.72368,1025357,1025357,1079499,1063561,1063561,0.0,0.0,0,0,763563212800,730.55,1074.95,2.7207828,1003.034,865.53424,0.0,0.0,INR,742936608768,0.047989998,269444724,727350976,0.59514,0.19423,84.493,12.414638,1680220800,1711843200,1688083200,0.791,13468000256,19.6,15.96,4.67,5:1,1529020800,2.647,45.984,NSI,EQUITY,MCDOWELL-N.NS,MCDOWELL-N.NS,UNITED SPIRITS,United Spirits Limited,1025495100,Asia/Kolkata,IST,19800000,1048.95,900.0,480.0,702.0,704.0,2.4,buy,22,3708999936,5.224,16156250112,1832999936,280641011712,3.055,395.396,0.789,0.103,0.17089,0.05757,0.05291,INR,
2,UB Tower,"No. 24, Vittal Mallya Road",Bengaluru,560001,India,91 80 2221 0705,91 80 3985 6862,https://www.diageoindia.com,Beverages—Wineries & Distilleries,Consumer Defensive,"United Spirits Limited manufactures, purchases, and sells alcoholic beverages and other allied spirits in India and internationally. Its alcoholic beverages include Scotch whisky, Indian made foreign liquor whisky, brandy, rum, vodka, and gin. The company primarily owns McDowell's No.1, Royal Challenge, Signature, Antiquity, Black Dog, Director's Special Black, McDowell's Rum, and McDowell's Brandy brands. It also manufactures, imports, and sells Diageo's iconic brands, such as Haig Gold Label, Captain Morgan, Johnnie Walker, J&B, Baileys, Lagavulin, Talisker, VAT 69, Black & White, Smirnoff, and Ciroc. In addition, the company holds the perpetual right to the Bangalore Franchise of Board of Control for Cricket in India Indian Premier League. It exports its products. The company was formerly known as McDowell & Company Limited and changed its name to United Spirits Limited in October 2006. United Spirits Limited was founded in 1826 and is headquartered in Bengaluru, India. United Spirits Limited operates as a subsidiary of Relay B.V.",2957,"{'maxAge': 1, 'name': 'Mr. Mital Arvind Sanghvi', 'age': 43, 'title': 'VP of Treasury, Company Sec. & Compliance Officer', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",8,1,3,5,1,1693526400,1703980800,86400,2,1065.25,1074.95,1043.5,1074.95,1065.25,1074.95,1043.5,1074.95,1379289600,0.0,0.273603,53.517853,65.72368,1025357,1025357,1079499,1063561,1063561,0.0,0.0,0,0,763563212800,730.55,1074.95,2.7207828,1003.034,865.53424,0.0,0.0,INR,742936608768,0.047989998,269444724,727350976,0.59514,0.19423,84.493,12.414638,1680220800,1711843200,1688083200,0.791,13468000256,19.6,15.96,4.67,5:1,1529020800,2.647,45.984,NSI,EQUITY,MCDOWELL-N.NS,MCDOWELL-N.NS,UNITED SPIRITS,United Spirits Limited,1025495100,Asia/Kolkata,IST,19800000,1048.95,900.0,480.0,702.0,704.0,2.4,buy,22,3708999936,5.224,16156250112,1832999936,280641011712,3.055,395.396,0.789,0.103,0.17089,0.05757,0.05291,INR,
3,UB Tower,"No. 24, Vittal Mallya Road",Bengaluru,560001,India,91 80 2221 0705,91 80 3985 6862,https://www.diageoindia.com,Beverages—Wineries & Distilleries,Consumer Defensive,"United Spirits Limited manufactures, purchases, and sells alcoholic beverages and other allied spirits in India and internationally. Its alcoholic beverages include Scotch whisky, Indian made foreign liquor whisky, brandy, rum, vodka, and gin. The company primarily owns McDowell's No.1, Royal Challenge, Signature, Antiquity, Black Dog, Director's Special Black, McDowell's Rum, and McDowell's Brandy brands. It also manufactures, imports, and sells Diageo's iconic brands, such as Haig Gold Label, Captain Morgan, Johnnie Walker, J&B, Baileys, Lagavulin, Talisker, VAT 69, Black & White, Smirnoff, and Ciroc. In addition, the company holds the perpetual right to the Bangalore Franchise of Board of Control for Cricket in India Indian Premier League. It exports its products. The company was formerly known as McDowell & Company Limited and changed its name to United Spirits Limited in October 2006. United Spirits Limited was founded in 1826 and is headquartered in Bengaluru, India. United Spirits Limited operates as a subsidiary of Relay B.V.",2957,"{'maxAge': 1, 'name': 'Ms. Shilpa  Vaid', 'age': 45, 'title': 'Chief Human Resource Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",8,1,3,5,1,1693526400,1703980800,86400,2,1065.25,1074.95,1043.5,1074.95,1065.25,1074.95,1043.5,1074.95,1379289600,0.0,0.273603,53.517853,65.72368,1025357,1025357,1079499,1063561,1063561,0.0,0.0,0,0,763563212800,730.55,1074.95,2.7207828,1003.034,865.53424,0.0,0.0,INR,742936608768,0.047989998,269444724,727350976,0.59514,0.19423,84.493,12.414638,1680220800,1711843200,1688083200,0.791,13468000256,19.6,15.96,4.67,5:1,1529020800,2.647,45.984,NSI,EQUITY,MCDOWELL-N.NS,MCDOWELL-N.NS,UNITED SPIRITS,United Spirits Limited,1025495100,Asia/Kolkata,IST,19800000,1048.95,900.0,480.0,702.0,704.0,2.4,buy,22,3708999936,5.224,16156250112,1832999936,280641011712,3.055,395.396,0.789,0.103,0.17089,0.05757,0.05291,INR,
4,UB Tower,"No. 24, Vittal Mallya Road",Bengaluru,560001,India,91 80 2221 0705,91 80 3985 6862,https://www.diageoindia.com,Beverages—Wineries & Distilleries,Consumer Defensive,"United Spirits Limited manufactures, purchases, and sells alcoholic beverages and other allied spirits in India and internationally. Its alcoholic beverages include Scotch whisky, Indian made foreign liquor whisky, brandy, rum, vodka, and gin. The company primarily owns McDowell's No.1, Royal Challenge, Signature, Antiquity, Black Dog, Director's Special Black, McDowell's Rum, and McDowell's Brandy brands. It also manufactures, imports, and sells Diageo's iconic brands, such as Haig Gold Label, Captain Morgan, Johnnie Walker, J&B, Baileys, Lagavulin, Talisker, VAT 69, Black & White, Smirnoff, and Ciroc. In addition, the company holds the perpetual right to the Bangalore Franchise of Board of Control for Cricket in India Indian Premier League. It exports its products. The company was formerly known as McDowell & Company Limited and changed its name to United Spirits Limited in October 2006. United Spirits Limited was founded in 1826 and is headquartered in Bengaluru, India. United Spirits Limited operates as a subsidiary of Relay B.V.",2957,"{'maxAge': 1, 'name': 'Mr. Prathmesh  Mishra', 'age': 52, 'title': 'Chief Commercial Officer', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",8,1,3,5,1,1693526400,1703980800,86400,2,1065.25,1074.95,1043.5,1074.95,1065.25,1074.95,1043.5,1074.95,1379289600,0.0,0.273603,53.517853,65.72368,1025357,1025357,1079499,1063561,1063561,0.0,0.0,0,0,763563212800,730.55,1074.95,2.7207828,1003.034,865.53424,0.0,0.0,INR,742936608768,0.047989998,269444724,727350976,0.59514,0.19423,84.493,12.414638,1680220800,1711843200,1688083200,0.791,13468000256,19.6,15.96,4.67,5:1,1529020800,2.647,45.984,NSI,EQUITY,MCDOWELL-N.NS,MCDOWELL-N.NS,UNITED SPIRITS,United Spirits Limited,1025495100,Asia/Kolkata,IST,19800000,1048.95,900.0,480.0,702.0,704.0,2.4,buy,22,3708999936,5.224,16156250112,1832999936,280641011712,3.055,395.396,0.789,0.103,0.17089,0.05757,0.05291,INR,
5,UB Tower,"No. 24, Vittal Mallya Road",Bengaluru,560001,India,91 80 2221 0705,91 80 3985 6862,https://www.diageoindia.com,Beverages—Wineries & Distilleries,Consumer Defensive,"United Spirits Limited manufactures, purchases, and sells alcoholic beverages and other allied spirits in India and internationally. Its alcoholic beverages include Scotch whisky, Indian made foreign liquor whisky, brandy, rum, vodka, and gin. The company primarily owns McDowell's No.1, Royal Challenge, Signature, Antiquity, Black Dog, Director's Special Black, McDowell's Rum, and McDowell's Brandy brands. It also manufactures, imports, and sells Diageo's iconic brands, such as Haig Gold Label, Captain Morgan, Johnnie Walker, J&B, Baileys, Lagavulin, Talisker, VAT 69, Black & White, Smirnoff, and Ciroc. In addition, the company holds the perpetual right to the Bangalore Franchise of Board of Control for Cricket in India Indian Premier League. It exports its products. The company was formerly known as McDowell & Company Limited and changed its name to United Spirits Limited in October 2006. United Spirits Limited was founded in 1826 and is headquartered in Bengaluru, India. United Spirits Limited operates as a subsidiary of Relay B.V.",2957,"{'maxAge': 1, 'name': 'Subroto  Geed', 'age': 47, 'title': 'Exec. VP and COO of Popular & Franchise Bus.', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",8,1,3,5,1,1693526400,1703980800,86400,2,1065.25,1074.95,1043.5,1074.95,1065.25,1074.95,1043.5,1074.95,1379289600,0.0,0.273603,53.517853,65.72368,1025357,1025357,1079499,1063561,1063561,0.0,0.0,0,0,763563212800,730.55,1074.95,2.7207828,1003.034,865.53424,0.0,0.0,INR,742936608768,0.047989998,269444724,727350976,0.59514,0.19423,84.493,12.414638,1680220800,1711843200,1688083200,0.791,13468000256,19.6,15.96,4.67,5:1,1529020800,2.647,45.984,NSI,EQUITY,MCDOWELL-N.NS,MCDOWELL-N.NS,UNITED SPIRITS,United Spirits Limited,1025495100,Asia/Kolkata,IST,19800000,1048.95,900.0,480.0,702.0,704.0,2.4,buy,22,3708999936,5.224,16156250112,1832999936,280641011712,3.055,395.396,0.789,0.103,0.17089,0.05757,0.05291,INR,
6,UB Tower,"No. 24, Vittal Mallya Road",Bengaluru,560001,India,91 80 2221 0705,91 80 3985 6862,https://www.diageoindia.com,Beverages—Wineries & Distilleries,Consumer Defensive,"United Spirits Limited manufactures, purchases, and sells alcoholic beverages and other allied spirits in India and internationally. Its alcoholic beverages include Scotch whisky, Indian made foreign liquor whisky, brandy, rum, vodka, and gin. The company primarily owns McDowell's No.1, Royal Challenge, Signature, Antiquity, Black Dog, Director's Special Black, McDowell's Rum, and McDowell's Brandy brands. It also manufactures, imports, and sells Diageo's iconic brands, such as Haig Gold Label, Captain Morgan, Johnnie Walker, J&B, Baileys, Lagavulin, Talisker, VAT 69, Black & White, Smirnoff, and Ciroc. In addition, the company holds the perpetual right to the Bangalore Franchise of Board of Control for Cricket in India Indian Premier League. It exports its products. The company was formerly known as McDowell & Company Limited and changed its name to United Spirits Limited in October 2006. United Spirits Limited was founded in 1826 and is headquartered in Bengaluru, India. United Spirits Limited operates as a subsidiary of Relay B.V.",2957,"{'maxAge': 1, 'name': 'Shweta  Jain', 'age': 46, 'title': 'Chief Bus. Devel. Officer - Luxury Reserve Craft & Strategic Accounts', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",8,1,3,5,1,1693526400,1703980800,86400,2,1065.25,1074.95,1043.5,1074.95,1065.25,1074.95,1043.5,1074.95,1379289600,0.0,0.273603,53.517853,65.72368,1025357,1025357,1079499,1063561,1063561,0.0,0.0,0,0,763563212800,730.55,1074.95,2.7207828,1003.034,865.53424,0.0,0.0,INR,742936608768,0.047989998,269444724,727350976,0.59514,0.19423,84.493,12.414638,1680220800,1711843200,1688083200,0.791,13468000256,19.6,15.96,4.67,5:1,1529020800,2.647,45.984,NSI,EQUITY,MCDOWELL-N.NS,MCDOWELL-N.NS,UNITED SPIRITS,United Spirits Limited,1025495100,Asia/Kolkata,IST,19800000,1048.95,900.0,480.0,702.0,704.0,2.4,buy,22,3708999936,5.224,16156250112,1832999936,280641011712,3.055,395.396,0.789,0.103,0.17089,0.05757,0.05291,INR,
7,UB Tower,"No. 24, Vittal Mallya Road",Bengaluru,560001,India,91 80 2221 0705,91 80 3985 6862,https://www.diageoindia.com,Beverages—Wineries & Distilleries,Consumer Defensive,"United Spirits Limited manufactures, purchases, and sells alcoholic beverages and other allied spirits in India and internationally. Its alcoholic beverages include Scotch whisky, Indian made foreign liquor whisky, brandy, rum, vodka, and gin. The company primarily owns McDowell's No.1, Royal Challenge, Signature, Antiquity, Black Dog, Director's Special Black, McDowell's Rum, and McDowell's Brandy brands. It also manufactures, imports, and sells Diageo's iconic brands, such as Haig Gold Label, Captain Morgan, Johnnie Walker, J&B, Baileys, Lagavulin, Talisker, VAT 69, Black & White, Smirnoff, and Ciroc. In addition, the company holds the perpetual right to the Bangalore Franchise of Board of Control for Cricket in India Indian Premier League. It exports its products. The company was formerly known as McDowell & Company Limited and changed its name to United Spirits Limited in October 2006. United Spirits Limited was founded in 1826 and is headquartered in Bengaluru, India. United Spirits Limited operates as a subsidiary of Relay B.V.",2957,"{'maxAge': 1, 'name': 'Vikram  Damodaran', 'age': 47, 'title': 'Chief Innovation Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",8,1,3,5,1,1693526400,1703980800,86400,2,1065.25,1074.95,1043.5,1074.95,1065.25,1074.95,1043.5,1074.95,1379289600,0.0,0.273603,53.517853,65.72368,1025357,1025357,1079499,1063561,1063561,0.0,0.0,0,0,763563212800,730.55,1074.95,2.7207828,1003.034,865.53424,0.0,0.0,INR,742936608768,0.047989998,269444724,727350976,0.59514,0.19423,84.493,12.414638,1680220800,1711843200,1688083200,0.791,13468000256,19.6,15.96,4.67,5:1,1529020800,2.647,45.984,NSI,EQUITY,MCDOWELL-N.NS,MCDOWELL-N.NS,UNITED SPIRITS,United Spirits Limited,1025495100,Asia/Kolkata,IST,19800000,1048.95,900.0,480.0,702.0,704.0,2.4,buy,22,3708999936,5.224,16156250112,1832999936,280641011712,3.055,395.396,0.789,0.103,0.17089,0.05757,0.05291,INR,
8,UB Tower,"No. 24, Vittal Mallya Road",Bengaluru,560001,India,91 80 2221 0705,91 80 3985 6862,https://www.diageoindia.com,Beverages—Wineries & Distilleries,Consumer Defensive,"United Spirits Limited manufactures, purchases, and sells alcoholic beverages and other allied spirits in India and internationally. Its alcoholic beverages include Scotch whisky, Indian made foreign liquor whisky, brandy, rum, vodka, and gin. The company primarily owns McDowell's No.1, Royal Challenge, Signature, Antiquity, Black Dog, Director's Special Black, McDowell's Rum, and McDowell's Brandy brands. It also manufactures, imports, and sells Diageo's iconic brands, such as Haig Gold Label, Captain Morgan, Johnnie Walker, J&B, Baileys, Lagavulin, Talisker, VAT 69, Black & White, Smirnoff, and Ciroc. In addition, the company holds the perpetual right to the Bangalore Franchise of Board of Control for Cricket in India Indian Premier League. It exports its products. The company was formerly known as McDowell & Company Limited and changed its name to United Spirits Limited in October 2006. United Spirits Limited was founded in 1826 and is headquartered in Bengaluru, India. United Spirits Limited operates as a subsidiary of Relay B.V.",2957,"{'maxAge': 1, 'name': 'Mr. Jitendra  Mahajan', 'age': 52, 'title': 'Chief Supply & Sustainability Officer', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",8,1,3,5,1,1693526400,1703980800,86400,2,1065.25,1074.95,1043.5,1074.95,1065.25,1074.95,1043.5,1074.95,1379289600,0.0,0.273603,53.517853,65.72368,1025357,1025357,1079499,1063561,1063561,0.0,0.0,0,0,763563212800,730.55,1074.95,2.7207828,1003.034,865.53424,0.0,0.0,INR,742936608768,0.047989998,269444724,727350976,0.59514,0.19423,84.493,12.414638,1680220800,1711843200,1688083200,0.791,13468000256,19.6,15.96,4.67,5:1,1529020800,2.647,45.984,NSI,EQUITY,MCDOWELL-N.NS,MCDOWELL-N.NS,UNITED SPIRITS,United Spirits Limited,1025495100,Asia/Kolkata,IST,19800000,1048.95,900.0,480.0,702.0,704.0,2.4,buy,22,3708999936,5.224,16156250112,1832999936,280641011712,3.055,395.396,0.789,0.103,0.17089,0.05757,0.05291,INR,
9,UB Tower,"No. 24, Vittal Mallya Road",Bengaluru,560001,India,91 80 2221 0705,91 80 3985 6862,https://www.diageoindia.com,Beverages—Wineries & Distilleries,Consumer Defensive,"United Spirits Limited manufactures, purchases, and sells alcoholic beverages and other allied spirits in India and internationally. Its alcoholic beverages include Scotch whisky, Indian made foreign liquor whisky, brandy, rum, vodka, and gin. The company primarily owns McDowell's No.1, Royal Challenge, Signature, Antiquity, Black Dog, Director's Special Black, McDowell's Rum, and McDowell's Brandy brands. It also manufactures, imports, and sells Diageo's iconic brands, such as Haig Gold Label, Captain Morgan, Johnnie Walker, J&B, Baileys, Lagavulin, Talisker, VAT 69, Black & White, Smirnoff, and Ciroc. In addition, the company holds the perpetual right to the Bangalore Franchise of Board of Control for Cricket in India Indian Premier League. It exports its products. The company was formerly known as McDowell & Company Limited and changed its name to United Spirits Limited in October 2006. United Spirits Limited was founded in 1826 and is headquartered in Bengaluru, India. United Spirits Limited operates as a subsidiary of Relay B.V.",2957,"{'maxAge': 1, 'name': 'Kashinath  Jha', 'age': 53, 'title': 'VP of Manufacturing', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",8,1,3,5,1,1693526400,1703980800,86400,2,1065.25,1074.95,1043.5,1074.95,1065.25,1074.95,1043.5,1074.95,1379289600,0.0,0.273603,53.517853,65.72368,1025357,1025357,1079499,1063561,1063561,0.0,0.0,0,0,763563212800,730.55,1074.95,2.7207828,1003.034,865.53424,0.0,0.0,INR,742936608768,0.047989998,269444724,727350976,0.59514,0.19423,84.493,12.414638,1680220800,1711843200,1688083200,0.791,13468000256,19.6,15.96,4.67,5:1,1529020800,2.647,45.984,NSI,EQUITY,MCDOWELL-N.NS,MCDOWELL-N.NS,UNITED SPIRITS,United Spirits Limited,1025495100,Asia/Kolkata,IST,19800000,1048.95,900.0,480.0,702.0,704.0,2.4,buy,22,3708999936,5.224,16156250112,1832999936,280641011712,3.055,395.396,0.789,0.103,0.17089,0.05757,0.05291,INR,
