,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,6 Xinghan Road,19th Floor,Hanzhong,723000,China,86 91 6262 2612,https://www.gge.com,Real Estate—Development,Real Estate,"Green Giant Inc. operates as a real estate development company, primarily in the construction and sale of residential apartments, car parks, and commercial properties. The company is involved in the development of commercial and residential projects, including multi-layer apartment buildings, sub-high-rise apartment buildings, high-rise apartment buildings, and office buildings, as well as other road construction projects. The company was formerly known as China HGS Real Estate Inc. and changed its name to Green Giant Inc. in March 2022. Green Giant Inc. is headquartered in Hanzhong, China.",90,"{'maxAge': 1, 'name': 'Ms. Rongrong  Dai', 'age': 27, 'title': 'CFO & Director', 'yearBorn': 1995, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.045,1.15,1.0,1.15,1.045,1.15,1.0,1.15,0.0,1.789419,27721,27721,182566,32250,32250,1.04,1.06,900,1000,58582964,0.66,3.77,31.366064,1.4754,2.2599,0.0,0.0,USD,164505312,0.0,37791012,55793300,84908,10105,1690761600,1693440000,0.0015,0.32266,0.00037,0.19,0.0021,0.603,1.7412935,1664496000,1696032000,1688083200,-200399088,-4.4,88.078,-1.361,NCM,EQUITY,GGE,GGE,Green Giant Inc.,Green Giant Inc.,1206365400,America/New_York,EDT,-14400000,1.05,none,105659,0.002,-120829736,106307008,0.119,1.974,1867718,315.897,0.036,-0.24313,-1.63252,3582342,-55458912,-969665,-0.631,0.0,0.0,-64.70447,USD,
1,6 Xinghan Road,19th Floor,Hanzhong,723000,China,86 91 6262 2612,https://www.gge.com,Real Estate—Development,Real Estate,"Green Giant Inc. operates as a real estate development company, primarily in the construction and sale of residential apartments, car parks, and commercial properties. The company is involved in the development of commercial and residential projects, including multi-layer apartment buildings, sub-high-rise apartment buildings, high-rise apartment buildings, and office buildings, as well as other road construction projects. The company was formerly known as China HGS Real Estate Inc. and changed its name to Green Giant Inc. in March 2022. Green Giant Inc. is headquartered in Hanzhong, China.",90,"{'maxAge': 1, 'name': 'Mr. Yuhuai  Luo', 'title': 'CEO & Chairman', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.045,1.15,1.0,1.15,1.045,1.15,1.0,1.15,0.0,1.789419,27721,27721,182566,32250,32250,1.04,1.06,900,1000,58582964,0.66,3.77,31.366064,1.4754,2.2599,0.0,0.0,USD,164505312,0.0,37791012,55793300,84908,10105,1690761600,1693440000,0.0015,0.32266,0.00037,0.19,0.0021,0.603,1.7412935,1664496000,1696032000,1688083200,-200399088,-4.4,88.078,-1.361,NCM,EQUITY,GGE,GGE,Green Giant Inc.,Green Giant Inc.,1206365400,America/New_York,EDT,-14400000,1.05,none,105659,0.002,-120829736,106307008,0.119,1.974,1867718,315.897,0.036,-0.24313,-1.63252,3582342,-55458912,-969665,-0.631,0.0,0.0,-64.70447,USD,
2,6 Xinghan Road,19th Floor,Hanzhong,723000,China,86 91 6262 2612,https://www.gge.com,Real Estate—Development,Real Estate,"Green Giant Inc. operates as a real estate development company, primarily in the construction and sale of residential apartments, car parks, and commercial properties. The company is involved in the development of commercial and residential projects, including multi-layer apartment buildings, sub-high-rise apartment buildings, high-rise apartment buildings, and office buildings, as well as other road construction projects. The company was formerly known as China HGS Real Estate Inc. and changed its name to Green Giant Inc. in March 2022. Green Giant Inc. is headquartered in Hanzhong, China.",90,"{'maxAge': 1, 'name': 'Ms. Sheng  Liu', 'age': 40, 'title': 'Chief Operating Officer', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.045,1.15,1.0,1.15,1.045,1.15,1.0,1.15,0.0,1.789419,27721,27721,182566,32250,32250,1.04,1.06,900,1000,58582964,0.66,3.77,31.366064,1.4754,2.2599,0.0,0.0,USD,164505312,0.0,37791012,55793300,84908,10105,1690761600,1693440000,0.0015,0.32266,0.00037,0.19,0.0021,0.603,1.7412935,1664496000,1696032000,1688083200,-200399088,-4.4,88.078,-1.361,NCM,EQUITY,GGE,GGE,Green Giant Inc.,Green Giant Inc.,1206365400,America/New_York,EDT,-14400000,1.05,none,105659,0.002,-120829736,106307008,0.119,1.974,1867718,315.897,0.036,-0.24313,-1.63252,3582342,-55458912,-969665,-0.631,0.0,0.0,-64.70447,USD,
3,6 Xinghan Road,19th Floor,Hanzhong,723000,China,86 91 6262 2612,https://www.gge.com,Real Estate—Development,Real Estate,"Green Giant Inc. operates as a real estate development company, primarily in the construction and sale of residential apartments, car parks, and commercial properties. The company is involved in the development of commercial and residential projects, including multi-layer apartment buildings, sub-high-rise apartment buildings, high-rise apartment buildings, and office buildings, as well as other road construction projects. The company was formerly known as China HGS Real Estate Inc. and changed its name to Green Giant Inc. in March 2022. Green Giant Inc. is headquartered in Hanzhong, China.",90,"{'maxAge': 1, 'name': 'Mr. Junaid  Ali', 'title': 'Chief Exec. Officer of Green Giant LLC', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.045,1.15,1.0,1.15,1.045,1.15,1.0,1.15,0.0,1.789419,27721,27721,182566,32250,32250,1.04,1.06,900,1000,58582964,0.66,3.77,31.366064,1.4754,2.2599,0.0,0.0,USD,164505312,0.0,37791012,55793300,84908,10105,1690761600,1693440000,0.0015,0.32266,0.00037,0.19,0.0021,0.603,1.7412935,1664496000,1696032000,1688083200,-200399088,-4.4,88.078,-1.361,NCM,EQUITY,GGE,GGE,Green Giant Inc.,Green Giant Inc.,1206365400,America/New_York,EDT,-14400000,1.05,none,105659,0.002,-120829736,106307008,0.119,1.974,1867718,315.897,0.036,-0.24313,-1.63252,3582342,-55458912,-969665,-0.631,0.0,0.0,-64.70447,USD,
