,address1,city,state,zip,country,phone,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,netIncomeToCommon,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalRevenue,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,500 Water Street,Jacksonville,FL,32202,United States,904-359-3100,"{'maxAge': 1, 'name': 'Mr. Michael Jon Ward', 'age': 72, 'title': 'Chairman, Chief Exec. Officer and Pres', 'yearBorn': 1950, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,1.75,0.05,1694649600,-0.177385,133,133,0,0,0,35.0,35.0,35.0,35.0,1.75,0.05,USD,1682310,1.14192,0.0,0.01265,11.897,2.9419181,788832000,820368000,61184,20.468,PNK,EQUITY,DMRR,DMRR,DAYTON & MICHIGAN RAILROAD CO,Dayton & Michigan Railroad Co.,949415400,America/New_York,EDT,-14400000,35.0,none,82191,0.02917,0.0533,82191,93856,1.0,0.0,1.0,USD,
