,address1,city,state,zip,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7920 Airport Road,Brampton,ON,L6T 4N8,Canada,https://www.sleepcountry.ca,Specialty Retail,Consumer Cyclical,"Sleep Country Canada Holdings Inc. engages in retailing mattress and bedding-related products in Canada. The company offers a range of mattresses, adjustable lifestyle bases, pillows, duvets, duvet covers, mattress toppers and protectors, pet beds, weighted blankets, throws, sheets, headboards, footboards, frames, mattress and pillowcases, blankets, mattress pads, and other sleep accessories. The company operates under the Dormez-vous, Sleep Country Canada, Hush, and Endy retail banners. It also sells its products through an e-commerce platform. Sleep Country Canada Holdings Inc. was founded in 1994 and is headquartered in Brampton, Canada.",1600,"{'maxAge': 1, 'name': 'Mr. Stewart  Schaefer', 'age': 57, 'title': 'Pres, CEO & Director', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 1249922, 'exercisedValue': 0, 'unexercisedValue': 0}",5,7,3,1,4,1693526400,1672444800,86400,2,24.12,24.1,23.86,24.24,24.12,24.1,23.86,24.24,0.95,0.0394,1692835200,0.3405,3.19,1.516452,9.301159,8.95539,83909,83909,64348,69870,69870,24.05,24.07,0,0,838069440,19.66,29.29,0.9131804,26.118,24.94755,0.882,0.036567163,CAD,1284395136,0.102019995,29303232,34789100,754265,561363,1690761600,1693440000,0.0217,0.028450001,0.60903,9.18,12.108,1.9895937,1672444800,1703980800,1688083200,-0.44,93633000,2.59,2.69,0.49,1.4,8.671,TOR,EQUITY,ZZZ.TO,ZZZ.TO,SLEEP COUNTRY CANADA HOLDINGS I,Sleep Country Canada Holdings Inc.,1437053400,America/Toronto,EDT,-14400000,24.09,32.0,27.0,29.83,30.0,2.3,buy,6,48099000,1.383,148130000,487095008,0.4,1.0,917747968,113.658,26.034,0.07675,0.2242,367977000,102856248,160740992,-0.41,-0.046,0.39703,0.16139999,0.13866,CAD,
1,7920 Airport Road,Brampton,ON,L6T 4N8,Canada,https://www.sleepcountry.ca,Specialty Retail,Consumer Cyclical,"Sleep Country Canada Holdings Inc. engages in retailing mattress and bedding-related products in Canada. The company offers a range of mattresses, adjustable lifestyle bases, pillows, duvets, duvet covers, mattress toppers and protectors, pet beds, weighted blankets, throws, sheets, headboards, footboards, frames, mattress and pillowcases, blankets, mattress pads, and other sleep accessories. The company operates under the Dormez-vous, Sleep Country Canada, Hush, and Endy retail banners. It also sells its products through an e-commerce platform. Sleep Country Canada Holdings Inc. was founded in 1994 and is headquartered in Brampton, Canada.",1600,"{'maxAge': 1, 'name': 'Mr. Craig  De Pratto', 'age': 38, 'title': 'CFO & Corp. Sec.', 'yearBorn': 1984, 'fiscalYear': 2022, 'totalPay': 690137, 'exercisedValue': 0, 'unexercisedValue': 0}",5,7,3,1,4,1693526400,1672444800,86400,2,24.12,24.1,23.86,24.24,24.12,24.1,23.86,24.24,0.95,0.0394,1692835200,0.3405,3.19,1.516452,9.301159,8.95539,83909,83909,64348,69870,69870,24.05,24.07,0,0,838069440,19.66,29.29,0.9131804,26.118,24.94755,0.882,0.036567163,CAD,1284395136,0.102019995,29303232,34789100,754265,561363,1690761600,1693440000,0.0217,0.028450001,0.60903,9.18,12.108,1.9895937,1672444800,1703980800,1688083200,-0.44,93633000,2.59,2.69,0.49,1.4,8.671,TOR,EQUITY,ZZZ.TO,ZZZ.TO,SLEEP COUNTRY CANADA HOLDINGS I,Sleep Country Canada Holdings Inc.,1437053400,America/Toronto,EDT,-14400000,24.09,32.0,27.0,29.83,30.0,2.3,buy,6,48099000,1.383,148130000,487095008,0.4,1.0,917747968,113.658,26.034,0.07675,0.2242,367977000,102856248,160740992,-0.41,-0.046,0.39703,0.16139999,0.13866,CAD,
2,7920 Airport Road,Brampton,ON,L6T 4N8,Canada,https://www.sleepcountry.ca,Specialty Retail,Consumer Cyclical,"Sleep Country Canada Holdings Inc. engages in retailing mattress and bedding-related products in Canada. The company offers a range of mattresses, adjustable lifestyle bases, pillows, duvets, duvet covers, mattress toppers and protectors, pet beds, weighted blankets, throws, sheets, headboards, footboards, frames, mattress and pillowcases, blankets, mattress pads, and other sleep accessories. The company operates under the Dormez-vous, Sleep Country Canada, Hush, and Endy retail banners. It also sells its products through an e-commerce platform. Sleep Country Canada Holdings Inc. was founded in 1994 and is headquartered in Brampton, Canada.",1600,"{'maxAge': 1, 'name': 'Mr. David  Howcroft', 'age': 51, 'title': 'Chief Sales Officer', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 957708, 'exercisedValue': 0, 'unexercisedValue': 0}",5,7,3,1,4,1693526400,1672444800,86400,2,24.12,24.1,23.86,24.24,24.12,24.1,23.86,24.24,0.95,0.0394,1692835200,0.3405,3.19,1.516452,9.301159,8.95539,83909,83909,64348,69870,69870,24.05,24.07,0,0,838069440,19.66,29.29,0.9131804,26.118,24.94755,0.882,0.036567163,CAD,1284395136,0.102019995,29303232,34789100,754265,561363,1690761600,1693440000,0.0217,0.028450001,0.60903,9.18,12.108,1.9895937,1672444800,1703980800,1688083200,-0.44,93633000,2.59,2.69,0.49,1.4,8.671,TOR,EQUITY,ZZZ.TO,ZZZ.TO,SLEEP COUNTRY CANADA HOLDINGS I,Sleep Country Canada Holdings Inc.,1437053400,America/Toronto,EDT,-14400000,24.09,32.0,27.0,29.83,30.0,2.3,buy,6,48099000,1.383,148130000,487095008,0.4,1.0,917747968,113.658,26.034,0.07675,0.2242,367977000,102856248,160740992,-0.41,-0.046,0.39703,0.16139999,0.13866,CAD,
3,7920 Airport Road,Brampton,ON,L6T 4N8,Canada,https://www.sleepcountry.ca,Specialty Retail,Consumer Cyclical,"Sleep Country Canada Holdings Inc. engages in retailing mattress and bedding-related products in Canada. The company offers a range of mattresses, adjustable lifestyle bases, pillows, duvets, duvet covers, mattress toppers and protectors, pet beds, weighted blankets, throws, sheets, headboards, footboards, frames, mattress and pillowcases, blankets, mattress pads, and other sleep accessories. The company operates under the Dormez-vous, Sleep Country Canada, Hush, and Endy retail banners. It also sells its products through an e-commerce platform. Sleep Country Canada Holdings Inc. was founded in 1994 and is headquartered in Brampton, Canada.",1600,"{'maxAge': 1, 'name': 'Ms. Lynne  Feldman', 'age': 55, 'title': 'Chief People Officer', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 517089, 'exercisedValue': 0, 'unexercisedValue': 0}",5,7,3,1,4,1693526400,1672444800,86400,2,24.12,24.1,23.86,24.24,24.12,24.1,23.86,24.24,0.95,0.0394,1692835200,0.3405,3.19,1.516452,9.301159,8.95539,83909,83909,64348,69870,69870,24.05,24.07,0,0,838069440,19.66,29.29,0.9131804,26.118,24.94755,0.882,0.036567163,CAD,1284395136,0.102019995,29303232,34789100,754265,561363,1690761600,1693440000,0.0217,0.028450001,0.60903,9.18,12.108,1.9895937,1672444800,1703980800,1688083200,-0.44,93633000,2.59,2.69,0.49,1.4,8.671,TOR,EQUITY,ZZZ.TO,ZZZ.TO,SLEEP COUNTRY CANADA HOLDINGS I,Sleep Country Canada Holdings Inc.,1437053400,America/Toronto,EDT,-14400000,24.09,32.0,27.0,29.83,30.0,2.3,buy,6,48099000,1.383,148130000,487095008,0.4,1.0,917747968,113.658,26.034,0.07675,0.2242,367977000,102856248,160740992,-0.41,-0.046,0.39703,0.16139999,0.13866,CAD,
4,7920 Airport Road,Brampton,ON,L6T 4N8,Canada,https://www.sleepcountry.ca,Specialty Retail,Consumer Cyclical,"Sleep Country Canada Holdings Inc. engages in retailing mattress and bedding-related products in Canada. The company offers a range of mattresses, adjustable lifestyle bases, pillows, duvets, duvet covers, mattress toppers and protectors, pet beds, weighted blankets, throws, sheets, headboards, footboards, frames, mattress and pillowcases, blankets, mattress pads, and other sleep accessories. The company operates under the Dormez-vous, Sleep Country Canada, Hush, and Endy retail banners. It also sells its products through an e-commerce platform. Sleep Country Canada Holdings Inc. was founded in 1994 and is headquartered in Brampton, Canada.",1600,"{'maxAge': 1, 'name': 'Ms. Alexandra  Voyevodina-Wang', 'title': 'Pres & GM of Endy Canada Inc', 'fiscalYear': 2022, 'totalPay': 511766, 'exercisedValue': 0, 'unexercisedValue': 0}",5,7,3,1,4,1693526400,1672444800,86400,2,24.12,24.1,23.86,24.24,24.12,24.1,23.86,24.24,0.95,0.0394,1692835200,0.3405,3.19,1.516452,9.301159,8.95539,83909,83909,64348,69870,69870,24.05,24.07,0,0,838069440,19.66,29.29,0.9131804,26.118,24.94755,0.882,0.036567163,CAD,1284395136,0.102019995,29303232,34789100,754265,561363,1690761600,1693440000,0.0217,0.028450001,0.60903,9.18,12.108,1.9895937,1672444800,1703980800,1688083200,-0.44,93633000,2.59,2.69,0.49,1.4,8.671,TOR,EQUITY,ZZZ.TO,ZZZ.TO,SLEEP COUNTRY CANADA HOLDINGS I,Sleep Country Canada Holdings Inc.,1437053400,America/Toronto,EDT,-14400000,24.09,32.0,27.0,29.83,30.0,2.3,buy,6,48099000,1.383,148130000,487095008,0.4,1.0,917747968,113.658,26.034,0.07675,0.2242,367977000,102856248,160740992,-0.41,-0.046,0.39703,0.16139999,0.13866,CAD,
