,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,10901 Roosevelt Boulevard,Suite 1000c,Saint Petersburg,FL,33716,United States,720-370-3554,https://www.futurelandcorp.com,Real Estate Services,Real Estate,"FutureLand, Corp., through its subsidiary, FutureLand Properties, operates as an agricultural land lease company. It serves the industrial hemp, legal medical marijuana, and recreational cannabis markets. The company is based in Saint Petersburg, Florida.",3,"{'maxAge': 1, 'name': 'Mr. Saeed  Talari', 'age': 60, 'title': 'Chairman, Director & Principal Accounting Officer', 'yearBorn': 1962, 'fiscalYear': 2018, 'totalPay': 130000, 'exercisedValue': 0, 'unexercisedValue': 0}",1546214400,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,92.24101,20000,20000,0,0,0,0.0,0.0,0,0,53730,1e-06,0.0001,4.8655257,0.0001,9.975e-05,0.0,0.0,USD,392948,0.0,6377309395,6716259840,0.0078,0.0,-0.0,1546214400,1577750400,1553990400,-588668,-0.0,1:400,1430438400,35.583,-1.358,PNK,EQUITY,FUTL,FUTL,FUTURELAND CORP,"FutureLand, Corp.",1339162200,America/New_York,EDT,-14400000,1e-06,none,-289438,380071,0.263,0.268,11043,0.0,-0.16420001,-5.0401,11043,301870,-775,1.0,0.0,-26.77117,USD,
1,10901 Roosevelt Boulevard,Suite 1000c,Saint Petersburg,FL,33716,United States,720-370-3554,https://www.futurelandcorp.com,Real Estate Services,Real Estate,"FutureLand, Corp., through its subsidiary, FutureLand Properties, operates as an agricultural land lease company. It serves the industrial hemp, legal medical marijuana, and recreational cannabis markets. The company is based in Saint Petersburg, Florida.",3,"{'maxAge': 1, 'name': 'Mr. Cameron  Cox', 'age': 48, 'title': 'CEO, Pres & Director', 'yearBorn': 1974, 'fiscalYear': 2018, 'totalPay': 130000, 'exercisedValue': 0, 'unexercisedValue': 0}",1546214400,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,92.24101,20000,20000,0,0,0,0.0,0.0,0,0,53730,1e-06,0.0001,4.8655257,0.0001,9.975e-05,0.0,0.0,USD,392948,0.0,6377309395,6716259840,0.0078,0.0,-0.0,1546214400,1577750400,1553990400,-588668,-0.0,1:400,1430438400,35.583,-1.358,PNK,EQUITY,FUTL,FUTL,FUTURELAND CORP,"FutureLand, Corp.",1339162200,America/New_York,EDT,-14400000,1e-06,none,-289438,380071,0.263,0.268,11043,0.0,-0.16420001,-5.0401,11043,301870,-775,1.0,0.0,-26.77117,USD,
2,10901 Roosevelt Boulevard,Suite 1000c,Saint Petersburg,FL,33716,United States,720-370-3554,https://www.futurelandcorp.com,Real Estate Services,Real Estate,"FutureLand, Corp., through its subsidiary, FutureLand Properties, operates as an agricultural land lease company. It serves the industrial hemp, legal medical marijuana, and recreational cannabis markets. The company is based in Saint Petersburg, Florida.",3,"{'maxAge': 1, 'name': 'Ms. Karin  Rohret', 'title': 'Treasurer and Accountant', 'exercisedValue': 0, 'unexercisedValue': 0}",1546214400,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,92.24101,20000,20000,0,0,0,0.0,0.0,0,0,53730,1e-06,0.0001,4.8655257,0.0001,9.975e-05,0.0,0.0,USD,392948,0.0,6377309395,6716259840,0.0078,0.0,-0.0,1546214400,1577750400,1553990400,-588668,-0.0,1:400,1430438400,35.583,-1.358,PNK,EQUITY,FUTL,FUTL,FUTURELAND CORP,"FutureLand, Corp.",1339162200,America/New_York,EDT,-14400000,1e-06,none,-289438,380071,0.263,0.268,11043,0.0,-0.16420001,-5.0401,11043,301870,-775,1.0,0.0,-26.77117,USD,
