,address1,address2,city,zip,country,phone,fax,website,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"City Center Tower, 34",3rd Floor Supyo-ro Jung-gu,Seoul,04555,South Korea,82 2 2262 8114,82 2 2277 2385,https://www.sicc.co.kr,"Ssangyong Information & Communications Corp. engages in the system integration business in South Korea. The company is also involved in the software development and consulting, package software development and supply, software related services, and network integration activities. It serves the broadcasting and media, ITO, public services, national defense, infrastructure, telecom, and sports sectors. The company was formerly known as Ssangyong Computer Co., Ltd and changed its name to Ssangyong Information & Communications Corp. in July 1995. Ssangyong Information & Communications Corp. was founded in 1981 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Seung-Gi  Kim', 'title': 'Chief Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,813.0,809.0,809.0,823.0,813.0,809.0,809.0,823.0,0.356465,121643,121643,839127,192376,192376,815.0,816.0,0,0,33018624000,721.0,1202.0,0.08788567,831.4,904.705,KRW,37182943232,0.042069998,37763726,40464000,0.39558,0.0,1672444800,1703980800,1680220800,15807348736,0.099,2.464,KOE,EQUITY,010280.KQ,010280.KQ,SICC,Ssangyong Information & Communications Corp.,986947200,Asia/Seoul,KST,32400000,816.0,none,30434306048,475.803,15091346432,11505467392,0.462,1.064,375699734528,17.834,5691.867,0.04267,0.29084998,44223015600,-15856705536,-21736142848,0.894,0.13223,0.040170003,0.03176,KRW,
1,"City Center Tower, 34",3rd Floor Supyo-ro Jung-gu,Seoul,04555,South Korea,82 2 2262 8114,82 2 2277 2385,https://www.sicc.co.kr,"Ssangyong Information & Communications Corp. engages in the system integration business in South Korea. The company is also involved in the software development and consulting, package software development and supply, software related services, and network integration activities. It serves the broadcasting and media, ITO, public services, national defense, infrastructure, telecom, and sports sectors. The company was formerly known as Ssangyong Computer Co., Ltd and changed its name to Ssangyong Information & Communications Corp. in July 1995. Ssangyong Information & Communications Corp. was founded in 1981 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Jin-Koong  Park', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,813.0,809.0,809.0,823.0,813.0,809.0,809.0,823.0,0.356465,121643,121643,839127,192376,192376,815.0,816.0,0,0,33018624000,721.0,1202.0,0.08788567,831.4,904.705,KRW,37182943232,0.042069998,37763726,40464000,0.39558,0.0,1672444800,1703980800,1680220800,15807348736,0.099,2.464,KOE,EQUITY,010280.KQ,010280.KQ,SICC,Ssangyong Information & Communications Corp.,986947200,Asia/Seoul,KST,32400000,816.0,none,30434306048,475.803,15091346432,11505467392,0.462,1.064,375699734528,17.834,5691.867,0.04267,0.29084998,44223015600,-15856705536,-21736142848,0.894,0.13223,0.040170003,0.03176,KRW,
