,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1067 West Cordova Street,Suite 1800,Vancouver,BC,V6C 1C7,Canada,604 688 6764,604 687 2601,https://www.westshore.com,Marine Shipping,Industrials,"Westshore Terminals Investment Corporation operates a coal storage and unloading/loading terminal at Roberts Bank, British Columbia. The company has contracts to ship coal from mines in British Columbia, Alberta, and the Northwestern United States. Westshore Terminals Investment Corporation was founded in 1970 and is headquartered in Vancouver, Canada.",417,"{'maxAge': 1, 'name': 'Mr. William W. Stinson', 'age': 88, 'title': 'Chairman, CEO & Pres', 'yearBorn': 1934, 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,8,4,10,1693526400,86400,2,29.04,29.01,28.75,29.14,29.04,29.01,28.75,29.14,1.4,0.048499998,1687996800,1.0483999,3.66,0.875059,23.266129,18.144653,119661,119661,69967,62430,62430,28.83,28.87,0,0,1815426688,21.59,33.72,5.864975,29.8714,27.6197,1.3,0.044765837,CAD,1949976192,0.2495,33608514,62514700,449076,393161,1690761600,1693440000,0.0072000003,0.70081,0.107580006,4.92,11.511,2.5062985,1672444800,1703980800,1688083200,0.13,77230000,1.24,1.59,6.3,14.57,TOR,EQUITY,WTE.TO,WTE.TO,WESTSHORE TERMINALS INVESTMENT ,Westshore Terminals Investment Corporation,1065706200,America/Toronto,EDT,-14400000,28.85,32.0,27.0,29.25,29.0,2.7,hold,4,144780000,2.316,133831000,279329984,2.087,2.404,309536992,38.816,4.922,0.05467,0.10615,114048000,21753750,106443000,0.143,0.11,0.4096,0.43236,0.35724,CAD,
1,1067 West Cordova Street,Suite 1800,Vancouver,BC,V6C 1C7,Canada,604 688 6764,604 687 2601,https://www.westshore.com,Marine Shipping,Industrials,"Westshore Terminals Investment Corporation operates a coal storage and unloading/loading terminal at Roberts Bank, British Columbia. The company has contracts to ship coal from mines in British Columbia, Alberta, and the Northwestern United States. Westshore Terminals Investment Corporation was founded in 1970 and is headquartered in Vancouver, Canada.",417,"{'maxAge': 1, 'name': 'Mr. M. Dallas H. Ross', 'age': 65, 'title': 'CFO & Director', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,8,4,10,1693526400,86400,2,29.04,29.01,28.75,29.14,29.04,29.01,28.75,29.14,1.4,0.048499998,1687996800,1.0483999,3.66,0.875059,23.266129,18.144653,119661,119661,69967,62430,62430,28.83,28.87,0,0,1815426688,21.59,33.72,5.864975,29.8714,27.6197,1.3,0.044765837,CAD,1949976192,0.2495,33608514,62514700,449076,393161,1690761600,1693440000,0.0072000003,0.70081,0.107580006,4.92,11.511,2.5062985,1672444800,1703980800,1688083200,0.13,77230000,1.24,1.59,6.3,14.57,TOR,EQUITY,WTE.TO,WTE.TO,WESTSHORE TERMINALS INVESTMENT ,Westshore Terminals Investment Corporation,1065706200,America/Toronto,EDT,-14400000,28.85,32.0,27.0,29.25,29.0,2.7,hold,4,144780000,2.316,133831000,279329984,2.087,2.404,309536992,38.816,4.922,0.05467,0.10615,114048000,21753750,106443000,0.143,0.11,0.4096,0.43236,0.35724,CAD,
2,1067 West Cordova Street,Suite 1800,Vancouver,BC,V6C 1C7,Canada,604 688 6764,604 687 2601,https://www.westshore.com,Marine Shipping,Industrials,"Westshore Terminals Investment Corporation operates a coal storage and unloading/loading terminal at Roberts Bank, British Columbia. The company has contracts to ship coal from mines in British Columbia, Alberta, and the Northwestern United States. Westshore Terminals Investment Corporation was founded in 1970 and is headquartered in Vancouver, Canada.",417,"{'maxAge': 1, 'name': 'Mr. Andrew  MacDonell', 'title': 'Mang. of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,8,4,10,1693526400,86400,2,29.04,29.01,28.75,29.14,29.04,29.01,28.75,29.14,1.4,0.048499998,1687996800,1.0483999,3.66,0.875059,23.266129,18.144653,119661,119661,69967,62430,62430,28.83,28.87,0,0,1815426688,21.59,33.72,5.864975,29.8714,27.6197,1.3,0.044765837,CAD,1949976192,0.2495,33608514,62514700,449076,393161,1690761600,1693440000,0.0072000003,0.70081,0.107580006,4.92,11.511,2.5062985,1672444800,1703980800,1688083200,0.13,77230000,1.24,1.59,6.3,14.57,TOR,EQUITY,WTE.TO,WTE.TO,WESTSHORE TERMINALS INVESTMENT ,Westshore Terminals Investment Corporation,1065706200,America/Toronto,EDT,-14400000,28.85,32.0,27.0,29.25,29.0,2.7,hold,4,144780000,2.316,133831000,279329984,2.087,2.404,309536992,38.816,4.922,0.05467,0.10615,114048000,21753750,106443000,0.143,0.11,0.4096,0.43236,0.35724,CAD,
3,1067 West Cordova Street,Suite 1800,Vancouver,BC,V6C 1C7,Canada,604 688 6764,604 687 2601,https://www.westshore.com,Marine Shipping,Industrials,"Westshore Terminals Investment Corporation operates a coal storage and unloading/loading terminal at Roberts Bank, British Columbia. The company has contracts to ship coal from mines in British Columbia, Alberta, and the Northwestern United States. Westshore Terminals Investment Corporation was founded in 1970 and is headquartered in Vancouver, Canada.",417,"{'maxAge': 1, 'name': 'Mr. Nick  Desmarais', 'title': 'VP of Corp. Devel., Sec. & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,8,4,10,1693526400,86400,2,29.04,29.01,28.75,29.14,29.04,29.01,28.75,29.14,1.4,0.048499998,1687996800,1.0483999,3.66,0.875059,23.266129,18.144653,119661,119661,69967,62430,62430,28.83,28.87,0,0,1815426688,21.59,33.72,5.864975,29.8714,27.6197,1.3,0.044765837,CAD,1949976192,0.2495,33608514,62514700,449076,393161,1690761600,1693440000,0.0072000003,0.70081,0.107580006,4.92,11.511,2.5062985,1672444800,1703980800,1688083200,0.13,77230000,1.24,1.59,6.3,14.57,TOR,EQUITY,WTE.TO,WTE.TO,WESTSHORE TERMINALS INVESTMENT ,Westshore Terminals Investment Corporation,1065706200,America/Toronto,EDT,-14400000,28.85,32.0,27.0,29.25,29.0,2.7,hold,4,144780000,2.316,133831000,279329984,2.087,2.404,309536992,38.816,4.922,0.05467,0.10615,114048000,21753750,106443000,0.143,0.11,0.4096,0.43236,0.35724,CAD,
4,1067 West Cordova Street,Suite 1800,Vancouver,BC,V6C 1C7,Canada,604 688 6764,604 687 2601,https://www.westshore.com,Marine Shipping,Industrials,"Westshore Terminals Investment Corporation operates a coal storage and unloading/loading terminal at Roberts Bank, British Columbia. The company has contracts to ship coal from mines in British Columbia, Alberta, and the Northwestern United States. Westshore Terminals Investment Corporation was founded in 1970 and is headquartered in Vancouver, Canada.",417,"{'maxAge': 1, 'name': 'Mr. David  Honsberger', 'title': 'Director of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,8,4,10,1693526400,86400,2,29.04,29.01,28.75,29.14,29.04,29.01,28.75,29.14,1.4,0.048499998,1687996800,1.0483999,3.66,0.875059,23.266129,18.144653,119661,119661,69967,62430,62430,28.83,28.87,0,0,1815426688,21.59,33.72,5.864975,29.8714,27.6197,1.3,0.044765837,CAD,1949976192,0.2495,33608514,62514700,449076,393161,1690761600,1693440000,0.0072000003,0.70081,0.107580006,4.92,11.511,2.5062985,1672444800,1703980800,1688083200,0.13,77230000,1.24,1.59,6.3,14.57,TOR,EQUITY,WTE.TO,WTE.TO,WESTSHORE TERMINALS INVESTMENT ,Westshore Terminals Investment Corporation,1065706200,America/Toronto,EDT,-14400000,28.85,32.0,27.0,29.25,29.0,2.7,hold,4,144780000,2.316,133831000,279329984,2.087,2.404,309536992,38.816,4.922,0.05467,0.10615,114048000,21753750,106443000,0.143,0.11,0.4096,0.43236,0.35724,CAD,
5,1067 West Cordova Street,Suite 1800,Vancouver,BC,V6C 1C7,Canada,604 688 6764,604 687 2601,https://www.westshore.com,Marine Shipping,Industrials,"Westshore Terminals Investment Corporation operates a coal storage and unloading/loading terminal at Roberts Bank, British Columbia. The company has contracts to ship coal from mines in British Columbia, Alberta, and the Northwestern United States. Westshore Terminals Investment Corporation was founded in 1970 and is headquartered in Vancouver, Canada.",417,"{'maxAge': 1, 'name': 'Mr. Glenn Dalziel Dudar', 'title': 'VP & GM', 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,8,4,10,1693526400,86400,2,29.04,29.01,28.75,29.14,29.04,29.01,28.75,29.14,1.4,0.048499998,1687996800,1.0483999,3.66,0.875059,23.266129,18.144653,119661,119661,69967,62430,62430,28.83,28.87,0,0,1815426688,21.59,33.72,5.864975,29.8714,27.6197,1.3,0.044765837,CAD,1949976192,0.2495,33608514,62514700,449076,393161,1690761600,1693440000,0.0072000003,0.70081,0.107580006,4.92,11.511,2.5062985,1672444800,1703980800,1688083200,0.13,77230000,1.24,1.59,6.3,14.57,TOR,EQUITY,WTE.TO,WTE.TO,WESTSHORE TERMINALS INVESTMENT ,Westshore Terminals Investment Corporation,1065706200,America/Toronto,EDT,-14400000,28.85,32.0,27.0,29.25,29.0,2.7,hold,4,144780000,2.316,133831000,279329984,2.087,2.404,309536992,38.816,4.922,0.05467,0.10615,114048000,21753750,106443000,0.143,0.11,0.4096,0.43236,0.35724,CAD,
