,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Mr. Rahul  Dhir', 'age': 56, 'title': 'CEO & Exec. Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1757928, 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,4,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,1567036800,0.0,2.159159,50,50,3004,0,0,0.0,0.0,0,0,684530624,0.3,0.61,0.40233374,0.4552,0.4155,0.0,0.0,USD,3464547840,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.1,2.036,2.925,PNK,EQUITY,TUWLF,TUWLF,TULLOW OIL PLC,Tullow Oil plc,1262701800,America/New_York,EDT,-14400000,0.47238,none,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
1,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Mr. Richard  Miller', 'age': 41, 'title': 'Group Financial Controller, CFO & Exec. Director', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,4,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,1567036800,0.0,2.159159,50,50,3004,0,0,0.0,0.0,0,0,684530624,0.3,0.61,0.40233374,0.4552,0.4155,0.0,0.0,USD,3464547840,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.1,2.036,2.925,PNK,EQUITY,TUWLF,TUWLF,TULLOW OIL PLC,Tullow Oil plc,1262701800,America/New_York,EDT,-14400000,0.47238,none,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
2,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Mr. Mark Stuart MacFarlane', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,4,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,1567036800,0.0,2.159159,50,50,3004,0,0,0.0,0.0,0,0,684530624,0.3,0.61,0.40233374,0.4552,0.4155,0.0,0.0,USD,3464547840,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.1,2.036,2.925,PNK,EQUITY,TUWLF,TUWLF,TULLOW OIL PLC,Tullow Oil plc,1262701800,America/New_York,EDT,-14400000,0.47238,none,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
3,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Mr. Brian  Williams', 'title': 'VP of Corp. Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,4,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,1567036800,0.0,2.159159,50,50,3004,0,0,0.0,0.0,0,0,684530624,0.3,0.61,0.40233374,0.4552,0.4155,0.0,0.0,USD,3464547840,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.1,2.036,2.925,PNK,EQUITY,TUWLF,TUWLF,TULLOW OIL PLC,Tullow Oil plc,1262701800,America/New_York,EDT,-14400000,0.47238,none,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
4,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Nicola  Rogers', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,4,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,1567036800,0.0,2.159159,50,50,3004,0,0,0.0,0.0,0,0,684530624,0.3,0.61,0.40233374,0.4552,0.4155,0.0,0.0,USD,3464547840,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.1,2.036,2.925,PNK,EQUITY,TUWLF,TUWLF,TULLOW OIL PLC,Tullow Oil plc,1262701800,America/New_York,EDT,-14400000,0.47238,none,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
5,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Mr. Gary  Thompson', 'title': 'Exec. VP of West Africa', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,4,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,1567036800,0.0,2.159159,50,50,3004,0,0,0.0,0.0,0,0,684530624,0.3,0.61,0.40233374,0.4552,0.4155,0.0,0.0,USD,3464547840,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.1,2.036,2.925,PNK,EQUITY,TUWLF,TUWLF,TULLOW OIL PLC,Tullow Oil plc,1262701800,America/New_York,EDT,-14400000,0.47238,none,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
6,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Ms. Claire Louise Hawkings B.Sc., M.B.A.', 'age': 53, 'title': 'Exec. VP of Organisation Strategy & Company Performance', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,4,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,1567036800,0.0,2.159159,50,50,3004,0,0,0.0,0.0,0,0,684530624,0.3,0.61,0.40233374,0.4552,0.4155,0.0,0.0,USD,3464547840,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.1,2.036,2.925,PNK,EQUITY,TUWLF,TUWLF,TULLOW OIL PLC,Tullow Oil plc,1262701800,America/New_York,EDT,-14400000,0.47238,none,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
7,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Mr. Ian  Cloke', 'age': 50, 'title': 'Exec. VP of Change', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,4,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,1567036800,0.0,2.159159,50,50,3004,0,0,0.0,0.0,0,0,684530624,0.3,0.61,0.40233374,0.4552,0.4155,0.0,0.0,USD,3464547840,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.1,2.036,2.925,PNK,EQUITY,TUWLF,TUWLF,TULLOW OIL PLC,Tullow Oil plc,1262701800,America/New_York,EDT,-14400000,0.47238,none,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
8,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Julia  Ross', 'title': 'Chief of Staff', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,4,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,1567036800,0.0,2.159159,50,50,3004,0,0,0.0,0.0,0,0,684530624,0.3,0.61,0.40233374,0.4552,0.4155,0.0,0.0,USD,3464547840,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.1,2.036,2.925,PNK,EQUITY,TUWLF,TUWLF,TULLOW OIL PLC,Tullow Oil plc,1262701800,America/New_York,EDT,-14400000,0.47238,none,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
9,Chiswick Park,Building 9 566 Chiswick High Road,London,W4 5XT,United Kingdom,44 20 3249 9000,44 20 3249 8801,https://www.tullowoil.com,Oil & Gas E&P,Energy,"Tullow Oil plc engages in the oil and gas exploration, development, and production activities primarily in Africa and South America. Tullow Oil plc was founded in 1985 and is headquartered in London, the United Kingdom.",376,"{'maxAge': 1, 'name': 'Mr. George  Cazenove', 'title': 'Head of Corp. Affairs', 'exercisedValue': 0, 'unexercisedValue': 0}",6,9,8,8,8,1693526400,1672444800,86400,4,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,0.47238,1567036800,0.0,2.159159,50,50,3004,0,0,0.0,0.0,0,0,684530624,0.3,0.61,0.40233374,0.4552,0.4155,0.0,0.0,USD,3464547840,-0.08505,990362023,1449110016,0.21959,0.65277,-0.157,1672444800,1703980800,1688083200,-0.734,-144700000,-0.1,2.036,2.925,PNK,EQUITY,TUWLF,TUWLF,TULLOW OIL PLC,Tullow Oil plc,1262701800,America/New_York,EDT,-14400000,0.47238,none,294600000,0.203,1184600064,3075000064,0.698,0.798,1701400064,1.18,0.04542,1100300000,310862496,1081200000,-0.736,-0.095,0.48102,0.69625,0.22834,USD,
