,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,620 King Street West,Suite 400,Toronto,ON,M5V 1M6,Canada,416-364-4499,416-364-0355,https://www.chapters.indigo.ca,Specialty Retail,Consumer Cyclical,"Indigo Books & Music Inc., together with its subsidiaries, operates as a book and lifestyle retailer in Canada and the United States. It offers books, toys, gifts, baby, kids, wellness, lifestyle, living, fashion, paper, home, and electronics products, as well as kid's books, outdoor, beauty, and paper products. The company provides its products under the OUI STUDIO, OUI Design, Auria, LOVE & LORE, NÓTA, Wonder Co., Mini Maison, and The Littlest brands. The company also sells its products through digital channels, including indigo.ca and thoughtfull.co, and mobile applications. Indigo Books & Music Inc. was founded in 1940 and is headquartered in Toronto, Canada.",5000,"{'maxAge': 1, 'name': 'Mr. R. Craig Loudon', 'title': 'CFO & Exec. VP of Supply Chain', 'fiscalYear': 2023, 'totalPay': 759176, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,1.24,1.35,1.3,1.35,1.24,1.35,1.3,1.35,1384473600,0.0,1.36576,-3.9705882,8503,8503,10966,19200,19200,1.26,1.35,0,0,37256356,1.04,2.49,0.036088705,1.5116,1.89335,0.0,0.0,CAD,506454304,-0.051020004,10757685,27597300,11556,1932,1690761600,1693440000,0.0004,0.60975,0.0343,1.4,-1.764,1680307200,1711929600,1688169600,-52667000,-2.06,-0.34,0.491,-37.51,TOR,EQUITY,IDG.TO,IDG.TO,INDIGO BOOKS & MUSIC INC.,Indigo Books & Music Inc.,852906600,America/Toronto,EDT,-14400000,1.35,3.75,3.75,3.75,3.75,2.0,buy,1,21225000,0.769,-13502000,490423008,0.109,0.916,1032355008,37.109,-0.02399,416211000,43602500,75103000,-0.124,0.39631,-0.01308,-0.027420001,CAD,
1,620 King Street West,Suite 400,Toronto,ON,M5V 1M6,Canada,416-364-4499,416-364-0355,https://www.chapters.indigo.ca,Specialty Retail,Consumer Cyclical,"Indigo Books & Music Inc., together with its subsidiaries, operates as a book and lifestyle retailer in Canada and the United States. It offers books, toys, gifts, baby, kids, wellness, lifestyle, living, fashion, paper, home, and electronics products, as well as kid's books, outdoor, beauty, and paper products. The company provides its products under the OUI STUDIO, OUI Design, Auria, LOVE & LORE, NÓTA, Wonder Co., Mini Maison, and The Littlest brands. The company also sells its products through digital channels, including indigo.ca and thoughtfull.co, and mobile applications. Indigo Books & Music Inc. was founded in 1940 and is headquartered in Toronto, Canada.",5000,"{'maxAge': 1, 'name': 'Mr. Gildave  Dennis', 'title': 'Chief Operating Officer', 'fiscalYear': 2023, 'totalPay': 759176, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,1.24,1.35,1.3,1.35,1.24,1.35,1.3,1.35,1384473600,0.0,1.36576,-3.9705882,8503,8503,10966,19200,19200,1.26,1.35,0,0,37256356,1.04,2.49,0.036088705,1.5116,1.89335,0.0,0.0,CAD,506454304,-0.051020004,10757685,27597300,11556,1932,1690761600,1693440000,0.0004,0.60975,0.0343,1.4,-1.764,1680307200,1711929600,1688169600,-52667000,-2.06,-0.34,0.491,-37.51,TOR,EQUITY,IDG.TO,IDG.TO,INDIGO BOOKS & MUSIC INC.,Indigo Books & Music Inc.,852906600,America/Toronto,EDT,-14400000,1.35,3.75,3.75,3.75,3.75,2.0,buy,1,21225000,0.769,-13502000,490423008,0.109,0.916,1032355008,37.109,-0.02399,416211000,43602500,75103000,-0.124,0.39631,-0.01308,-0.027420001,CAD,
2,620 King Street West,Suite 400,Toronto,ON,M5V 1M6,Canada,416-364-4499,416-364-0355,https://www.chapters.indigo.ca,Specialty Retail,Consumer Cyclical,"Indigo Books & Music Inc., together with its subsidiaries, operates as a book and lifestyle retailer in Canada and the United States. It offers books, toys, gifts, baby, kids, wellness, lifestyle, living, fashion, paper, home, and electronics products, as well as kid's books, outdoor, beauty, and paper products. The company provides its products under the OUI STUDIO, OUI Design, Auria, LOVE & LORE, NÓTA, Wonder Co., Mini Maison, and The Littlest brands. The company also sells its products through digital channels, including indigo.ca and thoughtfull.co, and mobile applications. Indigo Books & Music Inc. was founded in 1940 and is headquartered in Toronto, Canada.",5000,"{'maxAge': 1, 'name': 'Ms. Katharine  Poulter', 'title': 'Chief Commercial Officer', 'fiscalYear': 2023, 'totalPay': 969480, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,1.24,1.35,1.3,1.35,1.24,1.35,1.3,1.35,1384473600,0.0,1.36576,-3.9705882,8503,8503,10966,19200,19200,1.26,1.35,0,0,37256356,1.04,2.49,0.036088705,1.5116,1.89335,0.0,0.0,CAD,506454304,-0.051020004,10757685,27597300,11556,1932,1690761600,1693440000,0.0004,0.60975,0.0343,1.4,-1.764,1680307200,1711929600,1688169600,-52667000,-2.06,-0.34,0.491,-37.51,TOR,EQUITY,IDG.TO,IDG.TO,INDIGO BOOKS & MUSIC INC.,Indigo Books & Music Inc.,852906600,America/Toronto,EDT,-14400000,1.35,3.75,3.75,3.75,3.75,2.0,buy,1,21225000,0.769,-13502000,490423008,0.109,0.916,1032355008,37.109,-0.02399,416211000,43602500,75103000,-0.124,0.39631,-0.01308,-0.027420001,CAD,
3,620 King Street West,Suite 400,Toronto,ON,M5V 1M6,Canada,416-364-4499,416-364-0355,https://www.chapters.indigo.ca,Specialty Retail,Consumer Cyclical,"Indigo Books & Music Inc., together with its subsidiaries, operates as a book and lifestyle retailer in Canada and the United States. It offers books, toys, gifts, baby, kids, wellness, lifestyle, living, fashion, paper, home, and electronics products, as well as kid's books, outdoor, beauty, and paper products. The company provides its products under the OUI STUDIO, OUI Design, Auria, LOVE & LORE, NÓTA, Wonder Co., Mini Maison, and The Littlest brands. The company also sells its products through digital channels, including indigo.ca and thoughtfull.co, and mobile applications. Indigo Books & Music Inc. was founded in 1940 and is headquartered in Toronto, Canada.",5000,"{'maxAge': 1, 'name': 'Mr. Daniel  Marcotte', 'title': 'Interim Chief Technology & Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,1.24,1.35,1.3,1.35,1.24,1.35,1.3,1.35,1384473600,0.0,1.36576,-3.9705882,8503,8503,10966,19200,19200,1.26,1.35,0,0,37256356,1.04,2.49,0.036088705,1.5116,1.89335,0.0,0.0,CAD,506454304,-0.051020004,10757685,27597300,11556,1932,1690761600,1693440000,0.0004,0.60975,0.0343,1.4,-1.764,1680307200,1711929600,1688169600,-52667000,-2.06,-0.34,0.491,-37.51,TOR,EQUITY,IDG.TO,IDG.TO,INDIGO BOOKS & MUSIC INC.,Indigo Books & Music Inc.,852906600,America/Toronto,EDT,-14400000,1.35,3.75,3.75,3.75,3.75,2.0,buy,1,21225000,0.769,-13502000,490423008,0.109,0.916,1032355008,37.109,-0.02399,416211000,43602500,75103000,-0.124,0.39631,-0.01308,-0.027420001,CAD,
4,620 King Street West,Suite 400,Toronto,ON,M5V 1M6,Canada,416-364-4499,416-364-0355,https://www.chapters.indigo.ca,Specialty Retail,Consumer Cyclical,"Indigo Books & Music Inc., together with its subsidiaries, operates as a book and lifestyle retailer in Canada and the United States. It offers books, toys, gifts, baby, kids, wellness, lifestyle, living, fashion, paper, home, and electronics products, as well as kid's books, outdoor, beauty, and paper products. The company provides its products under the OUI STUDIO, OUI Design, Auria, LOVE & LORE, NÓTA, Wonder Co., Mini Maison, and The Littlest brands. The company also sells its products through digital channels, including indigo.ca and thoughtfull.co, and mobile applications. Indigo Books & Music Inc. was founded in 1940 and is headquartered in Toronto, Canada.",5000,"{'maxAge': 1, 'name': 'Damien  Liddle', 'title': 'Sr. VP, Gen. Counsel & Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,1.24,1.35,1.3,1.35,1.24,1.35,1.3,1.35,1384473600,0.0,1.36576,-3.9705882,8503,8503,10966,19200,19200,1.26,1.35,0,0,37256356,1.04,2.49,0.036088705,1.5116,1.89335,0.0,0.0,CAD,506454304,-0.051020004,10757685,27597300,11556,1932,1690761600,1693440000,0.0004,0.60975,0.0343,1.4,-1.764,1680307200,1711929600,1688169600,-52667000,-2.06,-0.34,0.491,-37.51,TOR,EQUITY,IDG.TO,IDG.TO,INDIGO BOOKS & MUSIC INC.,Indigo Books & Music Inc.,852906600,America/Toronto,EDT,-14400000,1.35,3.75,3.75,3.75,3.75,2.0,buy,1,21225000,0.769,-13502000,490423008,0.109,0.916,1032355008,37.109,-0.02399,416211000,43602500,75103000,-0.124,0.39631,-0.01308,-0.027420001,CAD,
5,620 King Street West,Suite 400,Toronto,ON,M5V 1M6,Canada,416-364-4499,416-364-0355,https://www.chapters.indigo.ca,Specialty Retail,Consumer Cyclical,"Indigo Books & Music Inc., together with its subsidiaries, operates as a book and lifestyle retailer in Canada and the United States. It offers books, toys, gifts, baby, kids, wellness, lifestyle, living, fashion, paper, home, and electronics products, as well as kid's books, outdoor, beauty, and paper products. The company provides its products under the OUI STUDIO, OUI Design, Auria, LOVE & LORE, NÓTA, Wonder Co., Mini Maison, and The Littlest brands. The company also sells its products through digital channels, including indigo.ca and thoughtfull.co, and mobile applications. Indigo Books & Music Inc. was founded in 1940 and is headquartered in Toronto, Canada.",5000,"{'maxAge': 1, 'name': 'Kate  Gregory', 'title': 'Director of Marketing & Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,1.24,1.35,1.3,1.35,1.24,1.35,1.3,1.35,1384473600,0.0,1.36576,-3.9705882,8503,8503,10966,19200,19200,1.26,1.35,0,0,37256356,1.04,2.49,0.036088705,1.5116,1.89335,0.0,0.0,CAD,506454304,-0.051020004,10757685,27597300,11556,1932,1690761600,1693440000,0.0004,0.60975,0.0343,1.4,-1.764,1680307200,1711929600,1688169600,-52667000,-2.06,-0.34,0.491,-37.51,TOR,EQUITY,IDG.TO,IDG.TO,INDIGO BOOKS & MUSIC INC.,Indigo Books & Music Inc.,852906600,America/Toronto,EDT,-14400000,1.35,3.75,3.75,3.75,3.75,2.0,buy,1,21225000,0.769,-13502000,490423008,0.109,0.916,1032355008,37.109,-0.02399,416211000,43602500,75103000,-0.124,0.39631,-0.01308,-0.027420001,CAD,
6,620 King Street West,Suite 400,Toronto,ON,M5V 1M6,Canada,416-364-4499,416-364-0355,https://www.chapters.indigo.ca,Specialty Retail,Consumer Cyclical,"Indigo Books & Music Inc., together with its subsidiaries, operates as a book and lifestyle retailer in Canada and the United States. It offers books, toys, gifts, baby, kids, wellness, lifestyle, living, fashion, paper, home, and electronics products, as well as kid's books, outdoor, beauty, and paper products. The company provides its products under the OUI STUDIO, OUI Design, Auria, LOVE & LORE, NÓTA, Wonder Co., Mini Maison, and The Littlest brands. The company also sells its products through digital channels, including indigo.ca and thoughtfull.co, and mobile applications. Indigo Books & Music Inc. was founded in 1940 and is headquartered in Toronto, Canada.",5000,"{'maxAge': 1, 'name': 'Melissa  Perri', 'title': 'Sr. Mang. of PR', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,1.24,1.35,1.3,1.35,1.24,1.35,1.3,1.35,1384473600,0.0,1.36576,-3.9705882,8503,8503,10966,19200,19200,1.26,1.35,0,0,37256356,1.04,2.49,0.036088705,1.5116,1.89335,0.0,0.0,CAD,506454304,-0.051020004,10757685,27597300,11556,1932,1690761600,1693440000,0.0004,0.60975,0.0343,1.4,-1.764,1680307200,1711929600,1688169600,-52667000,-2.06,-0.34,0.491,-37.51,TOR,EQUITY,IDG.TO,IDG.TO,INDIGO BOOKS & MUSIC INC.,Indigo Books & Music Inc.,852906600,America/Toronto,EDT,-14400000,1.35,3.75,3.75,3.75,3.75,2.0,buy,1,21225000,0.769,-13502000,490423008,0.109,0.916,1032355008,37.109,-0.02399,416211000,43602500,75103000,-0.124,0.39631,-0.01308,-0.027420001,CAD,
