,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,350 Fifth Avenue,New York,NY,10118,United States,212 389 7300,https://www.coty.com,Household & Personal Products,Consumer Defensive,"Coty Inc., together with its subsidiaries, manufactures, markets, distributes, and sells beauty products worldwide. It operates through Prestige and Consumer Beauty segments. The company provides fragrance, color cosmetics, and skin and body care products. It offers Prestige products primarily through prestige retailers, including perfumeries, department stores, e-retailers, direct-to-consumer websites, and duty-free shops under the Burberry, Calvin Klein, Chloe, Davidoff, Escada, Gucci, Hugo Boss, Jil Sander, Joop!, Kylie Jenner, Lancaster, Marc Jacobs, Miu Miu, Orveda, philosophy, SKKN BY KIM, and Tiffany & Co. brands. The company provides Consumer Beauty products primarily through hypermarkets, supermarkets, drug stores, pharmacies, mid-tier department stores, traditional food and drug retailers, and e-commerce retailers under the Adidas, Beckham, Biocolor, Bozzano, Bourjois, Bruno Banani, CoverGirl, Jovan, Max Factor, Mexx, Monange, Nautica, Paixao, Rimmel, Risque, and Sally Hansen brands. Coty Inc. also sells its products through third-party distributors. The company was founded in 1904 and is based in New York, New York. Coty Inc. operates as a subsidiary of Cottage Holdco B.V.",11350,"{'maxAge': 1, 'name': 'Mr. G. Peter Harf', 'age': 76, 'title': 'Founder & Independent Chairman', 'yearBorn': 1946, 'fiscalYear': 2022, 'totalPay': 250000, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,10,10,1693526400,1672444800,86400,2,11.48,11.58,11.5501,11.94,11.48,11.58,11.5501,11.94,1581638400,0.0,1.904564,20.186441,21.267857,8441984,8441984,4097830,4085460,4085460,11.75,11.92,1300,3200,10156907520,6.19,13.46,1.8287224,11.7912,11.00205,0.0,0.0,USD,14902411264,0.0915,354246803,852804992,22704928,19386794,1690761600,1693440000,0.026600001,0.60145,0.3525,6.23,0.0629,4.469,2.6650257,1688083200,1719705600,1688083200,495000000,0.59,0.56,1.36,2.683,15.389,NYQ,EQUITY,COTY,COTY,Coty Inc.,Coty Inc.,1371130200,America/New_York,EDT,-14400000,11.91,15.0,11.0,13.17,13.0,2.5,buy,16,249700000,0.293,968400000,4573000192,0.315,0.75,5554100224,108.024,6.542,0.02733,0.13430001,3548200000,285075008,625699968,0.157,0.63883996,0.17436,0.09753,USD,
1,350 Fifth Avenue,New York,NY,10118,United States,212 389 7300,https://www.coty.com,Household & Personal Products,Consumer Defensive,"Coty Inc., together with its subsidiaries, manufactures, markets, distributes, and sells beauty products worldwide. It operates through Prestige and Consumer Beauty segments. The company provides fragrance, color cosmetics, and skin and body care products. It offers Prestige products primarily through prestige retailers, including perfumeries, department stores, e-retailers, direct-to-consumer websites, and duty-free shops under the Burberry, Calvin Klein, Chloe, Davidoff, Escada, Gucci, Hugo Boss, Jil Sander, Joop!, Kylie Jenner, Lancaster, Marc Jacobs, Miu Miu, Orveda, philosophy, SKKN BY KIM, and Tiffany & Co. brands. The company provides Consumer Beauty products primarily through hypermarkets, supermarkets, drug stores, pharmacies, mid-tier department stores, traditional food and drug retailers, and e-commerce retailers under the Adidas, Beckham, Biocolor, Bozzano, Bourjois, Bruno Banani, CoverGirl, Jovan, Max Factor, Mexx, Monange, Nautica, Paixao, Rimmel, Risque, and Sally Hansen brands. Coty Inc. also sells its products through third-party distributors. The company was founded in 1904 and is based in New York, New York. Coty Inc. operates as a subsidiary of Cottage Holdco B.V.",11350,"{'maxAge': 1, 'name': 'Ms. Sue Y. Nabi', 'age': 54, 'title': 'CEO & Director', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 3557754, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,10,10,1693526400,1672444800,86400,2,11.48,11.58,11.5501,11.94,11.48,11.58,11.5501,11.94,1581638400,0.0,1.904564,20.186441,21.267857,8441984,8441984,4097830,4085460,4085460,11.75,11.92,1300,3200,10156907520,6.19,13.46,1.8287224,11.7912,11.00205,0.0,0.0,USD,14902411264,0.0915,354246803,852804992,22704928,19386794,1690761600,1693440000,0.026600001,0.60145,0.3525,6.23,0.0629,4.469,2.6650257,1688083200,1719705600,1688083200,495000000,0.59,0.56,1.36,2.683,15.389,NYQ,EQUITY,COTY,COTY,Coty Inc.,Coty Inc.,1371130200,America/New_York,EDT,-14400000,11.91,15.0,11.0,13.17,13.0,2.5,buy,16,249700000,0.293,968400000,4573000192,0.315,0.75,5554100224,108.024,6.542,0.02733,0.13430001,3548200000,285075008,625699968,0.157,0.63883996,0.17436,0.09753,USD,
2,350 Fifth Avenue,New York,NY,10118,United States,212 389 7300,https://www.coty.com,Household & Personal Products,Consumer Defensive,"Coty Inc., together with its subsidiaries, manufactures, markets, distributes, and sells beauty products worldwide. It operates through Prestige and Consumer Beauty segments. The company provides fragrance, color cosmetics, and skin and body care products. It offers Prestige products primarily through prestige retailers, including perfumeries, department stores, e-retailers, direct-to-consumer websites, and duty-free shops under the Burberry, Calvin Klein, Chloe, Davidoff, Escada, Gucci, Hugo Boss, Jil Sander, Joop!, Kylie Jenner, Lancaster, Marc Jacobs, Miu Miu, Orveda, philosophy, SKKN BY KIM, and Tiffany & Co. brands. The company provides Consumer Beauty products primarily through hypermarkets, supermarkets, drug stores, pharmacies, mid-tier department stores, traditional food and drug retailers, and e-commerce retailers under the Adidas, Beckham, Biocolor, Bozzano, Bourjois, Bruno Banani, CoverGirl, Jovan, Max Factor, Mexx, Monange, Nautica, Paixao, Rimmel, Risque, and Sally Hansen brands. Coty Inc. also sells its products through third-party distributors. The company was founded in 1904 and is based in New York, New York. Coty Inc. operates as a subsidiary of Cottage Holdco B.V.",11350,"{'maxAge': 1, 'name': 'Mr. Laurent  Mercier', 'age': 52, 'title': 'Chief Financial Officer', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1061657, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,10,10,1693526400,1672444800,86400,2,11.48,11.58,11.5501,11.94,11.48,11.58,11.5501,11.94,1581638400,0.0,1.904564,20.186441,21.267857,8441984,8441984,4097830,4085460,4085460,11.75,11.92,1300,3200,10156907520,6.19,13.46,1.8287224,11.7912,11.00205,0.0,0.0,USD,14902411264,0.0915,354246803,852804992,22704928,19386794,1690761600,1693440000,0.026600001,0.60145,0.3525,6.23,0.0629,4.469,2.6650257,1688083200,1719705600,1688083200,495000000,0.59,0.56,1.36,2.683,15.389,NYQ,EQUITY,COTY,COTY,Coty Inc.,Coty Inc.,1371130200,America/New_York,EDT,-14400000,11.91,15.0,11.0,13.17,13.0,2.5,buy,16,249700000,0.293,968400000,4573000192,0.315,0.75,5554100224,108.024,6.542,0.02733,0.13430001,3548200000,285075008,625699968,0.157,0.63883996,0.17436,0.09753,USD,
3,350 Fifth Avenue,New York,NY,10118,United States,212 389 7300,https://www.coty.com,Household & Personal Products,Consumer Defensive,"Coty Inc., together with its subsidiaries, manufactures, markets, distributes, and sells beauty products worldwide. It operates through Prestige and Consumer Beauty segments. The company provides fragrance, color cosmetics, and skin and body care products. It offers Prestige products primarily through prestige retailers, including perfumeries, department stores, e-retailers, direct-to-consumer websites, and duty-free shops under the Burberry, Calvin Klein, Chloe, Davidoff, Escada, Gucci, Hugo Boss, Jil Sander, Joop!, Kylie Jenner, Lancaster, Marc Jacobs, Miu Miu, Orveda, philosophy, SKKN BY KIM, and Tiffany & Co. brands. The company provides Consumer Beauty products primarily through hypermarkets, supermarkets, drug stores, pharmacies, mid-tier department stores, traditional food and drug retailers, and e-commerce retailers under the Adidas, Beckham, Biocolor, Bozzano, Bourjois, Bruno Banani, CoverGirl, Jovan, Max Factor, Mexx, Monange, Nautica, Paixao, Rimmel, Risque, and Sally Hansen brands. Coty Inc. also sells its products through third-party distributors. The company was founded in 1904 and is based in New York, New York. Coty Inc. operates as a subsidiary of Cottage Holdco B.V.",11350,"{'maxAge': 1, 'name': 'Ms. Kristin Ely Blazewicz', 'age': 43, 'title': 'Chief Legal Officer, Gen. Counsel & Sec.', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 785068, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,10,10,1693526400,1672444800,86400,2,11.48,11.58,11.5501,11.94,11.48,11.58,11.5501,11.94,1581638400,0.0,1.904564,20.186441,21.267857,8441984,8441984,4097830,4085460,4085460,11.75,11.92,1300,3200,10156907520,6.19,13.46,1.8287224,11.7912,11.00205,0.0,0.0,USD,14902411264,0.0915,354246803,852804992,22704928,19386794,1690761600,1693440000,0.026600001,0.60145,0.3525,6.23,0.0629,4.469,2.6650257,1688083200,1719705600,1688083200,495000000,0.59,0.56,1.36,2.683,15.389,NYQ,EQUITY,COTY,COTY,Coty Inc.,Coty Inc.,1371130200,America/New_York,EDT,-14400000,11.91,15.0,11.0,13.17,13.0,2.5,buy,16,249700000,0.293,968400000,4573000192,0.315,0.75,5554100224,108.024,6.542,0.02733,0.13430001,3548200000,285075008,625699968,0.157,0.63883996,0.17436,0.09753,USD,
4,350 Fifth Avenue,New York,NY,10118,United States,212 389 7300,https://www.coty.com,Household & Personal Products,Consumer Defensive,"Coty Inc., together with its subsidiaries, manufactures, markets, distributes, and sells beauty products worldwide. It operates through Prestige and Consumer Beauty segments. The company provides fragrance, color cosmetics, and skin and body care products. It offers Prestige products primarily through prestige retailers, including perfumeries, department stores, e-retailers, direct-to-consumer websites, and duty-free shops under the Burberry, Calvin Klein, Chloe, Davidoff, Escada, Gucci, Hugo Boss, Jil Sander, Joop!, Kylie Jenner, Lancaster, Marc Jacobs, Miu Miu, Orveda, philosophy, SKKN BY KIM, and Tiffany & Co. brands. The company provides Consumer Beauty products primarily through hypermarkets, supermarkets, drug stores, pharmacies, mid-tier department stores, traditional food and drug retailers, and e-commerce retailers under the Adidas, Beckham, Biocolor, Bozzano, Bourjois, Bruno Banani, CoverGirl, Jovan, Max Factor, Mexx, Monange, Nautica, Paixao, Rimmel, Risque, and Sally Hansen brands. Coty Inc. also sells its products through third-party distributors. The company was founded in 1904 and is based in New York, New York. Coty Inc. operates as a subsidiary of Cottage Holdco B.V.",11350,"{'maxAge': 1, 'name': 'Mr. Gordon  Von Bretten', 'age': 49, 'title': 'Chief Transformation Officer', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 1764494, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,10,10,1693526400,1672444800,86400,2,11.48,11.58,11.5501,11.94,11.48,11.58,11.5501,11.94,1581638400,0.0,1.904564,20.186441,21.267857,8441984,8441984,4097830,4085460,4085460,11.75,11.92,1300,3200,10156907520,6.19,13.46,1.8287224,11.7912,11.00205,0.0,0.0,USD,14902411264,0.0915,354246803,852804992,22704928,19386794,1690761600,1693440000,0.026600001,0.60145,0.3525,6.23,0.0629,4.469,2.6650257,1688083200,1719705600,1688083200,495000000,0.59,0.56,1.36,2.683,15.389,NYQ,EQUITY,COTY,COTY,Coty Inc.,Coty Inc.,1371130200,America/New_York,EDT,-14400000,11.91,15.0,11.0,13.17,13.0,2.5,buy,16,249700000,0.293,968400000,4573000192,0.315,0.75,5554100224,108.024,6.542,0.02733,0.13430001,3548200000,285075008,625699968,0.157,0.63883996,0.17436,0.09753,USD,
5,350 Fifth Avenue,New York,NY,10118,United States,212 389 7300,https://www.coty.com,Household & Personal Products,Consumer Defensive,"Coty Inc., together with its subsidiaries, manufactures, markets, distributes, and sells beauty products worldwide. It operates through Prestige and Consumer Beauty segments. The company provides fragrance, color cosmetics, and skin and body care products. It offers Prestige products primarily through prestige retailers, including perfumeries, department stores, e-retailers, direct-to-consumer websites, and duty-free shops under the Burberry, Calvin Klein, Chloe, Davidoff, Escada, Gucci, Hugo Boss, Jil Sander, Joop!, Kylie Jenner, Lancaster, Marc Jacobs, Miu Miu, Orveda, philosophy, SKKN BY KIM, and Tiffany & Co. brands. The company provides Consumer Beauty products primarily through hypermarkets, supermarkets, drug stores, pharmacies, mid-tier department stores, traditional food and drug retailers, and e-commerce retailers under the Adidas, Beckham, Biocolor, Bozzano, Bourjois, Bruno Banani, CoverGirl, Jovan, Max Factor, Mexx, Monange, Nautica, Paixao, Rimmel, Risque, and Sally Hansen brands. Coty Inc. also sells its products through third-party distributors. The company was founded in 1904 and is based in New York, New York. Coty Inc. operates as a subsidiary of Cottage Holdco B.V.",11350,"{'maxAge': 1, 'name': 'Ms. Anna  Von Bayern', 'age': 44, 'title': 'Chief Corp. Affairs Officer', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 877807, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,10,10,1693526400,1672444800,86400,2,11.48,11.58,11.5501,11.94,11.48,11.58,11.5501,11.94,1581638400,0.0,1.904564,20.186441,21.267857,8441984,8441984,4097830,4085460,4085460,11.75,11.92,1300,3200,10156907520,6.19,13.46,1.8287224,11.7912,11.00205,0.0,0.0,USD,14902411264,0.0915,354246803,852804992,22704928,19386794,1690761600,1693440000,0.026600001,0.60145,0.3525,6.23,0.0629,4.469,2.6650257,1688083200,1719705600,1688083200,495000000,0.59,0.56,1.36,2.683,15.389,NYQ,EQUITY,COTY,COTY,Coty Inc.,Coty Inc.,1371130200,America/New_York,EDT,-14400000,11.91,15.0,11.0,13.17,13.0,2.5,buy,16,249700000,0.293,968400000,4573000192,0.315,0.75,5554100224,108.024,6.542,0.02733,0.13430001,3548200000,285075008,625699968,0.157,0.63883996,0.17436,0.09753,USD,
6,350 Fifth Avenue,New York,NY,10118,United States,212 389 7300,https://www.coty.com,Household & Personal Products,Consumer Defensive,"Coty Inc., together with its subsidiaries, manufactures, markets, distributes, and sells beauty products worldwide. It operates through Prestige and Consumer Beauty segments. The company provides fragrance, color cosmetics, and skin and body care products. It offers Prestige products primarily through prestige retailers, including perfumeries, department stores, e-retailers, direct-to-consumer websites, and duty-free shops under the Burberry, Calvin Klein, Chloe, Davidoff, Escada, Gucci, Hugo Boss, Jil Sander, Joop!, Kylie Jenner, Lancaster, Marc Jacobs, Miu Miu, Orveda, philosophy, SKKN BY KIM, and Tiffany & Co. brands. The company provides Consumer Beauty products primarily through hypermarkets, supermarkets, drug stores, pharmacies, mid-tier department stores, traditional food and drug retailers, and e-commerce retailers under the Adidas, Beckham, Biocolor, Bozzano, Bourjois, Bruno Banani, CoverGirl, Jovan, Max Factor, Mexx, Monange, Nautica, Paixao, Rimmel, Risque, and Sally Hansen brands. Coty Inc. also sells its products through third-party distributors. The company was founded in 1904 and is based in New York, New York. Coty Inc. operates as a subsidiary of Cottage Holdco B.V.",11350,"{'maxAge': 1, 'name': 'Dr. Shimei  Fan', 'title': 'Chief Scientific Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,10,10,1693526400,1672444800,86400,2,11.48,11.58,11.5501,11.94,11.48,11.58,11.5501,11.94,1581638400,0.0,1.904564,20.186441,21.267857,8441984,8441984,4097830,4085460,4085460,11.75,11.92,1300,3200,10156907520,6.19,13.46,1.8287224,11.7912,11.00205,0.0,0.0,USD,14902411264,0.0915,354246803,852804992,22704928,19386794,1690761600,1693440000,0.026600001,0.60145,0.3525,6.23,0.0629,4.469,2.6650257,1688083200,1719705600,1688083200,495000000,0.59,0.56,1.36,2.683,15.389,NYQ,EQUITY,COTY,COTY,Coty Inc.,Coty Inc.,1371130200,America/New_York,EDT,-14400000,11.91,15.0,11.0,13.17,13.0,2.5,buy,16,249700000,0.293,968400000,4573000192,0.315,0.75,5554100224,108.024,6.542,0.02733,0.13430001,3548200000,285075008,625699968,0.157,0.63883996,0.17436,0.09753,USD,
7,350 Fifth Avenue,New York,NY,10118,United States,212 389 7300,https://www.coty.com,Household & Personal Products,Consumer Defensive,"Coty Inc., together with its subsidiaries, manufactures, markets, distributes, and sells beauty products worldwide. It operates through Prestige and Consumer Beauty segments. The company provides fragrance, color cosmetics, and skin and body care products. It offers Prestige products primarily through prestige retailers, including perfumeries, department stores, e-retailers, direct-to-consumer websites, and duty-free shops under the Burberry, Calvin Klein, Chloe, Davidoff, Escada, Gucci, Hugo Boss, Jil Sander, Joop!, Kylie Jenner, Lancaster, Marc Jacobs, Miu Miu, Orveda, philosophy, SKKN BY KIM, and Tiffany & Co. brands. The company provides Consumer Beauty products primarily through hypermarkets, supermarkets, drug stores, pharmacies, mid-tier department stores, traditional food and drug retailers, and e-commerce retailers under the Adidas, Beckham, Biocolor, Bozzano, Bourjois, Bruno Banani, CoverGirl, Jovan, Max Factor, Mexx, Monange, Nautica, Paixao, Rimmel, Risque, and Sally Hansen brands. Coty Inc. also sells its products through third-party distributors. The company was founded in 1904 and is based in New York, New York. Coty Inc. operates as a subsidiary of Cottage Holdco B.V.",11350,"{'maxAge': 1, 'name': 'Ms. Olga  Levinzon', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,10,10,1693526400,1672444800,86400,2,11.48,11.58,11.5501,11.94,11.48,11.58,11.5501,11.94,1581638400,0.0,1.904564,20.186441,21.267857,8441984,8441984,4097830,4085460,4085460,11.75,11.92,1300,3200,10156907520,6.19,13.46,1.8287224,11.7912,11.00205,0.0,0.0,USD,14902411264,0.0915,354246803,852804992,22704928,19386794,1690761600,1693440000,0.026600001,0.60145,0.3525,6.23,0.0629,4.469,2.6650257,1688083200,1719705600,1688083200,495000000,0.59,0.56,1.36,2.683,15.389,NYQ,EQUITY,COTY,COTY,Coty Inc.,Coty Inc.,1371130200,America/New_York,EDT,-14400000,11.91,15.0,11.0,13.17,13.0,2.5,buy,16,249700000,0.293,968400000,4573000192,0.315,0.75,5554100224,108.024,6.542,0.02733,0.13430001,3548200000,285075008,625699968,0.157,0.63883996,0.17436,0.09753,USD,
8,350 Fifth Avenue,New York,NY,10118,United States,212 389 7300,https://www.coty.com,Household & Personal Products,Consumer Defensive,"Coty Inc., together with its subsidiaries, manufactures, markets, distributes, and sells beauty products worldwide. It operates through Prestige and Consumer Beauty segments. The company provides fragrance, color cosmetics, and skin and body care products. It offers Prestige products primarily through prestige retailers, including perfumeries, department stores, e-retailers, direct-to-consumer websites, and duty-free shops under the Burberry, Calvin Klein, Chloe, Davidoff, Escada, Gucci, Hugo Boss, Jil Sander, Joop!, Kylie Jenner, Lancaster, Marc Jacobs, Miu Miu, Orveda, philosophy, SKKN BY KIM, and Tiffany & Co. brands. The company provides Consumer Beauty products primarily through hypermarkets, supermarkets, drug stores, pharmacies, mid-tier department stores, traditional food and drug retailers, and e-commerce retailers under the Adidas, Beckham, Biocolor, Bozzano, Bourjois, Bruno Banani, CoverGirl, Jovan, Max Factor, Mexx, Monange, Nautica, Paixao, Rimmel, Risque, and Sally Hansen brands. Coty Inc. also sells its products through third-party distributors. The company was founded in 1904 and is based in New York, New York. Coty Inc. operates as a subsidiary of Cottage Holdco B.V.",11350,"{'maxAge': 1, 'name': 'Ms. Anne  Jaeckin', 'title': 'Chief HR Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,10,10,1693526400,1672444800,86400,2,11.48,11.58,11.5501,11.94,11.48,11.58,11.5501,11.94,1581638400,0.0,1.904564,20.186441,21.267857,8441984,8441984,4097830,4085460,4085460,11.75,11.92,1300,3200,10156907520,6.19,13.46,1.8287224,11.7912,11.00205,0.0,0.0,USD,14902411264,0.0915,354246803,852804992,22704928,19386794,1690761600,1693440000,0.026600001,0.60145,0.3525,6.23,0.0629,4.469,2.6650257,1688083200,1719705600,1688083200,495000000,0.59,0.56,1.36,2.683,15.389,NYQ,EQUITY,COTY,COTY,Coty Inc.,Coty Inc.,1371130200,America/New_York,EDT,-14400000,11.91,15.0,11.0,13.17,13.0,2.5,buy,16,249700000,0.293,968400000,4573000192,0.315,0.75,5554100224,108.024,6.542,0.02733,0.13430001,3548200000,285075008,625699968,0.157,0.63883996,0.17436,0.09753,USD,
9,350 Fifth Avenue,New York,NY,10118,United States,212 389 7300,https://www.coty.com,Household & Personal Products,Consumer Defensive,"Coty Inc., together with its subsidiaries, manufactures, markets, distributes, and sells beauty products worldwide. It operates through Prestige and Consumer Beauty segments. The company provides fragrance, color cosmetics, and skin and body care products. It offers Prestige products primarily through prestige retailers, including perfumeries, department stores, e-retailers, direct-to-consumer websites, and duty-free shops under the Burberry, Calvin Klein, Chloe, Davidoff, Escada, Gucci, Hugo Boss, Jil Sander, Joop!, Kylie Jenner, Lancaster, Marc Jacobs, Miu Miu, Orveda, philosophy, SKKN BY KIM, and Tiffany & Co. brands. The company provides Consumer Beauty products primarily through hypermarkets, supermarkets, drug stores, pharmacies, mid-tier department stores, traditional food and drug retailers, and e-commerce retailers under the Adidas, Beckham, Biocolor, Bozzano, Bourjois, Bruno Banani, CoverGirl, Jovan, Max Factor, Mexx, Monange, Nautica, Paixao, Rimmel, Risque, and Sally Hansen brands. Coty Inc. also sells its products through third-party distributors. The company was founded in 1904 and is based in New York, New York. Coty Inc. operates as a subsidiary of Cottage Holdco B.V.",11350,"{'maxAge': 1, 'name': 'Mr. Alexis  Vaganay', 'title': 'Chief Commercial Officer of Consumer Beauty', 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,10,10,1693526400,1672444800,86400,2,11.48,11.58,11.5501,11.94,11.48,11.58,11.5501,11.94,1581638400,0.0,1.904564,20.186441,21.267857,8441984,8441984,4097830,4085460,4085460,11.75,11.92,1300,3200,10156907520,6.19,13.46,1.8287224,11.7912,11.00205,0.0,0.0,USD,14902411264,0.0915,354246803,852804992,22704928,19386794,1690761600,1693440000,0.026600001,0.60145,0.3525,6.23,0.0629,4.469,2.6650257,1688083200,1719705600,1688083200,495000000,0.59,0.56,1.36,2.683,15.389,NYQ,EQUITY,COTY,COTY,Coty Inc.,Coty Inc.,1371130200,America/New_York,EDT,-14400000,11.91,15.0,11.0,13.17,13.0,2.5,buy,16,249700000,0.293,968400000,4573000192,0.315,0.75,5554100224,108.024,6.542,0.02733,0.13430001,3548200000,285075008,625699968,0.157,0.63883996,0.17436,0.09753,USD,
