,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,10 Yurun Road,Jianye District,Nanjing,210041,China,86 25 5667 7150,https://www.yurun.com.hk,Packaged Foods,Consumer Defensive,"China Yurun Food Group Limited, an investment holding company, engages in the slaughtering, production, and sale of chilled and frozen meat, and processed meat products in the People's Republic of China. It offers chilled and frozen pork, as well as low and high temperature meat products under the Haroulian brand name. China Yurun Food Group Limited was incorporated in 2005 and is headquartered in Nanjing, the People's Republic of China.",1100,"{'maxAge': 1, 'name': 'Ms. Yuan  Zhu', 'age': 35, 'title': 'Exec. Chairman & CEO', 'yearBorn': 1987, 'fiscalYear': 2022, 'totalPay': 255496, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,1314662400,0.0,0.975975,3163,3163,50,0,0,0.018,0.036,1666700,1369900,46418036,0.015,0.057,0.023771523,0.02103,0.0287825,0.0,0.0,EUR,422161600,-0.0125899995,1352047231,1822759936,0.25823998,0.0014,-0.297,1672444800,1703980800,1688083200,-24586000,-0.0,0.216,-63.559,FRA,EQUITY,C7Y.F,C7Y.F,CHINA YURUN FOOD G. HD-10,China Yurun Food Group Limited,1182492000,Europe/Berlin,CEST,7200000,0.018,none,182175008,0.1,-6642000,531640992,0.26,0.366,1952674048,1.071,-0.01767,112807000,-2039375,-30471000,-0.214,0.05919,-0.0034,-0.01671,HKD,
1,10 Yurun Road,Jianye District,Nanjing,210041,China,86 25 5667 7150,https://www.yurun.com.hk,Packaged Foods,Consumer Defensive,"China Yurun Food Group Limited, an investment holding company, engages in the slaughtering, production, and sale of chilled and frozen meat, and processed meat products in the People's Republic of China. It offers chilled and frozen pork, as well as low and high temperature meat products under the Haroulian brand name. China Yurun Food Group Limited was incorporated in 2005 and is headquartered in Nanjing, the People's Republic of China.",1100,"{'maxAge': 1, 'name': 'Mr. Linwei  Yang', 'age': 53, 'title': 'VP & Exec. Director', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 146399, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,1314662400,0.0,0.975975,3163,3163,50,0,0,0.018,0.036,1666700,1369900,46418036,0.015,0.057,0.023771523,0.02103,0.0287825,0.0,0.0,EUR,422161600,-0.0125899995,1352047231,1822759936,0.25823998,0.0014,-0.297,1672444800,1703980800,1688083200,-24586000,-0.0,0.216,-63.559,FRA,EQUITY,C7Y.F,C7Y.F,CHINA YURUN FOOD G. HD-10,China Yurun Food Group Limited,1182492000,Europe/Berlin,CEST,7200000,0.018,none,182175008,0.1,-6642000,531640992,0.26,0.366,1952674048,1.071,-0.01767,112807000,-2039375,-30471000,-0.214,0.05919,-0.0034,-0.01671,HKD,
2,10 Yurun Road,Jianye District,Nanjing,210041,China,86 25 5667 7150,https://www.yurun.com.hk,Packaged Foods,Consumer Defensive,"China Yurun Food Group Limited, an investment holding company, engages in the slaughtering, production, and sale of chilled and frozen meat, and processed meat products in the People's Republic of China. It offers chilled and frozen pork, as well as low and high temperature meat products under the Haroulian brand name. China Yurun Food Group Limited was incorporated in 2005 and is headquartered in Nanjing, the People's Republic of China.",1100,"{'maxAge': 1, 'name': 'Mr. Baocai  Xu', 'age': 48, 'title': 'Gen. Mang. of Technology Centre', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,1314662400,0.0,0.975975,3163,3163,50,0,0,0.018,0.036,1666700,1369900,46418036,0.015,0.057,0.023771523,0.02103,0.0287825,0.0,0.0,EUR,422161600,-0.0125899995,1352047231,1822759936,0.25823998,0.0014,-0.297,1672444800,1703980800,1688083200,-24586000,-0.0,0.216,-63.559,FRA,EQUITY,C7Y.F,C7Y.F,CHINA YURUN FOOD G. HD-10,China Yurun Food Group Limited,1182492000,Europe/Berlin,CEST,7200000,0.018,none,182175008,0.1,-6642000,531640992,0.26,0.366,1952674048,1.071,-0.01767,112807000,-2039375,-30471000,-0.214,0.05919,-0.0034,-0.01671,HKD,
3,10 Yurun Road,Jianye District,Nanjing,210041,China,86 25 5667 7150,https://www.yurun.com.hk,Packaged Foods,Consumer Defensive,"China Yurun Food Group Limited, an investment holding company, engages in the slaughtering, production, and sale of chilled and frozen meat, and processed meat products in the People's Republic of China. It offers chilled and frozen pork, as well as low and high temperature meat products under the Haroulian brand name. China Yurun Food Group Limited was incorporated in 2005 and is headquartered in Nanjing, the People's Republic of China.",1100,"{'maxAge': 1, 'name': 'Ms. Wing Sze  Lee CPA, FCCA, HKICPA', 'age': 46, 'title': 'VP & Company Sec.', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,1314662400,0.0,0.975975,3163,3163,50,0,0,0.018,0.036,1666700,1369900,46418036,0.015,0.057,0.023771523,0.02103,0.0287825,0.0,0.0,EUR,422161600,-0.0125899995,1352047231,1822759936,0.25823998,0.0014,-0.297,1672444800,1703980800,1688083200,-24586000,-0.0,0.216,-63.559,FRA,EQUITY,C7Y.F,C7Y.F,CHINA YURUN FOOD G. HD-10,China Yurun Food Group Limited,1182492000,Europe/Berlin,CEST,7200000,0.018,none,182175008,0.1,-6642000,531640992,0.26,0.366,1952674048,1.071,-0.01767,112807000,-2039375,-30471000,-0.214,0.05919,-0.0034,-0.01671,HKD,
