,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2407 West 24th Street,Kearney,NE,68845-4915,United States,308 236 8491,308 236 4493,https://www.buckle.com,Apparel Retail,Consumer Cyclical,"The Buckle, Inc. operates as a retailer of casual apparel, footwear, and accessories for young men and women in the United States. It markets a selection of brand name casual apparel, including denims, other casual bottoms, tops, sportswear, outerwear, accessories, and footwear, as well as private label merchandise primarily comprising BKE, Buckle Black, Salvage, Red by BKE, Daytrip, Gimmicks, Gilded Intent, FITZ + EDDI, Willow & Root, Outpost Makers, Departwest, Reclaim, BKE Vintage, Nova Industries, J.B. Holt, Modish Rebel, and Veece. The company provides services, such as hemming, gift-packaging, layaways, guest loyalty program, the Buckle private label credit card, and personalized stylist services, as well as special order system that allows stores to obtain requested merchandise from other company stores or its online order fulfillment center. The Buckle, Inc. also sells its products through its website, buckle.com. The company was formerly known as Mills Clothing, Inc. and changed its name to The Buckle, Inc. in April 1991.The Buckle, Inc. was incorporated in 1948 and is headquartered in Kearney, Nebraska.",3100,"{'maxAge': 1, 'name': 'Mr. Dennis H. Nelson', 'age': 72, 'title': 'Pres, CEO & Director', 'yearBorn': 1950, 'fiscalYear': 2022, 'totalPay': 6615240, 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,5,4,6,1693526400,1672444800,86400,2,34.15,34.08,33.4,34.08,34.15,34.08,33.4,34.08,1.4,0.0418,1697068800,0.2929,4.06,0.993775,7.0125523,7.5325847,754584,754584,339662,364100,364100,33.45,33.58,800,800,1690946560,30.18,50.35,1.2913815,35.6232,37.6588,1.4,0.040995605,USD,1645654912,0.18160999,29362060,50445900,2282830,2178960,1690761600,1693440000,0.045300003,0.39811,0.57791,8.03,0.0892,8.817,3.8017466,1674864000,1706400000,1690588800,-0.09,237804000,4.78,4.45,1.01,10241:10000,1389571200,1.257,5.152,NYQ,EQUITY,BKE,BKE,"Buckle, Inc. (The)","The Buckle, Inc.",705331800,America/New_York,EDT,-14400000,33.52,38.0,38.0,38.0,38.0,3.0,hold,1,299296992,6.045,319435008,285284000,1.57,2.313,1309409024,65.352,26.496,0.22436,0.57614,799663000,162246880,254388000,-0.089,-0.032,0.59208,0.24395001,0.229,USD,
1,2407 West 24th Street,Kearney,NE,68845-4915,United States,308 236 8491,308 236 4493,https://www.buckle.com,Apparel Retail,Consumer Cyclical,"The Buckle, Inc. operates as a retailer of casual apparel, footwear, and accessories for young men and women in the United States. It markets a selection of brand name casual apparel, including denims, other casual bottoms, tops, sportswear, outerwear, accessories, and footwear, as well as private label merchandise primarily comprising BKE, Buckle Black, Salvage, Red by BKE, Daytrip, Gimmicks, Gilded Intent, FITZ + EDDI, Willow & Root, Outpost Makers, Departwest, Reclaim, BKE Vintage, Nova Industries, J.B. Holt, Modish Rebel, and Veece. The company provides services, such as hemming, gift-packaging, layaways, guest loyalty program, the Buckle private label credit card, and personalized stylist services, as well as special order system that allows stores to obtain requested merchandise from other company stores or its online order fulfillment center. The Buckle, Inc. also sells its products through its website, buckle.com. The company was formerly known as Mills Clothing, Inc. and changed its name to The Buckle, Inc. in April 1991.The Buckle, Inc. was incorporated in 1948 and is headquartered in Kearney, Nebraska.",3100,"{'maxAge': 1, 'name': 'Mr. Thomas B. Heacock', 'age': 44, 'title': 'Sr. VP of Fin., Treasurer, CFO & Director', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 1829118, 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,5,4,6,1693526400,1672444800,86400,2,34.15,34.08,33.4,34.08,34.15,34.08,33.4,34.08,1.4,0.0418,1697068800,0.2929,4.06,0.993775,7.0125523,7.5325847,754584,754584,339662,364100,364100,33.45,33.58,800,800,1690946560,30.18,50.35,1.2913815,35.6232,37.6588,1.4,0.040995605,USD,1645654912,0.18160999,29362060,50445900,2282830,2178960,1690761600,1693440000,0.045300003,0.39811,0.57791,8.03,0.0892,8.817,3.8017466,1674864000,1706400000,1690588800,-0.09,237804000,4.78,4.45,1.01,10241:10000,1389571200,1.257,5.152,NYQ,EQUITY,BKE,BKE,"Buckle, Inc. (The)","The Buckle, Inc.",705331800,America/New_York,EDT,-14400000,33.52,38.0,38.0,38.0,38.0,3.0,hold,1,299296992,6.045,319435008,285284000,1.57,2.313,1309409024,65.352,26.496,0.22436,0.57614,799663000,162246880,254388000,-0.089,-0.032,0.59208,0.24395001,0.229,USD,
2,2407 West 24th Street,Kearney,NE,68845-4915,United States,308 236 8491,308 236 4493,https://www.buckle.com,Apparel Retail,Consumer Cyclical,"The Buckle, Inc. operates as a retailer of casual apparel, footwear, and accessories for young men and women in the United States. It markets a selection of brand name casual apparel, including denims, other casual bottoms, tops, sportswear, outerwear, accessories, and footwear, as well as private label merchandise primarily comprising BKE, Buckle Black, Salvage, Red by BKE, Daytrip, Gimmicks, Gilded Intent, FITZ + EDDI, Willow & Root, Outpost Makers, Departwest, Reclaim, BKE Vintage, Nova Industries, J.B. Holt, Modish Rebel, and Veece. The company provides services, such as hemming, gift-packaging, layaways, guest loyalty program, the Buckle private label credit card, and personalized stylist services, as well as special order system that allows stores to obtain requested merchandise from other company stores or its online order fulfillment center. The Buckle, Inc. also sells its products through its website, buckle.com. The company was formerly known as Mills Clothing, Inc. and changed its name to The Buckle, Inc. in April 1991.The Buckle, Inc. was incorporated in 1948 and is headquartered in Kearney, Nebraska.",3100,"{'maxAge': 1, 'name': 'Mr. Brett P. Milkie', 'age': 62, 'title': 'Sr. VP of Leasing', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 1835868, 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,5,4,6,1693526400,1672444800,86400,2,34.15,34.08,33.4,34.08,34.15,34.08,33.4,34.08,1.4,0.0418,1697068800,0.2929,4.06,0.993775,7.0125523,7.5325847,754584,754584,339662,364100,364100,33.45,33.58,800,800,1690946560,30.18,50.35,1.2913815,35.6232,37.6588,1.4,0.040995605,USD,1645654912,0.18160999,29362060,50445900,2282830,2178960,1690761600,1693440000,0.045300003,0.39811,0.57791,8.03,0.0892,8.817,3.8017466,1674864000,1706400000,1690588800,-0.09,237804000,4.78,4.45,1.01,10241:10000,1389571200,1.257,5.152,NYQ,EQUITY,BKE,BKE,"Buckle, Inc. (The)","The Buckle, Inc.",705331800,America/New_York,EDT,-14400000,33.52,38.0,38.0,38.0,38.0,3.0,hold,1,299296992,6.045,319435008,285284000,1.57,2.313,1309409024,65.352,26.496,0.22436,0.57614,799663000,162246880,254388000,-0.089,-0.032,0.59208,0.24395001,0.229,USD,
3,2407 West 24th Street,Kearney,NE,68845-4915,United States,308 236 8491,308 236 4493,https://www.buckle.com,Apparel Retail,Consumer Cyclical,"The Buckle, Inc. operates as a retailer of casual apparel, footwear, and accessories for young men and women in the United States. It markets a selection of brand name casual apparel, including denims, other casual bottoms, tops, sportswear, outerwear, accessories, and footwear, as well as private label merchandise primarily comprising BKE, Buckle Black, Salvage, Red by BKE, Daytrip, Gimmicks, Gilded Intent, FITZ + EDDI, Willow & Root, Outpost Makers, Departwest, Reclaim, BKE Vintage, Nova Industries, J.B. Holt, Modish Rebel, and Veece. The company provides services, such as hemming, gift-packaging, layaways, guest loyalty program, the Buckle private label credit card, and personalized stylist services, as well as special order system that allows stores to obtain requested merchandise from other company stores or its online order fulfillment center. The Buckle, Inc. also sells its products through its website, buckle.com. The company was formerly known as Mills Clothing, Inc. and changed its name to The Buckle, Inc. in April 1991.The Buckle, Inc. was incorporated in 1948 and is headquartered in Kearney, Nebraska.",3100,"{'maxAge': 1, 'name': 'Ms. Kari G. Smith', 'age': 58, 'title': 'Exec. VP of Stores & Director', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 1973949, 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,5,4,6,1693526400,1672444800,86400,2,34.15,34.08,33.4,34.08,34.15,34.08,33.4,34.08,1.4,0.0418,1697068800,0.2929,4.06,0.993775,7.0125523,7.5325847,754584,754584,339662,364100,364100,33.45,33.58,800,800,1690946560,30.18,50.35,1.2913815,35.6232,37.6588,1.4,0.040995605,USD,1645654912,0.18160999,29362060,50445900,2282830,2178960,1690761600,1693440000,0.045300003,0.39811,0.57791,8.03,0.0892,8.817,3.8017466,1674864000,1706400000,1690588800,-0.09,237804000,4.78,4.45,1.01,10241:10000,1389571200,1.257,5.152,NYQ,EQUITY,BKE,BKE,"Buckle, Inc. (The)","The Buckle, Inc.",705331800,America/New_York,EDT,-14400000,33.52,38.0,38.0,38.0,38.0,3.0,hold,1,299296992,6.045,319435008,285284000,1.57,2.313,1309409024,65.352,26.496,0.22436,0.57614,799663000,162246880,254388000,-0.089,-0.032,0.59208,0.24395001,0.229,USD,
4,2407 West 24th Street,Kearney,NE,68845-4915,United States,308 236 8491,308 236 4493,https://www.buckle.com,Apparel Retail,Consumer Cyclical,"The Buckle, Inc. operates as a retailer of casual apparel, footwear, and accessories for young men and women in the United States. It markets a selection of brand name casual apparel, including denims, other casual bottoms, tops, sportswear, outerwear, accessories, and footwear, as well as private label merchandise primarily comprising BKE, Buckle Black, Salvage, Red by BKE, Daytrip, Gimmicks, Gilded Intent, FITZ + EDDI, Willow & Root, Outpost Makers, Departwest, Reclaim, BKE Vintage, Nova Industries, J.B. Holt, Modish Rebel, and Veece. The company provides services, such as hemming, gift-packaging, layaways, guest loyalty program, the Buckle private label credit card, and personalized stylist services, as well as special order system that allows stores to obtain requested merchandise from other company stores or its online order fulfillment center. The Buckle, Inc. also sells its products through its website, buckle.com. The company was formerly known as Mills Clothing, Inc. and changed its name to The Buckle, Inc. in April 1991.The Buckle, Inc. was incorporated in 1948 and is headquartered in Kearney, Nebraska.",3100,"{'maxAge': 1, 'name': 'Ms. Kelli D. Molczyk', 'age': 43, 'title': ""Sr. VP of Women's Merchandising"", 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 1631022, 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,5,4,6,1693526400,1672444800,86400,2,34.15,34.08,33.4,34.08,34.15,34.08,33.4,34.08,1.4,0.0418,1697068800,0.2929,4.06,0.993775,7.0125523,7.5325847,754584,754584,339662,364100,364100,33.45,33.58,800,800,1690946560,30.18,50.35,1.2913815,35.6232,37.6588,1.4,0.040995605,USD,1645654912,0.18160999,29362060,50445900,2282830,2178960,1690761600,1693440000,0.045300003,0.39811,0.57791,8.03,0.0892,8.817,3.8017466,1674864000,1706400000,1690588800,-0.09,237804000,4.78,4.45,1.01,10241:10000,1389571200,1.257,5.152,NYQ,EQUITY,BKE,BKE,"Buckle, Inc. (The)","The Buckle, Inc.",705331800,America/New_York,EDT,-14400000,33.52,38.0,38.0,38.0,38.0,3.0,hold,1,299296992,6.045,319435008,285284000,1.57,2.313,1309409024,65.352,26.496,0.22436,0.57614,799663000,162246880,254388000,-0.089,-0.032,0.59208,0.24395001,0.229,USD,
5,2407 West 24th Street,Kearney,NE,68845-4915,United States,308 236 8491,308 236 4493,https://www.buckle.com,Apparel Retail,Consumer Cyclical,"The Buckle, Inc. operates as a retailer of casual apparel, footwear, and accessories for young men and women in the United States. It markets a selection of brand name casual apparel, including denims, other casual bottoms, tops, sportswear, outerwear, accessories, and footwear, as well as private label merchandise primarily comprising BKE, Buckle Black, Salvage, Red by BKE, Daytrip, Gimmicks, Gilded Intent, FITZ + EDDI, Willow & Root, Outpost Makers, Departwest, Reclaim, BKE Vintage, Nova Industries, J.B. Holt, Modish Rebel, and Veece. The company provides services, such as hemming, gift-packaging, layaways, guest loyalty program, the Buckle private label credit card, and personalized stylist services, as well as special order system that allows stores to obtain requested merchandise from other company stores or its online order fulfillment center. The Buckle, Inc. also sells its products through its website, buckle.com. The company was formerly known as Mills Clothing, Inc. and changed its name to The Buckle, Inc. in April 1991.The Buckle, Inc. was incorporated in 1948 and is headquartered in Kearney, Nebraska.",3100,"{'maxAge': 1, 'name': 'Ms. Brady M. Jenschke Fritz', 'age': 42, 'title': 'Sr. VP, Gen. Counsel, & Corp. Sec.', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,5,4,6,1693526400,1672444800,86400,2,34.15,34.08,33.4,34.08,34.15,34.08,33.4,34.08,1.4,0.0418,1697068800,0.2929,4.06,0.993775,7.0125523,7.5325847,754584,754584,339662,364100,364100,33.45,33.58,800,800,1690946560,30.18,50.35,1.2913815,35.6232,37.6588,1.4,0.040995605,USD,1645654912,0.18160999,29362060,50445900,2282830,2178960,1690761600,1693440000,0.045300003,0.39811,0.57791,8.03,0.0892,8.817,3.8017466,1674864000,1706400000,1690588800,-0.09,237804000,4.78,4.45,1.01,10241:10000,1389571200,1.257,5.152,NYQ,EQUITY,BKE,BKE,"Buckle, Inc. (The)","The Buckle, Inc.",705331800,America/New_York,EDT,-14400000,33.52,38.0,38.0,38.0,38.0,3.0,hold,1,299296992,6.045,319435008,285284000,1.57,2.313,1309409024,65.352,26.496,0.22436,0.57614,799663000,162246880,254388000,-0.089,-0.032,0.59208,0.24395001,0.229,USD,
6,2407 West 24th Street,Kearney,NE,68845-4915,United States,308 236 8491,308 236 4493,https://www.buckle.com,Apparel Retail,Consumer Cyclical,"The Buckle, Inc. operates as a retailer of casual apparel, footwear, and accessories for young men and women in the United States. It markets a selection of brand name casual apparel, including denims, other casual bottoms, tops, sportswear, outerwear, accessories, and footwear, as well as private label merchandise primarily comprising BKE, Buckle Black, Salvage, Red by BKE, Daytrip, Gimmicks, Gilded Intent, FITZ + EDDI, Willow & Root, Outpost Makers, Departwest, Reclaim, BKE Vintage, Nova Industries, J.B. Holt, Modish Rebel, and Veece. The company provides services, such as hemming, gift-packaging, layaways, guest loyalty program, the Buckle private label credit card, and personalized stylist services, as well as special order system that allows stores to obtain requested merchandise from other company stores or its online order fulfillment center. The Buckle, Inc. also sells its products through its website, buckle.com. The company was formerly known as Mills Clothing, Inc. and changed its name to The Buckle, Inc. in April 1991.The Buckle, Inc. was incorporated in 1948 and is headquartered in Kearney, Nebraska.",3100,"{'maxAge': 1, 'name': 'Ms. Michelle M. Hoffman', 'age': 60, 'title': 'Sr. VP of Sales', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,5,4,6,1693526400,1672444800,86400,2,34.15,34.08,33.4,34.08,34.15,34.08,33.4,34.08,1.4,0.0418,1697068800,0.2929,4.06,0.993775,7.0125523,7.5325847,754584,754584,339662,364100,364100,33.45,33.58,800,800,1690946560,30.18,50.35,1.2913815,35.6232,37.6588,1.4,0.040995605,USD,1645654912,0.18160999,29362060,50445900,2282830,2178960,1690761600,1693440000,0.045300003,0.39811,0.57791,8.03,0.0892,8.817,3.8017466,1674864000,1706400000,1690588800,-0.09,237804000,4.78,4.45,1.01,10241:10000,1389571200,1.257,5.152,NYQ,EQUITY,BKE,BKE,"Buckle, Inc. (The)","The Buckle, Inc.",705331800,America/New_York,EDT,-14400000,33.52,38.0,38.0,38.0,38.0,3.0,hold,1,299296992,6.045,319435008,285284000,1.57,2.313,1309409024,65.352,26.496,0.22436,0.57614,799663000,162246880,254388000,-0.089,-0.032,0.59208,0.24395001,0.229,USD,
7,2407 West 24th Street,Kearney,NE,68845-4915,United States,308 236 8491,308 236 4493,https://www.buckle.com,Apparel Retail,Consumer Cyclical,"The Buckle, Inc. operates as a retailer of casual apparel, footwear, and accessories for young men and women in the United States. It markets a selection of brand name casual apparel, including denims, other casual bottoms, tops, sportswear, outerwear, accessories, and footwear, as well as private label merchandise primarily comprising BKE, Buckle Black, Salvage, Red by BKE, Daytrip, Gimmicks, Gilded Intent, FITZ + EDDI, Willow & Root, Outpost Makers, Departwest, Reclaim, BKE Vintage, Nova Industries, J.B. Holt, Modish Rebel, and Veece. The company provides services, such as hemming, gift-packaging, layaways, guest loyalty program, the Buckle private label credit card, and personalized stylist services, as well as special order system that allows stores to obtain requested merchandise from other company stores or its online order fulfillment center. The Buckle, Inc. also sells its products through its website, buckle.com. The company was formerly known as Mills Clothing, Inc. and changed its name to The Buckle, Inc. in April 1991.The Buckle, Inc. was incorporated in 1948 and is headquartered in Kearney, Nebraska.",3100,"{'maxAge': 1, 'name': 'Troy  Forrest', 'title': 'VP of Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,5,4,6,1693526400,1672444800,86400,2,34.15,34.08,33.4,34.08,34.15,34.08,33.4,34.08,1.4,0.0418,1697068800,0.2929,4.06,0.993775,7.0125523,7.5325847,754584,754584,339662,364100,364100,33.45,33.58,800,800,1690946560,30.18,50.35,1.2913815,35.6232,37.6588,1.4,0.040995605,USD,1645654912,0.18160999,29362060,50445900,2282830,2178960,1690761600,1693440000,0.045300003,0.39811,0.57791,8.03,0.0892,8.817,3.8017466,1674864000,1706400000,1690588800,-0.09,237804000,4.78,4.45,1.01,10241:10000,1389571200,1.257,5.152,NYQ,EQUITY,BKE,BKE,"Buckle, Inc. (The)","The Buckle, Inc.",705331800,America/New_York,EDT,-14400000,33.52,38.0,38.0,38.0,38.0,3.0,hold,1,299296992,6.045,319435008,285284000,1.57,2.313,1309409024,65.352,26.496,0.22436,0.57614,799663000,162246880,254388000,-0.089,-0.032,0.59208,0.24395001,0.229,USD,
8,2407 West 24th Street,Kearney,NE,68845-4915,United States,308 236 8491,308 236 4493,https://www.buckle.com,Apparel Retail,Consumer Cyclical,"The Buckle, Inc. operates as a retailer of casual apparel, footwear, and accessories for young men and women in the United States. It markets a selection of brand name casual apparel, including denims, other casual bottoms, tops, sportswear, outerwear, accessories, and footwear, as well as private label merchandise primarily comprising BKE, Buckle Black, Salvage, Red by BKE, Daytrip, Gimmicks, Gilded Intent, FITZ + EDDI, Willow & Root, Outpost Makers, Departwest, Reclaim, BKE Vintage, Nova Industries, J.B. Holt, Modish Rebel, and Veece. The company provides services, such as hemming, gift-packaging, layaways, guest loyalty program, the Buckle private label credit card, and personalized stylist services, as well as special order system that allows stores to obtain requested merchandise from other company stores or its online order fulfillment center. The Buckle, Inc. also sells its products through its website, buckle.com. The company was formerly known as Mills Clothing, Inc. and changed its name to The Buckle, Inc. in April 1991.The Buckle, Inc. was incorporated in 1948 and is headquartered in Kearney, Nebraska.",3100,"{'maxAge': 1, 'name': 'Mr. Robert M. Carlberg', 'age': 59, 'title': ""Sr. VP of Men's Merchandising"", 'yearBorn': 1963, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,5,4,6,1693526400,1672444800,86400,2,34.15,34.08,33.4,34.08,34.15,34.08,33.4,34.08,1.4,0.0418,1697068800,0.2929,4.06,0.993775,7.0125523,7.5325847,754584,754584,339662,364100,364100,33.45,33.58,800,800,1690946560,30.18,50.35,1.2913815,35.6232,37.6588,1.4,0.040995605,USD,1645654912,0.18160999,29362060,50445900,2282830,2178960,1690761600,1693440000,0.045300003,0.39811,0.57791,8.03,0.0892,8.817,3.8017466,1674864000,1706400000,1690588800,-0.09,237804000,4.78,4.45,1.01,10241:10000,1389571200,1.257,5.152,NYQ,EQUITY,BKE,BKE,"Buckle, Inc. (The)","The Buckle, Inc.",705331800,America/New_York,EDT,-14400000,33.52,38.0,38.0,38.0,38.0,3.0,hold,1,299296992,6.045,319435008,285284000,1.57,2.313,1309409024,65.352,26.496,0.22436,0.57614,799663000,162246880,254388000,-0.089,-0.032,0.59208,0.24395001,0.229,USD,
9,2407 West 24th Street,Kearney,NE,68845-4915,United States,308 236 8491,308 236 4493,https://www.buckle.com,Apparel Retail,Consumer Cyclical,"The Buckle, Inc. operates as a retailer of casual apparel, footwear, and accessories for young men and women in the United States. It markets a selection of brand name casual apparel, including denims, other casual bottoms, tops, sportswear, outerwear, accessories, and footwear, as well as private label merchandise primarily comprising BKE, Buckle Black, Salvage, Red by BKE, Daytrip, Gimmicks, Gilded Intent, FITZ + EDDI, Willow & Root, Outpost Makers, Departwest, Reclaim, BKE Vintage, Nova Industries, J.B. Holt, Modish Rebel, and Veece. The company provides services, such as hemming, gift-packaging, layaways, guest loyalty program, the Buckle private label credit card, and personalized stylist services, as well as special order system that allows stores to obtain requested merchandise from other company stores or its online order fulfillment center. The Buckle, Inc. also sells its products through its website, buckle.com. The company was formerly known as Mills Clothing, Inc. and changed its name to The Buckle, Inc. in April 1991.The Buckle, Inc. was incorporated in 1948 and is headquartered in Kearney, Nebraska.",3100,"{'maxAge': 1, 'name': 'Mr. Adam J. Akerson', 'title': 'VP of Fin., Controller & Assistant Treasurer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,5,4,6,1693526400,1672444800,86400,2,34.15,34.08,33.4,34.08,34.15,34.08,33.4,34.08,1.4,0.0418,1697068800,0.2929,4.06,0.993775,7.0125523,7.5325847,754584,754584,339662,364100,364100,33.45,33.58,800,800,1690946560,30.18,50.35,1.2913815,35.6232,37.6588,1.4,0.040995605,USD,1645654912,0.18160999,29362060,50445900,2282830,2178960,1690761600,1693440000,0.045300003,0.39811,0.57791,8.03,0.0892,8.817,3.8017466,1674864000,1706400000,1690588800,-0.09,237804000,4.78,4.45,1.01,10241:10000,1389571200,1.257,5.152,NYQ,EQUITY,BKE,BKE,"Buckle, Inc. (The)","The Buckle, Inc.",705331800,America/New_York,EDT,-14400000,33.52,38.0,38.0,38.0,38.0,3.0,hold,1,299296992,6.045,319435008,285284000,1.57,2.313,1309409024,65.352,26.496,0.22436,0.57614,799663000,162246880,254388000,-0.089,-0.032,0.59208,0.24395001,0.229,USD,
