,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Tour Carpe Diem,Place des Corolles Esplanade Nord,Courbevoie,92400,France,33 1 57 77 80 00,https://www.thalesgroup.com/en,Aerospace & Defense,Industrials,"Thales S.A. provides various solutions for civilian and military customers in the defence and security, aerospace and space, digital identity and security, and transport markets worldwide. It operates through Aerospace, Defence & Security, Digital Identity & Security, and Ground Transportation Systems business segments. The company offers communications, command, and control systems; mission services and support; protection and mission/combat systems; surveillance, detection, and intelligence systems; training and simulation solutions for air, land, naval, and joint forces; and digital identity and security solutions. It also provides air traffic management solutions; flight decks and avionics equipment and functions; in-flight entertainment and connectivity systems and services; electrical systems; aerospace trading solutions; navigation solutions; support and services for avionics equipment; and connectivity solutions. In addition, the company designs, operates, and delivers satellite-based systems for telecommunications, navigation, earth observation, environmental management, exploration, and science and orbital infrastructures; signaling, communications and supervision, and fare collection management systems and related services; cybersecurity and railway digitalization systems; and main line rail, and urban and intermodal mobility solutions. Further, it provides solutions for various markets and applications, including radiology, radio frequency, microwave sources, training and simulation solutions, lasers, and microelectronics solutions for science, industry, space, defense, automotive, railways, and energy conversion platforms. The company was formerly known as Thomson-CSF and changed its name to Thales S.A. in 2000. Thales S.A. was founded in 1893 and is headquartered in Courbevoie, France.",80138,"{'maxAge': 1, 'name': 'Mr. Patrice  Caine', 'age': 52, 'title': 'Chairman & CEO', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 2019800, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,138.05,139.1,138.95,140.75,138.05,139.1,138.95,140.75,2.94,0.021300001,1684800000,0.52639997,1.91,0.657282,24.955276,15.674158,437242,437242,204683,194137,194137,0.0,0.0,0,0,29082402816,108.15,144.15,1.6131527,135.093,130.90875,2.24,0.016226005,EUR,30080514048,0.06678,94287477,208476000,0.54078,0.22173001,34.126,4.0877924,1672444800,1703980800,1688083200,0.147,1177799936,5.59,8.9,1.25,1.669,13.09,PAR,EQUITY,HO.PA,HO.PA,THALES,Thales S.A.,946886400,Europe/Paris,CEST,7200000,139.5,165.0,137.0,153.9,155.5,2.1,buy,18,4927300096,23.635,2297999872,5768500224,0.643,1.012,18028300288,79.331,85.784,0.02902,0.15779,1549025024,2261100032,0.167,0.056,0.26356,0.12747,0.08821999,EUR,1.9212
1,Tour Carpe Diem,Place des Corolles Esplanade Nord,Courbevoie,92400,France,33 1 57 77 80 00,https://www.thalesgroup.com/en,Aerospace & Defense,Industrials,"Thales S.A. provides various solutions for civilian and military customers in the defence and security, aerospace and space, digital identity and security, and transport markets worldwide. It operates through Aerospace, Defence & Security, Digital Identity & Security, and Ground Transportation Systems business segments. The company offers communications, command, and control systems; mission services and support; protection and mission/combat systems; surveillance, detection, and intelligence systems; training and simulation solutions for air, land, naval, and joint forces; and digital identity and security solutions. It also provides air traffic management solutions; flight decks and avionics equipment and functions; in-flight entertainment and connectivity systems and services; electrical systems; aerospace trading solutions; navigation solutions; support and services for avionics equipment; and connectivity solutions. In addition, the company designs, operates, and delivers satellite-based systems for telecommunications, navigation, earth observation, environmental management, exploration, and science and orbital infrastructures; signaling, communications and supervision, and fare collection management systems and related services; cybersecurity and railway digitalization systems; and main line rail, and urban and intermodal mobility solutions. Further, it provides solutions for various markets and applications, including radiology, radio frequency, microwave sources, training and simulation solutions, lasers, and microelectronics solutions for science, industry, space, defense, automotive, railways, and energy conversion platforms. The company was formerly known as Thomson-CSF and changed its name to Thales S.A. in 2000. Thales S.A. was founded in 1893 and is headquartered in Courbevoie, France.",80138,"{'maxAge': 1, 'name': 'Mr. Pascal  Bouchiat', 'age': 62, 'title': 'Sr. EVP of Fin. & Information Systems and CFO', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,138.05,139.1,138.95,140.75,138.05,139.1,138.95,140.75,2.94,0.021300001,1684800000,0.52639997,1.91,0.657282,24.955276,15.674158,437242,437242,204683,194137,194137,0.0,0.0,0,0,29082402816,108.15,144.15,1.6131527,135.093,130.90875,2.24,0.016226005,EUR,30080514048,0.06678,94287477,208476000,0.54078,0.22173001,34.126,4.0877924,1672444800,1703980800,1688083200,0.147,1177799936,5.59,8.9,1.25,1.669,13.09,PAR,EQUITY,HO.PA,HO.PA,THALES,Thales S.A.,946886400,Europe/Paris,CEST,7200000,139.5,165.0,137.0,153.9,155.5,2.1,buy,18,4927300096,23.635,2297999872,5768500224,0.643,1.012,18028300288,79.331,85.784,0.02902,0.15779,1549025024,2261100032,0.167,0.056,0.26356,0.12747,0.08821999,EUR,1.9212
2,Tour Carpe Diem,Place des Corolles Esplanade Nord,Courbevoie,92400,France,33 1 57 77 80 00,https://www.thalesgroup.com/en,Aerospace & Defense,Industrials,"Thales S.A. provides various solutions for civilian and military customers in the defence and security, aerospace and space, digital identity and security, and transport markets worldwide. It operates through Aerospace, Defence & Security, Digital Identity & Security, and Ground Transportation Systems business segments. The company offers communications, command, and control systems; mission services and support; protection and mission/combat systems; surveillance, detection, and intelligence systems; training and simulation solutions for air, land, naval, and joint forces; and digital identity and security solutions. It also provides air traffic management solutions; flight decks and avionics equipment and functions; in-flight entertainment and connectivity systems and services; electrical systems; aerospace trading solutions; navigation solutions; support and services for avionics equipment; and connectivity solutions. In addition, the company designs, operates, and delivers satellite-based systems for telecommunications, navigation, earth observation, environmental management, exploration, and science and orbital infrastructures; signaling, communications and supervision, and fare collection management systems and related services; cybersecurity and railway digitalization systems; and main line rail, and urban and intermodal mobility solutions. Further, it provides solutions for various markets and applications, including radiology, radio frequency, microwave sources, training and simulation solutions, lasers, and microelectronics solutions for science, industry, space, defense, automotive, railways, and energy conversion platforms. The company was formerly known as Thomson-CSF and changed its name to Thales S.A. in 2000. Thales S.A. was founded in 1893 and is headquartered in Courbevoie, France.",80138,"{'maxAge': 1, 'name': 'Mr. Jean-Loïc  Galle', 'title': 'Sr. Exec. VP of Operations & Performance, Chief Performance Officer & COO', 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,138.05,139.1,138.95,140.75,138.05,139.1,138.95,140.75,2.94,0.021300001,1684800000,0.52639997,1.91,0.657282,24.955276,15.674158,437242,437242,204683,194137,194137,0.0,0.0,0,0,29082402816,108.15,144.15,1.6131527,135.093,130.90875,2.24,0.016226005,EUR,30080514048,0.06678,94287477,208476000,0.54078,0.22173001,34.126,4.0877924,1672444800,1703980800,1688083200,0.147,1177799936,5.59,8.9,1.25,1.669,13.09,PAR,EQUITY,HO.PA,HO.PA,THALES,Thales S.A.,946886400,Europe/Paris,CEST,7200000,139.5,165.0,137.0,153.9,155.5,2.1,buy,18,4927300096,23.635,2297999872,5768500224,0.643,1.012,18028300288,79.331,85.784,0.02902,0.15779,1549025024,2261100032,0.167,0.056,0.26356,0.12747,0.08821999,EUR,1.9212
3,Tour Carpe Diem,Place des Corolles Esplanade Nord,Courbevoie,92400,France,33 1 57 77 80 00,https://www.thalesgroup.com/en,Aerospace & Defense,Industrials,"Thales S.A. provides various solutions for civilian and military customers in the defence and security, aerospace and space, digital identity and security, and transport markets worldwide. It operates through Aerospace, Defence & Security, Digital Identity & Security, and Ground Transportation Systems business segments. The company offers communications, command, and control systems; mission services and support; protection and mission/combat systems; surveillance, detection, and intelligence systems; training and simulation solutions for air, land, naval, and joint forces; and digital identity and security solutions. It also provides air traffic management solutions; flight decks and avionics equipment and functions; in-flight entertainment and connectivity systems and services; electrical systems; aerospace trading solutions; navigation solutions; support and services for avionics equipment; and connectivity solutions. In addition, the company designs, operates, and delivers satellite-based systems for telecommunications, navigation, earth observation, environmental management, exploration, and science and orbital infrastructures; signaling, communications and supervision, and fare collection management systems and related services; cybersecurity and railway digitalization systems; and main line rail, and urban and intermodal mobility solutions. Further, it provides solutions for various markets and applications, including radiology, radio frequency, microwave sources, training and simulation solutions, lasers, and microelectronics solutions for science, industry, space, defense, automotive, railways, and energy conversion platforms. The company was formerly known as Thomson-CSF and changed its name to Thales S.A. in 2000. Thales S.A. was founded in 1893 and is headquartered in Courbevoie, France.",80138,"{'maxAge': 1, 'name': 'Mr. Jean-Claude  Climeau', 'title': 'Head of Group Treasury & Corp. Fin. and VP', 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,138.05,139.1,138.95,140.75,138.05,139.1,138.95,140.75,2.94,0.021300001,1684800000,0.52639997,1.91,0.657282,24.955276,15.674158,437242,437242,204683,194137,194137,0.0,0.0,0,0,29082402816,108.15,144.15,1.6131527,135.093,130.90875,2.24,0.016226005,EUR,30080514048,0.06678,94287477,208476000,0.54078,0.22173001,34.126,4.0877924,1672444800,1703980800,1688083200,0.147,1177799936,5.59,8.9,1.25,1.669,13.09,PAR,EQUITY,HO.PA,HO.PA,THALES,Thales S.A.,946886400,Europe/Paris,CEST,7200000,139.5,165.0,137.0,153.9,155.5,2.1,buy,18,4927300096,23.635,2297999872,5768500224,0.643,1.012,18028300288,79.331,85.784,0.02902,0.15779,1549025024,2261100032,0.167,0.056,0.26356,0.12747,0.08821999,EUR,1.9212
4,Tour Carpe Diem,Place des Corolles Esplanade Nord,Courbevoie,92400,France,33 1 57 77 80 00,https://www.thalesgroup.com/en,Aerospace & Defense,Industrials,"Thales S.A. provides various solutions for civilian and military customers in the defence and security, aerospace and space, digital identity and security, and transport markets worldwide. It operates through Aerospace, Defence & Security, Digital Identity & Security, and Ground Transportation Systems business segments. The company offers communications, command, and control systems; mission services and support; protection and mission/combat systems; surveillance, detection, and intelligence systems; training and simulation solutions for air, land, naval, and joint forces; and digital identity and security solutions. It also provides air traffic management solutions; flight decks and avionics equipment and functions; in-flight entertainment and connectivity systems and services; electrical systems; aerospace trading solutions; navigation solutions; support and services for avionics equipment; and connectivity solutions. In addition, the company designs, operates, and delivers satellite-based systems for telecommunications, navigation, earth observation, environmental management, exploration, and science and orbital infrastructures; signaling, communications and supervision, and fare collection management systems and related services; cybersecurity and railway digitalization systems; and main line rail, and urban and intermodal mobility solutions. Further, it provides solutions for various markets and applications, including radiology, radio frequency, microwave sources, training and simulation solutions, lasers, and microelectronics solutions for science, industry, space, defense, automotive, railways, and energy conversion platforms. The company was formerly known as Thomson-CSF and changed its name to Thales S.A. in 2000. Thales S.A. was founded in 1893 and is headquartered in Courbevoie, France.",80138,"{'maxAge': 1, 'name': 'Mr. Philippe  Keryer', 'title': 'Exec. VP of Strategy, Research & Technology', 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,138.05,139.1,138.95,140.75,138.05,139.1,138.95,140.75,2.94,0.021300001,1684800000,0.52639997,1.91,0.657282,24.955276,15.674158,437242,437242,204683,194137,194137,0.0,0.0,0,0,29082402816,108.15,144.15,1.6131527,135.093,130.90875,2.24,0.016226005,EUR,30080514048,0.06678,94287477,208476000,0.54078,0.22173001,34.126,4.0877924,1672444800,1703980800,1688083200,0.147,1177799936,5.59,8.9,1.25,1.669,13.09,PAR,EQUITY,HO.PA,HO.PA,THALES,Thales S.A.,946886400,Europe/Paris,CEST,7200000,139.5,165.0,137.0,153.9,155.5,2.1,buy,18,4927300096,23.635,2297999872,5768500224,0.643,1.012,18028300288,79.331,85.784,0.02902,0.15779,1549025024,2261100032,0.167,0.056,0.26356,0.12747,0.08821999,EUR,1.9212
5,Tour Carpe Diem,Place des Corolles Esplanade Nord,Courbevoie,92400,France,33 1 57 77 80 00,https://www.thalesgroup.com/en,Aerospace & Defense,Industrials,"Thales S.A. provides various solutions for civilian and military customers in the defence and security, aerospace and space, digital identity and security, and transport markets worldwide. It operates through Aerospace, Defence & Security, Digital Identity & Security, and Ground Transportation Systems business segments. The company offers communications, command, and control systems; mission services and support; protection and mission/combat systems; surveillance, detection, and intelligence systems; training and simulation solutions for air, land, naval, and joint forces; and digital identity and security solutions. It also provides air traffic management solutions; flight decks and avionics equipment and functions; in-flight entertainment and connectivity systems and services; electrical systems; aerospace trading solutions; navigation solutions; support and services for avionics equipment; and connectivity solutions. In addition, the company designs, operates, and delivers satellite-based systems for telecommunications, navigation, earth observation, environmental management, exploration, and science and orbital infrastructures; signaling, communications and supervision, and fare collection management systems and related services; cybersecurity and railway digitalization systems; and main line rail, and urban and intermodal mobility solutions. Further, it provides solutions for various markets and applications, including radiology, radio frequency, microwave sources, training and simulation solutions, lasers, and microelectronics solutions for science, industry, space, defense, automotive, railways, and energy conversion platforms. The company was formerly known as Thomson-CSF and changed its name to Thales S.A. in 2000. Thales S.A. was founded in 1893 and is headquartered in Courbevoie, France.",80138,"{'maxAge': 1, 'name': 'Mr. Marko  Erman', 'title': 'Sr. VP & Chief Scientific Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,138.05,139.1,138.95,140.75,138.05,139.1,138.95,140.75,2.94,0.021300001,1684800000,0.52639997,1.91,0.657282,24.955276,15.674158,437242,437242,204683,194137,194137,0.0,0.0,0,0,29082402816,108.15,144.15,1.6131527,135.093,130.90875,2.24,0.016226005,EUR,30080514048,0.06678,94287477,208476000,0.54078,0.22173001,34.126,4.0877924,1672444800,1703980800,1688083200,0.147,1177799936,5.59,8.9,1.25,1.669,13.09,PAR,EQUITY,HO.PA,HO.PA,THALES,Thales S.A.,946886400,Europe/Paris,CEST,7200000,139.5,165.0,137.0,153.9,155.5,2.1,buy,18,4927300096,23.635,2297999872,5768500224,0.643,1.012,18028300288,79.331,85.784,0.02902,0.15779,1549025024,2261100032,0.167,0.056,0.26356,0.12747,0.08821999,EUR,1.9212
6,Tour Carpe Diem,Place des Corolles Esplanade Nord,Courbevoie,92400,France,33 1 57 77 80 00,https://www.thalesgroup.com/en,Aerospace & Defense,Industrials,"Thales S.A. provides various solutions for civilian and military customers in the defence and security, aerospace and space, digital identity and security, and transport markets worldwide. It operates through Aerospace, Defence & Security, Digital Identity & Security, and Ground Transportation Systems business segments. The company offers communications, command, and control systems; mission services and support; protection and mission/combat systems; surveillance, detection, and intelligence systems; training and simulation solutions for air, land, naval, and joint forces; and digital identity and security solutions. It also provides air traffic management solutions; flight decks and avionics equipment and functions; in-flight entertainment and connectivity systems and services; electrical systems; aerospace trading solutions; navigation solutions; support and services for avionics equipment; and connectivity solutions. In addition, the company designs, operates, and delivers satellite-based systems for telecommunications, navigation, earth observation, environmental management, exploration, and science and orbital infrastructures; signaling, communications and supervision, and fare collection management systems and related services; cybersecurity and railway digitalization systems; and main line rail, and urban and intermodal mobility solutions. Further, it provides solutions for various markets and applications, including radiology, radio frequency, microwave sources, training and simulation solutions, lasers, and microelectronics solutions for science, industry, space, defense, automotive, railways, and energy conversion platforms. The company was formerly known as Thomson-CSF and changed its name to Thales S.A. in 2000. Thales S.A. was founded in 1893 and is headquartered in Courbevoie, France.",80138,"{'maxAge': 1, 'name': 'Mr. Bertrand  Delcaire', 'title': 'Head of Investor Relations & VP', 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,138.05,139.1,138.95,140.75,138.05,139.1,138.95,140.75,2.94,0.021300001,1684800000,0.52639997,1.91,0.657282,24.955276,15.674158,437242,437242,204683,194137,194137,0.0,0.0,0,0,29082402816,108.15,144.15,1.6131527,135.093,130.90875,2.24,0.016226005,EUR,30080514048,0.06678,94287477,208476000,0.54078,0.22173001,34.126,4.0877924,1672444800,1703980800,1688083200,0.147,1177799936,5.59,8.9,1.25,1.669,13.09,PAR,EQUITY,HO.PA,HO.PA,THALES,Thales S.A.,946886400,Europe/Paris,CEST,7200000,139.5,165.0,137.0,153.9,155.5,2.1,buy,18,4927300096,23.635,2297999872,5768500224,0.643,1.012,18028300288,79.331,85.784,0.02902,0.15779,1549025024,2261100032,0.167,0.056,0.26356,0.12747,0.08821999,EUR,1.9212
7,Tour Carpe Diem,Place des Corolles Esplanade Nord,Courbevoie,92400,France,33 1 57 77 80 00,https://www.thalesgroup.com/en,Aerospace & Defense,Industrials,"Thales S.A. provides various solutions for civilian and military customers in the defence and security, aerospace and space, digital identity and security, and transport markets worldwide. It operates through Aerospace, Defence & Security, Digital Identity & Security, and Ground Transportation Systems business segments. The company offers communications, command, and control systems; mission services and support; protection and mission/combat systems; surveillance, detection, and intelligence systems; training and simulation solutions for air, land, naval, and joint forces; and digital identity and security solutions. It also provides air traffic management solutions; flight decks and avionics equipment and functions; in-flight entertainment and connectivity systems and services; electrical systems; aerospace trading solutions; navigation solutions; support and services for avionics equipment; and connectivity solutions. In addition, the company designs, operates, and delivers satellite-based systems for telecommunications, navigation, earth observation, environmental management, exploration, and science and orbital infrastructures; signaling, communications and supervision, and fare collection management systems and related services; cybersecurity and railway digitalization systems; and main line rail, and urban and intermodal mobility solutions. Further, it provides solutions for various markets and applications, including radiology, radio frequency, microwave sources, training and simulation solutions, lasers, and microelectronics solutions for science, industry, space, defense, automotive, railways, and energy conversion platforms. The company was formerly known as Thomson-CSF and changed its name to Thales S.A. in 2000. Thales S.A. was founded in 1893 and is headquartered in Courbevoie, France.",80138,"{'maxAge': 1, 'name': 'Ms. Isabelle  Simon', 'age': 52, 'title': 'Exec. VP, Group Sec. & Gen. Counsel', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,138.05,139.1,138.95,140.75,138.05,139.1,138.95,140.75,2.94,0.021300001,1684800000,0.52639997,1.91,0.657282,24.955276,15.674158,437242,437242,204683,194137,194137,0.0,0.0,0,0,29082402816,108.15,144.15,1.6131527,135.093,130.90875,2.24,0.016226005,EUR,30080514048,0.06678,94287477,208476000,0.54078,0.22173001,34.126,4.0877924,1672444800,1703980800,1688083200,0.147,1177799936,5.59,8.9,1.25,1.669,13.09,PAR,EQUITY,HO.PA,HO.PA,THALES,Thales S.A.,946886400,Europe/Paris,CEST,7200000,139.5,165.0,137.0,153.9,155.5,2.1,buy,18,4927300096,23.635,2297999872,5768500224,0.643,1.012,18028300288,79.331,85.784,0.02902,0.15779,1549025024,2261100032,0.167,0.056,0.26356,0.12747,0.08821999,EUR,1.9212
8,Tour Carpe Diem,Place des Corolles Esplanade Nord,Courbevoie,92400,France,33 1 57 77 80 00,https://www.thalesgroup.com/en,Aerospace & Defense,Industrials,"Thales S.A. provides various solutions for civilian and military customers in the defence and security, aerospace and space, digital identity and security, and transport markets worldwide. It operates through Aerospace, Defence & Security, Digital Identity & Security, and Ground Transportation Systems business segments. The company offers communications, command, and control systems; mission services and support; protection and mission/combat systems; surveillance, detection, and intelligence systems; training and simulation solutions for air, land, naval, and joint forces; and digital identity and security solutions. It also provides air traffic management solutions; flight decks and avionics equipment and functions; in-flight entertainment and connectivity systems and services; electrical systems; aerospace trading solutions; navigation solutions; support and services for avionics equipment; and connectivity solutions. In addition, the company designs, operates, and delivers satellite-based systems for telecommunications, navigation, earth observation, environmental management, exploration, and science and orbital infrastructures; signaling, communications and supervision, and fare collection management systems and related services; cybersecurity and railway digitalization systems; and main line rail, and urban and intermodal mobility solutions. Further, it provides solutions for various markets and applications, including radiology, radio frequency, microwave sources, training and simulation solutions, lasers, and microelectronics solutions for science, industry, space, defense, automotive, railways, and energy conversion platforms. The company was formerly known as Thomson-CSF and changed its name to Thales S.A. in 2000. Thales S.A. was founded in 1893 and is headquartered in Courbevoie, France.",80138,"{'maxAge': 1, 'name': 'Mr. Pierre  Schaeffer', 'age': 59, 'title': 'Chief Marketing Officer & Sr. VP', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,138.05,139.1,138.95,140.75,138.05,139.1,138.95,140.75,2.94,0.021300001,1684800000,0.52639997,1.91,0.657282,24.955276,15.674158,437242,437242,204683,194137,194137,0.0,0.0,0,0,29082402816,108.15,144.15,1.6131527,135.093,130.90875,2.24,0.016226005,EUR,30080514048,0.06678,94287477,208476000,0.54078,0.22173001,34.126,4.0877924,1672444800,1703980800,1688083200,0.147,1177799936,5.59,8.9,1.25,1.669,13.09,PAR,EQUITY,HO.PA,HO.PA,THALES,Thales S.A.,946886400,Europe/Paris,CEST,7200000,139.5,165.0,137.0,153.9,155.5,2.1,buy,18,4927300096,23.635,2297999872,5768500224,0.643,1.012,18028300288,79.331,85.784,0.02902,0.15779,1549025024,2261100032,0.167,0.056,0.26356,0.12747,0.08821999,EUR,1.9212
9,Tour Carpe Diem,Place des Corolles Esplanade Nord,Courbevoie,92400,France,33 1 57 77 80 00,https://www.thalesgroup.com/en,Aerospace & Defense,Industrials,"Thales S.A. provides various solutions for civilian and military customers in the defence and security, aerospace and space, digital identity and security, and transport markets worldwide. It operates through Aerospace, Defence & Security, Digital Identity & Security, and Ground Transportation Systems business segments. The company offers communications, command, and control systems; mission services and support; protection and mission/combat systems; surveillance, detection, and intelligence systems; training and simulation solutions for air, land, naval, and joint forces; and digital identity and security solutions. It also provides air traffic management solutions; flight decks and avionics equipment and functions; in-flight entertainment and connectivity systems and services; electrical systems; aerospace trading solutions; navigation solutions; support and services for avionics equipment; and connectivity solutions. In addition, the company designs, operates, and delivers satellite-based systems for telecommunications, navigation, earth observation, environmental management, exploration, and science and orbital infrastructures; signaling, communications and supervision, and fare collection management systems and related services; cybersecurity and railway digitalization systems; and main line rail, and urban and intermodal mobility solutions. Further, it provides solutions for various markets and applications, including radiology, radio frequency, microwave sources, training and simulation solutions, lasers, and microelectronics solutions for science, industry, space, defense, automotive, railways, and energy conversion platforms. The company was formerly known as Thomson-CSF and changed its name to Thales S.A. in 2000. Thales S.A. was founded in 1893 and is headquartered in Courbevoie, France.",80138,"{'maxAge': 1, 'name': 'Mr. Clement  de Villepin', 'title': 'Sr. Exec. VP of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,138.05,139.1,138.95,140.75,138.05,139.1,138.95,140.75,2.94,0.021300001,1684800000,0.52639997,1.91,0.657282,24.955276,15.674158,437242,437242,204683,194137,194137,0.0,0.0,0,0,29082402816,108.15,144.15,1.6131527,135.093,130.90875,2.24,0.016226005,EUR,30080514048,0.06678,94287477,208476000,0.54078,0.22173001,34.126,4.0877924,1672444800,1703980800,1688083200,0.147,1177799936,5.59,8.9,1.25,1.669,13.09,PAR,EQUITY,HO.PA,HO.PA,THALES,Thales S.A.,946886400,Europe/Paris,CEST,7200000,139.5,165.0,137.0,153.9,155.5,2.1,buy,18,4927300096,23.635,2297999872,5768500224,0.643,1.012,18028300288,79.331,85.784,0.02902,0.15779,1549025024,2261100032,0.167,0.056,0.26356,0.12747,0.08821999,EUR,1.9212
