,address1,address2,city,state,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1710 - 1177 West Hastings Street,Suite 1100,Vancouver,BC,V6E 2L3,Canada,https://www.bravadagold.com,Other Industrial Metals & Mining,Basic Materials,"Bravada Gold Corporation engages in the acquisition, exploration, and development of precious metal properties in the United States and Canada. The company explores for gold, silver, and other metals. It holds 10 exploration and development properties with 810 claims covering an area of approximately 6,500 hectares. The company also owns the Drayton project, an Archaean gold property located in Ontario, Canada. Bravada Gold Corporation was incorporated in 2009 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Joseph Anthony Kizis Jr., B.S., M.S., P.Geo.', 'age': 70, 'title': 'Pres, CEO & Director', 'yearBorn': 1952, 'fiscalYear': 2022, 'totalPay': 95205, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.0,1.564139,80000,80000,44480,38875,38875,0.035,0.035,0,0,4607365,0.02,0.09,0.0428,0.049225,0.0,0.0,CAD,4553939,0.0,124127209,131639000,34,18015,1689292800,1693440000,0.0,0.05692,0.0,0.0,-0.002,1659225600,1690761600,1682812800,-1348633,-0.01,1:10,1395705600,-4.472,VAN,EQUITY,BVA.V,BVA.V,BRAVADA GOLD CORPORATION,Bravada Gold Corporation,1273066200,America/Toronto,EDT,-14400000,0.035,none,53408,0.0,-1018276,0,0.085,0.117,-0.59611,-2.98564,-949786,-1239973,0.0,0.0,0.0,CAD,
1,1710 - 1177 West Hastings Street,Suite 1100,Vancouver,BC,V6E 2L3,Canada,https://www.bravadagold.com,Other Industrial Metals & Mining,Basic Materials,"Bravada Gold Corporation engages in the acquisition, exploration, and development of precious metal properties in the United States and Canada. The company explores for gold, silver, and other metals. It holds 10 exploration and development properties with 810 claims covering an area of approximately 6,500 hectares. The company also owns the Drayton project, an Archaean gold property located in Ontario, Canada. Bravada Gold Corporation was incorporated in 2009 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Graham Henry Thatcher C.A., FCCA', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 18000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.0,1.564139,80000,80000,44480,38875,38875,0.035,0.035,0,0,4607365,0.02,0.09,0.0428,0.049225,0.0,0.0,CAD,4553939,0.0,124127209,131639000,34,18015,1689292800,1693440000,0.0,0.05692,0.0,0.0,-0.002,1659225600,1690761600,1682812800,-1348633,-0.01,1:10,1395705600,-4.472,VAN,EQUITY,BVA.V,BVA.V,BRAVADA GOLD CORPORATION,Bravada Gold Corporation,1273066200,America/Toronto,EDT,-14400000,0.035,none,53408,0.0,-1018276,0,0.085,0.117,-0.59611,-2.98564,-949786,-1239973,0.0,0.0,0.0,CAD,
2,1710 - 1177 West Hastings Street,Suite 1100,Vancouver,BC,V6E 2L3,Canada,https://www.bravadagold.com,Other Industrial Metals & Mining,Basic Materials,"Bravada Gold Corporation engages in the acquisition, exploration, and development of precious metal properties in the United States and Canada. The company explores for gold, silver, and other metals. It holds 10 exploration and development properties with 810 claims covering an area of approximately 6,500 hectares. The company also owns the Drayton project, an Archaean gold property located in Ontario, Canada. Bravada Gold Corporation was incorporated in 2009 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Arie Alisen Page B.A., L.L.B.', 'age': 44, 'title': 'Corp. Sec.', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.0,1.564139,80000,80000,44480,38875,38875,0.035,0.035,0,0,4607365,0.02,0.09,0.0428,0.049225,0.0,0.0,CAD,4553939,0.0,124127209,131639000,34,18015,1689292800,1693440000,0.0,0.05692,0.0,0.0,-0.002,1659225600,1690761600,1682812800,-1348633,-0.01,1:10,1395705600,-4.472,VAN,EQUITY,BVA.V,BVA.V,BRAVADA GOLD CORPORATION,Bravada Gold Corporation,1273066200,America/Toronto,EDT,-14400000,0.035,none,53408,0.0,-1018276,0,0.085,0.117,-0.59611,-2.98564,-949786,-1239973,0.0,0.0,0.0,CAD,
