,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,198 Davenport Road,Toronto,ON,M5R 1J2,Canada,416-309-2138,https://blackiron.com,Other Industrial Metals & Mining,Basic Materials,"Black Iron Inc. engages in the exploration and development of ferrous metals in Ukraine. It holds a 100% interest in the Shymanivske iron ore project covering an area of 2.56 square kilometers located in Krivyi Rih, Ukraine. The company was incorporated in 2010 and is headquartered in Toronto, Canada.",6,"{'maxAge': 1, 'name': 'Mr. Matthew  Simpson M.B.A., P.Eng.', 'title': 'CEO & Director', 'fiscalYear': 2022, 'totalPay': 269003, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.075,0.08,0.08,0.08,0.075,0.08,0.08,0.08,0.0,1.565092,-1.5999999,26100,26100,88272,152830,152830,0.075,0.08,0,0,24330160,0.07,0.1,0.0848,0.0799,0.0,0.0,CAD,22616344,0.0,250007344,304127008,45068,5635,1690761600,1693440000,0.0001,0.021429999,0.14931,0.46,0.002,39.999996,1672444800,1703980800,1688083200,-1671209,-0.0,-0.05,-13.571,TOR,EQUITY,BKI.TO,BKI.TO,BLACK IRON INC,Black Iron Inc.,1301405400,America/Toronto,EDT,-14400000,0.08,none,1713791,0.006,-1666471,0,1.366,1.366,-0.43245998,-1.27828,-422798,-1045470,0.0,0.0,0.0,USD,
1,198 Davenport Road,Toronto,ON,M5R 1J2,Canada,416-309-2138,https://blackiron.com,Other Industrial Metals & Mining,Basic Materials,"Black Iron Inc. engages in the exploration and development of ferrous metals in Ukraine. It holds a 100% interest in the Shymanivske iron ore project covering an area of 2.56 square kilometers located in Krivyi Rih, Ukraine. The company was incorporated in 2010 and is headquartered in Toronto, Canada.",6,"{'maxAge': 1, 'name': 'Mr. Paul Sandor Bozoki CA, MBA', 'age': 50, 'title': 'Chief Financial Officer', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 76858, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.075,0.08,0.08,0.08,0.075,0.08,0.08,0.08,0.0,1.565092,-1.5999999,26100,26100,88272,152830,152830,0.075,0.08,0,0,24330160,0.07,0.1,0.0848,0.0799,0.0,0.0,CAD,22616344,0.0,250007344,304127008,45068,5635,1690761600,1693440000,0.0001,0.021429999,0.14931,0.46,0.002,39.999996,1672444800,1703980800,1688083200,-1671209,-0.0,-0.05,-13.571,TOR,EQUITY,BKI.TO,BKI.TO,BLACK IRON INC,Black Iron Inc.,1301405400,America/Toronto,EDT,-14400000,0.08,none,1713791,0.006,-1666471,0,1.366,1.366,-0.43245998,-1.27828,-422798,-1045470,0.0,0.0,0.0,USD,
2,198 Davenport Road,Toronto,ON,M5R 1J2,Canada,416-309-2138,https://blackiron.com,Other Industrial Metals & Mining,Basic Materials,"Black Iron Inc. engages in the exploration and development of ferrous metals in Ukraine. It holds a 100% interest in the Shymanivske iron ore project covering an area of 2.56 square kilometers located in Krivyi Rih, Ukraine. The company was incorporated in 2010 and is headquartered in Toronto, Canada.",6,"{'maxAge': 1, 'name': 'Mr. Stan  Bharti C.Eng, DIC, M.Sc., P.Eng', 'age': 70, 'title': 'Exec. Officer', 'yearBorn': 1952, 'fiscalYear': 2022, 'totalPay': 230574, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.075,0.08,0.08,0.08,0.075,0.08,0.08,0.08,0.0,1.565092,-1.5999999,26100,26100,88272,152830,152830,0.075,0.08,0,0,24330160,0.07,0.1,0.0848,0.0799,0.0,0.0,CAD,22616344,0.0,250007344,304127008,45068,5635,1690761600,1693440000,0.0001,0.021429999,0.14931,0.46,0.002,39.999996,1672444800,1703980800,1688083200,-1671209,-0.0,-0.05,-13.571,TOR,EQUITY,BKI.TO,BKI.TO,BLACK IRON INC,Black Iron Inc.,1301405400,America/Toronto,EDT,-14400000,0.08,none,1713791,0.006,-1666471,0,1.366,1.366,-0.43245998,-1.27828,-422798,-1045470,0.0,0.0,0.0,USD,
3,198 Davenport Road,Toronto,ON,M5R 1J2,Canada,416-309-2138,https://blackiron.com,Other Industrial Metals & Mining,Basic Materials,"Black Iron Inc. engages in the exploration and development of ferrous metals in Ukraine. It holds a 100% interest in the Shymanivske iron ore project covering an area of 2.56 square kilometers located in Krivyi Rih, Ukraine. The company was incorporated in 2010 and is headquartered in Toronto, Canada.",6,"{'maxAge': 1, 'name': 'Mr. William S. Hart', 'title': 'Sr. VP of Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.075,0.08,0.08,0.08,0.075,0.08,0.08,0.08,0.0,1.565092,-1.5999999,26100,26100,88272,152830,152830,0.075,0.08,0,0,24330160,0.07,0.1,0.0848,0.0799,0.0,0.0,CAD,22616344,0.0,250007344,304127008,45068,5635,1690761600,1693440000,0.0001,0.021429999,0.14931,0.46,0.002,39.999996,1672444800,1703980800,1688083200,-1671209,-0.0,-0.05,-13.571,TOR,EQUITY,BKI.TO,BKI.TO,BLACK IRON INC,Black Iron Inc.,1301405400,America/Toronto,EDT,-14400000,0.08,none,1713791,0.006,-1666471,0,1.366,1.366,-0.43245998,-1.27828,-422798,-1045470,0.0,0.0,0.0,USD,
4,198 Davenport Road,Toronto,ON,M5R 1J2,Canada,416-309-2138,https://blackiron.com,Other Industrial Metals & Mining,Basic Materials,"Black Iron Inc. engages in the exploration and development of ferrous metals in Ukraine. It holds a 100% interest in the Shymanivske iron ore project covering an area of 2.56 square kilometers located in Krivyi Rih, Ukraine. The company was incorporated in 2010 and is headquartered in Toronto, Canada.",6,"{'maxAge': 1, 'name': 'Mr. Kenny  Choi', 'age': 31, 'title': 'Corp. Sec.', 'yearBorn': 1991, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.075,0.08,0.08,0.08,0.075,0.08,0.08,0.08,0.0,1.565092,-1.5999999,26100,26100,88272,152830,152830,0.075,0.08,0,0,24330160,0.07,0.1,0.0848,0.0799,0.0,0.0,CAD,22616344,0.0,250007344,304127008,45068,5635,1690761600,1693440000,0.0001,0.021429999,0.14931,0.46,0.002,39.999996,1672444800,1703980800,1688083200,-1671209,-0.0,-0.05,-13.571,TOR,EQUITY,BKI.TO,BKI.TO,BLACK IRON INC,Black Iron Inc.,1301405400,America/Toronto,EDT,-14400000,0.08,none,1713791,0.006,-1666471,0,1.366,1.366,-0.43245998,-1.27828,-422798,-1045470,0.0,0.0,0.0,USD,
