,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,RioCan Yonge Eglinton Centre,"2300 Yonge Street, Suite 500",Toronto,ON,M4P 1E4,Canada,416 866 3033,416 866 3020,https://www.riocan.com,REIT—Retail,Real Estate,"RioCan is one of Canada's largest real estate investment trusts. RioCan owns, manages and develops retail-focused, increasingly mixed-use properties located in prime, high-density transit-oriented areas where Canadians want to shop, live and work. As at June 30, 2023, our portfolio is comprised of 193 properties with an aggregate net leasable area of approximately 33.5 million square feet (at RioCan's interest) including office, residential rental and 11 development properties.",581,"{'maxAge': 1, 'name': 'Mr. Jonathan  Gitlin', 'age': 49, 'title': 'Pres, CEO & Non-Independent Trustee', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 2125569, 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,8,1,5,1693526400,1672444800,86400,2,19.83,19.73,19.55,19.93,19.83,19.73,19.55,19.93,1.08,0.0545,1693353600,1.3571,5.97,1.184072,25.662338,10.977778,982284,982284,437822,457320,457320,19.75,19.79,0,0,5935904256,17.85,23.59,4.9285154,19.5306,20.63745,1.045,0.05269793,CAD,12812237824,0.18948999,298927795,300400000,4484295,5049659,1690761600,1693440000,0.0149,0.00263,0.34452,11.47,25.998,0.7600585,1672444800,1703980800,1688083200,0.427,228224992,0.77,1.8,2:1,887068800,10.638,18.954,TOR,EQUITY,REI-UN.TO,REI-UN.TO,RIOCAN REAL EST UN,RioCan Real Estate Investment Trust,830439000,America/Toronto,EDT,-14400000,19.76,24.75,22.0,23.94,24.0,1.8,buy,9,267423008,0.89,675955008,7122734080,0.167,0.47,1204400000,91.2,3.992,0.027090002,0.028970001,727027000,206242624,447545984,0.48,-0.076,0.61519,0.56124,0.55775,CAD,
1,RioCan Yonge Eglinton Centre,"2300 Yonge Street, Suite 500",Toronto,ON,M4P 1E4,Canada,416 866 3033,416 866 3020,https://www.riocan.com,REIT—Retail,Real Estate,"RioCan is one of Canada's largest real estate investment trusts. RioCan owns, manages and develops retail-focused, increasingly mixed-use properties located in prime, high-density transit-oriented areas where Canadians want to shop, live and work. As at June 30, 2023, our portfolio is comprised of 193 properties with an aggregate net leasable area of approximately 33.5 million square feet (at RioCan's interest) including office, residential rental and 11 development properties.",581,"{'maxAge': 1, 'name': 'Mr. Dennis  Blasutti', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 1010928, 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,8,1,5,1693526400,1672444800,86400,2,19.83,19.73,19.55,19.93,19.83,19.73,19.55,19.93,1.08,0.0545,1693353600,1.3571,5.97,1.184072,25.662338,10.977778,982284,982284,437822,457320,457320,19.75,19.79,0,0,5935904256,17.85,23.59,4.9285154,19.5306,20.63745,1.045,0.05269793,CAD,12812237824,0.18948999,298927795,300400000,4484295,5049659,1690761600,1693440000,0.0149,0.00263,0.34452,11.47,25.998,0.7600585,1672444800,1703980800,1688083200,0.427,228224992,0.77,1.8,2:1,887068800,10.638,18.954,TOR,EQUITY,REI-UN.TO,REI-UN.TO,RIOCAN REAL EST UN,RioCan Real Estate Investment Trust,830439000,America/Toronto,EDT,-14400000,19.76,24.75,22.0,23.94,24.0,1.8,buy,9,267423008,0.89,675955008,7122734080,0.167,0.47,1204400000,91.2,3.992,0.027090002,0.028970001,727027000,206242624,447545984,0.48,-0.076,0.61519,0.56124,0.55775,CAD,
2,RioCan Yonge Eglinton Centre,"2300 Yonge Street, Suite 500",Toronto,ON,M4P 1E4,Canada,416 866 3033,416 866 3020,https://www.riocan.com,REIT—Retail,Real Estate,"RioCan is one of Canada's largest real estate investment trusts. RioCan owns, manages and develops retail-focused, increasingly mixed-use properties located in prime, high-density transit-oriented areas where Canadians want to shop, live and work. As at June 30, 2023, our portfolio is comprised of 193 properties with an aggregate net leasable area of approximately 33.5 million square feet (at RioCan's interest) including office, residential rental and 11 development properties.",581,"{'maxAge': 1, 'name': 'Dr. John  Ballantyne Ph.D.', 'title': 'Chief Operating Officer', 'fiscalYear': 2022, 'totalPay': 977870, 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,8,1,5,1693526400,1672444800,86400,2,19.83,19.73,19.55,19.93,19.83,19.73,19.55,19.93,1.08,0.0545,1693353600,1.3571,5.97,1.184072,25.662338,10.977778,982284,982284,437822,457320,457320,19.75,19.79,0,0,5935904256,17.85,23.59,4.9285154,19.5306,20.63745,1.045,0.05269793,CAD,12812237824,0.18948999,298927795,300400000,4484295,5049659,1690761600,1693440000,0.0149,0.00263,0.34452,11.47,25.998,0.7600585,1672444800,1703980800,1688083200,0.427,228224992,0.77,1.8,2:1,887068800,10.638,18.954,TOR,EQUITY,REI-UN.TO,REI-UN.TO,RIOCAN REAL EST UN,RioCan Real Estate Investment Trust,830439000,America/Toronto,EDT,-14400000,19.76,24.75,22.0,23.94,24.0,1.8,buy,9,267423008,0.89,675955008,7122734080,0.167,0.47,1204400000,91.2,3.992,0.027090002,0.028970001,727027000,206242624,447545984,0.48,-0.076,0.61519,0.56124,0.55775,CAD,
3,RioCan Yonge Eglinton Centre,"2300 Yonge Street, Suite 500",Toronto,ON,M4P 1E4,Canada,416 866 3033,416 866 3020,https://www.riocan.com,REIT—Retail,Real Estate,"RioCan is one of Canada's largest real estate investment trusts. RioCan owns, manages and develops retail-focused, increasingly mixed-use properties located in prime, high-density transit-oriented areas where Canadians want to shop, live and work. As at June 30, 2023, our portfolio is comprised of 193 properties with an aggregate net leasable area of approximately 33.5 million square feet (at RioCan's interest) including office, residential rental and 11 development properties.",581,"{'maxAge': 1, 'name': 'Mr. Andrew  Duncan', 'title': 'Chief Investment Officer', 'fiscalYear': 2022, 'totalPay': 997940, 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,8,1,5,1693526400,1672444800,86400,2,19.83,19.73,19.55,19.93,19.83,19.73,19.55,19.93,1.08,0.0545,1693353600,1.3571,5.97,1.184072,25.662338,10.977778,982284,982284,437822,457320,457320,19.75,19.79,0,0,5935904256,17.85,23.59,4.9285154,19.5306,20.63745,1.045,0.05269793,CAD,12812237824,0.18948999,298927795,300400000,4484295,5049659,1690761600,1693440000,0.0149,0.00263,0.34452,11.47,25.998,0.7600585,1672444800,1703980800,1688083200,0.427,228224992,0.77,1.8,2:1,887068800,10.638,18.954,TOR,EQUITY,REI-UN.TO,REI-UN.TO,RIOCAN REAL EST UN,RioCan Real Estate Investment Trust,830439000,America/Toronto,EDT,-14400000,19.76,24.75,22.0,23.94,24.0,1.8,buy,9,267423008,0.89,675955008,7122734080,0.167,0.47,1204400000,91.2,3.992,0.027090002,0.028970001,727027000,206242624,447545984,0.48,-0.076,0.61519,0.56124,0.55775,CAD,
4,RioCan Yonge Eglinton Centre,"2300 Yonge Street, Suite 500",Toronto,ON,M4P 1E4,Canada,416 866 3033,416 866 3020,https://www.riocan.com,REIT—Retail,Real Estate,"RioCan is one of Canada's largest real estate investment trusts. RioCan owns, manages and develops retail-focused, increasingly mixed-use properties located in prime, high-density transit-oriented areas where Canadians want to shop, live and work. As at June 30, 2023, our portfolio is comprised of 193 properties with an aggregate net leasable area of approximately 33.5 million square feet (at RioCan's interest) including office, residential rental and 11 development properties.",581,"{'maxAge': 1, 'name': 'Ms. Jennifer  Suess', 'title': 'Sr. VP of ESG, Gen. Counsel & Corp. Sec.', 'fiscalYear': 2022, 'totalPay': 826497, 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,8,1,5,1693526400,1672444800,86400,2,19.83,19.73,19.55,19.93,19.83,19.73,19.55,19.93,1.08,0.0545,1693353600,1.3571,5.97,1.184072,25.662338,10.977778,982284,982284,437822,457320,457320,19.75,19.79,0,0,5935904256,17.85,23.59,4.9285154,19.5306,20.63745,1.045,0.05269793,CAD,12812237824,0.18948999,298927795,300400000,4484295,5049659,1690761600,1693440000,0.0149,0.00263,0.34452,11.47,25.998,0.7600585,1672444800,1703980800,1688083200,0.427,228224992,0.77,1.8,2:1,887068800,10.638,18.954,TOR,EQUITY,REI-UN.TO,REI-UN.TO,RIOCAN REAL EST UN,RioCan Real Estate Investment Trust,830439000,America/Toronto,EDT,-14400000,19.76,24.75,22.0,23.94,24.0,1.8,buy,9,267423008,0.89,675955008,7122734080,0.167,0.47,1204400000,91.2,3.992,0.027090002,0.028970001,727027000,206242624,447545984,0.48,-0.076,0.61519,0.56124,0.55775,CAD,
5,RioCan Yonge Eglinton Centre,"2300 Yonge Street, Suite 500",Toronto,ON,M4P 1E4,Canada,416 866 3033,416 866 3020,https://www.riocan.com,REIT—Retail,Real Estate,"RioCan is one of Canada's largest real estate investment trusts. RioCan owns, manages and develops retail-focused, increasingly mixed-use properties located in prime, high-density transit-oriented areas where Canadians want to shop, live and work. As at June 30, 2023, our portfolio is comprised of 193 properties with an aggregate net leasable area of approximately 33.5 million square feet (at RioCan's interest) including office, residential rental and 11 development properties.",581,"{'maxAge': 1, 'name': 'Kim  Lee', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,8,1,5,1693526400,1672444800,86400,2,19.83,19.73,19.55,19.93,19.83,19.73,19.55,19.93,1.08,0.0545,1693353600,1.3571,5.97,1.184072,25.662338,10.977778,982284,982284,437822,457320,457320,19.75,19.79,0,0,5935904256,17.85,23.59,4.9285154,19.5306,20.63745,1.045,0.05269793,CAD,12812237824,0.18948999,298927795,300400000,4484295,5049659,1690761600,1693440000,0.0149,0.00263,0.34452,11.47,25.998,0.7600585,1672444800,1703980800,1688083200,0.427,228224992,0.77,1.8,2:1,887068800,10.638,18.954,TOR,EQUITY,REI-UN.TO,REI-UN.TO,RIOCAN REAL EST UN,RioCan Real Estate Investment Trust,830439000,America/Toronto,EDT,-14400000,19.76,24.75,22.0,23.94,24.0,1.8,buy,9,267423008,0.89,675955008,7122734080,0.167,0.47,1204400000,91.2,3.992,0.027090002,0.028970001,727027000,206242624,447545984,0.48,-0.076,0.61519,0.56124,0.55775,CAD,
6,RioCan Yonge Eglinton Centre,"2300 Yonge Street, Suite 500",Toronto,ON,M4P 1E4,Canada,416 866 3033,416 866 3020,https://www.riocan.com,REIT—Retail,Real Estate,"RioCan is one of Canada's largest real estate investment trusts. RioCan owns, manages and develops retail-focused, increasingly mixed-use properties located in prime, high-density transit-oriented areas where Canadians want to shop, live and work. As at June 30, 2023, our portfolio is comprised of 193 properties with an aggregate net leasable area of approximately 33.5 million square feet (at RioCan's interest) including office, residential rental and 11 development properties.",581,"{'maxAge': 1, 'name': 'Ms. Terri  Andrianopoulos', 'title': 'Sr. VP of People & Brand', 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,8,1,5,1693526400,1672444800,86400,2,19.83,19.73,19.55,19.93,19.83,19.73,19.55,19.93,1.08,0.0545,1693353600,1.3571,5.97,1.184072,25.662338,10.977778,982284,982284,437822,457320,457320,19.75,19.79,0,0,5935904256,17.85,23.59,4.9285154,19.5306,20.63745,1.045,0.05269793,CAD,12812237824,0.18948999,298927795,300400000,4484295,5049659,1690761600,1693440000,0.0149,0.00263,0.34452,11.47,25.998,0.7600585,1672444800,1703980800,1688083200,0.427,228224992,0.77,1.8,2:1,887068800,10.638,18.954,TOR,EQUITY,REI-UN.TO,REI-UN.TO,RIOCAN REAL EST UN,RioCan Real Estate Investment Trust,830439000,America/Toronto,EDT,-14400000,19.76,24.75,22.0,23.94,24.0,1.8,buy,9,267423008,0.89,675955008,7122734080,0.167,0.47,1204400000,91.2,3.992,0.027090002,0.028970001,727027000,206242624,447545984,0.48,-0.076,0.61519,0.56124,0.55775,CAD,
7,RioCan Yonge Eglinton Centre,"2300 Yonge Street, Suite 500",Toronto,ON,M4P 1E4,Canada,416 866 3033,416 866 3020,https://www.riocan.com,REIT—Retail,Real Estate,"RioCan is one of Canada's largest real estate investment trusts. RioCan owns, manages and develops retail-focused, increasingly mixed-use properties located in prime, high-density transit-oriented areas where Canadians want to shop, live and work. As at June 30, 2023, our portfolio is comprised of 193 properties with an aggregate net leasable area of approximately 33.5 million square feet (at RioCan's interest) including office, residential rental and 11 development properties.",581,"{'maxAge': 1, 'name': 'Mr. Jeff  Ross', 'title': 'Sr. VP of Leasing & Tenant Construction', 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,8,1,5,1693526400,1672444800,86400,2,19.83,19.73,19.55,19.93,19.83,19.73,19.55,19.93,1.08,0.0545,1693353600,1.3571,5.97,1.184072,25.662338,10.977778,982284,982284,437822,457320,457320,19.75,19.79,0,0,5935904256,17.85,23.59,4.9285154,19.5306,20.63745,1.045,0.05269793,CAD,12812237824,0.18948999,298927795,300400000,4484295,5049659,1690761600,1693440000,0.0149,0.00263,0.34452,11.47,25.998,0.7600585,1672444800,1703980800,1688083200,0.427,228224992,0.77,1.8,2:1,887068800,10.638,18.954,TOR,EQUITY,REI-UN.TO,REI-UN.TO,RIOCAN REAL EST UN,RioCan Real Estate Investment Trust,830439000,America/Toronto,EDT,-14400000,19.76,24.75,22.0,23.94,24.0,1.8,buy,9,267423008,0.89,675955008,7122734080,0.167,0.47,1204400000,91.2,3.992,0.027090002,0.028970001,727027000,206242624,447545984,0.48,-0.076,0.61519,0.56124,0.55775,CAD,
8,RioCan Yonge Eglinton Centre,"2300 Yonge Street, Suite 500",Toronto,ON,M4P 1E4,Canada,416 866 3033,416 866 3020,https://www.riocan.com,REIT—Retail,Real Estate,"RioCan is one of Canada's largest real estate investment trusts. RioCan owns, manages and develops retail-focused, increasingly mixed-use properties located in prime, high-density transit-oriented areas where Canadians want to shop, live and work. As at June 30, 2023, our portfolio is comprised of 193 properties with an aggregate net leasable area of approximately 33.5 million square feet (at RioCan's interest) including office, residential rental and 11 development properties.",581,"{'maxAge': 1, 'name': 'Mr. Oliver  Harrison', 'title': 'Sr. VP of Leasing & Tenant Experience', 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,8,1,5,1693526400,1672444800,86400,2,19.83,19.73,19.55,19.93,19.83,19.73,19.55,19.93,1.08,0.0545,1693353600,1.3571,5.97,1.184072,25.662338,10.977778,982284,982284,437822,457320,457320,19.75,19.79,0,0,5935904256,17.85,23.59,4.9285154,19.5306,20.63745,1.045,0.05269793,CAD,12812237824,0.18948999,298927795,300400000,4484295,5049659,1690761600,1693440000,0.0149,0.00263,0.34452,11.47,25.998,0.7600585,1672444800,1703980800,1688083200,0.427,228224992,0.77,1.8,2:1,887068800,10.638,18.954,TOR,EQUITY,REI-UN.TO,REI-UN.TO,RIOCAN REAL EST UN,RioCan Real Estate Investment Trust,830439000,America/Toronto,EDT,-14400000,19.76,24.75,22.0,23.94,24.0,1.8,buy,9,267423008,0.89,675955008,7122734080,0.167,0.47,1204400000,91.2,3.992,0.027090002,0.028970001,727027000,206242624,447545984,0.48,-0.076,0.61519,0.56124,0.55775,CAD,
9,RioCan Yonge Eglinton Centre,"2300 Yonge Street, Suite 500",Toronto,ON,M4P 1E4,Canada,416 866 3033,416 866 3020,https://www.riocan.com,REIT—Retail,Real Estate,"RioCan is one of Canada's largest real estate investment trusts. RioCan owns, manages and develops retail-focused, increasingly mixed-use properties located in prime, high-density transit-oriented areas where Canadians want to shop, live and work. As at June 30, 2023, our portfolio is comprised of 193 properties with an aggregate net leasable area of approximately 33.5 million square feet (at RioCan's interest) including office, residential rental and 11 development properties.",581,"{'maxAge': 1, 'name': 'Ms. Franca  Smith', 'title': 'Sr. VP of Fin.', 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",3,6,8,1,5,1693526400,1672444800,86400,2,19.83,19.73,19.55,19.93,19.83,19.73,19.55,19.93,1.08,0.0545,1693353600,1.3571,5.97,1.184072,25.662338,10.977778,982284,982284,437822,457320,457320,19.75,19.79,0,0,5935904256,17.85,23.59,4.9285154,19.5306,20.63745,1.045,0.05269793,CAD,12812237824,0.18948999,298927795,300400000,4484295,5049659,1690761600,1693440000,0.0149,0.00263,0.34452,11.47,25.998,0.7600585,1672444800,1703980800,1688083200,0.427,228224992,0.77,1.8,2:1,887068800,10.638,18.954,TOR,EQUITY,REI-UN.TO,REI-UN.TO,RIOCAN REAL EST UN,RioCan Real Estate Investment Trust,830439000,America/Toronto,EDT,-14400000,19.76,24.75,22.0,23.94,24.0,1.8,buy,9,267423008,0.89,675955008,7122734080,0.167,0.47,1204400000,91.2,3.992,0.027090002,0.028970001,727027000,206242624,447545984,0.48,-0.076,0.61519,0.56124,0.55775,CAD,
