,address1,address2,city,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio
0,401 Atlantic Suites,Europort,Gibraltar,Gibraltar,353 696 8961,https://www.farmlandsofafrica.com,Farm Products,Consumer Defensive,"Buddhavarapu Farms S.A. owns and operates agriculture farms. It engages in the production of agricultural products including vegetables, rice, palm oil, and eucalyptus. The company is based in Gibraltar.","{'maxAge': 1, 'name': 'Mr. S. N. Kumar Buddhavarapu', 'age': 57, 'title': 'Chairman and Chief Exec. Officer', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,5000,5000,0,0,0,460416,0.02,0.021,0.02,0.02,0.0,0.0,USD,0.0,9208340,-0.01,PNK,EQUITY,FLAF,FLAF,FARM LANDS OF AFRICA INC,"Farm Lands of Africa, Inc.",1251811800,America/New_York,EDT,-14400000,0.021,none,0.0,0.0,0.0,
