,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,600 South Airport Road,Mansfield,OH,44903,United States,419 755 1011,https://www.gormanrupp.com,Specialty Industrial Machinery,Industrials,"The Gorman-Rupp Company designs, manufactures, and sells pumps and pump systems in the United States and internationally. The company's products include self-priming centrifugal, standard centrifugal, magnetic drive centrifugal, axial and mixed flow, vertical turbine line shaft, submersible, high-pressure booster, rotary gear, diaphragm, bellows, and oscillating pumps. Its products are used in water, wastewater, construction, dewatering, industrial, petroleum, original equipment, agriculture, fire supression, military, and other liquid-handling applications, as well as in heating, ventilating, and air conditioning applications. The company markets its products through a network of distributors, manufacturers' representatives, third-party distributor catalogs, direct sales, and commerce. The Gorman-Rupp Company was founded in 1933 and is headquartered in Mansfield, Ohio.",1420,"{'maxAge': 1, 'name': 'Mr. Jeffrey S. Gorman', 'age': 69, 'title': 'Exec. Chairman', 'yearBorn': 1953, 'fiscalYear': 2022, 'totalPay': 530107, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,5,6,4,1693526400,1672444800,86400,2,32.1,32.05,31.51,32.16,32.1,32.05,31.51,32.16,0.7,0.0218,1691971200,0.83730006,1.9,0.850276,38.156628,19.310976,197866,197866,53064,68460,68460,31.66,32.46,800,2200,829563968,22.67,33.74,1.314092,30.802,27.3054,0.695,0.021651091,USD,1257559296,0.03429,24063902,26194000,134084,137061,1690761600,1693440000,0.0050999997,0.13334,0.60502,2.52,0.0058999998,13.04,2.428681,1672444800,1703980800,1688083200,21645000,0.83,1.64,1.73,5:4,1386720000,1.992,12.791,NYQ,EQUITY,GRC,GRC,Gorman-Rupp Company (The),The Gorman-Rupp Company,322151400,America/New_York,EDT,-14400000,31.67,41.0,40.0,40.5,40.5,1.0,strong_buy,2,12173000,0.465,98314000,428904992,1.186,2.504,631283008,125.646,24.164,0.04935,0.06473,132343000,13821625,44849000,0.436,0.27622998,0.15574001,0.1112,USD,
1,600 South Airport Road,Mansfield,OH,44903,United States,419 755 1011,https://www.gormanrupp.com,Specialty Industrial Machinery,Industrials,"The Gorman-Rupp Company designs, manufactures, and sells pumps and pump systems in the United States and internationally. The company's products include self-priming centrifugal, standard centrifugal, magnetic drive centrifugal, axial and mixed flow, vertical turbine line shaft, submersible, high-pressure booster, rotary gear, diaphragm, bellows, and oscillating pumps. Its products are used in water, wastewater, construction, dewatering, industrial, petroleum, original equipment, agriculture, fire supression, military, and other liquid-handling applications, as well as in heating, ventilating, and air conditioning applications. The company markets its products through a network of distributors, manufacturers' representatives, third-party distributor catalogs, direct sales, and commerce. The Gorman-Rupp Company was founded in 1933 and is headquartered in Mansfield, Ohio.",1420,"{'maxAge': 1, 'name': 'Mr. Scott A. King', 'age': 47, 'title': 'Pres, CEO & Director', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 899698, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,5,6,4,1693526400,1672444800,86400,2,32.1,32.05,31.51,32.16,32.1,32.05,31.51,32.16,0.7,0.0218,1691971200,0.83730006,1.9,0.850276,38.156628,19.310976,197866,197866,53064,68460,68460,31.66,32.46,800,2200,829563968,22.67,33.74,1.314092,30.802,27.3054,0.695,0.021651091,USD,1257559296,0.03429,24063902,26194000,134084,137061,1690761600,1693440000,0.0050999997,0.13334,0.60502,2.52,0.0058999998,13.04,2.428681,1672444800,1703980800,1688083200,21645000,0.83,1.64,1.73,5:4,1386720000,1.992,12.791,NYQ,EQUITY,GRC,GRC,Gorman-Rupp Company (The),The Gorman-Rupp Company,322151400,America/New_York,EDT,-14400000,31.67,41.0,40.0,40.5,40.5,1.0,strong_buy,2,12173000,0.465,98314000,428904992,1.186,2.504,631283008,125.646,24.164,0.04935,0.06473,132343000,13821625,44849000,0.436,0.27622998,0.15574001,0.1112,USD,
2,600 South Airport Road,Mansfield,OH,44903,United States,419 755 1011,https://www.gormanrupp.com,Specialty Industrial Machinery,Industrials,"The Gorman-Rupp Company designs, manufactures, and sells pumps and pump systems in the United States and internationally. The company's products include self-priming centrifugal, standard centrifugal, magnetic drive centrifugal, axial and mixed flow, vertical turbine line shaft, submersible, high-pressure booster, rotary gear, diaphragm, bellows, and oscillating pumps. Its products are used in water, wastewater, construction, dewatering, industrial, petroleum, original equipment, agriculture, fire supression, military, and other liquid-handling applications, as well as in heating, ventilating, and air conditioning applications. The company markets its products through a network of distributors, manufacturers' representatives, third-party distributor catalogs, direct sales, and commerce. The Gorman-Rupp Company was founded in 1933 and is headquartered in Mansfield, Ohio.",1420,"{'maxAge': 1, 'name': 'Mr. James C. Kerr', 'age': 60, 'title': 'Exec. VP & CFO', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 641074, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,5,6,4,1693526400,1672444800,86400,2,32.1,32.05,31.51,32.16,32.1,32.05,31.51,32.16,0.7,0.0218,1691971200,0.83730006,1.9,0.850276,38.156628,19.310976,197866,197866,53064,68460,68460,31.66,32.46,800,2200,829563968,22.67,33.74,1.314092,30.802,27.3054,0.695,0.021651091,USD,1257559296,0.03429,24063902,26194000,134084,137061,1690761600,1693440000,0.0050999997,0.13334,0.60502,2.52,0.0058999998,13.04,2.428681,1672444800,1703980800,1688083200,21645000,0.83,1.64,1.73,5:4,1386720000,1.992,12.791,NYQ,EQUITY,GRC,GRC,Gorman-Rupp Company (The),The Gorman-Rupp Company,322151400,America/New_York,EDT,-14400000,31.67,41.0,40.0,40.5,40.5,1.0,strong_buy,2,12173000,0.465,98314000,428904992,1.186,2.504,631283008,125.646,24.164,0.04935,0.06473,132343000,13821625,44849000,0.436,0.27622998,0.15574001,0.1112,USD,
3,600 South Airport Road,Mansfield,OH,44903,United States,419 755 1011,https://www.gormanrupp.com,Specialty Industrial Machinery,Industrials,"The Gorman-Rupp Company designs, manufactures, and sells pumps and pump systems in the United States and internationally. The company's products include self-priming centrifugal, standard centrifugal, magnetic drive centrifugal, axial and mixed flow, vertical turbine line shaft, submersible, high-pressure booster, rotary gear, diaphragm, bellows, and oscillating pumps. Its products are used in water, wastewater, construction, dewatering, industrial, petroleum, original equipment, agriculture, fire supression, military, and other liquid-handling applications, as well as in heating, ventilating, and air conditioning applications. The company markets its products through a network of distributors, manufacturers' representatives, third-party distributor catalogs, direct sales, and commerce. The Gorman-Rupp Company was founded in 1933 and is headquartered in Mansfield, Ohio.",1420,"{'maxAge': 1, 'name': 'Ms. Brigette A. Burnell J.D.', 'age': 46, 'title': 'Exec. VP, Gen. Counsel & Corp. Sec.', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 572723, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,5,6,4,1693526400,1672444800,86400,2,32.1,32.05,31.51,32.16,32.1,32.05,31.51,32.16,0.7,0.0218,1691971200,0.83730006,1.9,0.850276,38.156628,19.310976,197866,197866,53064,68460,68460,31.66,32.46,800,2200,829563968,22.67,33.74,1.314092,30.802,27.3054,0.695,0.021651091,USD,1257559296,0.03429,24063902,26194000,134084,137061,1690761600,1693440000,0.0050999997,0.13334,0.60502,2.52,0.0058999998,13.04,2.428681,1672444800,1703980800,1688083200,21645000,0.83,1.64,1.73,5:4,1386720000,1.992,12.791,NYQ,EQUITY,GRC,GRC,Gorman-Rupp Company (The),The Gorman-Rupp Company,322151400,America/New_York,EDT,-14400000,31.67,41.0,40.0,40.5,40.5,1.0,strong_buy,2,12173000,0.465,98314000,428904992,1.186,2.504,631283008,125.646,24.164,0.04935,0.06473,132343000,13821625,44849000,0.436,0.27622998,0.15574001,0.1112,USD,
4,600 South Airport Road,Mansfield,OH,44903,United States,419 755 1011,https://www.gormanrupp.com,Specialty Industrial Machinery,Industrials,"The Gorman-Rupp Company designs, manufactures, and sells pumps and pump systems in the United States and internationally. The company's products include self-priming centrifugal, standard centrifugal, magnetic drive centrifugal, axial and mixed flow, vertical turbine line shaft, submersible, high-pressure booster, rotary gear, diaphragm, bellows, and oscillating pumps. Its products are used in water, wastewater, construction, dewatering, industrial, petroleum, original equipment, agriculture, fire supression, military, and other liquid-handling applications, as well as in heating, ventilating, and air conditioning applications. The company markets its products through a network of distributors, manufacturers' representatives, third-party distributor catalogs, direct sales, and commerce. The Gorman-Rupp Company was founded in 1933 and is headquartered in Mansfield, Ohio.",1420,"{'maxAge': 1, 'name': 'Ms. Barbara A. Woodman', 'title': 'VP of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,5,6,4,1693526400,1672444800,86400,2,32.1,32.05,31.51,32.16,32.1,32.05,31.51,32.16,0.7,0.0218,1691971200,0.83730006,1.9,0.850276,38.156628,19.310976,197866,197866,53064,68460,68460,31.66,32.46,800,2200,829563968,22.67,33.74,1.314092,30.802,27.3054,0.695,0.021651091,USD,1257559296,0.03429,24063902,26194000,134084,137061,1690761600,1693440000,0.0050999997,0.13334,0.60502,2.52,0.0058999998,13.04,2.428681,1672444800,1703980800,1688083200,21645000,0.83,1.64,1.73,5:4,1386720000,1.992,12.791,NYQ,EQUITY,GRC,GRC,Gorman-Rupp Company (The),The Gorman-Rupp Company,322151400,America/New_York,EDT,-14400000,31.67,41.0,40.0,40.5,40.5,1.0,strong_buy,2,12173000,0.465,98314000,428904992,1.186,2.504,631283008,125.646,24.164,0.04935,0.06473,132343000,13821625,44849000,0.436,0.27622998,0.15574001,0.1112,USD,
5,600 South Airport Road,Mansfield,OH,44903,United States,419 755 1011,https://www.gormanrupp.com,Specialty Industrial Machinery,Industrials,"The Gorman-Rupp Company designs, manufactures, and sells pumps and pump systems in the United States and internationally. The company's products include self-priming centrifugal, standard centrifugal, magnetic drive centrifugal, axial and mixed flow, vertical turbine line shaft, submersible, high-pressure booster, rotary gear, diaphragm, bellows, and oscillating pumps. Its products are used in water, wastewater, construction, dewatering, industrial, petroleum, original equipment, agriculture, fire supression, military, and other liquid-handling applications, as well as in heating, ventilating, and air conditioning applications. The company markets its products through a network of distributors, manufacturers' representatives, third-party distributor catalogs, direct sales, and commerce. The Gorman-Rupp Company was founded in 1933 and is headquartered in Mansfield, Ohio.",1420,"{'maxAge': 1, 'name': 'Ms. Angela M. Morehead', 'title': 'Treasurer & Assistant Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,5,6,4,1693526400,1672444800,86400,2,32.1,32.05,31.51,32.16,32.1,32.05,31.51,32.16,0.7,0.0218,1691971200,0.83730006,1.9,0.850276,38.156628,19.310976,197866,197866,53064,68460,68460,31.66,32.46,800,2200,829563968,22.67,33.74,1.314092,30.802,27.3054,0.695,0.021651091,USD,1257559296,0.03429,24063902,26194000,134084,137061,1690761600,1693440000,0.0050999997,0.13334,0.60502,2.52,0.0058999998,13.04,2.428681,1672444800,1703980800,1688083200,21645000,0.83,1.64,1.73,5:4,1386720000,1.992,12.791,NYQ,EQUITY,GRC,GRC,Gorman-Rupp Company (The),The Gorman-Rupp Company,322151400,America/New_York,EDT,-14400000,31.67,41.0,40.0,40.5,40.5,1.0,strong_buy,2,12173000,0.465,98314000,428904992,1.186,2.504,631283008,125.646,24.164,0.04935,0.06473,132343000,13821625,44849000,0.436,0.27622998,0.15574001,0.1112,USD,
