,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7961 Shaffer Parkway,Suite 5,Littleton,CO,80127,United States,720 981 1185,720 981 1186,https://www.vistagold.com,Gold,Basic Materials,"Vista Gold Corp., together with its subsidiaries, engages in the evaluation, acquisition, exploration, and advancement of gold exploration and development projects primarily in Australia. The company's flagship asset is the 100% owned Mt Todd gold project located in Northern Territory, Australia. Vista Gold Corp. was incorporated in 1983 and is headquartered in Littleton, Colorado.",14,"{'maxAge': 1, 'name': 'Mr. Frederick H. Earnest B.Sc.', 'age': 60, 'title': 'Pres, CEO & Director', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 362200, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.473,0.475,0.46,0.477,0.473,0.475,0.46,0.477,0.0,1.366182,-4.249091,95347,95347,147296,106330,106330,0.4601,0.47,1000,1400,56596532,0.45,0.76,0.5002,0.55785,0.0,0.0,USD,51288856,0.0,96921652,121088000,76051,35084,1690761600,1693440000,0.00059999997,0.03621,0.29794002,0.57,0.0008,0.065,7.1907697,1672444800,1703980800,1688083200,-6661000,-0.06,-0.11,1:20,1024444800,-7.575,ASE,EQUITY,VGZ,VGZ,Vista Gold Corp,Vista Gold Corp.,470586600,America/New_York,EDT,-14400000,0.4674,2.5,2.5,2.5,2.5,2.0,buy,1,5986000,0.049,-6771000,0,7.897,8.348,-0.37840998,-0.64498,-3755500,-6156000,0.0,0.0,0.0,USD,
1,7961 Shaffer Parkway,Suite 5,Littleton,CO,80127,United States,720 981 1185,720 981 1186,https://www.vistagold.com,Gold,Basic Materials,"Vista Gold Corp., together with its subsidiaries, engages in the evaluation, acquisition, exploration, and advancement of gold exploration and development projects primarily in Australia. The company's flagship asset is the 100% owned Mt Todd gold project located in Northern Territory, Australia. Vista Gold Corp. was incorporated in 1983 and is headquartered in Littleton, Colorado.",14,"{'maxAge': 1, 'name': 'Mr. Douglas L. Tobler', 'age': 63, 'title': 'Chief Financial Officer', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 287200, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.473,0.475,0.46,0.477,0.473,0.475,0.46,0.477,0.0,1.366182,-4.249091,95347,95347,147296,106330,106330,0.4601,0.47,1000,1400,56596532,0.45,0.76,0.5002,0.55785,0.0,0.0,USD,51288856,0.0,96921652,121088000,76051,35084,1690761600,1693440000,0.00059999997,0.03621,0.29794002,0.57,0.0008,0.065,7.1907697,1672444800,1703980800,1688083200,-6661000,-0.06,-0.11,1:20,1024444800,-7.575,ASE,EQUITY,VGZ,VGZ,Vista Gold Corp,Vista Gold Corp.,470586600,America/New_York,EDT,-14400000,0.4674,2.5,2.5,2.5,2.5,2.0,buy,1,5986000,0.049,-6771000,0,7.897,8.348,-0.37840998,-0.64498,-3755500,-6156000,0.0,0.0,0.0,USD,
2,7961 Shaffer Parkway,Suite 5,Littleton,CO,80127,United States,720 981 1185,720 981 1186,https://www.vistagold.com,Gold,Basic Materials,"Vista Gold Corp., together with its subsidiaries, engages in the evaluation, acquisition, exploration, and advancement of gold exploration and development projects primarily in Australia. The company's flagship asset is the 100% owned Mt Todd gold project located in Northern Territory, Australia. Vista Gold Corp. was incorporated in 1983 and is headquartered in Littleton, Colorado.",14,"{'maxAge': 1, 'name': 'Mr. John W. Rozelle', 'age': 67, 'title': 'Sr. VP', 'yearBorn': 1955, 'fiscalYear': 2022, 'totalPay': 252200, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.473,0.475,0.46,0.477,0.473,0.475,0.46,0.477,0.0,1.366182,-4.249091,95347,95347,147296,106330,106330,0.4601,0.47,1000,1400,56596532,0.45,0.76,0.5002,0.55785,0.0,0.0,USD,51288856,0.0,96921652,121088000,76051,35084,1690761600,1693440000,0.00059999997,0.03621,0.29794002,0.57,0.0008,0.065,7.1907697,1672444800,1703980800,1688083200,-6661000,-0.06,-0.11,1:20,1024444800,-7.575,ASE,EQUITY,VGZ,VGZ,Vista Gold Corp,Vista Gold Corp.,470586600,America/New_York,EDT,-14400000,0.4674,2.5,2.5,2.5,2.5,2.0,buy,1,5986000,0.049,-6771000,0,7.897,8.348,-0.37840998,-0.64498,-3755500,-6156000,0.0,0.0,0.0,USD,
3,7961 Shaffer Parkway,Suite 5,Littleton,CO,80127,United States,720 981 1185,720 981 1186,https://www.vistagold.com,Gold,Basic Materials,"Vista Gold Corp., together with its subsidiaries, engages in the evaluation, acquisition, exploration, and advancement of gold exploration and development projects primarily in Australia. The company's flagship asset is the 100% owned Mt Todd gold project located in Northern Territory, Australia. Vista Gold Corp. was incorporated in 1983 and is headquartered in Littleton, Colorado.",14,"{'maxAge': 1, 'name': 'Ms. Pamela  Solly', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.473,0.475,0.46,0.477,0.473,0.475,0.46,0.477,0.0,1.366182,-4.249091,95347,95347,147296,106330,106330,0.4601,0.47,1000,1400,56596532,0.45,0.76,0.5002,0.55785,0.0,0.0,USD,51288856,0.0,96921652,121088000,76051,35084,1690761600,1693440000,0.00059999997,0.03621,0.29794002,0.57,0.0008,0.065,7.1907697,1672444800,1703980800,1688083200,-6661000,-0.06,-0.11,1:20,1024444800,-7.575,ASE,EQUITY,VGZ,VGZ,Vista Gold Corp,Vista Gold Corp.,470586600,America/New_York,EDT,-14400000,0.4674,2.5,2.5,2.5,2.5,2.0,buy,1,5986000,0.049,-6771000,0,7.897,8.348,-0.37840998,-0.64498,-3755500,-6156000,0.0,0.0,0.0,USD,
