,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,20 Carlson Court,Suite 105,Toronto,ON,M9W 7K6,Canada,416 297 2600,https://www.aecon.com,Engineering & Construction,Engineering & Construction,Industrials,Industrials,"Aecon Group Inc., together with its subsidiaries, provide construction and infrastructure development services to private and public sector clients in Canada, the United States, and internationally. It operates through two segments, Construction and Concessions. The Construction segment focuses primarily on the civil infrastructure, urban transportation systems, nuclear power infrastructure, utility infrastructure, and conventional industrial infrastructure market sectors. The Concessions segment engages in the development, building, construction, financing, and operation of construction projects by way of public-private partnership contract structures. The company was formerly known as Prefac Concrete Co. Ltd. and changed its name to Aecon Group Inc. in June 2001. Aecon Group Inc. was founded in 1877 and is headquartered in Toronto, Canada.",10105,"{'maxAge': 1, 'name': 'Mr. Jean-Louis  Servranckx', 'age': 61, 'title': 'Pres, CEO & Director', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 2894491, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,5,2,1693526400,1672444800,86400,2,11.16,11.16,11.06,11.23,11.16,11.16,11.06,11.23,0.74,0.066300005,1695254400,0.64910007,4.34,0.926561,9.719298,10.35514,209968,209968,239162,195420,195420,11.08,11.1,0,0,683583936,8.29,14.04,0.14061546,11.3564,11.69645,0.74,0.066308245,CAD,844587712,0.015,57355051,61695300,1904524,2387569,1690761600,1693440000,0.0309,0.01651,0.24115999,9.39,61695300,15.373,0.72074413,1672444800,1703980800,1688083200,72945000,1.14,1.07,7.83,0.174,8.898,-0.024647892,0.14113986,0.185,1687392000,TOR,EQUITY,ARE.TO,ARE.TO,AECON GROUP INC,Aecon Group Inc.,826554600,America/Toronto,EDT,d8a67c0e-82f2-3917-8f5b-ae657f4fbd43,finmb_873917,-14400000,11.08,17.0,10.0,13.81,13.5,2.3,buy,12,359439008,5.826,94918000,515507008,0.938,1.266,4861370880,54.353,79.266,0.00958,0.07891,355957000,-232632752,-209491008,0.039,0.06774,0.01952,0.0111,CAD,
1,20 Carlson Court,Suite 105,Toronto,ON,M9W 7K6,Canada,416 297 2600,https://www.aecon.com,Engineering & Construction,Engineering & Construction,Industrials,Industrials,"Aecon Group Inc., together with its subsidiaries, provide construction and infrastructure development services to private and public sector clients in Canada, the United States, and internationally. It operates through two segments, Construction and Concessions. The Construction segment focuses primarily on the civil infrastructure, urban transportation systems, nuclear power infrastructure, utility infrastructure, and conventional industrial infrastructure market sectors. The Concessions segment engages in the development, building, construction, financing, and operation of construction projects by way of public-private partnership contract structures. The company was formerly known as Prefac Concrete Co. Ltd. and changed its name to Aecon Group Inc. in June 2001. Aecon Group Inc. was founded in 1877 and is headquartered in Toronto, Canada.",10105,"{'maxAge': 1, 'name': 'Mr. David  Smales', 'age': 52, 'title': 'Exec. VP & CFO', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1448963, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,5,2,1693526400,1672444800,86400,2,11.16,11.16,11.06,11.23,11.16,11.16,11.06,11.23,0.74,0.066300005,1695254400,0.64910007,4.34,0.926561,9.719298,10.35514,209968,209968,239162,195420,195420,11.08,11.1,0,0,683583936,8.29,14.04,0.14061546,11.3564,11.69645,0.74,0.066308245,CAD,844587712,0.015,57355051,61695300,1904524,2387569,1690761600,1693440000,0.0309,0.01651,0.24115999,9.39,61695300,15.373,0.72074413,1672444800,1703980800,1688083200,72945000,1.14,1.07,7.83,0.174,8.898,-0.024647892,0.14113986,0.185,1687392000,TOR,EQUITY,ARE.TO,ARE.TO,AECON GROUP INC,Aecon Group Inc.,826554600,America/Toronto,EDT,d8a67c0e-82f2-3917-8f5b-ae657f4fbd43,finmb_873917,-14400000,11.08,17.0,10.0,13.81,13.5,2.3,buy,12,359439008,5.826,94918000,515507008,0.938,1.266,4861370880,54.353,79.266,0.00958,0.07891,355957000,-232632752,-209491008,0.039,0.06774,0.01952,0.0111,CAD,
2,20 Carlson Court,Suite 105,Toronto,ON,M9W 7K6,Canada,416 297 2600,https://www.aecon.com,Engineering & Construction,Engineering & Construction,Industrials,Industrials,"Aecon Group Inc., together with its subsidiaries, provide construction and infrastructure development services to private and public sector clients in Canada, the United States, and internationally. It operates through two segments, Construction and Concessions. The Construction segment focuses primarily on the civil infrastructure, urban transportation systems, nuclear power infrastructure, utility infrastructure, and conventional industrial infrastructure market sectors. The Concessions segment engages in the development, building, construction, financing, and operation of construction projects by way of public-private partnership contract structures. The company was formerly known as Prefac Concrete Co. Ltd. and changed its name to Aecon Group Inc. in June 2001. Aecon Group Inc. was founded in 1877 and is headquartered in Toronto, Canada.",10105,"{'maxAge': 1, 'name': 'Mr. Steven N. Nackan', 'title': 'Exec. VP & Pres of Concessions', 'fiscalYear': 2022, 'totalPay': 962844, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,5,2,1693526400,1672444800,86400,2,11.16,11.16,11.06,11.23,11.16,11.16,11.06,11.23,0.74,0.066300005,1695254400,0.64910007,4.34,0.926561,9.719298,10.35514,209968,209968,239162,195420,195420,11.08,11.1,0,0,683583936,8.29,14.04,0.14061546,11.3564,11.69645,0.74,0.066308245,CAD,844587712,0.015,57355051,61695300,1904524,2387569,1690761600,1693440000,0.0309,0.01651,0.24115999,9.39,61695300,15.373,0.72074413,1672444800,1703980800,1688083200,72945000,1.14,1.07,7.83,0.174,8.898,-0.024647892,0.14113986,0.185,1687392000,TOR,EQUITY,ARE.TO,ARE.TO,AECON GROUP INC,Aecon Group Inc.,826554600,America/Toronto,EDT,d8a67c0e-82f2-3917-8f5b-ae657f4fbd43,finmb_873917,-14400000,11.08,17.0,10.0,13.81,13.5,2.3,buy,12,359439008,5.826,94918000,515507008,0.938,1.266,4861370880,54.353,79.266,0.00958,0.07891,355957000,-232632752,-209491008,0.039,0.06774,0.01952,0.0111,CAD,
3,20 Carlson Court,Suite 105,Toronto,ON,M9W 7K6,Canada,416 297 2600,https://www.aecon.com,Engineering & Construction,Engineering & Construction,Industrials,Industrials,"Aecon Group Inc., together with its subsidiaries, provide construction and infrastructure development services to private and public sector clients in Canada, the United States, and internationally. It operates through two segments, Construction and Concessions. The Construction segment focuses primarily on the civil infrastructure, urban transportation systems, nuclear power infrastructure, utility infrastructure, and conventional industrial infrastructure market sectors. The Concessions segment engages in the development, building, construction, financing, and operation of construction projects by way of public-private partnership contract structures. The company was formerly known as Prefac Concrete Co. Ltd. and changed its name to Aecon Group Inc. in June 2001. Aecon Group Inc. was founded in 1877 and is headquartered in Toronto, Canada.",10105,"{'maxAge': 1, 'name': 'Mr. Eric  MacDonald', 'title': 'Exec. VP of Utilities', 'fiscalYear': 2022, 'totalPay': 1008516, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,5,2,1693526400,1672444800,86400,2,11.16,11.16,11.06,11.23,11.16,11.16,11.06,11.23,0.74,0.066300005,1695254400,0.64910007,4.34,0.926561,9.719298,10.35514,209968,209968,239162,195420,195420,11.08,11.1,0,0,683583936,8.29,14.04,0.14061546,11.3564,11.69645,0.74,0.066308245,CAD,844587712,0.015,57355051,61695300,1904524,2387569,1690761600,1693440000,0.0309,0.01651,0.24115999,9.39,61695300,15.373,0.72074413,1672444800,1703980800,1688083200,72945000,1.14,1.07,7.83,0.174,8.898,-0.024647892,0.14113986,0.185,1687392000,TOR,EQUITY,ARE.TO,ARE.TO,AECON GROUP INC,Aecon Group Inc.,826554600,America/Toronto,EDT,d8a67c0e-82f2-3917-8f5b-ae657f4fbd43,finmb_873917,-14400000,11.08,17.0,10.0,13.81,13.5,2.3,buy,12,359439008,5.826,94918000,515507008,0.938,1.266,4861370880,54.353,79.266,0.00958,0.07891,355957000,-232632752,-209491008,0.039,0.06774,0.01952,0.0111,CAD,
4,20 Carlson Court,Suite 105,Toronto,ON,M9W 7K6,Canada,416 297 2600,https://www.aecon.com,Engineering & Construction,Engineering & Construction,Industrials,Industrials,"Aecon Group Inc., together with its subsidiaries, provide construction and infrastructure development services to private and public sector clients in Canada, the United States, and internationally. It operates through two segments, Construction and Concessions. The Construction segment focuses primarily on the civil infrastructure, urban transportation systems, nuclear power infrastructure, utility infrastructure, and conventional industrial infrastructure market sectors. The Concessions segment engages in the development, building, construction, financing, and operation of construction projects by way of public-private partnership contract structures. The company was formerly known as Prefac Concrete Co. Ltd. and changed its name to Aecon Group Inc. in June 2001. Aecon Group Inc. was founded in 1877 and is headquartered in Toronto, Canada.",10105,"{'maxAge': 1, 'name': 'Mr. Thomas  Clochard', 'title': 'Exec. VP of Civil & Nuclear', 'fiscalYear': 2022, 'totalPay': 927110, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,5,2,1693526400,1672444800,86400,2,11.16,11.16,11.06,11.23,11.16,11.16,11.06,11.23,0.74,0.066300005,1695254400,0.64910007,4.34,0.926561,9.719298,10.35514,209968,209968,239162,195420,195420,11.08,11.1,0,0,683583936,8.29,14.04,0.14061546,11.3564,11.69645,0.74,0.066308245,CAD,844587712,0.015,57355051,61695300,1904524,2387569,1690761600,1693440000,0.0309,0.01651,0.24115999,9.39,61695300,15.373,0.72074413,1672444800,1703980800,1688083200,72945000,1.14,1.07,7.83,0.174,8.898,-0.024647892,0.14113986,0.185,1687392000,TOR,EQUITY,ARE.TO,ARE.TO,AECON GROUP INC,Aecon Group Inc.,826554600,America/Toronto,EDT,d8a67c0e-82f2-3917-8f5b-ae657f4fbd43,finmb_873917,-14400000,11.08,17.0,10.0,13.81,13.5,2.3,buy,12,359439008,5.826,94918000,515507008,0.938,1.266,4861370880,54.353,79.266,0.00958,0.07891,355957000,-232632752,-209491008,0.039,0.06774,0.01952,0.0111,CAD,
5,20 Carlson Court,Suite 105,Toronto,ON,M9W 7K6,Canada,416 297 2600,https://www.aecon.com,Engineering & Construction,Engineering & Construction,Industrials,Industrials,"Aecon Group Inc., together with its subsidiaries, provide construction and infrastructure development services to private and public sector clients in Canada, the United States, and internationally. It operates through two segments, Construction and Concessions. The Construction segment focuses primarily on the civil infrastructure, urban transportation systems, nuclear power infrastructure, utility infrastructure, and conventional industrial infrastructure market sectors. The Concessions segment engages in the development, building, construction, financing, and operation of construction projects by way of public-private partnership contract structures. The company was formerly known as Prefac Concrete Co. Ltd. and changed its name to Aecon Group Inc. in June 2001. Aecon Group Inc. was founded in 1877 and is headquartered in Toronto, Canada.",10105,"{'maxAge': 1, 'name': 'Mr. Adam  Borgatti C.F.A., CPIR', 'title': 'Sr. VP of Corp. Devel. & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,5,2,1693526400,1672444800,86400,2,11.16,11.16,11.06,11.23,11.16,11.16,11.06,11.23,0.74,0.066300005,1695254400,0.64910007,4.34,0.926561,9.719298,10.35514,209968,209968,239162,195420,195420,11.08,11.1,0,0,683583936,8.29,14.04,0.14061546,11.3564,11.69645,0.74,0.066308245,CAD,844587712,0.015,57355051,61695300,1904524,2387569,1690761600,1693440000,0.0309,0.01651,0.24115999,9.39,61695300,15.373,0.72074413,1672444800,1703980800,1688083200,72945000,1.14,1.07,7.83,0.174,8.898,-0.024647892,0.14113986,0.185,1687392000,TOR,EQUITY,ARE.TO,ARE.TO,AECON GROUP INC,Aecon Group Inc.,826554600,America/Toronto,EDT,d8a67c0e-82f2-3917-8f5b-ae657f4fbd43,finmb_873917,-14400000,11.08,17.0,10.0,13.81,13.5,2.3,buy,12,359439008,5.826,94918000,515507008,0.938,1.266,4861370880,54.353,79.266,0.00958,0.07891,355957000,-232632752,-209491008,0.039,0.06774,0.01952,0.0111,CAD,
6,20 Carlson Court,Suite 105,Toronto,ON,M9W 7K6,Canada,416 297 2600,https://www.aecon.com,Engineering & Construction,Engineering & Construction,Industrials,Industrials,"Aecon Group Inc., together with its subsidiaries, provide construction and infrastructure development services to private and public sector clients in Canada, the United States, and internationally. It operates through two segments, Construction and Concessions. The Construction segment focuses primarily on the civil infrastructure, urban transportation systems, nuclear power infrastructure, utility infrastructure, and conventional industrial infrastructure market sectors. The Concessions segment engages in the development, building, construction, financing, and operation of construction projects by way of public-private partnership contract structures. The company was formerly known as Prefac Concrete Co. Ltd. and changed its name to Aecon Group Inc. in June 2001. Aecon Group Inc. was founded in 1877 and is headquartered in Toronto, Canada.",10105,"{'maxAge': 1, 'name': 'Mr. Dustin Sean Isaacs', 'title': 'Exec. VP & Chief Legal Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,5,2,1693526400,1672444800,86400,2,11.16,11.16,11.06,11.23,11.16,11.16,11.06,11.23,0.74,0.066300005,1695254400,0.64910007,4.34,0.926561,9.719298,10.35514,209968,209968,239162,195420,195420,11.08,11.1,0,0,683583936,8.29,14.04,0.14061546,11.3564,11.69645,0.74,0.066308245,CAD,844587712,0.015,57355051,61695300,1904524,2387569,1690761600,1693440000,0.0309,0.01651,0.24115999,9.39,61695300,15.373,0.72074413,1672444800,1703980800,1688083200,72945000,1.14,1.07,7.83,0.174,8.898,-0.024647892,0.14113986,0.185,1687392000,TOR,EQUITY,ARE.TO,ARE.TO,AECON GROUP INC,Aecon Group Inc.,826554600,America/Toronto,EDT,d8a67c0e-82f2-3917-8f5b-ae657f4fbd43,finmb_873917,-14400000,11.08,17.0,10.0,13.81,13.5,2.3,buy,12,359439008,5.826,94918000,515507008,0.938,1.266,4861370880,54.353,79.266,0.00958,0.07891,355957000,-232632752,-209491008,0.039,0.06774,0.01952,0.0111,CAD,
7,20 Carlson Court,Suite 105,Toronto,ON,M9W 7K6,Canada,416 297 2600,https://www.aecon.com,Engineering & Construction,Engineering & Construction,Industrials,Industrials,"Aecon Group Inc., together with its subsidiaries, provide construction and infrastructure development services to private and public sector clients in Canada, the United States, and internationally. It operates through two segments, Construction and Concessions. The Construction segment focuses primarily on the civil infrastructure, urban transportation systems, nuclear power infrastructure, utility infrastructure, and conventional industrial infrastructure market sectors. The Concessions segment engages in the development, building, construction, financing, and operation of construction projects by way of public-private partnership contract structures. The company was formerly known as Prefac Concrete Co. Ltd. and changed its name to Aecon Group Inc. in June 2001. Aecon Group Inc. was founded in 1877 and is headquartered in Toronto, Canada.",10105,"{'maxAge': 1, 'name': 'Ms. Gordana  Terkalas', 'title': 'Sr. VP of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,5,2,1693526400,1672444800,86400,2,11.16,11.16,11.06,11.23,11.16,11.16,11.06,11.23,0.74,0.066300005,1695254400,0.64910007,4.34,0.926561,9.719298,10.35514,209968,209968,239162,195420,195420,11.08,11.1,0,0,683583936,8.29,14.04,0.14061546,11.3564,11.69645,0.74,0.066308245,CAD,844587712,0.015,57355051,61695300,1904524,2387569,1690761600,1693440000,0.0309,0.01651,0.24115999,9.39,61695300,15.373,0.72074413,1672444800,1703980800,1688083200,72945000,1.14,1.07,7.83,0.174,8.898,-0.024647892,0.14113986,0.185,1687392000,TOR,EQUITY,ARE.TO,ARE.TO,AECON GROUP INC,Aecon Group Inc.,826554600,America/Toronto,EDT,d8a67c0e-82f2-3917-8f5b-ae657f4fbd43,finmb_873917,-14400000,11.08,17.0,10.0,13.81,13.5,2.3,buy,12,359439008,5.826,94918000,515507008,0.938,1.266,4861370880,54.353,79.266,0.00958,0.07891,355957000,-232632752,-209491008,0.039,0.06774,0.01952,0.0111,CAD,
8,20 Carlson Court,Suite 105,Toronto,ON,M9W 7K6,Canada,416 297 2600,https://www.aecon.com,Engineering & Construction,Engineering & Construction,Industrials,Industrials,"Aecon Group Inc., together with its subsidiaries, provide construction and infrastructure development services to private and public sector clients in Canada, the United States, and internationally. It operates through two segments, Construction and Concessions. The Construction segment focuses primarily on the civil infrastructure, urban transportation systems, nuclear power infrastructure, utility infrastructure, and conventional industrial infrastructure market sectors. The Concessions segment engages in the development, building, construction, financing, and operation of construction projects by way of public-private partnership contract structures. The company was formerly known as Prefac Concrete Co. Ltd. and changed its name to Aecon Group Inc. in June 2001. Aecon Group Inc. was founded in 1877 and is headquartered in Toronto, Canada.",10105,"{'maxAge': 1, 'name': 'Mr. Mark  Scherer', 'title': 'Exec. VP of Industrial & Chief Safety Officer', 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,5,2,1693526400,1672444800,86400,2,11.16,11.16,11.06,11.23,11.16,11.16,11.06,11.23,0.74,0.066300005,1695254400,0.64910007,4.34,0.926561,9.719298,10.35514,209968,209968,239162,195420,195420,11.08,11.1,0,0,683583936,8.29,14.04,0.14061546,11.3564,11.69645,0.74,0.066308245,CAD,844587712,0.015,57355051,61695300,1904524,2387569,1690761600,1693440000,0.0309,0.01651,0.24115999,9.39,61695300,15.373,0.72074413,1672444800,1703980800,1688083200,72945000,1.14,1.07,7.83,0.174,8.898,-0.024647892,0.14113986,0.185,1687392000,TOR,EQUITY,ARE.TO,ARE.TO,AECON GROUP INC,Aecon Group Inc.,826554600,America/Toronto,EDT,d8a67c0e-82f2-3917-8f5b-ae657f4fbd43,finmb_873917,-14400000,11.08,17.0,10.0,13.81,13.5,2.3,buy,12,359439008,5.826,94918000,515507008,0.938,1.266,4861370880,54.353,79.266,0.00958,0.07891,355957000,-232632752,-209491008,0.039,0.06774,0.01952,0.0111,CAD,
9,20 Carlson Court,Suite 105,Toronto,ON,M9W 7K6,Canada,416 297 2600,https://www.aecon.com,Engineering & Construction,Engineering & Construction,Industrials,Industrials,"Aecon Group Inc., together with its subsidiaries, provide construction and infrastructure development services to private and public sector clients in Canada, the United States, and internationally. It operates through two segments, Construction and Concessions. The Construction segment focuses primarily on the civil infrastructure, urban transportation systems, nuclear power infrastructure, utility infrastructure, and conventional industrial infrastructure market sectors. The Concessions segment engages in the development, building, construction, financing, and operation of construction projects by way of public-private partnership contract structures. The company was formerly known as Prefac Concrete Co. Ltd. and changed its name to Aecon Group Inc. in June 2001. Aecon Group Inc. was founded in 1877 and is headquartered in Toronto, Canada.",10105,"{'maxAge': 1, 'name': 'Mr. Mathew  Kattapuram', 'title': 'Sr. VP of Strategic Bus. Devel.', 'fiscalYear': 2017, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,5,2,1693526400,1672444800,86400,2,11.16,11.16,11.06,11.23,11.16,11.16,11.06,11.23,0.74,0.066300005,1695254400,0.64910007,4.34,0.926561,9.719298,10.35514,209968,209968,239162,195420,195420,11.08,11.1,0,0,683583936,8.29,14.04,0.14061546,11.3564,11.69645,0.74,0.066308245,CAD,844587712,0.015,57355051,61695300,1904524,2387569,1690761600,1693440000,0.0309,0.01651,0.24115999,9.39,61695300,15.373,0.72074413,1672444800,1703980800,1688083200,72945000,1.14,1.07,7.83,0.174,8.898,-0.024647892,0.14113986,0.185,1687392000,TOR,EQUITY,ARE.TO,ARE.TO,AECON GROUP INC,Aecon Group Inc.,826554600,America/Toronto,EDT,d8a67c0e-82f2-3917-8f5b-ae657f4fbd43,finmb_873917,-14400000,11.08,17.0,10.0,13.81,13.5,2.3,buy,12,359439008,5.826,94918000,515507008,0.938,1.266,4861370880,54.353,79.266,0.00958,0.07891,355957000,-232632752,-209491008,0.039,0.06774,0.01952,0.0111,CAD,
