,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2200 Airport Industrial Drive,Suite 100,Ball Ground,GA,30107,United States,770 721 8800,https://www.chartindustries.com,Specialty Industrial Machinery,Industrials,"Chart Industries, Inc. manufactures and sells engineered cryogenic equipment for the industrial gas and clean energy markets in the United States and internationally. The company operates in four segments: Cryo Tank Solutions, Heat Transfer Systems, Specialty Products, and Repair, Service & Leasing. It provides bulk and packaged gas cryogenic solutions for the storage, distribution, vaporization, and application of industrial gases; cryogenic trailers, ISO containers, bulk storage tanks, loading facilities, and regasification equipment for delivering liquefied natural gas (LNG) into virtual pipeline applications; and large vacuum insulated storage tanks as equipment for purchasers of standard liquefaction plants. The company also offers natural gas processing solutions; process technology, liquefaction capabilities, and critical equipment for the LNG, include small to mid-scale facilities, floating LNG applications, and large base-load export facilities; brazed aluminum heat exchangers, Core-in-Kettle heat exchangers, cold boxes, air cooled heat exchangers, pressure vessels, and pipe works; and air cooled heat exchangers and axial cooling fans for the HVAC, power, and refining applications. In addition, it provides highly engineered equipment that is used in specialty end-market applications for hydrogen, LNG, biofuels, CO2 Capture, food and beverage, aerospace, lasers, cannabis, and water treatment; and cryogenic components, include vacuum insulated pipes, specialty liquid nitrogen, end-use equipment, and cryogenic flow meters. Further, it provides extended warranties, plant start-up, parts, 24/7 support, monitoring and process optimization, repairing, maintenance, and upgrading services; plant services on equipment; and service locations that undertake installation, service, repair, maintenance, and refurbishment of cryogenic products, as well as equipment leasing solutions. Chart Industries, Inc. was founded in 1859 and is headquartered in Ball Ground, Georgia.",5178,"{'maxAge': 1, 'name': 'Ms. Jillian C. Evanko', 'age': 44, 'title': 'CEO, Pres & Director', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 1621715, 'exercisedValue': 0, 'unexercisedValue': 4033545}",2,1,3,6,2,1693526400,1672444800,86400,2,159.5,163.0,163.0,163.0,159.5,163.0,163.0,163.0,0.0,1.565006,223.28766,28.697184,56,56,22,15,15,159.5,161.0,30000,30000,7102855168,93.88,243.4,3.0974903,154.03,126.727,0.0,0.0,EUR,11038048256,-0.0022200001,41802048,42739100,0.00542,1.19916,63.713,2.5583475,1672444800,1703980800,1688083200,-0.3,34000000,0.73,5.68,1.1,4.814,27.101,FRA,EQUITY,I3N.F,I3N.F,"CHART INDS INC.  DL-,01","Chart Industries, Inc.",1348034400,Europe/Berlin,CEST,7200000,163.0,240.0,165.0,199.58,195.0,1.9,buy,19,189800000,4.521,407300000,4399300096,0.751,1.385,2293100032,156.715,58.341,0.02698,0.02411,406400000,-368600000,127800000,-0.859,1.243,0.28673,0.17762,0.118360005,USD,0.2512
1,2200 Airport Industrial Drive,Suite 100,Ball Ground,GA,30107,United States,770 721 8800,https://www.chartindustries.com,Specialty Industrial Machinery,Industrials,"Chart Industries, Inc. manufactures and sells engineered cryogenic equipment for the industrial gas and clean energy markets in the United States and internationally. The company operates in four segments: Cryo Tank Solutions, Heat Transfer Systems, Specialty Products, and Repair, Service & Leasing. It provides bulk and packaged gas cryogenic solutions for the storage, distribution, vaporization, and application of industrial gases; cryogenic trailers, ISO containers, bulk storage tanks, loading facilities, and regasification equipment for delivering liquefied natural gas (LNG) into virtual pipeline applications; and large vacuum insulated storage tanks as equipment for purchasers of standard liquefaction plants. The company also offers natural gas processing solutions; process technology, liquefaction capabilities, and critical equipment for the LNG, include small to mid-scale facilities, floating LNG applications, and large base-load export facilities; brazed aluminum heat exchangers, Core-in-Kettle heat exchangers, cold boxes, air cooled heat exchangers, pressure vessels, and pipe works; and air cooled heat exchangers and axial cooling fans for the HVAC, power, and refining applications. In addition, it provides highly engineered equipment that is used in specialty end-market applications for hydrogen, LNG, biofuels, CO2 Capture, food and beverage, aerospace, lasers, cannabis, and water treatment; and cryogenic components, include vacuum insulated pipes, specialty liquid nitrogen, end-use equipment, and cryogenic flow meters. Further, it provides extended warranties, plant start-up, parts, 24/7 support, monitoring and process optimization, repairing, maintenance, and upgrading services; plant services on equipment; and service locations that undertake installation, service, repair, maintenance, and refurbishment of cryogenic products, as well as equipment leasing solutions. Chart Industries, Inc. was founded in 1859 and is headquartered in Ball Ground, Georgia.",5178,"{'maxAge': 1, 'name': 'Mr. Joseph Robert Brinkman', 'age': 52, 'title': 'Chief Financial Officer', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 450500, 'exercisedValue': 0, 'unexercisedValue': 78043}",2,1,3,6,2,1693526400,1672444800,86400,2,159.5,163.0,163.0,163.0,159.5,163.0,163.0,163.0,0.0,1.565006,223.28766,28.697184,56,56,22,15,15,159.5,161.0,30000,30000,7102855168,93.88,243.4,3.0974903,154.03,126.727,0.0,0.0,EUR,11038048256,-0.0022200001,41802048,42739100,0.00542,1.19916,63.713,2.5583475,1672444800,1703980800,1688083200,-0.3,34000000,0.73,5.68,1.1,4.814,27.101,FRA,EQUITY,I3N.F,I3N.F,"CHART INDS INC.  DL-,01","Chart Industries, Inc.",1348034400,Europe/Berlin,CEST,7200000,163.0,240.0,165.0,199.58,195.0,1.9,buy,19,189800000,4.521,407300000,4399300096,0.751,1.385,2293100032,156.715,58.341,0.02698,0.02411,406400000,-368600000,127800000,-0.859,1.243,0.28673,0.17762,0.118360005,USD,0.2512
2,2200 Airport Industrial Drive,Suite 100,Ball Ground,GA,30107,United States,770 721 8800,https://www.chartindustries.com,Specialty Industrial Machinery,Industrials,"Chart Industries, Inc. manufactures and sells engineered cryogenic equipment for the industrial gas and clean energy markets in the United States and internationally. The company operates in four segments: Cryo Tank Solutions, Heat Transfer Systems, Specialty Products, and Repair, Service & Leasing. It provides bulk and packaged gas cryogenic solutions for the storage, distribution, vaporization, and application of industrial gases; cryogenic trailers, ISO containers, bulk storage tanks, loading facilities, and regasification equipment for delivering liquefied natural gas (LNG) into virtual pipeline applications; and large vacuum insulated storage tanks as equipment for purchasers of standard liquefaction plants. The company also offers natural gas processing solutions; process technology, liquefaction capabilities, and critical equipment for the LNG, include small to mid-scale facilities, floating LNG applications, and large base-load export facilities; brazed aluminum heat exchangers, Core-in-Kettle heat exchangers, cold boxes, air cooled heat exchangers, pressure vessels, and pipe works; and air cooled heat exchangers and axial cooling fans for the HVAC, power, and refining applications. In addition, it provides highly engineered equipment that is used in specialty end-market applications for hydrogen, LNG, biofuels, CO2 Capture, food and beverage, aerospace, lasers, cannabis, and water treatment; and cryogenic components, include vacuum insulated pipes, specialty liquid nitrogen, end-use equipment, and cryogenic flow meters. Further, it provides extended warranties, plant start-up, parts, 24/7 support, monitoring and process optimization, repairing, maintenance, and upgrading services; plant services on equipment; and service locations that undertake installation, service, repair, maintenance, and refurbishment of cryogenic products, as well as equipment leasing solutions. Chart Industries, Inc. was founded in 1859 and is headquartered in Ball Ground, Georgia.",5178,"{'maxAge': 1, 'name': 'Mr. Herbert G. Hotchkiss', 'age': 51, 'title': 'Gen. Counsel & Sec.', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 572408, 'exercisedValue': 0, 'unexercisedValue': 207180}",2,1,3,6,2,1693526400,1672444800,86400,2,159.5,163.0,163.0,163.0,159.5,163.0,163.0,163.0,0.0,1.565006,223.28766,28.697184,56,56,22,15,15,159.5,161.0,30000,30000,7102855168,93.88,243.4,3.0974903,154.03,126.727,0.0,0.0,EUR,11038048256,-0.0022200001,41802048,42739100,0.00542,1.19916,63.713,2.5583475,1672444800,1703980800,1688083200,-0.3,34000000,0.73,5.68,1.1,4.814,27.101,FRA,EQUITY,I3N.F,I3N.F,"CHART INDS INC.  DL-,01","Chart Industries, Inc.",1348034400,Europe/Berlin,CEST,7200000,163.0,240.0,165.0,199.58,195.0,1.9,buy,19,189800000,4.521,407300000,4399300096,0.751,1.385,2293100032,156.715,58.341,0.02698,0.02411,406400000,-368600000,127800000,-0.859,1.243,0.28673,0.17762,0.118360005,USD,0.2512
3,2200 Airport Industrial Drive,Suite 100,Ball Ground,GA,30107,United States,770 721 8800,https://www.chartindustries.com,Specialty Industrial Machinery,Industrials,"Chart Industries, Inc. manufactures and sells engineered cryogenic equipment for the industrial gas and clean energy markets in the United States and internationally. The company operates in four segments: Cryo Tank Solutions, Heat Transfer Systems, Specialty Products, and Repair, Service & Leasing. It provides bulk and packaged gas cryogenic solutions for the storage, distribution, vaporization, and application of industrial gases; cryogenic trailers, ISO containers, bulk storage tanks, loading facilities, and regasification equipment for delivering liquefied natural gas (LNG) into virtual pipeline applications; and large vacuum insulated storage tanks as equipment for purchasers of standard liquefaction plants. The company also offers natural gas processing solutions; process technology, liquefaction capabilities, and critical equipment for the LNG, include small to mid-scale facilities, floating LNG applications, and large base-load export facilities; brazed aluminum heat exchangers, Core-in-Kettle heat exchangers, cold boxes, air cooled heat exchangers, pressure vessels, and pipe works; and air cooled heat exchangers and axial cooling fans for the HVAC, power, and refining applications. In addition, it provides highly engineered equipment that is used in specialty end-market applications for hydrogen, LNG, biofuels, CO2 Capture, food and beverage, aerospace, lasers, cannabis, and water treatment; and cryogenic components, include vacuum insulated pipes, specialty liquid nitrogen, end-use equipment, and cryogenic flow meters. Further, it provides extended warranties, plant start-up, parts, 24/7 support, monitoring and process optimization, repairing, maintenance, and upgrading services; plant services on equipment; and service locations that undertake installation, service, repair, maintenance, and refurbishment of cryogenic products, as well as equipment leasing solutions. Chart Industries, Inc. was founded in 1859 and is headquartered in Ball Ground, Georgia.",5178,"{'maxAge': 1, 'name': 'Mr. Gerald F. Vinci', 'age': 56, 'title': 'Chief HR Officer', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 569884, 'exercisedValue': 0, 'unexercisedValue': 1572097}",2,1,3,6,2,1693526400,1672444800,86400,2,159.5,163.0,163.0,163.0,159.5,163.0,163.0,163.0,0.0,1.565006,223.28766,28.697184,56,56,22,15,15,159.5,161.0,30000,30000,7102855168,93.88,243.4,3.0974903,154.03,126.727,0.0,0.0,EUR,11038048256,-0.0022200001,41802048,42739100,0.00542,1.19916,63.713,2.5583475,1672444800,1703980800,1688083200,-0.3,34000000,0.73,5.68,1.1,4.814,27.101,FRA,EQUITY,I3N.F,I3N.F,"CHART INDS INC.  DL-,01","Chart Industries, Inc.",1348034400,Europe/Berlin,CEST,7200000,163.0,240.0,165.0,199.58,195.0,1.9,buy,19,189800000,4.521,407300000,4399300096,0.751,1.385,2293100032,156.715,58.341,0.02698,0.02411,406400000,-368600000,127800000,-0.859,1.243,0.28673,0.17762,0.118360005,USD,0.2512
4,2200 Airport Industrial Drive,Suite 100,Ball Ground,GA,30107,United States,770 721 8800,https://www.chartindustries.com,Specialty Industrial Machinery,Industrials,"Chart Industries, Inc. manufactures and sells engineered cryogenic equipment for the industrial gas and clean energy markets in the United States and internationally. The company operates in four segments: Cryo Tank Solutions, Heat Transfer Systems, Specialty Products, and Repair, Service & Leasing. It provides bulk and packaged gas cryogenic solutions for the storage, distribution, vaporization, and application of industrial gases; cryogenic trailers, ISO containers, bulk storage tanks, loading facilities, and regasification equipment for delivering liquefied natural gas (LNG) into virtual pipeline applications; and large vacuum insulated storage tanks as equipment for purchasers of standard liquefaction plants. The company also offers natural gas processing solutions; process technology, liquefaction capabilities, and critical equipment for the LNG, include small to mid-scale facilities, floating LNG applications, and large base-load export facilities; brazed aluminum heat exchangers, Core-in-Kettle heat exchangers, cold boxes, air cooled heat exchangers, pressure vessels, and pipe works; and air cooled heat exchangers and axial cooling fans for the HVAC, power, and refining applications. In addition, it provides highly engineered equipment that is used in specialty end-market applications for hydrogen, LNG, biofuels, CO2 Capture, food and beverage, aerospace, lasers, cannabis, and water treatment; and cryogenic components, include vacuum insulated pipes, specialty liquid nitrogen, end-use equipment, and cryogenic flow meters. Further, it provides extended warranties, plant start-up, parts, 24/7 support, monitoring and process optimization, repairing, maintenance, and upgrading services; plant services on equipment; and service locations that undertake installation, service, repair, maintenance, and refurbishment of cryogenic products, as well as equipment leasing solutions. Chart Industries, Inc. was founded in 1859 and is headquartered in Ball Ground, Georgia.",5178,"{'maxAge': 1, 'name': 'Mr. Joseph A. Belling', 'age': 52, 'title': 'Chief Commercial Officer', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 488225, 'exercisedValue': 0, 'unexercisedValue': 103138}",2,1,3,6,2,1693526400,1672444800,86400,2,159.5,163.0,163.0,163.0,159.5,163.0,163.0,163.0,0.0,1.565006,223.28766,28.697184,56,56,22,15,15,159.5,161.0,30000,30000,7102855168,93.88,243.4,3.0974903,154.03,126.727,0.0,0.0,EUR,11038048256,-0.0022200001,41802048,42739100,0.00542,1.19916,63.713,2.5583475,1672444800,1703980800,1688083200,-0.3,34000000,0.73,5.68,1.1,4.814,27.101,FRA,EQUITY,I3N.F,I3N.F,"CHART INDS INC.  DL-,01","Chart Industries, Inc.",1348034400,Europe/Berlin,CEST,7200000,163.0,240.0,165.0,199.58,195.0,1.9,buy,19,189800000,4.521,407300000,4399300096,0.751,1.385,2293100032,156.715,58.341,0.02698,0.02411,406400000,-368600000,127800000,-0.859,1.243,0.28673,0.17762,0.118360005,USD,0.2512
5,2200 Airport Industrial Drive,Suite 100,Ball Ground,GA,30107,United States,770 721 8800,https://www.chartindustries.com,Specialty Industrial Machinery,Industrials,"Chart Industries, Inc. manufactures and sells engineered cryogenic equipment for the industrial gas and clean energy markets in the United States and internationally. The company operates in four segments: Cryo Tank Solutions, Heat Transfer Systems, Specialty Products, and Repair, Service & Leasing. It provides bulk and packaged gas cryogenic solutions for the storage, distribution, vaporization, and application of industrial gases; cryogenic trailers, ISO containers, bulk storage tanks, loading facilities, and regasification equipment for delivering liquefied natural gas (LNG) into virtual pipeline applications; and large vacuum insulated storage tanks as equipment for purchasers of standard liquefaction plants. The company also offers natural gas processing solutions; process technology, liquefaction capabilities, and critical equipment for the LNG, include small to mid-scale facilities, floating LNG applications, and large base-load export facilities; brazed aluminum heat exchangers, Core-in-Kettle heat exchangers, cold boxes, air cooled heat exchangers, pressure vessels, and pipe works; and air cooled heat exchangers and axial cooling fans for the HVAC, power, and refining applications. In addition, it provides highly engineered equipment that is used in specialty end-market applications for hydrogen, LNG, biofuels, CO2 Capture, food and beverage, aerospace, lasers, cannabis, and water treatment; and cryogenic components, include vacuum insulated pipes, specialty liquid nitrogen, end-use equipment, and cryogenic flow meters. Further, it provides extended warranties, plant start-up, parts, 24/7 support, monitoring and process optimization, repairing, maintenance, and upgrading services; plant services on equipment; and service locations that undertake installation, service, repair, maintenance, and refurbishment of cryogenic products, as well as equipment leasing solutions. Chart Industries, Inc. was founded in 1859 and is headquartered in Ball Ground, Georgia.",5178,"{'maxAge': 1, 'name': 'Ms. Stephanie Winn Everett', 'age': 47, 'title': 'Chief Accounting Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,3,6,2,1693526400,1672444800,86400,2,159.5,163.0,163.0,163.0,159.5,163.0,163.0,163.0,0.0,1.565006,223.28766,28.697184,56,56,22,15,15,159.5,161.0,30000,30000,7102855168,93.88,243.4,3.0974903,154.03,126.727,0.0,0.0,EUR,11038048256,-0.0022200001,41802048,42739100,0.00542,1.19916,63.713,2.5583475,1672444800,1703980800,1688083200,-0.3,34000000,0.73,5.68,1.1,4.814,27.101,FRA,EQUITY,I3N.F,I3N.F,"CHART INDS INC.  DL-,01","Chart Industries, Inc.",1348034400,Europe/Berlin,CEST,7200000,163.0,240.0,165.0,199.58,195.0,1.9,buy,19,189800000,4.521,407300000,4399300096,0.751,1.385,2293100032,156.715,58.341,0.02698,0.02411,406400000,-368600000,127800000,-0.859,1.243,0.28673,0.17762,0.118360005,USD,0.2512
6,2200 Airport Industrial Drive,Suite 100,Ball Ground,GA,30107,United States,770 721 8800,https://www.chartindustries.com,Specialty Industrial Machinery,Industrials,"Chart Industries, Inc. manufactures and sells engineered cryogenic equipment for the industrial gas and clean energy markets in the United States and internationally. The company operates in four segments: Cryo Tank Solutions, Heat Transfer Systems, Specialty Products, and Repair, Service & Leasing. It provides bulk and packaged gas cryogenic solutions for the storage, distribution, vaporization, and application of industrial gases; cryogenic trailers, ISO containers, bulk storage tanks, loading facilities, and regasification equipment for delivering liquefied natural gas (LNG) into virtual pipeline applications; and large vacuum insulated storage tanks as equipment for purchasers of standard liquefaction plants. The company also offers natural gas processing solutions; process technology, liquefaction capabilities, and critical equipment for the LNG, include small to mid-scale facilities, floating LNG applications, and large base-load export facilities; brazed aluminum heat exchangers, Core-in-Kettle heat exchangers, cold boxes, air cooled heat exchangers, pressure vessels, and pipe works; and air cooled heat exchangers and axial cooling fans for the HVAC, power, and refining applications. In addition, it provides highly engineered equipment that is used in specialty end-market applications for hydrogen, LNG, biofuels, CO2 Capture, food and beverage, aerospace, lasers, cannabis, and water treatment; and cryogenic components, include vacuum insulated pipes, specialty liquid nitrogen, end-use equipment, and cryogenic flow meters. Further, it provides extended warranties, plant start-up, parts, 24/7 support, monitoring and process optimization, repairing, maintenance, and upgrading services; plant services on equipment; and service locations that undertake installation, service, repair, maintenance, and refurbishment of cryogenic products, as well as equipment leasing solutions. Chart Industries, Inc. was founded in 1859 and is headquartered in Ball Ground, Georgia.",5178,"{'maxAge': 1, 'name': 'Mr. Brian Patrick Bostrom', 'age': 48, 'title': 'Chief Technology Officer', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,3,6,2,1693526400,1672444800,86400,2,159.5,163.0,163.0,163.0,159.5,163.0,163.0,163.0,0.0,1.565006,223.28766,28.697184,56,56,22,15,15,159.5,161.0,30000,30000,7102855168,93.88,243.4,3.0974903,154.03,126.727,0.0,0.0,EUR,11038048256,-0.0022200001,41802048,42739100,0.00542,1.19916,63.713,2.5583475,1672444800,1703980800,1688083200,-0.3,34000000,0.73,5.68,1.1,4.814,27.101,FRA,EQUITY,I3N.F,I3N.F,"CHART INDS INC.  DL-,01","Chart Industries, Inc.",1348034400,Europe/Berlin,CEST,7200000,163.0,240.0,165.0,199.58,195.0,1.9,buy,19,189800000,4.521,407300000,4399300096,0.751,1.385,2293100032,156.715,58.341,0.02698,0.02411,406400000,-368600000,127800000,-0.859,1.243,0.28673,0.17762,0.118360005,USD,0.2512
7,2200 Airport Industrial Drive,Suite 100,Ball Ground,GA,30107,United States,770 721 8800,https://www.chartindustries.com,Specialty Industrial Machinery,Industrials,"Chart Industries, Inc. manufactures and sells engineered cryogenic equipment for the industrial gas and clean energy markets in the United States and internationally. The company operates in four segments: Cryo Tank Solutions, Heat Transfer Systems, Specialty Products, and Repair, Service & Leasing. It provides bulk and packaged gas cryogenic solutions for the storage, distribution, vaporization, and application of industrial gases; cryogenic trailers, ISO containers, bulk storage tanks, loading facilities, and regasification equipment for delivering liquefied natural gas (LNG) into virtual pipeline applications; and large vacuum insulated storage tanks as equipment for purchasers of standard liquefaction plants. The company also offers natural gas processing solutions; process technology, liquefaction capabilities, and critical equipment for the LNG, include small to mid-scale facilities, floating LNG applications, and large base-load export facilities; brazed aluminum heat exchangers, Core-in-Kettle heat exchangers, cold boxes, air cooled heat exchangers, pressure vessels, and pipe works; and air cooled heat exchangers and axial cooling fans for the HVAC, power, and refining applications. In addition, it provides highly engineered equipment that is used in specialty end-market applications for hydrogen, LNG, biofuels, CO2 Capture, food and beverage, aerospace, lasers, cannabis, and water treatment; and cryogenic components, include vacuum insulated pipes, specialty liquid nitrogen, end-use equipment, and cryogenic flow meters. Further, it provides extended warranties, plant start-up, parts, 24/7 support, monitoring and process optimization, repairing, maintenance, and upgrading services; plant services on equipment; and service locations that undertake installation, service, repair, maintenance, and refurbishment of cryogenic products, as well as equipment leasing solutions. Chart Industries, Inc. was founded in 1859 and is headquartered in Ball Ground, Georgia.",5178,"{'maxAge': 1, 'name': 'Mr. Bryan  Turner', 'title': 'Chief Information & Security Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,3,6,2,1693526400,1672444800,86400,2,159.5,163.0,163.0,163.0,159.5,163.0,163.0,163.0,0.0,1.565006,223.28766,28.697184,56,56,22,15,15,159.5,161.0,30000,30000,7102855168,93.88,243.4,3.0974903,154.03,126.727,0.0,0.0,EUR,11038048256,-0.0022200001,41802048,42739100,0.00542,1.19916,63.713,2.5583475,1672444800,1703980800,1688083200,-0.3,34000000,0.73,5.68,1.1,4.814,27.101,FRA,EQUITY,I3N.F,I3N.F,"CHART INDS INC.  DL-,01","Chart Industries, Inc.",1348034400,Europe/Berlin,CEST,7200000,163.0,240.0,165.0,199.58,195.0,1.9,buy,19,189800000,4.521,407300000,4399300096,0.751,1.385,2293100032,156.715,58.341,0.02698,0.02411,406400000,-368600000,127800000,-0.859,1.243,0.28673,0.17762,0.118360005,USD,0.2512
8,2200 Airport Industrial Drive,Suite 100,Ball Ground,GA,30107,United States,770 721 8800,https://www.chartindustries.com,Specialty Industrial Machinery,Industrials,"Chart Industries, Inc. manufactures and sells engineered cryogenic equipment for the industrial gas and clean energy markets in the United States and internationally. The company operates in four segments: Cryo Tank Solutions, Heat Transfer Systems, Specialty Products, and Repair, Service & Leasing. It provides bulk and packaged gas cryogenic solutions for the storage, distribution, vaporization, and application of industrial gases; cryogenic trailers, ISO containers, bulk storage tanks, loading facilities, and regasification equipment for delivering liquefied natural gas (LNG) into virtual pipeline applications; and large vacuum insulated storage tanks as equipment for purchasers of standard liquefaction plants. The company also offers natural gas processing solutions; process technology, liquefaction capabilities, and critical equipment for the LNG, include small to mid-scale facilities, floating LNG applications, and large base-load export facilities; brazed aluminum heat exchangers, Core-in-Kettle heat exchangers, cold boxes, air cooled heat exchangers, pressure vessels, and pipe works; and air cooled heat exchangers and axial cooling fans for the HVAC, power, and refining applications. In addition, it provides highly engineered equipment that is used in specialty end-market applications for hydrogen, LNG, biofuels, CO2 Capture, food and beverage, aerospace, lasers, cannabis, and water treatment; and cryogenic components, include vacuum insulated pipes, specialty liquid nitrogen, end-use equipment, and cryogenic flow meters. Further, it provides extended warranties, plant start-up, parts, 24/7 support, monitoring and process optimization, repairing, maintenance, and upgrading services; plant services on equipment; and service locations that undertake installation, service, repair, maintenance, and refurbishment of cryogenic products, as well as equipment leasing solutions. Chart Industries, Inc. was founded in 1859 and is headquartered in Ball Ground, Georgia.",5178,"{'maxAge': 1, 'name': 'Mr. Bill  Kelly', 'title': 'Group VP of Sales', 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,3,6,2,1693526400,1672444800,86400,2,159.5,163.0,163.0,163.0,159.5,163.0,163.0,163.0,0.0,1.565006,223.28766,28.697184,56,56,22,15,15,159.5,161.0,30000,30000,7102855168,93.88,243.4,3.0974903,154.03,126.727,0.0,0.0,EUR,11038048256,-0.0022200001,41802048,42739100,0.00542,1.19916,63.713,2.5583475,1672444800,1703980800,1688083200,-0.3,34000000,0.73,5.68,1.1,4.814,27.101,FRA,EQUITY,I3N.F,I3N.F,"CHART INDS INC.  DL-,01","Chart Industries, Inc.",1348034400,Europe/Berlin,CEST,7200000,163.0,240.0,165.0,199.58,195.0,1.9,buy,19,189800000,4.521,407300000,4399300096,0.751,1.385,2293100032,156.715,58.341,0.02698,0.02411,406400000,-368600000,127800000,-0.859,1.243,0.28673,0.17762,0.118360005,USD,0.2512
9,2200 Airport Industrial Drive,Suite 100,Ball Ground,GA,30107,United States,770 721 8800,https://www.chartindustries.com,Specialty Industrial Machinery,Industrials,"Chart Industries, Inc. manufactures and sells engineered cryogenic equipment for the industrial gas and clean energy markets in the United States and internationally. The company operates in four segments: Cryo Tank Solutions, Heat Transfer Systems, Specialty Products, and Repair, Service & Leasing. It provides bulk and packaged gas cryogenic solutions for the storage, distribution, vaporization, and application of industrial gases; cryogenic trailers, ISO containers, bulk storage tanks, loading facilities, and regasification equipment for delivering liquefied natural gas (LNG) into virtual pipeline applications; and large vacuum insulated storage tanks as equipment for purchasers of standard liquefaction plants. The company also offers natural gas processing solutions; process technology, liquefaction capabilities, and critical equipment for the LNG, include small to mid-scale facilities, floating LNG applications, and large base-load export facilities; brazed aluminum heat exchangers, Core-in-Kettle heat exchangers, cold boxes, air cooled heat exchangers, pressure vessels, and pipe works; and air cooled heat exchangers and axial cooling fans for the HVAC, power, and refining applications. In addition, it provides highly engineered equipment that is used in specialty end-market applications for hydrogen, LNG, biofuels, CO2 Capture, food and beverage, aerospace, lasers, cannabis, and water treatment; and cryogenic components, include vacuum insulated pipes, specialty liquid nitrogen, end-use equipment, and cryogenic flow meters. Further, it provides extended warranties, plant start-up, parts, 24/7 support, monitoring and process optimization, repairing, maintenance, and upgrading services; plant services on equipment; and service locations that undertake installation, service, repair, maintenance, and refurbishment of cryogenic products, as well as equipment leasing solutions. Chart Industries, Inc. was founded in 1859 and is headquartered in Ball Ground, Georgia.",5178,"{'maxAge': 1, 'name': 'Jim  May', 'title': 'Director of Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",2,1,3,6,2,1693526400,1672444800,86400,2,159.5,163.0,163.0,163.0,159.5,163.0,163.0,163.0,0.0,1.565006,223.28766,28.697184,56,56,22,15,15,159.5,161.0,30000,30000,7102855168,93.88,243.4,3.0974903,154.03,126.727,0.0,0.0,EUR,11038048256,-0.0022200001,41802048,42739100,0.00542,1.19916,63.713,2.5583475,1672444800,1703980800,1688083200,-0.3,34000000,0.73,5.68,1.1,4.814,27.101,FRA,EQUITY,I3N.F,I3N.F,"CHART INDS INC.  DL-,01","Chart Industries, Inc.",1348034400,Europe/Berlin,CEST,7200000,163.0,240.0,165.0,199.58,195.0,1.9,buy,19,189800000,4.521,407300000,4399300096,0.751,1.385,2293100032,156.715,58.341,0.02698,0.02411,406400000,-368600000,127800000,-0.859,1.243,0.28673,0.17762,0.118360005,USD,0.2512
