,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Constituents No. 1154,2nd Floor Colonia Lomas Altas Delegation Miguel Hidalgo,Mexico City,DF,11950,Mexico,52 5 728 4800,https://www.radiocentro.com,Broadcasting,Communication Services,"Grupo Radio Centro, S.A.B. de C.V., a radio broadcasting company, engages in the production and transmission of musical and entertainment programs, information and analysis programs, news, and special events in Mexico and the United States. It operates through Radio and Television Station segments. The company owns and operates AM and FM radio stations in Mexico city, Guadalajara, Iguala, Monterrey, and Oaxaca. It also operates Organización Impulsora de Radio, a national channel, which acts as a national sales representative and provides programming services in Mexico. Grupo Radio Centro, S.A.B. de C.V. was founded in 1946 and is based in Mexico City, Mexico. Grupo Radio Centro, S.A.B. de C.V. is a subsidiary of GRC, SA de CV.",312,"{'maxAge': 1, 'name': 'Lic. Jacinto  Marina Cortes', 'age': 69, 'title': 'Managing Director', 'yearBorn': 1953, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.35,0.0,3.35,3.35,3.35,0.0,3.35,3.35,1313539200,0.0,0.104055,0,0,48,0,0,3.45,3.33,856105856,2.9,3.5,1.1882454,3.3136,3.2137,0.0,0.0,MXN,2245645824,-0.15746,107054126,255554000,0.69224,0.04754,4.149,0.8074234,1672444800,1703980800,1688083200,-113444000,-0.65,3.117,18.582,MEX,EQUITY,RCENTROA.MX,RCENTROA.MX,GRUPO RADIO CENTRO SAB DE CV,"Grupo Radio Centro, S.A.B. de C.V.",1057062600,America/Mexico_City,CDT,-18000000,3.35,13.57,13.57,13.57,13.57,none,1,12713000,0.05,120848000,1401926016,0.384,0.393,720478976,132.179,2.819,0.02037,-0.10146,770687000,117914752,179144992,-0.106,0.29326,0.16773,0.1449,MXN,
1,Constituents No. 1154,2nd Floor Colonia Lomas Altas Delegation Miguel Hidalgo,Mexico City,DF,11950,Mexico,52 5 728 4800,https://www.radiocentro.com,Broadcasting,Communication Services,"Grupo Radio Centro, S.A.B. de C.V., a radio broadcasting company, engages in the production and transmission of musical and entertainment programs, information and analysis programs, news, and special events in Mexico and the United States. It operates through Radio and Television Station segments. The company owns and operates AM and FM radio stations in Mexico city, Guadalajara, Iguala, Monterrey, and Oaxaca. It also operates Organización Impulsora de Radio, a national channel, which acts as a national sales representative and provides programming services in Mexico. Grupo Radio Centro, S.A.B. de C.V. was founded in 1946 and is based in Mexico City, Mexico. Grupo Radio Centro, S.A.B. de C.V. is a subsidiary of GRC, SA de CV.",312,"{'maxAge': 1, 'name': 'Lic. Fidel  Paz Cruz', 'title': 'Director of Fin. & Admin.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.35,0.0,3.35,3.35,3.35,0.0,3.35,3.35,1313539200,0.0,0.104055,0,0,48,0,0,3.45,3.33,856105856,2.9,3.5,1.1882454,3.3136,3.2137,0.0,0.0,MXN,2245645824,-0.15746,107054126,255554000,0.69224,0.04754,4.149,0.8074234,1672444800,1703980800,1688083200,-113444000,-0.65,3.117,18.582,MEX,EQUITY,RCENTROA.MX,RCENTROA.MX,GRUPO RADIO CENTRO SAB DE CV,"Grupo Radio Centro, S.A.B. de C.V.",1057062600,America/Mexico_City,CDT,-18000000,3.35,13.57,13.57,13.57,13.57,none,1,12713000,0.05,120848000,1401926016,0.384,0.393,720478976,132.179,2.819,0.02037,-0.10146,770687000,117914752,179144992,-0.106,0.29326,0.16773,0.1449,MXN,
2,Constituents No. 1154,2nd Floor Colonia Lomas Altas Delegation Miguel Hidalgo,Mexico City,DF,11950,Mexico,52 5 728 4800,https://www.radiocentro.com,Broadcasting,Communication Services,"Grupo Radio Centro, S.A.B. de C.V., a radio broadcasting company, engages in the production and transmission of musical and entertainment programs, information and analysis programs, news, and special events in Mexico and the United States. It operates through Radio and Television Station segments. The company owns and operates AM and FM radio stations in Mexico city, Guadalajara, Iguala, Monterrey, and Oaxaca. It also operates Organización Impulsora de Radio, a national channel, which acts as a national sales representative and provides programming services in Mexico. Grupo Radio Centro, S.A.B. de C.V. was founded in 1946 and is based in Mexico City, Mexico. Grupo Radio Centro, S.A.B. de C.V. is a subsidiary of GRC, SA de CV.",312,"{'maxAge': 1, 'name': 'Mr. Vilalta  Gonzalo Yanez', 'title': 'Director of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.35,0.0,3.35,3.35,3.35,0.0,3.35,3.35,1313539200,0.0,0.104055,0,0,48,0,0,3.45,3.33,856105856,2.9,3.5,1.1882454,3.3136,3.2137,0.0,0.0,MXN,2245645824,-0.15746,107054126,255554000,0.69224,0.04754,4.149,0.8074234,1672444800,1703980800,1688083200,-113444000,-0.65,3.117,18.582,MEX,EQUITY,RCENTROA.MX,RCENTROA.MX,GRUPO RADIO CENTRO SAB DE CV,"Grupo Radio Centro, S.A.B. de C.V.",1057062600,America/Mexico_City,CDT,-18000000,3.35,13.57,13.57,13.57,13.57,none,1,12713000,0.05,120848000,1401926016,0.384,0.393,720478976,132.179,2.819,0.02037,-0.10146,770687000,117914752,179144992,-0.106,0.29326,0.16773,0.1449,MXN,
3,Constituents No. 1154,2nd Floor Colonia Lomas Altas Delegation Miguel Hidalgo,Mexico City,DF,11950,Mexico,52 5 728 4800,https://www.radiocentro.com,Broadcasting,Communication Services,"Grupo Radio Centro, S.A.B. de C.V., a radio broadcasting company, engages in the production and transmission of musical and entertainment programs, information and analysis programs, news, and special events in Mexico and the United States. It operates through Radio and Television Station segments. The company owns and operates AM and FM radio stations in Mexico city, Guadalajara, Iguala, Monterrey, and Oaxaca. It also operates Organización Impulsora de Radio, a national channel, which acts as a national sales representative and provides programming services in Mexico. Grupo Radio Centro, S.A.B. de C.V. was founded in 1946 and is based in Mexico City, Mexico. Grupo Radio Centro, S.A.B. de C.V. is a subsidiary of GRC, SA de CV.",312,"{'maxAge': 1, 'name': 'Lic. Marcoflavio  Rigada Soto', 'title': 'Counsel & Director of Legal', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.35,0.0,3.35,3.35,3.35,0.0,3.35,3.35,1313539200,0.0,0.104055,0,0,48,0,0,3.45,3.33,856105856,2.9,3.5,1.1882454,3.3136,3.2137,0.0,0.0,MXN,2245645824,-0.15746,107054126,255554000,0.69224,0.04754,4.149,0.8074234,1672444800,1703980800,1688083200,-113444000,-0.65,3.117,18.582,MEX,EQUITY,RCENTROA.MX,RCENTROA.MX,GRUPO RADIO CENTRO SAB DE CV,"Grupo Radio Centro, S.A.B. de C.V.",1057062600,America/Mexico_City,CDT,-18000000,3.35,13.57,13.57,13.57,13.57,none,1,12713000,0.05,120848000,1401926016,0.384,0.393,720478976,132.179,2.819,0.02037,-0.10146,770687000,117914752,179144992,-0.106,0.29326,0.16773,0.1449,MXN,
4,Constituents No. 1154,2nd Floor Colonia Lomas Altas Delegation Miguel Hidalgo,Mexico City,DF,11950,Mexico,52 5 728 4800,https://www.radiocentro.com,Broadcasting,Communication Services,"Grupo Radio Centro, S.A.B. de C.V., a radio broadcasting company, engages in the production and transmission of musical and entertainment programs, information and analysis programs, news, and special events in Mexico and the United States. It operates through Radio and Television Station segments. The company owns and operates AM and FM radio stations in Mexico city, Guadalajara, Iguala, Monterrey, and Oaxaca. It also operates Organización Impulsora de Radio, a national channel, which acts as a national sales representative and provides programming services in Mexico. Grupo Radio Centro, S.A.B. de C.V. was founded in 1946 and is based in Mexico City, Mexico. Grupo Radio Centro, S.A.B. de C.V. is a subsidiary of GRC, SA de CV.",312,"{'maxAge': 1, 'name': 'Mr. Jaime  von Bertrab Mestre', 'title': 'Marketing Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.35,0.0,3.35,3.35,3.35,0.0,3.35,3.35,1313539200,0.0,0.104055,0,0,48,0,0,3.45,3.33,856105856,2.9,3.5,1.1882454,3.3136,3.2137,0.0,0.0,MXN,2245645824,-0.15746,107054126,255554000,0.69224,0.04754,4.149,0.8074234,1672444800,1703980800,1688083200,-113444000,-0.65,3.117,18.582,MEX,EQUITY,RCENTROA.MX,RCENTROA.MX,GRUPO RADIO CENTRO SAB DE CV,"Grupo Radio Centro, S.A.B. de C.V.",1057062600,America/Mexico_City,CDT,-18000000,3.35,13.57,13.57,13.57,13.57,none,1,12713000,0.05,120848000,1401926016,0.384,0.393,720478976,132.179,2.819,0.02037,-0.10146,770687000,117914752,179144992,-0.106,0.29326,0.16773,0.1449,MXN,
5,Constituents No. 1154,2nd Floor Colonia Lomas Altas Delegation Miguel Hidalgo,Mexico City,DF,11950,Mexico,52 5 728 4800,https://www.radiocentro.com,Broadcasting,Communication Services,"Grupo Radio Centro, S.A.B. de C.V., a radio broadcasting company, engages in the production and transmission of musical and entertainment programs, information and analysis programs, news, and special events in Mexico and the United States. It operates through Radio and Television Station segments. The company owns and operates AM and FM radio stations in Mexico city, Guadalajara, Iguala, Monterrey, and Oaxaca. It also operates Organización Impulsora de Radio, a national channel, which acts as a national sales representative and provides programming services in Mexico. Grupo Radio Centro, S.A.B. de C.V. was founded in 1946 and is based in Mexico City, Mexico. Grupo Radio Centro, S.A.B. de C.V. is a subsidiary of GRC, SA de CV.",312,"{'maxAge': 1, 'name': 'Lic. Alvaro Fernando  Fajardo de la Mora', 'title': 'Sec. of the Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.35,0.0,3.35,3.35,3.35,0.0,3.35,3.35,1313539200,0.0,0.104055,0,0,48,0,0,3.45,3.33,856105856,2.9,3.5,1.1882454,3.3136,3.2137,0.0,0.0,MXN,2245645824,-0.15746,107054126,255554000,0.69224,0.04754,4.149,0.8074234,1672444800,1703980800,1688083200,-113444000,-0.65,3.117,18.582,MEX,EQUITY,RCENTROA.MX,RCENTROA.MX,GRUPO RADIO CENTRO SAB DE CV,"Grupo Radio Centro, S.A.B. de C.V.",1057062600,America/Mexico_City,CDT,-18000000,3.35,13.57,13.57,13.57,13.57,none,1,12713000,0.05,120848000,1401926016,0.384,0.393,720478976,132.179,2.819,0.02037,-0.10146,770687000,117914752,179144992,-0.106,0.29326,0.16773,0.1449,MXN,
