,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,3rd km Nat. Road of Serres-Drama,Serres,62125,Greece,30 232 10 68 300,30 232 10 68 311,https://www.krikri.gr,Packaged Foods,Consumer Defensive,"Kri-Kri Milk Industry S.A. produces and sells dairy products in Greece. The company offers ice creams, yogurt, milk, and other products. It also exports its products to approximately 24 countries in Europe, the Balkans, and the Middle East. The company was founded in 1954 and is headquartered in Serres, Greece.",462,"{'maxAge': 1, 'name': 'Mr. Panagiotis Georgios Tsinavos', 'title': 'Chairman, CEO, Pres & MD', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.74,7.86,7.78,7.92,7.74,7.86,7.78,7.92,0.2,0.0257,1692835200,0.7023,2.77,0.674174,27.857143,6725,6725,11058,10225,10225,7.8,0.0,42100,71300,257205008,4.88,9.8,1.3750749,8.2884,7.113,0.2,0.025839794,EUR,267457088,0.05031,24730572,32975000,0.73314005,0.10017,2.591,3.0104206,1672444800,1703980800,1680220800,13.901,9410291,0.28,1.43,16.231,ATH,EQUITY,KRI.AT,KRI.AT,KRI-KRI MILK INDUSTRY S.A (CR),Kri-Kri Milk Industry S.A.,1060155000,Europe/Athens,EEST,10800000,7.8,none,3832642,0.116,16478147,13328223,1.203,1.85,187048000,15.552,5.673,0.055770002,0.11144,-3724044,9578236,13.86,0.493,0.21109,0.08809,0.062470004,EUR,
1,3rd km Nat. Road of Serres-Drama,Serres,62125,Greece,30 232 10 68 300,30 232 10 68 311,https://www.krikri.gr,Packaged Foods,Consumer Defensive,"Kri-Kri Milk Industry S.A. produces and sells dairy products in Greece. The company offers ice creams, yogurt, milk, and other products. It also exports its products to approximately 24 countries in Europe, the Balkans, and the Middle East. The company was founded in 1954 and is headquartered in Serres, Greece.",462,"{'maxAge': 1, 'name': 'Mr. Konstantinos Evangelou Sarmadakis', 'title': 'CFO & Financial Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.74,7.86,7.78,7.92,7.74,7.86,7.78,7.92,0.2,0.0257,1692835200,0.7023,2.77,0.674174,27.857143,6725,6725,11058,10225,10225,7.8,0.0,42100,71300,257205008,4.88,9.8,1.3750749,8.2884,7.113,0.2,0.025839794,EUR,267457088,0.05031,24730572,32975000,0.73314005,0.10017,2.591,3.0104206,1672444800,1703980800,1680220800,13.901,9410291,0.28,1.43,16.231,ATH,EQUITY,KRI.AT,KRI.AT,KRI-KRI MILK INDUSTRY S.A (CR),Kri-Kri Milk Industry S.A.,1060155000,Europe/Athens,EEST,10800000,7.8,none,3832642,0.116,16478147,13328223,1.203,1.85,187048000,15.552,5.673,0.055770002,0.11144,-3724044,9578236,13.86,0.493,0.21109,0.08809,0.062470004,EUR,
2,3rd km Nat. Road of Serres-Drama,Serres,62125,Greece,30 232 10 68 300,30 232 10 68 311,https://www.krikri.gr,Packaged Foods,Consumer Defensive,"Kri-Kri Milk Industry S.A. produces and sells dairy products in Greece. The company offers ice creams, yogurt, milk, and other products. It also exports its products to approximately 24 countries in Europe, the Balkans, and the Middle East. The company was founded in 1954 and is headquartered in Serres, Greece.",462,"{'maxAge': 1, 'name': 'Mr. Evangelos  Karagiannis', 'title': 'Chief Accountant', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.74,7.86,7.78,7.92,7.74,7.86,7.78,7.92,0.2,0.0257,1692835200,0.7023,2.77,0.674174,27.857143,6725,6725,11058,10225,10225,7.8,0.0,42100,71300,257205008,4.88,9.8,1.3750749,8.2884,7.113,0.2,0.025839794,EUR,267457088,0.05031,24730572,32975000,0.73314005,0.10017,2.591,3.0104206,1672444800,1703980800,1680220800,13.901,9410291,0.28,1.43,16.231,ATH,EQUITY,KRI.AT,KRI.AT,KRI-KRI MILK INDUSTRY S.A (CR),Kri-Kri Milk Industry S.A.,1060155000,Europe/Athens,EEST,10800000,7.8,none,3832642,0.116,16478147,13328223,1.203,1.85,187048000,15.552,5.673,0.055770002,0.11144,-3724044,9578236,13.86,0.493,0.21109,0.08809,0.062470004,EUR,
3,3rd km Nat. Road of Serres-Drama,Serres,62125,Greece,30 232 10 68 300,30 232 10 68 311,https://www.krikri.gr,Packaged Foods,Consumer Defensive,"Kri-Kri Milk Industry S.A. produces and sells dairy products in Greece. The company offers ice creams, yogurt, milk, and other products. It also exports its products to approximately 24 countries in Europe, the Balkans, and the Middle East. The company was founded in 1954 and is headquartered in Serres, Greece.",462,"{'maxAge': 1, 'name': 'Mr. Tsinavos  Georgios', 'title': 'Deputy CEO & Exec. Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.74,7.86,7.78,7.92,7.74,7.86,7.78,7.92,0.2,0.0257,1692835200,0.7023,2.77,0.674174,27.857143,6725,6725,11058,10225,10225,7.8,0.0,42100,71300,257205008,4.88,9.8,1.3750749,8.2884,7.113,0.2,0.025839794,EUR,267457088,0.05031,24730572,32975000,0.73314005,0.10017,2.591,3.0104206,1672444800,1703980800,1680220800,13.901,9410291,0.28,1.43,16.231,ATH,EQUITY,KRI.AT,KRI.AT,KRI-KRI MILK INDUSTRY S.A (CR),Kri-Kri Milk Industry S.A.,1060155000,Europe/Athens,EEST,10800000,7.8,none,3832642,0.116,16478147,13328223,1.203,1.85,187048000,15.552,5.673,0.055770002,0.11144,-3724044,9578236,13.86,0.493,0.21109,0.08809,0.062470004,EUR,
