,address1,address2,city,state,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Avenida das AmEricas, no 4200","6o pavimento, bloco 05 barra da tijuca",Rio De Janeiro,RJ,Brazil,55 21 2131 8950,https://www.grupotechnos.com.br,Luxury Goods,Consumer Cyclical,"Technos S.A., together with its subsidiaries, engages in the manufacturing and wholesale distribution of wristwatches. The company also provides technical assistance services for watches. It sells watches through retail stores, as well as websites under the Technos, Mormaii, Michael Kors, Touch, Allora, Fossil, Euro, and Condor brands. Technos S.A. was founded in 1956 and is headquartered in Rio de Janeiro, Brazil.","{'maxAge': 1, 'name': 'Mr. Joaquim Pedro Andrés Ribeiro', 'age': 46, 'title': 'Member of Exec. Board, CEO & Director', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.29,3.29,3.25,3.32,3.29,3.29,3.25,3.32,0.08,0.0252,1674691200,0.1325,1.420877,5.2580643,3.5824175,91700,91700,246587,121500,121500,3.19,3.31,0,0,227330880,1.97,3.79,0.6595514,3.3766,2.91045,0.082,0.024924014,BRL,239057392,0.14035,16559020,69733400,0.75126,0.20038,5.264,0.6193009,1672444800,1703980800,1688083200,0.026,48375000,0.62,0.91,0.694,3.833,SAO,EQUITY,TECN3.SA,TECN3.SA,TECHNOS     ON      NM,Technos S.A.,1309525200,America/Sao_Paulo,BRT,-10800000,3.26,none,103002000,1.475,62375000,114420000,2.759,4.317,344675008,31.13,4.816,0.05625,0.13736,190552000,53878624,91850000,0.086,-0.082,0.5506,0.18097,0.16516,BRL,
1,"Avenida das AmEricas, no 4200","6o pavimento, bloco 05 barra da tijuca",Rio De Janeiro,RJ,Brazil,55 21 2131 8950,https://www.grupotechnos.com.br,Luxury Goods,Consumer Cyclical,"Technos S.A., together with its subsidiaries, engages in the manufacturing and wholesale distribution of wristwatches. The company also provides technical assistance services for watches. It sells watches through retail stores, as well as websites under the Technos, Mormaii, Michael Kors, Touch, Allora, Fossil, Euro, and Condor brands. Technos S.A. was founded in 1956 and is headquartered in Rio de Janeiro, Brazil.","{'maxAge': 1, 'name': 'Mr. Mauricio Martins Loureiro Elísio', 'age': 67, 'title': 'Manufacturing Officer & Member of Exec. Board', 'yearBorn': 1955, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.29,3.29,3.25,3.32,3.29,3.29,3.25,3.32,0.08,0.0252,1674691200,0.1325,1.420877,5.2580643,3.5824175,91700,91700,246587,121500,121500,3.19,3.31,0,0,227330880,1.97,3.79,0.6595514,3.3766,2.91045,0.082,0.024924014,BRL,239057392,0.14035,16559020,69733400,0.75126,0.20038,5.264,0.6193009,1672444800,1703980800,1688083200,0.026,48375000,0.62,0.91,0.694,3.833,SAO,EQUITY,TECN3.SA,TECN3.SA,TECHNOS     ON      NM,Technos S.A.,1309525200,America/Sao_Paulo,BRT,-10800000,3.26,none,103002000,1.475,62375000,114420000,2.759,4.317,344675008,31.13,4.816,0.05625,0.13736,190552000,53878624,91850000,0.086,-0.082,0.5506,0.18097,0.16516,BRL,
2,"Avenida das AmEricas, no 4200","6o pavimento, bloco 05 barra da tijuca",Rio De Janeiro,RJ,Brazil,55 21 2131 8950,https://www.grupotechnos.com.br,Luxury Goods,Consumer Cyclical,"Technos S.A., together with its subsidiaries, engages in the manufacturing and wholesale distribution of wristwatches. The company also provides technical assistance services for watches. It sells watches through retail stores, as well as websites under the Technos, Mormaii, Michael Kors, Touch, Allora, Fossil, Euro, and Condor brands. Technos S.A. was founded in 1956 and is headquartered in Rio de Janeiro, Brazil.","{'maxAge': 1, 'name': 'Ms. Mônica Magadalena Noronha', 'age': 59, 'title': 'Member of Exec. Board', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.29,3.29,3.25,3.32,3.29,3.29,3.25,3.32,0.08,0.0252,1674691200,0.1325,1.420877,5.2580643,3.5824175,91700,91700,246587,121500,121500,3.19,3.31,0,0,227330880,1.97,3.79,0.6595514,3.3766,2.91045,0.082,0.024924014,BRL,239057392,0.14035,16559020,69733400,0.75126,0.20038,5.264,0.6193009,1672444800,1703980800,1688083200,0.026,48375000,0.62,0.91,0.694,3.833,SAO,EQUITY,TECN3.SA,TECN3.SA,TECHNOS     ON      NM,Technos S.A.,1309525200,America/Sao_Paulo,BRT,-10800000,3.26,none,103002000,1.475,62375000,114420000,2.759,4.317,344675008,31.13,4.816,0.05625,0.13736,190552000,53878624,91850000,0.086,-0.082,0.5506,0.18097,0.16516,BRL,
3,"Avenida das AmEricas, no 4200","6o pavimento, bloco 05 barra da tijuca",Rio De Janeiro,RJ,Brazil,55 21 2131 8950,https://www.grupotechnos.com.br,Luxury Goods,Consumer Cyclical,"Technos S.A., together with its subsidiaries, engages in the manufacturing and wholesale distribution of wristwatches. The company also provides technical assistance services for watches. It sells watches through retail stores, as well as websites under the Technos, Mormaii, Michael Kors, Touch, Allora, Fossil, Euro, and Condor brands. Technos S.A. was founded in 1956 and is headquartered in Rio de Janeiro, Brazil.","{'maxAge': 1, 'name': 'Mr. Fabio  Marcelo', 'title': 'Member of Exec. Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.29,3.29,3.25,3.32,3.29,3.29,3.25,3.32,0.08,0.0252,1674691200,0.1325,1.420877,5.2580643,3.5824175,91700,91700,246587,121500,121500,3.19,3.31,0,0,227330880,1.97,3.79,0.6595514,3.3766,2.91045,0.082,0.024924014,BRL,239057392,0.14035,16559020,69733400,0.75126,0.20038,5.264,0.6193009,1672444800,1703980800,1688083200,0.026,48375000,0.62,0.91,0.694,3.833,SAO,EQUITY,TECN3.SA,TECN3.SA,TECHNOS     ON      NM,Technos S.A.,1309525200,America/Sao_Paulo,BRT,-10800000,3.26,none,103002000,1.475,62375000,114420000,2.759,4.317,344675008,31.13,4.816,0.05625,0.13736,190552000,53878624,91850000,0.086,-0.082,0.5506,0.18097,0.16516,BRL,
4,"Avenida das AmEricas, no 4200","6o pavimento, bloco 05 barra da tijuca",Rio De Janeiro,RJ,Brazil,55 21 2131 8950,https://www.grupotechnos.com.br,Luxury Goods,Consumer Cyclical,"Technos S.A., together with its subsidiaries, engages in the manufacturing and wholesale distribution of wristwatches. The company also provides technical assistance services for watches. It sells watches through retail stores, as well as websites under the Technos, Mormaii, Michael Kors, Touch, Allora, Fossil, Euro, and Condor brands. Technos S.A. was founded in 1956 and is headquartered in Rio de Janeiro, Brazil.","{'maxAge': 1, 'name': 'Ms. Daniela  Pires', 'title': 'Member of Exec. Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.29,3.29,3.25,3.32,3.29,3.29,3.25,3.32,0.08,0.0252,1674691200,0.1325,1.420877,5.2580643,3.5824175,91700,91700,246587,121500,121500,3.19,3.31,0,0,227330880,1.97,3.79,0.6595514,3.3766,2.91045,0.082,0.024924014,BRL,239057392,0.14035,16559020,69733400,0.75126,0.20038,5.264,0.6193009,1672444800,1703980800,1688083200,0.026,48375000,0.62,0.91,0.694,3.833,SAO,EQUITY,TECN3.SA,TECN3.SA,TECHNOS     ON      NM,Technos S.A.,1309525200,America/Sao_Paulo,BRT,-10800000,3.26,none,103002000,1.475,62375000,114420000,2.759,4.317,344675008,31.13,4.816,0.05625,0.13736,190552000,53878624,91850000,0.086,-0.082,0.5506,0.18097,0.16516,BRL,
