,address1,address2,city,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Sihwa Industrial Complex,"391, Gongdan 1-daero",Siheung-Si,South Korea,82 3 1496 3000,https://www.brasone.co.kr,Metal Fabrication,Industrials,"Daechang Co., Ltd., together with its subsidiaries, produces and sells brass-related products in South Korea. It offers its products under the BRASSONE brands. The company was formerly known as Daechang Industrial Co., Ltd. and changed its name to Daechang Co., Ltd. in 2010. Daechang Co., Ltd. was founded in 1974 and is headquartered in Siheung, South Korea.","{'maxAge': 1, 'name': 'Mr. Si-Young  Cho', 'age': 78, 'title': 'Chairman & Co-CEO', 'yearBorn': 1944, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1431.0,1431.0,1408.0,1449.0,1431.0,1431.0,1408.0,1449.0,1640736000,0.0,0.906582,1174908,1174908,12603526,2131803,2131803,1415.0,1416.0,0,0,108069257216,1100.0,2625.0,0.078991175,1586.78,1422.24,KRW,554833149952,-0.01281,46514064,76320096,0.32704,0.014199999,1672444800,1703980800,1688083200,-17528272896,10:1,1207526400,0.406,134.837,KSC,EQUITY,012800.KS,012800.KS,DAECHANG,"Daechang Co., Ltd.",946944000,Asia/Seoul,KST,32400000,1416.0,none,51664621568,676.946,4114838272,469717352448,0.526,1.144,1368118132736,176.953,17939.604,-0.0037099998,-0.07575,74348617728,56849408000,-0.093,0.02407,0.00301,-0.00374,KRW,
1,Sihwa Industrial Complex,"391, Gongdan 1-daero",Siheung-Si,South Korea,82 3 1496 3000,https://www.brasone.co.kr,Metal Fabrication,Industrials,"Daechang Co., Ltd., together with its subsidiaries, produces and sells brass-related products in South Korea. It offers its products under the BRASSONE brands. The company was formerly known as Daechang Industrial Co., Ltd. and changed its name to Daechang Co., Ltd. in 2010. Daechang Co., Ltd. was founded in 1974 and is headquartered in Siheung, South Korea.","{'maxAge': 1, 'name': 'Mr. Ok-Ryeol  Kim', 'age': 65, 'title': 'Co-Chief Exec. Officer and Director', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1431.0,1431.0,1408.0,1449.0,1431.0,1431.0,1408.0,1449.0,1640736000,0.0,0.906582,1174908,1174908,12603526,2131803,2131803,1415.0,1416.0,0,0,108069257216,1100.0,2625.0,0.078991175,1586.78,1422.24,KRW,554833149952,-0.01281,46514064,76320096,0.32704,0.014199999,1672444800,1703980800,1688083200,-17528272896,10:1,1207526400,0.406,134.837,KSC,EQUITY,012800.KS,012800.KS,DAECHANG,"Daechang Co., Ltd.",946944000,Asia/Seoul,KST,32400000,1416.0,none,51664621568,676.946,4114838272,469717352448,0.526,1.144,1368118132736,176.953,17939.604,-0.0037099998,-0.07575,74348617728,56849408000,-0.093,0.02407,0.00301,-0.00374,KRW,
2,Sihwa Industrial Complex,"391, Gongdan 1-daero",Siheung-Si,South Korea,82 3 1496 3000,https://www.brasone.co.kr,Metal Fabrication,Industrials,"Daechang Co., Ltd., together with its subsidiaries, produces and sells brass-related products in South Korea. It offers its products under the BRASSONE brands. The company was formerly known as Daechang Industrial Co., Ltd. and changed its name to Daechang Co., Ltd. in 2010. Daechang Co., Ltd. was founded in 1974 and is headquartered in Siheung, South Korea.","{'maxAge': 1, 'name': 'Mr. Eui-Han  Yoon', 'age': 62, 'title': 'Chief of Technology Research Center and Director', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1431.0,1431.0,1408.0,1449.0,1431.0,1431.0,1408.0,1449.0,1640736000,0.0,0.906582,1174908,1174908,12603526,2131803,2131803,1415.0,1416.0,0,0,108069257216,1100.0,2625.0,0.078991175,1586.78,1422.24,KRW,554833149952,-0.01281,46514064,76320096,0.32704,0.014199999,1672444800,1703980800,1688083200,-17528272896,10:1,1207526400,0.406,134.837,KSC,EQUITY,012800.KS,012800.KS,DAECHANG,"Daechang Co., Ltd.",946944000,Asia/Seoul,KST,32400000,1416.0,none,51664621568,676.946,4114838272,469717352448,0.526,1.144,1368118132736,176.953,17939.604,-0.0037099998,-0.07575,74348617728,56849408000,-0.093,0.02407,0.00301,-0.00374,KRW,
3,Sihwa Industrial Complex,"391, Gongdan 1-daero",Siheung-Si,South Korea,82 3 1496 3000,https://www.brasone.co.kr,Metal Fabrication,Industrials,"Daechang Co., Ltd., together with its subsidiaries, produces and sells brass-related products in South Korea. It offers its products under the BRASSONE brands. The company was formerly known as Daechang Industrial Co., Ltd. and changed its name to Daechang Co., Ltd. in 2010. Daechang Co., Ltd. was founded in 1974 and is headquartered in Siheung, South Korea.","{'maxAge': 1, 'name': 'Mr. Sung-Soo  Kim', 'age': 55, 'title': 'Head of Sales Department and Deputy Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1431.0,1431.0,1408.0,1449.0,1431.0,1431.0,1408.0,1449.0,1640736000,0.0,0.906582,1174908,1174908,12603526,2131803,2131803,1415.0,1416.0,0,0,108069257216,1100.0,2625.0,0.078991175,1586.78,1422.24,KRW,554833149952,-0.01281,46514064,76320096,0.32704,0.014199999,1672444800,1703980800,1688083200,-17528272896,10:1,1207526400,0.406,134.837,KSC,EQUITY,012800.KS,012800.KS,DAECHANG,"Daechang Co., Ltd.",946944000,Asia/Seoul,KST,32400000,1416.0,none,51664621568,676.946,4114838272,469717352448,0.526,1.144,1368118132736,176.953,17939.604,-0.0037099998,-0.07575,74348617728,56849408000,-0.093,0.02407,0.00301,-0.00374,KRW,
4,Sihwa Industrial Complex,"391, Gongdan 1-daero",Siheung-Si,South Korea,82 3 1496 3000,https://www.brasone.co.kr,Metal Fabrication,Industrials,"Daechang Co., Ltd., together with its subsidiaries, produces and sells brass-related products in South Korea. It offers its products under the BRASSONE brands. The company was formerly known as Daechang Industrial Co., Ltd. and changed its name to Daechang Co., Ltd. in 2010. Daechang Co., Ltd. was founded in 1974 and is headquartered in Siheung, South Korea.","{'maxAge': 1, 'name': 'Mr. Ju-Hwang  Park', 'age': 63, 'title': 'Sr. Managing Director and Director', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1431.0,1431.0,1408.0,1449.0,1431.0,1431.0,1408.0,1449.0,1640736000,0.0,0.906582,1174908,1174908,12603526,2131803,2131803,1415.0,1416.0,0,0,108069257216,1100.0,2625.0,0.078991175,1586.78,1422.24,KRW,554833149952,-0.01281,46514064,76320096,0.32704,0.014199999,1672444800,1703980800,1688083200,-17528272896,10:1,1207526400,0.406,134.837,KSC,EQUITY,012800.KS,012800.KS,DAECHANG,"Daechang Co., Ltd.",946944000,Asia/Seoul,KST,32400000,1416.0,none,51664621568,676.946,4114838272,469717352448,0.526,1.144,1368118132736,176.953,17939.604,-0.0037099998,-0.07575,74348617728,56849408000,-0.093,0.02407,0.00301,-0.00374,KRW,
