,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Hovestrasse 50,Hamburg,20539,Germany,49 40 7883 0,49 40 7883 2255,https://www.aurubis.com,Metal Fabrication,Industrials,"Aurubis AG processes metal concentrates and recycling materials in Germany. The company processes scrap metals, organic and inorganic metalbearing recycling raw materials, and industrial residues. It also offers wire rods and specialty wires, shapes, bars and profiles, industrial rolled products, and architectural rolled products. In addition, the company produces gold, silver, lead, lead-bismuth alloy, lead-antimony litharge, tellurium metals, and tellurium dioxide. Further, the company engages in the recycling of copper, copper scrap, alloy scrap and other recycling materials, precious metals, and other non-ferrous metals. Additionally, it produces sulfuric acid, iron-silicate, smelter intermediates, and selenium, as well as produces various products from purchased copper and copper alloy scrap, electronic scrap, and industrial residues. The company was formerly known as Norddeutsche Affinerie AG and changed its name to Aurubis AG in April 2009. Aurubis AG was founded in 1866 and is headquartered in Hamburg, Germany.",7016,"{'maxAge': 1, 'name': 'Mr. Roland  Harings', 'age': 59, 'title': 'CEO, Director of Industrial Relations & Chairman of the Exec. Board', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 1467609, 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,3,1,3,1693526400,1672444800,86400,2,68.76,69.82,68.78,70.58,68.76,69.82,68.78,70.58,1.8,0.026099999,1676592000,0.1112,2.43,1.574324,4.2669964,9.905309,242038,242038,90227,130822,130822,68.88,68.9,6000,900,3014217472,51.0,103.15,0.17488359,76.758,82.59165,1.8,0.02617801,EUR,3024287744,0.01698,30248850,43659000,0.29999,0.31246,98.417,0.7015048,1664496000,1696032000,1688083200,-0.949,292668992,16.18,6.97,1.25,0.175,6.502,GER,EQUITY,NDA.DE,NDA.DE,AURUBIS AG,Aurubis AG,910598400,Europe/Berlin,CEST,7200000,69.04,112.0,55.0,75.91,67.0,2.9,hold,11,243000000,5.544,465128000,240000000,0.543,2.509,17235564544,5.562,394.841,0.02256,0.07023,1805522000,-264079120,349816000,-0.949,-0.167,0.07209,0.026989998,0.01539,EUR,
1,Hovestrasse 50,Hamburg,20539,Germany,49 40 7883 0,49 40 7883 2255,https://www.aurubis.com,Metal Fabrication,Industrials,"Aurubis AG processes metal concentrates and recycling materials in Germany. The company processes scrap metals, organic and inorganic metalbearing recycling raw materials, and industrial residues. It also offers wire rods and specialty wires, shapes, bars and profiles, industrial rolled products, and architectural rolled products. In addition, the company produces gold, silver, lead, lead-bismuth alloy, lead-antimony litharge, tellurium metals, and tellurium dioxide. Further, the company engages in the recycling of copper, copper scrap, alloy scrap and other recycling materials, precious metals, and other non-ferrous metals. Additionally, it produces sulfuric acid, iron-silicate, smelter intermediates, and selenium, as well as produces various products from purchased copper and copper alloy scrap, electronic scrap, and industrial residues. The company was formerly known as Norddeutsche Affinerie AG and changed its name to Aurubis AG in April 2009. Aurubis AG was founded in 1866 and is headquartered in Hamburg, Germany.",7016,"{'maxAge': 1, 'name': 'Mr. Herr Rainer Verhoeven', 'age': 54, 'title': 'CFO & Member of the Exec. Board', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 1018929, 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,3,1,3,1693526400,1672444800,86400,2,68.76,69.82,68.78,70.58,68.76,69.82,68.78,70.58,1.8,0.026099999,1676592000,0.1112,2.43,1.574324,4.2669964,9.905309,242038,242038,90227,130822,130822,68.88,68.9,6000,900,3014217472,51.0,103.15,0.17488359,76.758,82.59165,1.8,0.02617801,EUR,3024287744,0.01698,30248850,43659000,0.29999,0.31246,98.417,0.7015048,1664496000,1696032000,1688083200,-0.949,292668992,16.18,6.97,1.25,0.175,6.502,GER,EQUITY,NDA.DE,NDA.DE,AURUBIS AG,Aurubis AG,910598400,Europe/Berlin,CEST,7200000,69.04,112.0,55.0,75.91,67.0,2.9,hold,11,243000000,5.544,465128000,240000000,0.543,2.509,17235564544,5.562,394.841,0.02256,0.07023,1805522000,-264079120,349816000,-0.949,-0.167,0.07209,0.026989998,0.01539,EUR,
2,Hovestrasse 50,Hamburg,20539,Germany,49 40 7883 0,49 40 7883 2255,https://www.aurubis.com,Metal Fabrication,Industrials,"Aurubis AG processes metal concentrates and recycling materials in Germany. The company processes scrap metals, organic and inorganic metalbearing recycling raw materials, and industrial residues. It also offers wire rods and specialty wires, shapes, bars and profiles, industrial rolled products, and architectural rolled products. In addition, the company produces gold, silver, lead, lead-bismuth alloy, lead-antimony litharge, tellurium metals, and tellurium dioxide. Further, the company engages in the recycling of copper, copper scrap, alloy scrap and other recycling materials, precious metals, and other non-ferrous metals. Additionally, it produces sulfuric acid, iron-silicate, smelter intermediates, and selenium, as well as produces various products from purchased copper and copper alloy scrap, electronic scrap, and industrial residues. The company was formerly known as Norddeutsche Affinerie AG and changed its name to Aurubis AG in April 2009. Aurubis AG was founded in 1866 and is headquartered in Hamburg, Germany.",7016,"{'maxAge': 1, 'name': 'Dr. Heiko  Arnold', 'age': 56, 'title': 'COO & Member of Exec. Board', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1020397, 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,3,1,3,1693526400,1672444800,86400,2,68.76,69.82,68.78,70.58,68.76,69.82,68.78,70.58,1.8,0.026099999,1676592000,0.1112,2.43,1.574324,4.2669964,9.905309,242038,242038,90227,130822,130822,68.88,68.9,6000,900,3014217472,51.0,103.15,0.17488359,76.758,82.59165,1.8,0.02617801,EUR,3024287744,0.01698,30248850,43659000,0.29999,0.31246,98.417,0.7015048,1664496000,1696032000,1688083200,-0.949,292668992,16.18,6.97,1.25,0.175,6.502,GER,EQUITY,NDA.DE,NDA.DE,AURUBIS AG,Aurubis AG,910598400,Europe/Berlin,CEST,7200000,69.04,112.0,55.0,75.91,67.0,2.9,hold,11,243000000,5.544,465128000,240000000,0.543,2.509,17235564544,5.562,394.841,0.02256,0.07023,1805522000,-264079120,349816000,-0.949,-0.167,0.07209,0.026989998,0.01539,EUR,
3,Hovestrasse 50,Hamburg,20539,Germany,49 40 7883 0,49 40 7883 2255,https://www.aurubis.com,Metal Fabrication,Industrials,"Aurubis AG processes metal concentrates and recycling materials in Germany. The company processes scrap metals, organic and inorganic metalbearing recycling raw materials, and industrial residues. It also offers wire rods and specialty wires, shapes, bars and profiles, industrial rolled products, and architectural rolled products. In addition, the company produces gold, silver, lead, lead-bismuth alloy, lead-antimony litharge, tellurium metals, and tellurium dioxide. Further, the company engages in the recycling of copper, copper scrap, alloy scrap and other recycling materials, precious metals, and other non-ferrous metals. Additionally, it produces sulfuric acid, iron-silicate, smelter intermediates, and selenium, as well as produces various products from purchased copper and copper alloy scrap, electronic scrap, and industrial residues. The company was formerly known as Norddeutsche Affinerie AG and changed its name to Aurubis AG in April 2009. Aurubis AG was founded in 1866 and is headquartered in Hamburg, Germany.",7016,"{'maxAge': 1, 'name': 'Elke  Brinkmann', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,3,1,3,1693526400,1672444800,86400,2,68.76,69.82,68.78,70.58,68.76,69.82,68.78,70.58,1.8,0.026099999,1676592000,0.1112,2.43,1.574324,4.2669964,9.905309,242038,242038,90227,130822,130822,68.88,68.9,6000,900,3014217472,51.0,103.15,0.17488359,76.758,82.59165,1.8,0.02617801,EUR,3024287744,0.01698,30248850,43659000,0.29999,0.31246,98.417,0.7015048,1664496000,1696032000,1688083200,-0.949,292668992,16.18,6.97,1.25,0.175,6.502,GER,EQUITY,NDA.DE,NDA.DE,AURUBIS AG,Aurubis AG,910598400,Europe/Berlin,CEST,7200000,69.04,112.0,55.0,75.91,67.0,2.9,hold,11,243000000,5.544,465128000,240000000,0.543,2.509,17235564544,5.562,394.841,0.02256,0.07023,1805522000,-264079120,349816000,-0.949,-0.167,0.07209,0.026989998,0.01539,EUR,
4,Hovestrasse 50,Hamburg,20539,Germany,49 40 7883 0,49 40 7883 2255,https://www.aurubis.com,Metal Fabrication,Industrials,"Aurubis AG processes metal concentrates and recycling materials in Germany. The company processes scrap metals, organic and inorganic metalbearing recycling raw materials, and industrial residues. It also offers wire rods and specialty wires, shapes, bars and profiles, industrial rolled products, and architectural rolled products. In addition, the company produces gold, silver, lead, lead-bismuth alloy, lead-antimony litharge, tellurium metals, and tellurium dioxide. Further, the company engages in the recycling of copper, copper scrap, alloy scrap and other recycling materials, precious metals, and other non-ferrous metals. Additionally, it produces sulfuric acid, iron-silicate, smelter intermediates, and selenium, as well as produces various products from purchased copper and copper alloy scrap, electronic scrap, and industrial residues. The company was formerly known as Norddeutsche Affinerie AG and changed its name to Aurubis AG in April 2009. Aurubis AG was founded in 1866 and is headquartered in Hamburg, Germany.",7016,"{'maxAge': 1, 'name': 'Dr. Bjoern Carsten Frenzel', 'title': 'Head of Corp. Legal Affairs', 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,3,1,3,1693526400,1672444800,86400,2,68.76,69.82,68.78,70.58,68.76,69.82,68.78,70.58,1.8,0.026099999,1676592000,0.1112,2.43,1.574324,4.2669964,9.905309,242038,242038,90227,130822,130822,68.88,68.9,6000,900,3014217472,51.0,103.15,0.17488359,76.758,82.59165,1.8,0.02617801,EUR,3024287744,0.01698,30248850,43659000,0.29999,0.31246,98.417,0.7015048,1664496000,1696032000,1688083200,-0.949,292668992,16.18,6.97,1.25,0.175,6.502,GER,EQUITY,NDA.DE,NDA.DE,AURUBIS AG,Aurubis AG,910598400,Europe/Berlin,CEST,7200000,69.04,112.0,55.0,75.91,67.0,2.9,hold,11,243000000,5.544,465128000,240000000,0.543,2.509,17235564544,5.562,394.841,0.02256,0.07023,1805522000,-264079120,349816000,-0.949,-0.167,0.07209,0.026989998,0.01539,EUR,
5,Hovestrasse 50,Hamburg,20539,Germany,49 40 7883 0,49 40 7883 2255,https://www.aurubis.com,Metal Fabrication,Industrials,"Aurubis AG processes metal concentrates and recycling materials in Germany. The company processes scrap metals, organic and inorganic metalbearing recycling raw materials, and industrial residues. It also offers wire rods and specialty wires, shapes, bars and profiles, industrial rolled products, and architectural rolled products. In addition, the company produces gold, silver, lead, lead-bismuth alloy, lead-antimony litharge, tellurium metals, and tellurium dioxide. Further, the company engages in the recycling of copper, copper scrap, alloy scrap and other recycling materials, precious metals, and other non-ferrous metals. Additionally, it produces sulfuric acid, iron-silicate, smelter intermediates, and selenium, as well as produces various products from purchased copper and copper alloy scrap, electronic scrap, and industrial residues. The company was formerly known as Norddeutsche Affinerie AG and changed its name to Aurubis AG in April 2009. Aurubis AG was founded in 1866 and is headquartered in Hamburg, Germany.",7016,"{'maxAge': 1, 'name': 'Ms. Angela  Seidler', 'title': 'VP of Investor Relations, Corp. Communications & Sustainability', 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,3,1,3,1693526400,1672444800,86400,2,68.76,69.82,68.78,70.58,68.76,69.82,68.78,70.58,1.8,0.026099999,1676592000,0.1112,2.43,1.574324,4.2669964,9.905309,242038,242038,90227,130822,130822,68.88,68.9,6000,900,3014217472,51.0,103.15,0.17488359,76.758,82.59165,1.8,0.02617801,EUR,3024287744,0.01698,30248850,43659000,0.29999,0.31246,98.417,0.7015048,1664496000,1696032000,1688083200,-0.949,292668992,16.18,6.97,1.25,0.175,6.502,GER,EQUITY,NDA.DE,NDA.DE,AURUBIS AG,Aurubis AG,910598400,Europe/Berlin,CEST,7200000,69.04,112.0,55.0,75.91,67.0,2.9,hold,11,243000000,5.544,465128000,240000000,0.543,2.509,17235564544,5.562,394.841,0.02256,0.07023,1805522000,-264079120,349816000,-0.949,-0.167,0.07209,0.026989998,0.01539,EUR,
6,Hovestrasse 50,Hamburg,20539,Germany,49 40 7883 0,49 40 7883 2255,https://www.aurubis.com,Metal Fabrication,Industrials,"Aurubis AG processes metal concentrates and recycling materials in Germany. The company processes scrap metals, organic and inorganic metalbearing recycling raw materials, and industrial residues. It also offers wire rods and specialty wires, shapes, bars and profiles, industrial rolled products, and architectural rolled products. In addition, the company produces gold, silver, lead, lead-bismuth alloy, lead-antimony litharge, tellurium metals, and tellurium dioxide. Further, the company engages in the recycling of copper, copper scrap, alloy scrap and other recycling materials, precious metals, and other non-ferrous metals. Additionally, it produces sulfuric acid, iron-silicate, smelter intermediates, and selenium, as well as produces various products from purchased copper and copper alloy scrap, electronic scrap, and industrial residues. The company was formerly known as Norddeutsche Affinerie AG and changed its name to Aurubis AG in April 2009. Aurubis AG was founded in 1866 and is headquartered in Hamburg, Germany.",7016,"{'maxAge': 1, 'name': 'Dr. Thomas  Sturm', 'title': 'Head of Aurubis Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,3,1,3,1693526400,1672444800,86400,2,68.76,69.82,68.78,70.58,68.76,69.82,68.78,70.58,1.8,0.026099999,1676592000,0.1112,2.43,1.574324,4.2669964,9.905309,242038,242038,90227,130822,130822,68.88,68.9,6000,900,3014217472,51.0,103.15,0.17488359,76.758,82.59165,1.8,0.02617801,EUR,3024287744,0.01698,30248850,43659000,0.29999,0.31246,98.417,0.7015048,1664496000,1696032000,1688083200,-0.949,292668992,16.18,6.97,1.25,0.175,6.502,GER,EQUITY,NDA.DE,NDA.DE,AURUBIS AG,Aurubis AG,910598400,Europe/Berlin,CEST,7200000,69.04,112.0,55.0,75.91,67.0,2.9,hold,11,243000000,5.544,465128000,240000000,0.543,2.509,17235564544,5.562,394.841,0.02256,0.07023,1805522000,-264079120,349816000,-0.949,-0.167,0.07209,0.026989998,0.01539,EUR,
7,Hovestrasse 50,Hamburg,20539,Germany,49 40 7883 0,49 40 7883 2255,https://www.aurubis.com,Metal Fabrication,Industrials,"Aurubis AG processes metal concentrates and recycling materials in Germany. The company processes scrap metals, organic and inorganic metalbearing recycling raw materials, and industrial residues. It also offers wire rods and specialty wires, shapes, bars and profiles, industrial rolled products, and architectural rolled products. In addition, the company produces gold, silver, lead, lead-bismuth alloy, lead-antimony litharge, tellurium metals, and tellurium dioxide. Further, the company engages in the recycling of copper, copper scrap, alloy scrap and other recycling materials, precious metals, and other non-ferrous metals. Additionally, it produces sulfuric acid, iron-silicate, smelter intermediates, and selenium, as well as produces various products from purchased copper and copper alloy scrap, electronic scrap, and industrial residues. The company was formerly known as Norddeutsche Affinerie AG and changed its name to Aurubis AG in April 2009. Aurubis AG was founded in 1866 and is headquartered in Hamburg, Germany.",7016,"{'maxAge': 1, 'name': 'Mr. Ulf  Gehrckens', 'title': 'Sr. VP of Corp. Energy & Climate Affairs', 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,3,1,3,1693526400,1672444800,86400,2,68.76,69.82,68.78,70.58,68.76,69.82,68.78,70.58,1.8,0.026099999,1676592000,0.1112,2.43,1.574324,4.2669964,9.905309,242038,242038,90227,130822,130822,68.88,68.9,6000,900,3014217472,51.0,103.15,0.17488359,76.758,82.59165,1.8,0.02617801,EUR,3024287744,0.01698,30248850,43659000,0.29999,0.31246,98.417,0.7015048,1664496000,1696032000,1688083200,-0.949,292668992,16.18,6.97,1.25,0.175,6.502,GER,EQUITY,NDA.DE,NDA.DE,AURUBIS AG,Aurubis AG,910598400,Europe/Berlin,CEST,7200000,69.04,112.0,55.0,75.91,67.0,2.9,hold,11,243000000,5.544,465128000,240000000,0.543,2.509,17235564544,5.562,394.841,0.02256,0.07023,1805522000,-264079120,349816000,-0.949,-0.167,0.07209,0.026989998,0.01539,EUR,
8,Hovestrasse 50,Hamburg,20539,Germany,49 40 7883 0,49 40 7883 2255,https://www.aurubis.com,Metal Fabrication,Industrials,"Aurubis AG processes metal concentrates and recycling materials in Germany. The company processes scrap metals, organic and inorganic metalbearing recycling raw materials, and industrial residues. It also offers wire rods and specialty wires, shapes, bars and profiles, industrial rolled products, and architectural rolled products. In addition, the company produces gold, silver, lead, lead-bismuth alloy, lead-antimony litharge, tellurium metals, and tellurium dioxide. Further, the company engages in the recycling of copper, copper scrap, alloy scrap and other recycling materials, precious metals, and other non-ferrous metals. Additionally, it produces sulfuric acid, iron-silicate, smelter intermediates, and selenium, as well as produces various products from purchased copper and copper alloy scrap, electronic scrap, and industrial residues. The company was formerly known as Norddeutsche Affinerie AG and changed its name to Aurubis AG in April 2009. Aurubis AG was founded in 1866 and is headquartered in Hamburg, Germany.",7016,"{'maxAge': 1, 'name': 'Dr. Andreas  Specht', 'title': 'Head of Primary Copper Production Hamburg', 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,3,1,3,1693526400,1672444800,86400,2,68.76,69.82,68.78,70.58,68.76,69.82,68.78,70.58,1.8,0.026099999,1676592000,0.1112,2.43,1.574324,4.2669964,9.905309,242038,242038,90227,130822,130822,68.88,68.9,6000,900,3014217472,51.0,103.15,0.17488359,76.758,82.59165,1.8,0.02617801,EUR,3024287744,0.01698,30248850,43659000,0.29999,0.31246,98.417,0.7015048,1664496000,1696032000,1688083200,-0.949,292668992,16.18,6.97,1.25,0.175,6.502,GER,EQUITY,NDA.DE,NDA.DE,AURUBIS AG,Aurubis AG,910598400,Europe/Berlin,CEST,7200000,69.04,112.0,55.0,75.91,67.0,2.9,hold,11,243000000,5.544,465128000,240000000,0.543,2.509,17235564544,5.562,394.841,0.02256,0.07023,1805522000,-264079120,349816000,-0.949,-0.167,0.07209,0.026989998,0.01539,EUR,
9,Hovestrasse 50,Hamburg,20539,Germany,49 40 7883 0,49 40 7883 2255,https://www.aurubis.com,Metal Fabrication,Industrials,"Aurubis AG processes metal concentrates and recycling materials in Germany. The company processes scrap metals, organic and inorganic metalbearing recycling raw materials, and industrial residues. It also offers wire rods and specialty wires, shapes, bars and profiles, industrial rolled products, and architectural rolled products. In addition, the company produces gold, silver, lead, lead-bismuth alloy, lead-antimony litharge, tellurium metals, and tellurium dioxide. Further, the company engages in the recycling of copper, copper scrap, alloy scrap and other recycling materials, precious metals, and other non-ferrous metals. Additionally, it produces sulfuric acid, iron-silicate, smelter intermediates, and selenium, as well as produces various products from purchased copper and copper alloy scrap, electronic scrap, and industrial residues. The company was formerly known as Norddeutsche Affinerie AG and changed its name to Aurubis AG in April 2009. Aurubis AG was founded in 1866 and is headquartered in Hamburg, Germany.",7016,"{'maxAge': 1, 'name': 'Mr. Christian  Hein', 'title': 'Head of Sustainability', 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,3,1,3,1693526400,1672444800,86400,2,68.76,69.82,68.78,70.58,68.76,69.82,68.78,70.58,1.8,0.026099999,1676592000,0.1112,2.43,1.574324,4.2669964,9.905309,242038,242038,90227,130822,130822,68.88,68.9,6000,900,3014217472,51.0,103.15,0.17488359,76.758,82.59165,1.8,0.02617801,EUR,3024287744,0.01698,30248850,43659000,0.29999,0.31246,98.417,0.7015048,1664496000,1696032000,1688083200,-0.949,292668992,16.18,6.97,1.25,0.175,6.502,GER,EQUITY,NDA.DE,NDA.DE,AURUBIS AG,Aurubis AG,910598400,Europe/Berlin,CEST,7200000,69.04,112.0,55.0,75.91,67.0,2.9,hold,11,243000000,5.544,465128000,240000000,0.543,2.509,17235564544,5.562,394.841,0.02256,0.07023,1805522000,-264079120,349816000,-0.949,-0.167,0.07209,0.026989998,0.01539,EUR,
