,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,11335 NE 122nd Way,Suite 105,Kirkland,WA,98034,United States,866 781 5559,https://www.growlifeinc.com,Industrial Distribution,Industrials,"GrowLife, Inc. focuses on the functional mushroom business. It processes, stores, markets, distributes, and sells fresh and dried mushroom products. The company was founded in 2012 and is headquartered in Kirkland, Washington.",12,"{'maxAge': 1, 'name': 'Mr. David  Dohrmann', 'age': 55, 'title': 'CEO, CFO, Pres, Sec., Treasurer & Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0,0.207468,24,24,540258,0,0,101334,0.003,0.85,1.2785172,0.00846,0.03852,0.0,0.0,USD,5585143,0.0,25301304,33777900,0.37845,0.0,-0.292,1672444800,1703980800,1680220800,-4957507,-1.55,1:150,1574812800,70.467,-4.887,PNK,EQUITY,PHOT,PHOT,GROWLIFE INC,"GrowLife, Inc.",1357137000,America/New_York,EDT,-14400000,0.003,none,117529,0.003,-1142832,5601339,0.013,0.024,79259,0.012,-0.47122002,-3284114,-1506546,0.48279998,0.0,-21.37235,USD,
1,11335 NE 122nd Way,Suite 105,Kirkland,WA,98034,United States,866 781 5559,https://www.growlifeinc.com,Industrial Distribution,Industrials,"GrowLife, Inc. focuses on the functional mushroom business. It processes, stores, markets, distributes, and sells fresh and dried mushroom products. The company was founded in 2012 and is headquartered in Kirkland, Washington.",12,"{'maxAge': 1, 'name': 'Ms. Kara  Knell', 'title': 'Co-Founder', 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0,0.207468,24,24,540258,0,0,101334,0.003,0.85,1.2785172,0.00846,0.03852,0.0,0.0,USD,5585143,0.0,25301304,33777900,0.37845,0.0,-0.292,1672444800,1703980800,1680220800,-4957507,-1.55,1:150,1574812800,70.467,-4.887,PNK,EQUITY,PHOT,PHOT,GROWLIFE INC,"GrowLife, Inc.",1357137000,America/New_York,EDT,-14400000,0.003,none,117529,0.003,-1142832,5601339,0.013,0.024,79259,0.012,-0.47122002,-3284114,-1506546,0.48279998,0.0,-21.37235,USD,
2,11335 NE 122nd Way,Suite 105,Kirkland,WA,98034,United States,866 781 5559,https://www.growlifeinc.com,Industrial Distribution,Industrials,"GrowLife, Inc. focuses on the functional mushroom business. It processes, stores, markets, distributes, and sells fresh and dried mushroom products. The company was founded in 2012 and is headquartered in Kirkland, Washington.",12,"{'maxAge': 1, 'name': 'Mr. Jim  Pare', 'title': 'Co-Founder and Chief Marketing officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0,0.207468,24,24,540258,0,0,101334,0.003,0.85,1.2785172,0.00846,0.03852,0.0,0.0,USD,5585143,0.0,25301304,33777900,0.37845,0.0,-0.292,1672444800,1703980800,1680220800,-4957507,-1.55,1:150,1574812800,70.467,-4.887,PNK,EQUITY,PHOT,PHOT,GROWLIFE INC,"GrowLife, Inc.",1357137000,America/New_York,EDT,-14400000,0.003,none,117529,0.003,-1142832,5601339,0.013,0.024,79259,0.012,-0.47122002,-3284114,-1506546,0.48279998,0.0,-21.37235,USD,
3,11335 NE 122nd Way,Suite 105,Kirkland,WA,98034,United States,866 781 5559,https://www.growlifeinc.com,Industrial Distribution,Industrials,"GrowLife, Inc. focuses on the functional mushroom business. It processes, stores, markets, distributes, and sells fresh and dried mushroom products. The company was founded in 2012 and is headquartered in Kirkland, Washington.",12,"{'maxAge': 1, 'name': 'Kelly  Wilson', 'title': 'VP of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0,0.207468,24,24,540258,0,0,101334,0.003,0.85,1.2785172,0.00846,0.03852,0.0,0.0,USD,5585143,0.0,25301304,33777900,0.37845,0.0,-0.292,1672444800,1703980800,1680220800,-4957507,-1.55,1:150,1574812800,70.467,-4.887,PNK,EQUITY,PHOT,PHOT,GROWLIFE INC,"GrowLife, Inc.",1357137000,America/New_York,EDT,-14400000,0.003,none,117529,0.003,-1142832,5601339,0.013,0.024,79259,0.012,-0.47122002,-3284114,-1506546,0.48279998,0.0,-21.37235,USD,
4,11335 NE 122nd Way,Suite 105,Kirkland,WA,98034,United States,866 781 5559,https://www.growlifeinc.com,Industrial Distribution,Industrials,"GrowLife, Inc. focuses on the functional mushroom business. It processes, stores, markets, distributes, and sells fresh and dried mushroom products. The company was founded in 2012 and is headquartered in Kirkland, Washington.",12,"{'maxAge': 1, 'name': 'Mr. Will  Scott', 'title': 'VP of Admin.', 'fiscalYear': 2020, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0,0.207468,24,24,540258,0,0,101334,0.003,0.85,1.2785172,0.00846,0.03852,0.0,0.0,USD,5585143,0.0,25301304,33777900,0.37845,0.0,-0.292,1672444800,1703980800,1680220800,-4957507,-1.55,1:150,1574812800,70.467,-4.887,PNK,EQUITY,PHOT,PHOT,GROWLIFE INC,"GrowLife, Inc.",1357137000,America/New_York,EDT,-14400000,0.003,none,117529,0.003,-1142832,5601339,0.013,0.024,79259,0.012,-0.47122002,-3284114,-1506546,0.48279998,0.0,-21.37235,USD,
5,11335 NE 122nd Way,Suite 105,Kirkland,WA,98034,United States,866 781 5559,https://www.growlifeinc.com,Industrial Distribution,Industrials,"GrowLife, Inc. focuses on the functional mushroom business. It processes, stores, markets, distributes, and sells fresh and dried mushroom products. The company was founded in 2012 and is headquartered in Kirkland, Washington.",12,"{'maxAge': 1, 'name': 'Mr. Joseph  Barnes', 'age': 50, 'title': 'Exec. Vice-Pres of Sales & Marketing', 'yearBorn': 1972, 'fiscalYear': 2020, 'totalPay': 165000, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0,0.207468,24,24,540258,0,0,101334,0.003,0.85,1.2785172,0.00846,0.03852,0.0,0.0,USD,5585143,0.0,25301304,33777900,0.37845,0.0,-0.292,1672444800,1703980800,1680220800,-4957507,-1.55,1:150,1574812800,70.467,-4.887,PNK,EQUITY,PHOT,PHOT,GROWLIFE INC,"GrowLife, Inc.",1357137000,America/New_York,EDT,-14400000,0.003,none,117529,0.003,-1142832,5601339,0.013,0.024,79259,0.012,-0.47122002,-3284114,-1506546,0.48279998,0.0,-21.37235,USD,
6,11335 NE 122nd Way,Suite 105,Kirkland,WA,98034,United States,866 781 5559,https://www.growlifeinc.com,Industrial Distribution,Industrials,"GrowLife, Inc. focuses on the functional mushroom business. It processes, stores, markets, distributes, and sells fresh and dried mushroom products. The company was founded in 2012 and is headquartered in Kirkland, Washington.",12,"{'maxAge': 1, 'name': 'Mr. William  Blackburn', 'title': 'Exec. VP of R&D and Member of Advisory Board', 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0,0.207468,24,24,540258,0,0,101334,0.003,0.85,1.2785172,0.00846,0.03852,0.0,0.0,USD,5585143,0.0,25301304,33777900,0.37845,0.0,-0.292,1672444800,1703980800,1680220800,-4957507,-1.55,1:150,1574812800,70.467,-4.887,PNK,EQUITY,PHOT,PHOT,GROWLIFE INC,"GrowLife, Inc.",1357137000,America/New_York,EDT,-14400000,0.003,none,117529,0.003,-1142832,5601339,0.013,0.024,79259,0.012,-0.47122002,-3284114,-1506546,0.48279998,0.0,-21.37235,USD,
7,11335 NE 122nd Way,Suite 105,Kirkland,WA,98034,United States,866 781 5559,https://www.growlifeinc.com,Industrial Distribution,Industrials,"GrowLife, Inc. focuses on the functional mushroom business. It processes, stores, markets, distributes, and sells fresh and dried mushroom products. The company was founded in 2012 and is headquartered in Kirkland, Washington.",12,"{'maxAge': 1, 'name': 'Mr. Foday  Dean', 'title': 'Corp. Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0,0.207468,24,24,540258,0,0,101334,0.003,0.85,1.2785172,0.00846,0.03852,0.0,0.0,USD,5585143,0.0,25301304,33777900,0.37845,0.0,-0.292,1672444800,1703980800,1680220800,-4957507,-1.55,1:150,1574812800,70.467,-4.887,PNK,EQUITY,PHOT,PHOT,GROWLIFE INC,"GrowLife, Inc.",1357137000,America/New_York,EDT,-14400000,0.003,none,117529,0.003,-1142832,5601339,0.013,0.024,79259,0.012,-0.47122002,-3284114,-1506546,0.48279998,0.0,-21.37235,USD,
