,address1,address2,city,state,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Granville Park,RPO Box 60610,Vancouver,BC,V6H 4B9,Canada,https://www.summus-solutions.com,Oil & Gas E&P,Energy,"Summus Solutions N.V. engages in the exploration and development of renewable energy and natural gas resources. It also identifies and develops in water, solar, and wind energy businesses. Summus Solutions N.V. was incorporated in 1993 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Urs  Meisterhans', 'title': 'CEO, Pres, Compliance Officer & Director', 'fiscalYear': 2019, 'totalPay': 4398, 'exercisedValue': 0, 'unexercisedValue': 0}",1577750400,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.48686,200,200,0,0,0,14317,1e-06,0.0001,0.0001,0.0001,0.0,0.0,USD,1902091,0.0,7638124,9848150,0.22441,0.0,-0.241,1593475200,1625011200,1593475200,-499077,-0.04,1:5,1327017600,-7.013,PNK,EQUITY,WENEF,WENEF,SUMMUS SOLUTIONS N V,Summus Solutions N.V.,1285248600,America/New_York,EDT,-14400000,1e-06,none,88212,0.009,-271213,1990294,0.036,0.036,-0.43025002,-684530,-236428,0.0,0.0,0.0,CAD,
1,Granville Park,RPO Box 60610,Vancouver,BC,V6H 4B9,Canada,https://www.summus-solutions.com,Oil & Gas E&P,Energy,"Summus Solutions N.V. engages in the exploration and development of renewable energy and natural gas resources. It also identifies and develops in water, solar, and wind energy businesses. Summus Solutions N.V. was incorporated in 1993 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Dimitrios  Kontos', 'title': 'CFO & Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1577750400,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.48686,200,200,0,0,0,14317,1e-06,0.0001,0.0001,0.0001,0.0,0.0,USD,1902091,0.0,7638124,9848150,0.22441,0.0,-0.241,1593475200,1625011200,1593475200,-499077,-0.04,1:5,1327017600,-7.013,PNK,EQUITY,WENEF,WENEF,SUMMUS SOLUTIONS N V,Summus Solutions N.V.,1285248600,America/New_York,EDT,-14400000,1e-06,none,88212,0.009,-271213,1990294,0.036,0.036,-0.43025002,-684530,-236428,0.0,0.0,0.0,CAD,
2,Granville Park,RPO Box 60610,Vancouver,BC,V6H 4B9,Canada,https://www.summus-solutions.com,Oil & Gas E&P,Energy,"Summus Solutions N.V. engages in the exploration and development of renewable energy and natural gas resources. It also identifies and develops in water, solar, and wind energy businesses. Summus Solutions N.V. was incorporated in 1993 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Clark  Kiser', 'title': 'VP of Exploration', 'exercisedValue': 0, 'unexercisedValue': 0}",1577750400,86400,4,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.48686,200,200,0,0,0,14317,1e-06,0.0001,0.0001,0.0001,0.0,0.0,USD,1902091,0.0,7638124,9848150,0.22441,0.0,-0.241,1593475200,1625011200,1593475200,-499077,-0.04,1:5,1327017600,-7.013,PNK,EQUITY,WENEF,WENEF,SUMMUS SOLUTIONS N V,Summus Solutions N.V.,1285248600,America/New_York,EDT,-14400000,1e-06,none,88212,0.009,-271213,1990294,0.036,0.036,-0.43025002,-684530,-236428,0.0,0.0,0.0,CAD,
