,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio
0,333 West Wacker Drive,Chicago,IL,60606-1220,United States,312 917 7700,https://www.nuveen.com/CEF/Product/Overview.aspx?fundcode=JGH,Asset Management,Financial Services,"Nuveen Global High Income Fund is a closed-ended fixed income mutual fund launched by Nuveen Investments, Inc. The fund is co-managed by Nuveen Fund Advisors LLC and Nuveen Asset Management, LLC. It invests in fixed income markets across the globe. The fund primarily invests in U.S. high-yield bonds, non-U.S. high-yield bonds from developed and emerging markets, corporate debt securities, U.S. and foreign government debt securities, mortgage and asset-backed securities, preferred securities, secured and unsecured loans, and convertible debt securities. It seeks to invest in below investment grade securities rated BB/Ba or lower. The fund uses a diversified global high-income strategy, which blends high-yield bonds and other income producing securities from around the world, and across the capital structure and credit spectrum, to create its portfolio. It benchmarks the performance of its portfolio against the Barclays Global High Yield Index. Nuveen Global High Income Fund was formed on August 5, 2014 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. John T. Fruit C.F.A., CFA', 'title': 'Sr. VP, Head of High-Yield Credit Sector Team and Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.44,11.47,11.36,11.51,11.44,11.47,11.36,11.51,1.24,0.1086,1694649600,0.9412,9.19,8.39416,30415,30415,51264,33970,33970,11.21,12.2,1300,1100,266540096,10.44,12.7,11.5104,11.42065,0.0,0.0,USD,0.0,23177400,10934,8096,1690761600,1693440000,0.0005,0.0,0.42415002,0.17,0.0005,1.37,NYQ,EQUITY,JGH,JGH,Nuveen Global High Income Fund ,Nuveen Global High Income Fund,1416839400,America/New_York,EDT,-14400000,11.5,none,0.0,0.0,0.0,
1,333 West Wacker Drive,Chicago,IL,60606-1220,United States,312 917 7700,https://www.nuveen.com/CEF/Product/Overview.aspx?fundcode=JGH,Asset Management,Financial Services,"Nuveen Global High Income Fund is a closed-ended fixed income mutual fund launched by Nuveen Investments, Inc. The fund is co-managed by Nuveen Fund Advisors LLC and Nuveen Asset Management, LLC. It invests in fixed income markets across the globe. The fund primarily invests in U.S. high-yield bonds, non-U.S. high-yield bonds from developed and emerging markets, corporate debt securities, U.S. and foreign government debt securities, mortgage and asset-backed securities, preferred securities, secured and unsecured loans, and convertible debt securities. It seeks to invest in below investment grade securities rated BB/Ba or lower. The fund uses a diversified global high-income strategy, which blends high-yield bonds and other income producing securities from around the world, and across the capital structure and credit spectrum, to create its portfolio. It benchmarks the performance of its portfolio against the Barclays Global High Yield Index. Nuveen Global High Income Fund was formed on August 5, 2014 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Timothy A. Palmer CFA', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.44,11.47,11.36,11.51,11.44,11.47,11.36,11.51,1.24,0.1086,1694649600,0.9412,9.19,8.39416,30415,30415,51264,33970,33970,11.21,12.2,1300,1100,266540096,10.44,12.7,11.5104,11.42065,0.0,0.0,USD,0.0,23177400,10934,8096,1690761600,1693440000,0.0005,0.0,0.42415002,0.17,0.0005,1.37,NYQ,EQUITY,JGH,JGH,Nuveen Global High Income Fund ,Nuveen Global High Income Fund,1416839400,America/New_York,EDT,-14400000,11.5,none,0.0,0.0,0.0,
2,333 West Wacker Drive,Chicago,IL,60606-1220,United States,312 917 7700,https://www.nuveen.com/CEF/Product/Overview.aspx?fundcode=JGH,Asset Management,Financial Services,"Nuveen Global High Income Fund is a closed-ended fixed income mutual fund launched by Nuveen Investments, Inc. The fund is co-managed by Nuveen Fund Advisors LLC and Nuveen Asset Management, LLC. It invests in fixed income markets across the globe. The fund primarily invests in U.S. high-yield bonds, non-U.S. high-yield bonds from developed and emerging markets, corporate debt securities, U.S. and foreign government debt securities, mortgage and asset-backed securities, preferred securities, secured and unsecured loans, and convertible debt securities. It seeks to invest in below investment grade securities rated BB/Ba or lower. The fund uses a diversified global high-income strategy, which blends high-yield bonds and other income producing securities from around the world, and across the capital structure and credit spectrum, to create its portfolio. It benchmarks the performance of its portfolio against the Barclays Global High Yield Index. Nuveen Global High Income Fund was formed on August 5, 2014 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Jeffrey T. Schmitz C.F.A., CFA', 'age': 58, 'title': 'Sr. VP and Portfolio Mang.', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.44,11.47,11.36,11.51,11.44,11.47,11.36,11.51,1.24,0.1086,1694649600,0.9412,9.19,8.39416,30415,30415,51264,33970,33970,11.21,12.2,1300,1100,266540096,10.44,12.7,11.5104,11.42065,0.0,0.0,USD,0.0,23177400,10934,8096,1690761600,1693440000,0.0005,0.0,0.42415002,0.17,0.0005,1.37,NYQ,EQUITY,JGH,JGH,Nuveen Global High Income Fund ,Nuveen Global High Income Fund,1416839400,America/New_York,EDT,-14400000,11.5,none,0.0,0.0,0.0,
