,address1,address2,city,state,zip,country,phone,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,822 62nd Street Circle East,Unit 105,Bradenton,FL,34208,United States,941 487 3653,Shell Companies,Financial Services,"Kingfish Holding Corporation does not have significant operations. The company intends to seek a suitable private company candidate for a business combination. Kingfish Holding Corporation is based in Bradenton, Florida.","{'maxAge': 1, 'name': 'Mr. Teddy B. Sparling', 'age': 59, 'title': 'CEO, Pres & Director', 'yearBorn': 1963, 'fiscalYear': 2015, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0,-1.033195,510,510,16,0,0,96754,0.0002,0.0033,0.000774,0.0004765,0.0,0.0,USD,562203,0.0,30498193,120943000,0.74783,0.0,-0.005,1664496000,1696032000,1688083200,-200233,-0.0,19:1,1183334400,PNK,EQUITY,KSSH,KSSH,KESSELRING HOLDING CORPORATION,Kingfish Holding Corporation,1180618200,America/New_York,EDT,-14400000,0.0008,none,4551,0.0,470000,0.013,0.013,-23.64965,-125587,-200694,0.0,0.0,0.0,USD,
1,822 62nd Street Circle East,Unit 105,Bradenton,FL,34208,United States,941 487 3653,Shell Companies,Financial Services,"Kingfish Holding Corporation does not have significant operations. The company intends to seek a suitable private company candidate for a business combination. Kingfish Holding Corporation is based in Bradenton, Florida.","{'maxAge': 1, 'name': 'Mr. James M. LaManna CPA, CPA', 'age': 57, 'title': 'CFO & Director', 'yearBorn': 1965, 'fiscalYear': 2015, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0,-1.033195,510,510,16,0,0,96754,0.0002,0.0033,0.000774,0.0004765,0.0,0.0,USD,562203,0.0,30498193,120943000,0.74783,0.0,-0.005,1664496000,1696032000,1688083200,-200233,-0.0,19:1,1183334400,PNK,EQUITY,KSSH,KSSH,KESSELRING HOLDING CORPORATION,Kingfish Holding Corporation,1180618200,America/New_York,EDT,-14400000,0.0008,none,4551,0.0,470000,0.013,0.013,-23.64965,-125587,-200694,0.0,0.0,0.0,USD,
2,822 62nd Street Circle East,Unit 105,Bradenton,FL,34208,United States,941 487 3653,Shell Companies,Financial Services,"Kingfish Holding Corporation does not have significant operations. The company intends to seek a suitable private company candidate for a business combination. Kingfish Holding Corporation is based in Bradenton, Florida.","{'maxAge': 1, 'name': 'Mr. James K. Toomey', 'age': 56, 'title': 'Sec. & Director', 'yearBorn': 1966, 'fiscalYear': 2015, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0,-1.033195,510,510,16,0,0,96754,0.0002,0.0033,0.000774,0.0004765,0.0,0.0,USD,562203,0.0,30498193,120943000,0.74783,0.0,-0.005,1664496000,1696032000,1688083200,-200233,-0.0,19:1,1183334400,PNK,EQUITY,KSSH,KSSH,KESSELRING HOLDING CORPORATION,Kingfish Holding Corporation,1180618200,America/New_York,EDT,-14400000,0.0008,none,4551,0.0,470000,0.013,0.013,-23.64965,-125587,-200694,0.0,0.0,0.0,USD,
