,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Storgata 65,Tromsø,9008,Norway,47 91 50 22 44,https://www.sparebank1.no,Banks—Regional,Financial Services,"SpareBank 1 Nord-Norge provides banking services in Northern Norway. It operates through Retail Market, Corporate Market, Leasing, and Markets segments. The company offers mortgage, car, vehicle, and other loan related services. It also offers vehicle, home, travel, personal, and pet insurance services. In addition, the company provides various savings and pension related services, as well as debit and credit card services. Further, it offers financing, real estate leasing, agency, payment, and  investment services. The company was founded in 1836 and is headquartered in Tromsø, Norway.",889,"{'maxAge': 1, 'name': 'Ms. Liv Bortne Ulriksen', 'age': 62, 'title': 'Chief Exec. Officer', 'yearBorn': 1960, 'fiscalYear': 2020, 'totalPay': 353943, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,2,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.864864,7.976072,100,100,0,0,0,838480000,8.0,9.0,0.17817254,8.0,8.0,8.2,1.025,USD,22698184704,0.48916,96630078,100400000,0.06643,0.3015,145.033,0.05515986,1672444800,1703980800,1688083200,0.633,1050000000,1.003,4.823,PNK,EQUITY,SPXXF,SPXXF,SPAREBANK 1 NORD-NORGE,SpareBank 1 Nord-Norge,1533043800,America/New_York,EDT,-14400000,8.0,none,2620000000,26.096,24280999936,4705999872,47.138,0.01825,0.14772001,4001000000,117000000,0.651,0.412,0.0,0.0,0.63961,NOK,
1,Storgata 65,Tromsø,9008,Norway,47 91 50 22 44,https://www.sparebank1.no,Banks—Regional,Financial Services,"SpareBank 1 Nord-Norge provides banking services in Northern Norway. It operates through Retail Market, Corporate Market, Leasing, and Markets segments. The company offers mortgage, car, vehicle, and other loan related services. It also offers vehicle, home, travel, personal, and pet insurance services. In addition, the company provides various savings and pension related services, as well as debit and credit card services. Further, it offers financing, real estate leasing, agency, payment, and  investment services. The company was founded in 1836 and is headquartered in Tromsø, Norway.",889,"{'maxAge': 1, 'name': 'Mr. Bengt  Olsen', 'age': 52, 'title': 'Chief Financial Officer', 'yearBorn': 1970, 'fiscalYear': 2020, 'totalPay': 290443, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,2,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.864864,7.976072,100,100,0,0,0,838480000,8.0,9.0,0.17817254,8.0,8.0,8.2,1.025,USD,22698184704,0.48916,96630078,100400000,0.06643,0.3015,145.033,0.05515986,1672444800,1703980800,1688083200,0.633,1050000000,1.003,4.823,PNK,EQUITY,SPXXF,SPXXF,SPAREBANK 1 NORD-NORGE,SpareBank 1 Nord-Norge,1533043800,America/New_York,EDT,-14400000,8.0,none,2620000000,26.096,24280999936,4705999872,47.138,0.01825,0.14772001,4001000000,117000000,0.651,0.412,0.0,0.0,0.63961,NOK,
2,Storgata 65,Tromsø,9008,Norway,47 91 50 22 44,https://www.sparebank1.no,Banks—Regional,Financial Services,"SpareBank 1 Nord-Norge provides banking services in Northern Norway. It operates through Retail Market, Corporate Market, Leasing, and Markets segments. The company offers mortgage, car, vehicle, and other loan related services. It also offers vehicle, home, travel, personal, and pet insurance services. In addition, the company provides various savings and pension related services, as well as debit and credit card services. Further, it offers financing, real estate leasing, agency, payment, and  investment services. The company was founded in 1836 and is headquartered in Tromsø, Norway.",889,"{'maxAge': 1, 'name': 'Mr. Stein Vidar Loftas', 'title': 'Chief Communications Officer', 'fiscalYear': 2020, 'totalPay': 185254, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,2,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.864864,7.976072,100,100,0,0,0,838480000,8.0,9.0,0.17817254,8.0,8.0,8.2,1.025,USD,22698184704,0.48916,96630078,100400000,0.06643,0.3015,145.033,0.05515986,1672444800,1703980800,1688083200,0.633,1050000000,1.003,4.823,PNK,EQUITY,SPXXF,SPXXF,SPAREBANK 1 NORD-NORGE,SpareBank 1 Nord-Norge,1533043800,America/New_York,EDT,-14400000,8.0,none,2620000000,26.096,24280999936,4705999872,47.138,0.01825,0.14772001,4001000000,117000000,0.651,0.412,0.0,0.0,0.63961,NOK,
3,Storgata 65,Tromsø,9008,Norway,47 91 50 22 44,https://www.sparebank1.no,Banks—Regional,Financial Services,"SpareBank 1 Nord-Norge provides banking services in Northern Norway. It operates through Retail Market, Corporate Market, Leasing, and Markets segments. The company offers mortgage, car, vehicle, and other loan related services. It also offers vehicle, home, travel, personal, and pet insurance services. In addition, the company provides various savings and pension related services, as well as debit and credit card services. Further, it offers financing, real estate leasing, agency, payment, and  investment services. The company was founded in 1836 and is headquartered in Tromsø, Norway.",889,"{'maxAge': 1, 'name': 'Mr. Geir  Andreassen', 'title': 'Chief Innovation Officer', 'fiscalYear': 2020, 'totalPay': 236606, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,2,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.864864,7.976072,100,100,0,0,0,838480000,8.0,9.0,0.17817254,8.0,8.0,8.2,1.025,USD,22698184704,0.48916,96630078,100400000,0.06643,0.3015,145.033,0.05515986,1672444800,1703980800,1688083200,0.633,1050000000,1.003,4.823,PNK,EQUITY,SPXXF,SPXXF,SPAREBANK 1 NORD-NORGE,SpareBank 1 Nord-Norge,1533043800,America/New_York,EDT,-14400000,8.0,none,2620000000,26.096,24280999936,4705999872,47.138,0.01825,0.14772001,4001000000,117000000,0.651,0.412,0.0,0.0,0.63961,NOK,
4,Storgata 65,Tromsø,9008,Norway,47 91 50 22 44,https://www.sparebank1.no,Banks—Regional,Financial Services,"SpareBank 1 Nord-Norge provides banking services in Northern Norway. It operates through Retail Market, Corporate Market, Leasing, and Markets segments. The company offers mortgage, car, vehicle, and other loan related services. It also offers vehicle, home, travel, personal, and pet insurance services. In addition, the company provides various savings and pension related services, as well as debit and credit card services. Further, it offers financing, real estate leasing, agency, payment, and  investment services. The company was founded in 1836 and is headquartered in Tromsø, Norway.",889,"{'maxAge': 1, 'name': 'Ms. Trude  Glad', 'title': 'Exec. VP of Corp. Banking', 'fiscalYear': 2020, 'totalPay': 269368, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,2,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.864864,7.976072,100,100,0,0,0,838480000,8.0,9.0,0.17817254,8.0,8.0,8.2,1.025,USD,22698184704,0.48916,96630078,100400000,0.06643,0.3015,145.033,0.05515986,1672444800,1703980800,1688083200,0.633,1050000000,1.003,4.823,PNK,EQUITY,SPXXF,SPXXF,SPAREBANK 1 NORD-NORGE,SpareBank 1 Nord-Norge,1533043800,America/New_York,EDT,-14400000,8.0,none,2620000000,26.096,24280999936,4705999872,47.138,0.01825,0.14772001,4001000000,117000000,0.651,0.412,0.0,0.0,0.63961,NOK,
5,Storgata 65,Tromsø,9008,Norway,47 91 50 22 44,https://www.sparebank1.no,Banks—Regional,Financial Services,"SpareBank 1 Nord-Norge provides banking services in Northern Norway. It operates through Retail Market, Corporate Market, Leasing, and Markets segments. The company offers mortgage, car, vehicle, and other loan related services. It also offers vehicle, home, travel, personal, and pet insurance services. In addition, the company provides various savings and pension related services, as well as debit and credit card services. Further, it offers financing, real estate leasing, agency, payment, and  investment services. The company was founded in 1836 and is headquartered in Tromsø, Norway.",889,"{'maxAge': 1, 'name': 'Mr. Terje Marius Nilsen', 'title': 'Chief Risk Officer', 'fiscalYear': 2020, 'totalPay': 180008, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,2,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.864864,7.976072,100,100,0,0,0,838480000,8.0,9.0,0.17817254,8.0,8.0,8.2,1.025,USD,22698184704,0.48916,96630078,100400000,0.06643,0.3015,145.033,0.05515986,1672444800,1703980800,1688083200,0.633,1050000000,1.003,4.823,PNK,EQUITY,SPXXF,SPXXF,SPAREBANK 1 NORD-NORGE,SpareBank 1 Nord-Norge,1533043800,America/New_York,EDT,-14400000,8.0,none,2620000000,26.096,24280999936,4705999872,47.138,0.01825,0.14772001,4001000000,117000000,0.651,0.412,0.0,0.0,0.63961,NOK,
6,Storgata 65,Tromsø,9008,Norway,47 91 50 22 44,https://www.sparebank1.no,Banks—Regional,Financial Services,"SpareBank 1 Nord-Norge provides banking services in Northern Norway. It operates through Retail Market, Corporate Market, Leasing, and Markets segments. The company offers mortgage, car, vehicle, and other loan related services. It also offers vehicle, home, travel, personal, and pet insurance services. In addition, the company provides various savings and pension related services, as well as debit and credit card services. Further, it offers financing, real estate leasing, agency, payment, and  investment services. The company was founded in 1836 and is headquartered in Tromsø, Norway.",889,"{'maxAge': 1, 'name': 'Mr. Lasse  Hagerupsen', 'title': 'Exec. VP of Personal Banking', 'fiscalYear': 2020, 'totalPay': 219213, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,2,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.864864,7.976072,100,100,0,0,0,838480000,8.0,9.0,0.17817254,8.0,8.0,8.2,1.025,USD,22698184704,0.48916,96630078,100400000,0.06643,0.3015,145.033,0.05515986,1672444800,1703980800,1688083200,0.633,1050000000,1.003,4.823,PNK,EQUITY,SPXXF,SPXXF,SPAREBANK 1 NORD-NORGE,SpareBank 1 Nord-Norge,1533043800,America/New_York,EDT,-14400000,8.0,none,2620000000,26.096,24280999936,4705999872,47.138,0.01825,0.14772001,4001000000,117000000,0.651,0.412,0.0,0.0,0.63961,NOK,
7,Storgata 65,Tromsø,9008,Norway,47 91 50 22 44,https://www.sparebank1.no,Banks—Regional,Financial Services,"SpareBank 1 Nord-Norge provides banking services in Northern Norway. It operates through Retail Market, Corporate Market, Leasing, and Markets segments. The company offers mortgage, car, vehicle, and other loan related services. It also offers vehicle, home, travel, personal, and pet insurance services. In addition, the company provides various savings and pension related services, as well as debit and credit card services. Further, it offers financing, real estate leasing, agency, payment, and  investment services. The company was founded in 1836 and is headquartered in Tromsø, Norway.",889,"{'maxAge': 1, 'name': 'Ms. Turid  Aspenes', 'title': 'Chief of Staff', 'fiscalYear': 2020, 'totalPay': 202555, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,2,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.864864,7.976072,100,100,0,0,0,838480000,8.0,9.0,0.17817254,8.0,8.0,8.2,1.025,USD,22698184704,0.48916,96630078,100400000,0.06643,0.3015,145.033,0.05515986,1672444800,1703980800,1688083200,0.633,1050000000,1.003,4.823,PNK,EQUITY,SPXXF,SPXXF,SPAREBANK 1 NORD-NORGE,SpareBank 1 Nord-Norge,1533043800,America/New_York,EDT,-14400000,8.0,none,2620000000,26.096,24280999936,4705999872,47.138,0.01825,0.14772001,4001000000,117000000,0.651,0.412,0.0,0.0,0.63961,NOK,
8,Storgata 65,Tromsø,9008,Norway,47 91 50 22 44,https://www.sparebank1.no,Banks—Regional,Financial Services,"SpareBank 1 Nord-Norge provides banking services in Northern Norway. It operates through Retail Market, Corporate Market, Leasing, and Markets segments. The company offers mortgage, car, vehicle, and other loan related services. It also offers vehicle, home, travel, personal, and pet insurance services. In addition, the company provides various savings and pension related services, as well as debit and credit card services. Further, it offers financing, real estate leasing, agency, payment, and  investment services. The company was founded in 1836 and is headquartered in Tromsø, Norway.",889,"{'maxAge': 1, 'name': 'Ms. Anna-Liisa Brantzeg Evensen', 'age': 36, 'title': 'Head of Compliance', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,2,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.864864,7.976072,100,100,0,0,0,838480000,8.0,9.0,0.17817254,8.0,8.0,8.2,1.025,USD,22698184704,0.48916,96630078,100400000,0.06643,0.3015,145.033,0.05515986,1672444800,1703980800,1688083200,0.633,1050000000,1.003,4.823,PNK,EQUITY,SPXXF,SPXXF,SPAREBANK 1 NORD-NORGE,SpareBank 1 Nord-Norge,1533043800,America/New_York,EDT,-14400000,8.0,none,2620000000,26.096,24280999936,4705999872,47.138,0.01825,0.14772001,4001000000,117000000,0.651,0.412,0.0,0.0,0.63961,NOK,
9,Storgata 65,Tromsø,9008,Norway,47 91 50 22 44,https://www.sparebank1.no,Banks—Regional,Financial Services,"SpareBank 1 Nord-Norge provides banking services in Northern Norway. It operates through Retail Market, Corporate Market, Leasing, and Markets segments. The company offers mortgage, car, vehicle, and other loan related services. It also offers vehicle, home, travel, personal, and pet insurance services. In addition, the company provides various savings and pension related services, as well as debit and credit card services. Further, it offers financing, real estate leasing, agency, payment, and  investment services. The company was founded in 1836 and is headquartered in Tromsø, Norway.",889,"{'maxAge': 1, 'name': 'Ms. Hanne Karoline Kræmer', 'title': 'Managing director of SpareBank 1 Regnskapshuset Nord-Nororge', 'fiscalYear': 2017, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,2,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.864864,7.976072,100,100,0,0,0,838480000,8.0,9.0,0.17817254,8.0,8.0,8.2,1.025,USD,22698184704,0.48916,96630078,100400000,0.06643,0.3015,145.033,0.05515986,1672444800,1703980800,1688083200,0.633,1050000000,1.003,4.823,PNK,EQUITY,SPXXF,SPXXF,SPAREBANK 1 NORD-NORGE,SpareBank 1 Nord-Norge,1533043800,America/New_York,EDT,-14400000,8.0,none,2620000000,26.096,24280999936,4705999872,47.138,0.01825,0.14772001,4001000000,117000000,0.651,0.412,0.0,0.0,0.63961,NOK,
