,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,128 Dingxin Road,Haizhu District,Guangzhou,510220,China,86 20 2233 0025,86 20 2233 0111,https://www.vip.com,Internet Retail,Consumer Cyclical,"Vipshop Holdings Limited operates online platforms in the People's Republic of China. It operates in Vip.com, Shan Shan Outlets, and Others segments. The company offers womenswear, menswear, sportswear, shoes and bags, accessories, baby and children products, skincare and cosmetics, home goods and other lifestyle products, and supermarket products. It also provides internet finance services, including consumer and supplier financing. In addition, the company engages in warehousing services, retail business, product procurement, and software development and information technology support activities. The company provides its branded products through its vip.com and vipshop.com online platforms, as well as through retail stores. Vipshop Holdings Limited was founded in 2008 and is headquartered in Guangzhou, the People's Republic of China.",6815,"{'maxAge': 1, 'name': 'Mr. Ya  Shen', 'age': 51, 'title': 'Co-Founder, Chairman & CEO', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,13.1,13.4,13.4,13.4,13.1,13.4,13.4,13.4,0.0,0.594052,7.790697,7.701149,200,200,135,20,20,13.6,13.9,70000,70000,7484570112,6.7,17.9,0.06879934,14.48,13.82845,0.0,0.0,EUR,-8799170560,0.072399996,306869570,541750976,0.01741,0.70414,59.724,0.22436541,1672444800,1703980800,1688083200,0.635,7876446208,1.72,1.74,41.43,10:1,1415059200,-0.081,-0.962,FRA,EQUITY,1VPA.F,1VPA.F,VIPSHOP HLDGS LTD S.ADR/2,Vipshop Holdings Limited,1350885600,Europe/Berlin,CEST,7200000,13.4,40.99,11.0,22.37,19.5,2.0,buy,23,18731503616,34.576,9149292544,1315687040,0.931,1.145,108788400128,3.903,184.967,0.08148,0.23326999,21616080000,0.901,0.136,0.21776,0.0841,0.07218,CNY,
1,128 Dingxin Road,Haizhu District,Guangzhou,510220,China,86 20 2233 0025,86 20 2233 0111,https://www.vip.com,Internet Retail,Consumer Cyclical,"Vipshop Holdings Limited operates online platforms in the People's Republic of China. It operates in Vip.com, Shan Shan Outlets, and Others segments. The company offers womenswear, menswear, sportswear, shoes and bags, accessories, baby and children products, skincare and cosmetics, home goods and other lifestyle products, and supermarket products. It also provides internet finance services, including consumer and supplier financing. In addition, the company engages in warehousing services, retail business, product procurement, and software development and information technology support activities. The company provides its branded products through its vip.com and vipshop.com online platforms, as well as through retail stores. Vipshop Holdings Limited was founded in 2008 and is headquartered in Guangzhou, the People's Republic of China.",6815,"{'maxAge': 1, 'name': 'Mr. Xiaobo  Hong', 'age': 50, 'title': 'Co-Founder, Vice Chairman & COO', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,13.1,13.4,13.4,13.4,13.1,13.4,13.4,13.4,0.0,0.594052,7.790697,7.701149,200,200,135,20,20,13.6,13.9,70000,70000,7484570112,6.7,17.9,0.06879934,14.48,13.82845,0.0,0.0,EUR,-8799170560,0.072399996,306869570,541750976,0.01741,0.70414,59.724,0.22436541,1672444800,1703980800,1688083200,0.635,7876446208,1.72,1.74,41.43,10:1,1415059200,-0.081,-0.962,FRA,EQUITY,1VPA.F,1VPA.F,VIPSHOP HLDGS LTD S.ADR/2,Vipshop Holdings Limited,1350885600,Europe/Berlin,CEST,7200000,13.4,40.99,11.0,22.37,19.5,2.0,buy,23,18731503616,34.576,9149292544,1315687040,0.931,1.145,108788400128,3.903,184.967,0.08148,0.23326999,21616080000,0.901,0.136,0.21776,0.0841,0.07218,CNY,
2,128 Dingxin Road,Haizhu District,Guangzhou,510220,China,86 20 2233 0025,86 20 2233 0111,https://www.vip.com,Internet Retail,Consumer Cyclical,"Vipshop Holdings Limited operates online platforms in the People's Republic of China. It operates in Vip.com, Shan Shan Outlets, and Others segments. The company offers womenswear, menswear, sportswear, shoes and bags, accessories, baby and children products, skincare and cosmetics, home goods and other lifestyle products, and supermarket products. It also provides internet finance services, including consumer and supplier financing. In addition, the company engages in warehousing services, retail business, product procurement, and software development and information technology support activities. The company provides its branded products through its vip.com and vipshop.com online platforms, as well as through retail stores. Vipshop Holdings Limited was founded in 2008 and is headquartered in Guangzhou, the People's Republic of China.",6815,"{'maxAge': 1, 'name': 'Mr. Mark  Wang', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,13.1,13.4,13.4,13.4,13.1,13.4,13.4,13.4,0.0,0.594052,7.790697,7.701149,200,200,135,20,20,13.6,13.9,70000,70000,7484570112,6.7,17.9,0.06879934,14.48,13.82845,0.0,0.0,EUR,-8799170560,0.072399996,306869570,541750976,0.01741,0.70414,59.724,0.22436541,1672444800,1703980800,1688083200,0.635,7876446208,1.72,1.74,41.43,10:1,1415059200,-0.081,-0.962,FRA,EQUITY,1VPA.F,1VPA.F,VIPSHOP HLDGS LTD S.ADR/2,Vipshop Holdings Limited,1350885600,Europe/Berlin,CEST,7200000,13.4,40.99,11.0,22.37,19.5,2.0,buy,23,18731503616,34.576,9149292544,1315687040,0.931,1.145,108788400128,3.903,184.967,0.08148,0.23326999,21616080000,0.901,0.136,0.21776,0.0841,0.07218,CNY,
3,128 Dingxin Road,Haizhu District,Guangzhou,510220,China,86 20 2233 0025,86 20 2233 0111,https://www.vip.com,Internet Retail,Consumer Cyclical,"Vipshop Holdings Limited operates online platforms in the People's Republic of China. It operates in Vip.com, Shan Shan Outlets, and Others segments. The company offers womenswear, menswear, sportswear, shoes and bags, accessories, baby and children products, skincare and cosmetics, home goods and other lifestyle products, and supermarket products. It also provides internet finance services, including consumer and supplier financing. In addition, the company engages in warehousing services, retail business, product procurement, and software development and information technology support activities. The company provides its branded products through its vip.com and vipshop.com online platforms, as well as through retail stores. Vipshop Holdings Limited was founded in 2008 and is headquartered in Guangzhou, the People's Republic of China.",6815,"{'maxAge': 1, 'name': 'Mr. Tao  Feng', 'age': 38, 'title': 'Chief Technology Officer', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,13.1,13.4,13.4,13.4,13.1,13.4,13.4,13.4,0.0,0.594052,7.790697,7.701149,200,200,135,20,20,13.6,13.9,70000,70000,7484570112,6.7,17.9,0.06879934,14.48,13.82845,0.0,0.0,EUR,-8799170560,0.072399996,306869570,541750976,0.01741,0.70414,59.724,0.22436541,1672444800,1703980800,1688083200,0.635,7876446208,1.72,1.74,41.43,10:1,1415059200,-0.081,-0.962,FRA,EQUITY,1VPA.F,1VPA.F,VIPSHOP HLDGS LTD S.ADR/2,Vipshop Holdings Limited,1350885600,Europe/Berlin,CEST,7200000,13.4,40.99,11.0,22.37,19.5,2.0,buy,23,18731503616,34.576,9149292544,1315687040,0.931,1.145,108788400128,3.903,184.967,0.08148,0.23326999,21616080000,0.901,0.136,0.21776,0.0841,0.07218,CNY,
4,128 Dingxin Road,Haizhu District,Guangzhou,510220,China,86 20 2233 0025,86 20 2233 0111,https://www.vip.com,Internet Retail,Consumer Cyclical,"Vipshop Holdings Limited operates online platforms in the People's Republic of China. It operates in Vip.com, Shan Shan Outlets, and Others segments. The company offers womenswear, menswear, sportswear, shoes and bags, accessories, baby and children products, skincare and cosmetics, home goods and other lifestyle products, and supermarket products. It also provides internet finance services, including consumer and supplier financing. In addition, the company engages in warehousing services, retail business, product procurement, and software development and information technology support activities. The company provides its branded products through its vip.com and vipshop.com online platforms, as well as through retail stores. Vipshop Holdings Limited was founded in 2008 and is headquartered in Guangzhou, the People's Republic of China.",6815,"{'maxAge': 1, 'name': 'Ms. Jessie  Zheng', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,13.1,13.4,13.4,13.4,13.1,13.4,13.4,13.4,0.0,0.594052,7.790697,7.701149,200,200,135,20,20,13.6,13.9,70000,70000,7484570112,6.7,17.9,0.06879934,14.48,13.82845,0.0,0.0,EUR,-8799170560,0.072399996,306869570,541750976,0.01741,0.70414,59.724,0.22436541,1672444800,1703980800,1688083200,0.635,7876446208,1.72,1.74,41.43,10:1,1415059200,-0.081,-0.962,FRA,EQUITY,1VPA.F,1VPA.F,VIPSHOP HLDGS LTD S.ADR/2,Vipshop Holdings Limited,1350885600,Europe/Berlin,CEST,7200000,13.4,40.99,11.0,22.37,19.5,2.0,buy,23,18731503616,34.576,9149292544,1315687040,0.931,1.145,108788400128,3.903,184.967,0.08148,0.23326999,21616080000,0.901,0.136,0.21776,0.0841,0.07218,CNY,
5,128 Dingxin Road,Haizhu District,Guangzhou,510220,China,86 20 2233 0025,86 20 2233 0111,https://www.vip.com,Internet Retail,Consumer Cyclical,"Vipshop Holdings Limited operates online platforms in the People's Republic of China. It operates in Vip.com, Shan Shan Outlets, and Others segments. The company offers womenswear, menswear, sportswear, shoes and bags, accessories, baby and children products, skincare and cosmetics, home goods and other lifestyle products, and supermarket products. It also provides internet finance services, including consumer and supplier financing. In addition, the company engages in warehousing services, retail business, product procurement, and software development and information technology support activities. The company provides its branded products through its vip.com and vipshop.com online platforms, as well as through retail stores. Vipshop Holdings Limited was founded in 2008 and is headquartered in Guangzhou, the People's Republic of China.",6815,"{'maxAge': 1, 'name': 'Mr. Yizhi  Tang', 'age': 48, 'title': 'Sr. VP of Logistics', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,13.1,13.4,13.4,13.4,13.1,13.4,13.4,13.4,0.0,0.594052,7.790697,7.701149,200,200,135,20,20,13.6,13.9,70000,70000,7484570112,6.7,17.9,0.06879934,14.48,13.82845,0.0,0.0,EUR,-8799170560,0.072399996,306869570,541750976,0.01741,0.70414,59.724,0.22436541,1672444800,1703980800,1688083200,0.635,7876446208,1.72,1.74,41.43,10:1,1415059200,-0.081,-0.962,FRA,EQUITY,1VPA.F,1VPA.F,VIPSHOP HLDGS LTD S.ADR/2,Vipshop Holdings Limited,1350885600,Europe/Berlin,CEST,7200000,13.4,40.99,11.0,22.37,19.5,2.0,buy,23,18731503616,34.576,9149292544,1315687040,0.931,1.145,108788400128,3.903,184.967,0.08148,0.23326999,21616080000,0.901,0.136,0.21776,0.0841,0.07218,CNY,
