,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Jalan Kebayoran Lama No 155,Jakarta Barat,11560,Indonesia,62 21 530 5201,62 21 530 5203,https://www.wintermar.com,Marine Shipping,Industrials,"PT Wintermar Offshore Marine Tbk supporting services for the offshore transportation for the oil and gas industry in Indonesia, Malaysia, Brunei, Myanmar, Thailand, India, Vietnam, the Philippines, the Middle East, and Taiwan. The company operates through three segments: Charter of Own Vessels, Charter of Third Party Vessels, and Other Services. Its fleet includes platform supply vessels, anchor handling tug supply vessels, anchor handling tug vessels, fast utility vessels, fast multi-purpose supply vessels, azimuth stern drive tugs, utility vessels, heavy load barges, landing crafts, and tug boats. The company also offers rig moving and anchor handling, crew change and rig supply, firefighting and emergency rescue, air diving and remotely operated vehicle support, offshore windfarm installation support, pipe tailing support, seismic survey support, cable laying support, and harbor towage services. It owns and operates 41 vessels. The company was formerly known as PT Swakarya Mulia Shipping and changed its name to PT Wintermar Offshore Marine Tbk in September 2010. PT Wintermar Offshore Marine Tbk was founded in 1970 and is based in West Jakarta, Indonesia.",204,"{'maxAge': 1, 'name': 'Mr. Sugiman  Layanto', 'age': 57, 'title': 'Pres Director & MD', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.028,0.032,0.032,0.041,0.028,0.032,0.032,0.041,1403827200,0.0,0.180518,Infinity,12300,12300,214,1230,1230,0.0305,0.041,21000000,8750000,178735824,0.009,0.041,2.6628993,0.02262,0.01522,0.0,0.0,EUR,219942704,0.04745,1944690125,4359410176,0.50547004,0.00168,0.03,1.3666668,1672444800,1703980800,1688083200,0.098,3184614,0.0,151:150,1403827200,3.277,10.56,FRA,EQUITY,W6O.F,W6O.F,WINTERMAR OFFSHORE MARINE,PT Wintermar Offshore Marine Tbk,1343282400,Europe/Berlin,CEST,7200000,0.041,none,6619416,0.002,20827900,20429934,1.668,2.345,67120760,13.054,0.015,0.02781,0.02479,1468237,21159180,0.149,0.052,0.21472,0.3103,0.12768,USD,
1,Jalan Kebayoran Lama No 155,Jakarta Barat,11560,Indonesia,62 21 530 5201,62 21 530 5203,https://www.wintermar.com,Marine Shipping,Industrials,"PT Wintermar Offshore Marine Tbk supporting services for the offshore transportation for the oil and gas industry in Indonesia, Malaysia, Brunei, Myanmar, Thailand, India, Vietnam, the Philippines, the Middle East, and Taiwan. The company operates through three segments: Charter of Own Vessels, Charter of Third Party Vessels, and Other Services. Its fleet includes platform supply vessels, anchor handling tug supply vessels, anchor handling tug vessels, fast utility vessels, fast multi-purpose supply vessels, azimuth stern drive tugs, utility vessels, heavy load barges, landing crafts, and tug boats. The company also offers rig moving and anchor handling, crew change and rig supply, firefighting and emergency rescue, air diving and remotely operated vehicle support, offshore windfarm installation support, pipe tailing support, seismic survey support, cable laying support, and harbor towage services. It owns and operates 41 vessels. The company was formerly known as PT Swakarya Mulia Shipping and changed its name to PT Wintermar Offshore Marine Tbk in September 2010. PT Wintermar Offshore Marine Tbk was founded in 1970 and is based in West Jakarta, Indonesia.",204,"{'maxAge': 1, 'name': 'Ms. Maria  Ernawati', 'title': 'Head of Fin. Department', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.028,0.032,0.032,0.041,0.028,0.032,0.032,0.041,1403827200,0.0,0.180518,Infinity,12300,12300,214,1230,1230,0.0305,0.041,21000000,8750000,178735824,0.009,0.041,2.6628993,0.02262,0.01522,0.0,0.0,EUR,219942704,0.04745,1944690125,4359410176,0.50547004,0.00168,0.03,1.3666668,1672444800,1703980800,1688083200,0.098,3184614,0.0,151:150,1403827200,3.277,10.56,FRA,EQUITY,W6O.F,W6O.F,WINTERMAR OFFSHORE MARINE,PT Wintermar Offshore Marine Tbk,1343282400,Europe/Berlin,CEST,7200000,0.041,none,6619416,0.002,20827900,20429934,1.668,2.345,67120760,13.054,0.015,0.02781,0.02479,1468237,21159180,0.149,0.052,0.21472,0.3103,0.12768,USD,
2,Jalan Kebayoran Lama No 155,Jakarta Barat,11560,Indonesia,62 21 530 5201,62 21 530 5203,https://www.wintermar.com,Marine Shipping,Industrials,"PT Wintermar Offshore Marine Tbk supporting services for the offshore transportation for the oil and gas industry in Indonesia, Malaysia, Brunei, Myanmar, Thailand, India, Vietnam, the Philippines, the Middle East, and Taiwan. The company operates through three segments: Charter of Own Vessels, Charter of Third Party Vessels, and Other Services. Its fleet includes platform supply vessels, anchor handling tug supply vessels, anchor handling tug vessels, fast utility vessels, fast multi-purpose supply vessels, azimuth stern drive tugs, utility vessels, heavy load barges, landing crafts, and tug boats. The company also offers rig moving and anchor handling, crew change and rig supply, firefighting and emergency rescue, air diving and remotely operated vehicle support, offshore windfarm installation support, pipe tailing support, seismic survey support, cable laying support, and harbor towage services. It owns and operates 41 vessels. The company was formerly known as PT Swakarya Mulia Shipping and changed its name to PT Wintermar Offshore Marine Tbk in September 2010. PT Wintermar Offshore Marine Tbk was founded in 1970 and is based in West Jakarta, Indonesia.",204,"{'maxAge': 1, 'name': 'Mr. Muhamad Shanie Mubarak', 'title': 'COO, Head of Technical Division & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.028,0.032,0.032,0.041,0.028,0.032,0.032,0.041,1403827200,0.0,0.180518,Infinity,12300,12300,214,1230,1230,0.0305,0.041,21000000,8750000,178735824,0.009,0.041,2.6628993,0.02262,0.01522,0.0,0.0,EUR,219942704,0.04745,1944690125,4359410176,0.50547004,0.00168,0.03,1.3666668,1672444800,1703980800,1688083200,0.098,3184614,0.0,151:150,1403827200,3.277,10.56,FRA,EQUITY,W6O.F,W6O.F,WINTERMAR OFFSHORE MARINE,PT Wintermar Offshore Marine Tbk,1343282400,Europe/Berlin,CEST,7200000,0.041,none,6619416,0.002,20827900,20429934,1.668,2.345,67120760,13.054,0.015,0.02781,0.02479,1468237,21159180,0.149,0.052,0.21472,0.3103,0.12768,USD,
3,Jalan Kebayoran Lama No 155,Jakarta Barat,11560,Indonesia,62 21 530 5201,62 21 530 5203,https://www.wintermar.com,Marine Shipping,Industrials,"PT Wintermar Offshore Marine Tbk supporting services for the offshore transportation for the oil and gas industry in Indonesia, Malaysia, Brunei, Myanmar, Thailand, India, Vietnam, the Philippines, the Middle East, and Taiwan. The company operates through three segments: Charter of Own Vessels, Charter of Third Party Vessels, and Other Services. Its fleet includes platform supply vessels, anchor handling tug supply vessels, anchor handling tug vessels, fast utility vessels, fast multi-purpose supply vessels, azimuth stern drive tugs, utility vessels, heavy load barges, landing crafts, and tug boats. The company also offers rig moving and anchor handling, crew change and rig supply, firefighting and emergency rescue, air diving and remotely operated vehicle support, offshore windfarm installation support, pipe tailing support, seismic survey support, cable laying support, and harbor towage services. It owns and operates 41 vessels. The company was formerly known as PT Swakarya Mulia Shipping and changed its name to PT Wintermar Offshore Marine Tbk in September 2010. PT Wintermar Offshore Marine Tbk was founded in 1970 and is based in West Jakarta, Indonesia.",204,"{'maxAge': 1, 'name': 'Tri  Rahgutomo', 'title': 'Head of Accounting Department', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.028,0.032,0.032,0.041,0.028,0.032,0.032,0.041,1403827200,0.0,0.180518,Infinity,12300,12300,214,1230,1230,0.0305,0.041,21000000,8750000,178735824,0.009,0.041,2.6628993,0.02262,0.01522,0.0,0.0,EUR,219942704,0.04745,1944690125,4359410176,0.50547004,0.00168,0.03,1.3666668,1672444800,1703980800,1688083200,0.098,3184614,0.0,151:150,1403827200,3.277,10.56,FRA,EQUITY,W6O.F,W6O.F,WINTERMAR OFFSHORE MARINE,PT Wintermar Offshore Marine Tbk,1343282400,Europe/Berlin,CEST,7200000,0.041,none,6619416,0.002,20827900,20429934,1.668,2.345,67120760,13.054,0.015,0.02781,0.02479,1468237,21159180,0.149,0.052,0.21472,0.3103,0.12768,USD,
4,Jalan Kebayoran Lama No 155,Jakarta Barat,11560,Indonesia,62 21 530 5201,62 21 530 5203,https://www.wintermar.com,Marine Shipping,Industrials,"PT Wintermar Offshore Marine Tbk supporting services for the offshore transportation for the oil and gas industry in Indonesia, Malaysia, Brunei, Myanmar, Thailand, India, Vietnam, the Philippines, the Middle East, and Taiwan. The company operates through three segments: Charter of Own Vessels, Charter of Third Party Vessels, and Other Services. Its fleet includes platform supply vessels, anchor handling tug supply vessels, anchor handling tug vessels, fast utility vessels, fast multi-purpose supply vessels, azimuth stern drive tugs, utility vessels, heavy load barges, landing crafts, and tug boats. The company also offers rig moving and anchor handling, crew change and rig supply, firefighting and emergency rescue, air diving and remotely operated vehicle support, offshore windfarm installation support, pipe tailing support, seismic survey support, cable laying support, and harbor towage services. It owns and operates 41 vessels. The company was formerly known as PT Swakarya Mulia Shipping and changed its name to PT Wintermar Offshore Marine Tbk in September 2010. PT Wintermar Offshore Marine Tbk was founded in 1970 and is based in West Jakarta, Indonesia.",204,"{'maxAge': 1, 'name': 'E. Meyland M. S.', 'title': 'Legal Counsel Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.028,0.032,0.032,0.041,0.028,0.032,0.032,0.041,1403827200,0.0,0.180518,Infinity,12300,12300,214,1230,1230,0.0305,0.041,21000000,8750000,178735824,0.009,0.041,2.6628993,0.02262,0.01522,0.0,0.0,EUR,219942704,0.04745,1944690125,4359410176,0.50547004,0.00168,0.03,1.3666668,1672444800,1703980800,1688083200,0.098,3184614,0.0,151:150,1403827200,3.277,10.56,FRA,EQUITY,W6O.F,W6O.F,WINTERMAR OFFSHORE MARINE,PT Wintermar Offshore Marine Tbk,1343282400,Europe/Berlin,CEST,7200000,0.041,none,6619416,0.002,20827900,20429934,1.668,2.345,67120760,13.054,0.015,0.02781,0.02479,1468237,21159180,0.149,0.052,0.21472,0.3103,0.12768,USD,
5,Jalan Kebayoran Lama No 155,Jakarta Barat,11560,Indonesia,62 21 530 5201,62 21 530 5203,https://www.wintermar.com,Marine Shipping,Industrials,"PT Wintermar Offshore Marine Tbk supporting services for the offshore transportation for the oil and gas industry in Indonesia, Malaysia, Brunei, Myanmar, Thailand, India, Vietnam, the Philippines, the Middle East, and Taiwan. The company operates through three segments: Charter of Own Vessels, Charter of Third Party Vessels, and Other Services. Its fleet includes platform supply vessels, anchor handling tug supply vessels, anchor handling tug vessels, fast utility vessels, fast multi-purpose supply vessels, azimuth stern drive tugs, utility vessels, heavy load barges, landing crafts, and tug boats. The company also offers rig moving and anchor handling, crew change and rig supply, firefighting and emergency rescue, air diving and remotely operated vehicle support, offshore windfarm installation support, pipe tailing support, seismic survey support, cable laying support, and harbor towage services. It owns and operates 41 vessels. The company was formerly known as PT Swakarya Mulia Shipping and changed its name to PT Wintermar Offshore Marine Tbk in September 2010. PT Wintermar Offshore Marine Tbk was founded in 1970 and is based in West Jakarta, Indonesia.",204,"{'maxAge': 1, 'name': 'Sofia  Layanto', 'title': 'Head of IT Bus. Dev. & Marketing Mgr.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.028,0.032,0.032,0.041,0.028,0.032,0.032,0.041,1403827200,0.0,0.180518,Infinity,12300,12300,214,1230,1230,0.0305,0.041,21000000,8750000,178735824,0.009,0.041,2.6628993,0.02262,0.01522,0.0,0.0,EUR,219942704,0.04745,1944690125,4359410176,0.50547004,0.00168,0.03,1.3666668,1672444800,1703980800,1688083200,0.098,3184614,0.0,151:150,1403827200,3.277,10.56,FRA,EQUITY,W6O.F,W6O.F,WINTERMAR OFFSHORE MARINE,PT Wintermar Offshore Marine Tbk,1343282400,Europe/Berlin,CEST,7200000,0.041,none,6619416,0.002,20827900,20429934,1.668,2.345,67120760,13.054,0.015,0.02781,0.02479,1468237,21159180,0.149,0.052,0.21472,0.3103,0.12768,USD,
6,Jalan Kebayoran Lama No 155,Jakarta Barat,11560,Indonesia,62 21 530 5201,62 21 530 5203,https://www.wintermar.com,Marine Shipping,Industrials,"PT Wintermar Offshore Marine Tbk supporting services for the offshore transportation for the oil and gas industry in Indonesia, Malaysia, Brunei, Myanmar, Thailand, India, Vietnam, the Philippines, the Middle East, and Taiwan. The company operates through three segments: Charter of Own Vessels, Charter of Third Party Vessels, and Other Services. Its fleet includes platform supply vessels, anchor handling tug supply vessels, anchor handling tug vessels, fast utility vessels, fast multi-purpose supply vessels, azimuth stern drive tugs, utility vessels, heavy load barges, landing crafts, and tug boats. The company also offers rig moving and anchor handling, crew change and rig supply, firefighting and emergency rescue, air diving and remotely operated vehicle support, offshore windfarm installation support, pipe tailing support, seismic survey support, cable laying support, and harbor towage services. It owns and operates 41 vessels. The company was formerly known as PT Swakarya Mulia Shipping and changed its name to PT Wintermar Offshore Marine Tbk in September 2010. PT Wintermar Offshore Marine Tbk was founded in 1970 and is based in West Jakarta, Indonesia.",204,"{'maxAge': 1, 'name': 'Mr. Arief  Dermawan', 'title': 'Head of Corp. Tax Department', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.028,0.032,0.032,0.041,0.028,0.032,0.032,0.041,1403827200,0.0,0.180518,Infinity,12300,12300,214,1230,1230,0.0305,0.041,21000000,8750000,178735824,0.009,0.041,2.6628993,0.02262,0.01522,0.0,0.0,EUR,219942704,0.04745,1944690125,4359410176,0.50547004,0.00168,0.03,1.3666668,1672444800,1703980800,1688083200,0.098,3184614,0.0,151:150,1403827200,3.277,10.56,FRA,EQUITY,W6O.F,W6O.F,WINTERMAR OFFSHORE MARINE,PT Wintermar Offshore Marine Tbk,1343282400,Europe/Berlin,CEST,7200000,0.041,none,6619416,0.002,20827900,20429934,1.668,2.345,67120760,13.054,0.015,0.02781,0.02479,1468237,21159180,0.149,0.052,0.21472,0.3103,0.12768,USD,
7,Jalan Kebayoran Lama No 155,Jakarta Barat,11560,Indonesia,62 21 530 5201,62 21 530 5203,https://www.wintermar.com,Marine Shipping,Industrials,"PT Wintermar Offshore Marine Tbk supporting services for the offshore transportation for the oil and gas industry in Indonesia, Malaysia, Brunei, Myanmar, Thailand, India, Vietnam, the Philippines, the Middle East, and Taiwan. The company operates through three segments: Charter of Own Vessels, Charter of Third Party Vessels, and Other Services. Its fleet includes platform supply vessels, anchor handling tug supply vessels, anchor handling tug vessels, fast utility vessels, fast multi-purpose supply vessels, azimuth stern drive tugs, utility vessels, heavy load barges, landing crafts, and tug boats. The company also offers rig moving and anchor handling, crew change and rig supply, firefighting and emergency rescue, air diving and remotely operated vehicle support, offshore windfarm installation support, pipe tailing support, seismic survey support, cable laying support, and harbor towage services. It owns and operates 41 vessels. The company was formerly known as PT Swakarya Mulia Shipping and changed its name to PT Wintermar Offshore Marine Tbk in September 2010. PT Wintermar Offshore Marine Tbk was founded in 1970 and is based in West Jakarta, Indonesia.",204,"{'maxAge': 1, 'name': 'Mr. -  Tomy', 'title': 'Head of GA Division', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.028,0.032,0.032,0.041,0.028,0.032,0.032,0.041,1403827200,0.0,0.180518,Infinity,12300,12300,214,1230,1230,0.0305,0.041,21000000,8750000,178735824,0.009,0.041,2.6628993,0.02262,0.01522,0.0,0.0,EUR,219942704,0.04745,1944690125,4359410176,0.50547004,0.00168,0.03,1.3666668,1672444800,1703980800,1688083200,0.098,3184614,0.0,151:150,1403827200,3.277,10.56,FRA,EQUITY,W6O.F,W6O.F,WINTERMAR OFFSHORE MARINE,PT Wintermar Offshore Marine Tbk,1343282400,Europe/Berlin,CEST,7200000,0.041,none,6619416,0.002,20827900,20429934,1.668,2.345,67120760,13.054,0.015,0.02781,0.02479,1468237,21159180,0.149,0.052,0.21472,0.3103,0.12768,USD,
8,Jalan Kebayoran Lama No 155,Jakarta Barat,11560,Indonesia,62 21 530 5201,62 21 530 5203,https://www.wintermar.com,Marine Shipping,Industrials,"PT Wintermar Offshore Marine Tbk supporting services for the offshore transportation for the oil and gas industry in Indonesia, Malaysia, Brunei, Myanmar, Thailand, India, Vietnam, the Philippines, the Middle East, and Taiwan. The company operates through three segments: Charter of Own Vessels, Charter of Third Party Vessels, and Other Services. Its fleet includes platform supply vessels, anchor handling tug supply vessels, anchor handling tug vessels, fast utility vessels, fast multi-purpose supply vessels, azimuth stern drive tugs, utility vessels, heavy load barges, landing crafts, and tug boats. The company also offers rig moving and anchor handling, crew change and rig supply, firefighting and emergency rescue, air diving and remotely operated vehicle support, offshore windfarm installation support, pipe tailing support, seismic survey support, cable laying support, and harbor towage services. It owns and operates 41 vessels. The company was formerly known as PT Swakarya Mulia Shipping and changed its name to PT Wintermar Offshore Marine Tbk in September 2010. PT Wintermar Offshore Marine Tbk was founded in 1970 and is based in West Jakarta, Indonesia.",204,"{'maxAge': 1, 'name': 'Ms. Pek Swan Layanto', 'title': 'Head of Corp. Planning Department', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.028,0.032,0.032,0.041,0.028,0.032,0.032,0.041,1403827200,0.0,0.180518,Infinity,12300,12300,214,1230,1230,0.0305,0.041,21000000,8750000,178735824,0.009,0.041,2.6628993,0.02262,0.01522,0.0,0.0,EUR,219942704,0.04745,1944690125,4359410176,0.50547004,0.00168,0.03,1.3666668,1672444800,1703980800,1688083200,0.098,3184614,0.0,151:150,1403827200,3.277,10.56,FRA,EQUITY,W6O.F,W6O.F,WINTERMAR OFFSHORE MARINE,PT Wintermar Offshore Marine Tbk,1343282400,Europe/Berlin,CEST,7200000,0.041,none,6619416,0.002,20827900,20429934,1.668,2.345,67120760,13.054,0.015,0.02781,0.02479,1468237,21159180,0.149,0.052,0.21472,0.3103,0.12768,USD,
9,Jalan Kebayoran Lama No 155,Jakarta Barat,11560,Indonesia,62 21 530 5201,62 21 530 5203,https://www.wintermar.com,Marine Shipping,Industrials,"PT Wintermar Offshore Marine Tbk supporting services for the offshore transportation for the oil and gas industry in Indonesia, Malaysia, Brunei, Myanmar, Thailand, India, Vietnam, the Philippines, the Middle East, and Taiwan. The company operates through three segments: Charter of Own Vessels, Charter of Third Party Vessels, and Other Services. Its fleet includes platform supply vessels, anchor handling tug supply vessels, anchor handling tug vessels, fast utility vessels, fast multi-purpose supply vessels, azimuth stern drive tugs, utility vessels, heavy load barges, landing crafts, and tug boats. The company also offers rig moving and anchor handling, crew change and rig supply, firefighting and emergency rescue, air diving and remotely operated vehicle support, offshore windfarm installation support, pipe tailing support, seismic survey support, cable laying support, and harbor towage services. It owns and operates 41 vessels. The company was formerly known as PT Swakarya Mulia Shipping and changed its name to PT Wintermar Offshore Marine Tbk in September 2010. PT Wintermar Offshore Marine Tbk was founded in 1970 and is based in West Jakarta, Indonesia.",204,"{'maxAge': 1, 'name': 'Mr. Rizki  Abdi', 'title': 'Head of Internal Audit', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.028,0.032,0.032,0.041,0.028,0.032,0.032,0.041,1403827200,0.0,0.180518,Infinity,12300,12300,214,1230,1230,0.0305,0.041,21000000,8750000,178735824,0.009,0.041,2.6628993,0.02262,0.01522,0.0,0.0,EUR,219942704,0.04745,1944690125,4359410176,0.50547004,0.00168,0.03,1.3666668,1672444800,1703980800,1688083200,0.098,3184614,0.0,151:150,1403827200,3.277,10.56,FRA,EQUITY,W6O.F,W6O.F,WINTERMAR OFFSHORE MARINE,PT Wintermar Offshore Marine Tbk,1343282400,Europe/Berlin,CEST,7200000,0.041,none,6619416,0.002,20827900,20429934,1.668,2.345,67120760,13.054,0.015,0.02781,0.02479,1468237,21159180,0.149,0.052,0.21472,0.3103,0.12768,USD,
