,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,28 The Esplanade,Level 9,Perth,WA,6000,Australia,61 8 9322 6322,61 8 9322 6558,https://www.berkeleyenergia.com,Uranium,Energy,"Berkeley Energia Limited, together with its subsidiary, engages in the exploration and development of uranium properties in Spain. It primarily holds interest in the Salamanca project located in western Spain. The company also holds interest in the Oliva and La Majada projects located in Spain. The company was formerly known as Berkeley Energy Limited and changed its name to Berkeley Energia Limited in November 2015. Berkeley Energia Limited was incorporated in 1991 and is based in Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Robert Arthur Behets B.Sc., B.Sc. (Hons.), FAusIMM, MAIG, Ph.D.', 'age': 56, 'title': 'Acting MD & Non-Exec. Director', 'yearBorn': 1966, 'fiscalYear': 2023, 'totalPay': 172884, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,19.75,20.0,20.0,21.0,19.75,20.0,20.0,21.0,0.0,3.148273,Infinity,598450,598450,169778,93781,93781,20.0,21.0,0,0,93617368,14.2,40.8,88.82103,24.189,22.21525,0.0,0.0,GBp,13726818,-1.3026601,386082245,445796992,0.05899,0.32622,0.196,107.14286,1688083200,1719705600,1688083200,-1373000,0.0,13.024,-2.363,LSE,EQUITY,BKY.L,BKY.L,BERKELEY ENERGIA LIMITED ORD NP,Berkeley Energia Limited,1165392000,Europe/London,BST,3600000,21.0,none,78776000,0.177,-5809000,0,39.028,39.028,1054000,0.002,-0.040599998,-0.015700001,-405000,-3347750,-4139000,31.938,0.61575,0.0,-5.5237203,AUD,
1,28 The Esplanade,Level 9,Perth,WA,6000,Australia,61 8 9322 6322,61 8 9322 6558,https://www.berkeleyenergia.com,Uranium,Energy,"Berkeley Energia Limited, together with its subsidiary, engages in the exploration and development of uranium properties in Spain. It primarily holds interest in the Salamanca project located in western Spain. The company also holds interest in the Oliva and La Majada projects located in Spain. The company was formerly known as Berkeley Energy Limited and changed its name to Berkeley Energia Limited in November 2015. Berkeley Energia Limited was incorporated in 1991 and is based in Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Dylan  Browne AGIA, B.Com, B.Com., C.A., CA', 'title': 'Company Sec. & CFO', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,19.75,20.0,20.0,21.0,19.75,20.0,20.0,21.0,0.0,3.148273,Infinity,598450,598450,169778,93781,93781,20.0,21.0,0,0,93617368,14.2,40.8,88.82103,24.189,22.21525,0.0,0.0,GBp,13726818,-1.3026601,386082245,445796992,0.05899,0.32622,0.196,107.14286,1688083200,1719705600,1688083200,-1373000,0.0,13.024,-2.363,LSE,EQUITY,BKY.L,BKY.L,BERKELEY ENERGIA LIMITED ORD NP,Berkeley Energia Limited,1165392000,Europe/London,BST,3600000,21.0,none,78776000,0.177,-5809000,0,39.028,39.028,1054000,0.002,-0.040599998,-0.015700001,-405000,-3347750,-4139000,31.938,0.61575,0.0,-5.5237203,AUD,
2,28 The Esplanade,Level 9,Perth,WA,6000,Australia,61 8 9322 6322,61 8 9322 6558,https://www.berkeleyenergia.com,Uranium,Energy,"Berkeley Energia Limited, together with its subsidiary, engages in the exploration and development of uranium properties in Spain. It primarily holds interest in the Salamanca project located in western Spain. The company also holds interest in the Oliva and La Majada projects located in Spain. The company was formerly known as Berkeley Energy Limited and changed its name to Berkeley Energia Limited in November 2015. Berkeley Energia Limited was incorporated in 1991 and is based in Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Francisco Bellon del Rosal M.Sc., MAusIMM', 'title': 'Chief Operations Officer & Exec. Director', 'fiscalYear': 2023, 'totalPay': 276323, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,19.75,20.0,20.0,21.0,19.75,20.0,20.0,21.0,0.0,3.148273,Infinity,598450,598450,169778,93781,93781,20.0,21.0,0,0,93617368,14.2,40.8,88.82103,24.189,22.21525,0.0,0.0,GBp,13726818,-1.3026601,386082245,445796992,0.05899,0.32622,0.196,107.14286,1688083200,1719705600,1688083200,-1373000,0.0,13.024,-2.363,LSE,EQUITY,BKY.L,BKY.L,BERKELEY ENERGIA LIMITED ORD NP,Berkeley Energia Limited,1165392000,Europe/London,BST,3600000,21.0,none,78776000,0.177,-5809000,0,39.028,39.028,1054000,0.002,-0.040599998,-0.015700001,-405000,-3347750,-4139000,31.938,0.61575,0.0,-5.5237203,AUD,
