,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Two Pacific Place,Suite 2505 25th Floor 88 Queensway,Admiralty,Hong Kong,852 2522 8287,852 2522 6938,https://www.uegl.com.hk,Oil & Gas E&P,Energy,"United Energy Group Limited, an investment holding company, engages in the investment and operation of upstream oil, natural gas, and other energy related businesses in South Asia, the Middle East, and North Africa. It explores and produces crude oil and natural gas. The company is headquartered in Admiralty, Hong Kong.",2256,"{'maxAge': 1, 'name': 'Mr. Hongwei  Zhang', 'age': 68, 'title': 'Exec. Chairman', 'yearBorn': 1954, 'fiscalYear': 2022, 'totalPay': 6592909, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,1689638400,0.0,0.444444,12.970001,325,325,224,0,0,0.0,0.0,0,0,3693674496,0.086,0.164,0.33704227,0.12626,0.111175,0.0,0.0,USD,3878602752,0.25129998,11032568615,26289899520,0.71336,0.02148,0.625,0.20752001,1672444800,1703980800,1688083200,0.101,2754036992,0.01,0.354,0.387,PNK,EQUITY,UNEGF,UNEGF,UNITED ENERGY GROUP LTD.,United Energy Group Limited,1344000600,America/New_York,EDT,-14400000,0.1297,none,3068919040,0.117,10029173760,3531943936,1.195,1.238,10959083520,21.498,0.419,0.10406,0.17682,0.102,0.131,0.44255,0.91515,0.42204,HKD,
1,Two Pacific Place,Suite 2505 25th Floor 88 Queensway,Admiralty,Hong Kong,852 2522 8287,852 2522 6938,https://www.uegl.com.hk,Oil & Gas E&P,Energy,"United Energy Group Limited, an investment holding company, engages in the investment and operation of upstream oil, natural gas, and other energy related businesses in South Asia, the Middle East, and North Africa. It explores and produces crude oil and natural gas. The company is headquartered in Admiralty, Hong Kong.",2256,"{'maxAge': 1, 'name': 'Ms. Meiying  Zhang', 'age': 44, 'title': 'Exec. Director', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 704914, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,1689638400,0.0,0.444444,12.970001,325,325,224,0,0,0.0,0.0,0,0,3693674496,0.086,0.164,0.33704227,0.12626,0.111175,0.0,0.0,USD,3878602752,0.25129998,11032568615,26289899520,0.71336,0.02148,0.625,0.20752001,1672444800,1703980800,1688083200,0.101,2754036992,0.01,0.354,0.387,PNK,EQUITY,UNEGF,UNEGF,UNITED ENERGY GROUP LTD.,United Energy Group Limited,1344000600,America/New_York,EDT,-14400000,0.1297,none,3068919040,0.117,10029173760,3531943936,1.195,1.238,10959083520,21.498,0.419,0.10406,0.17682,0.102,0.131,0.44255,0.91515,0.42204,HKD,
2,Two Pacific Place,Suite 2505 25th Floor 88 Queensway,Admiralty,Hong Kong,852 2522 8287,852 2522 6938,https://www.uegl.com.hk,Oil & Gas E&P,Energy,"United Energy Group Limited, an investment holding company, engages in the investment and operation of upstream oil, natural gas, and other energy related businesses in South Asia, the Middle East, and North Africa. It explores and produces crude oil and natural gas. The company is headquartered in Admiralty, Hong Kong.",2256,"{'maxAge': 1, 'name': 'Mr. Song  Yu', 'age': 46, 'title': 'Exec. Chairman', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,1689638400,0.0,0.444444,12.970001,325,325,224,0,0,0.0,0.0,0,0,3693674496,0.086,0.164,0.33704227,0.12626,0.111175,0.0,0.0,USD,3878602752,0.25129998,11032568615,26289899520,0.71336,0.02148,0.625,0.20752001,1672444800,1703980800,1688083200,0.101,2754036992,0.01,0.354,0.387,PNK,EQUITY,UNEGF,UNEGF,UNITED ENERGY GROUP LTD.,United Energy Group Limited,1344000600,America/New_York,EDT,-14400000,0.1297,none,3068919040,0.117,10029173760,3531943936,1.195,1.238,10959083520,21.498,0.419,0.10406,0.17682,0.102,0.131,0.44255,0.91515,0.42204,HKD,
3,Two Pacific Place,Suite 2505 25th Floor 88 Queensway,Admiralty,Hong Kong,852 2522 8287,852 2522 6938,https://www.uegl.com.hk,Oil & Gas E&P,Energy,"United Energy Group Limited, an investment holding company, engages in the investment and operation of upstream oil, natural gas, and other energy related businesses in South Asia, the Middle East, and North Africa. It explores and produces crude oil and natural gas. The company is headquartered in Admiralty, Hong Kong.",2256,"{'maxAge': 1, 'name': 'Mr. Lap Kay  Hung', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,0.1297,1689638400,0.0,0.444444,12.970001,325,325,224,0,0,0.0,0.0,0,0,3693674496,0.086,0.164,0.33704227,0.12626,0.111175,0.0,0.0,USD,3878602752,0.25129998,11032568615,26289899520,0.71336,0.02148,0.625,0.20752001,1672444800,1703980800,1688083200,0.101,2754036992,0.01,0.354,0.387,PNK,EQUITY,UNEGF,UNEGF,UNITED ENERGY GROUP LTD.,United Energy Group Limited,1344000600,America/New_York,EDT,-14400000,0.1297,none,3068919040,0.117,10029173760,3531943936,1.195,1.238,10959083520,21.498,0.419,0.10406,0.17682,0.102,0.131,0.44255,0.91515,0.42204,HKD,
