,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"141, Bupyeongbuk-ro",Bupyeong-gu,Incheon,403-858,South Korea,82 3 2510 0114,82 3 2524 0587,https://www.simpac.co.kr,Specialty Industrial Machinery,Industrials,"SIMPAC Inc. manufactures and markets mechanical, servo, and hydraulic press machines worldwide. The company also offers automation, press line, ferro alloy, roll, polyurethane screen, and tandem line products. The company was founded in 1973 and is headquartered in Incheon, South Korea.","{'maxAge': 1, 'name': 'Jin-Sik  Choi', 'age': 63, 'title': 'Chairman and Co-Chief Exec. Officer', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,4150.0,4120.0,4110.0,4280.0,4150.0,4120.0,4110.0,4280.0,200.0,0.048,1672185600,0.76339996,2.55,0.309175,71983,71983,115545,65565,65565,4170.0,4185.0,0,0,226303819776,4035.0,7430.0,0.3926848,4525.6,5172.175,KRW,203507826688,0.02325,15640475,54269500,0.59989,0.02913,1672444800,1703980800,1688083200,-0.943,13401044992,10:1,1083024000,0.353,3.677,KSC,EQUITY,009160.KS,009160.KS,SIMPAC,SIMPAC Inc.,946944000,Asia/Seoul,KST,32400000,4170.0,none,271121514496,4995.834,55340797952,248325455872,0.987,1.608,576298942464,41.514,10605.701,0.02927,0.0223,-18151761920,2644605952,-0.941,-0.112,0.15345,0.09603,0.077989995,KRW,
1,"141, Bupyeongbuk-ro",Bupyeong-gu,Incheon,403-858,South Korea,82 3 2510 0114,82 3 2524 0587,https://www.simpac.co.kr,Specialty Industrial Machinery,Industrials,"SIMPAC Inc. manufactures and markets mechanical, servo, and hydraulic press machines worldwide. The company also offers automation, press line, ferro alloy, roll, polyurethane screen, and tandem line products. The company was founded in 1973 and is headquartered in Incheon, South Korea.","{'maxAge': 1, 'name': 'Mr. Hyo-Seok  Song', 'age': 63, 'title': 'Chief Exec. Officer', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,4150.0,4120.0,4110.0,4280.0,4150.0,4120.0,4110.0,4280.0,200.0,0.048,1672185600,0.76339996,2.55,0.309175,71983,71983,115545,65565,65565,4170.0,4185.0,0,0,226303819776,4035.0,7430.0,0.3926848,4525.6,5172.175,KRW,203507826688,0.02325,15640475,54269500,0.59989,0.02913,1672444800,1703980800,1688083200,-0.943,13401044992,10:1,1083024000,0.353,3.677,KSC,EQUITY,009160.KS,009160.KS,SIMPAC,SIMPAC Inc.,946944000,Asia/Seoul,KST,32400000,4170.0,none,271121514496,4995.834,55340797952,248325455872,0.987,1.608,576298942464,41.514,10605.701,0.02927,0.0223,-18151761920,2644605952,-0.941,-0.112,0.15345,0.09603,0.077989995,KRW,
