,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/MFM-mfs-municipal-income-trust.html,Asset Management,Financial Services,"MFS Municipal Income Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Municipal Income Trust was founded in November 25, 1986 and and is domiciled in United States.","{'maxAge': 1, 'name': 'Ms. Robin Ann Stelmach', 'age': 61, 'title': 'Pres and Trustee', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.8,4.8,4.78,4.82,4.8,4.8,4.78,4.82,0.22,0.045300003,1694476800,4.85,0.453665,71055,71055,90422,101190,101190,4.67,4.86,1400,900,197288608,4.66,5.53,12.563102,5.0798,5.1345,0.233,0.048541665,USD,310984000,-0.42520002,41187600,113807,66837,1690761600,1693440000,0.0028,0.0,0.30962,1.24,5.961,0.80355644,1667174400,1698710400,1682812800,-6677235,-0.17,19.803,NYQ,EQUITY,MFM,MFM,MFS Municipal Income Trust,MFS Municipal Income Trust,532708200,America/New_York,EDT,-14400000,4.79,none,113695232,0.046,0.046,15703814,46.31,0.381,0.02197,-0.02632,15295384,7919545,9604779,0.053,1.0,0.0,0.82886004,USD,
1,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/MFM-mfs-municipal-income-trust.html,Asset Management,Financial Services,"MFS Municipal Income Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Municipal Income Trust was founded in November 25, 1986 and and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Frank L. Tarantino', 'age': 78, 'title': 'Independent Sr. Officer', 'yearBorn': 1944, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.8,4.8,4.78,4.82,4.8,4.8,4.78,4.82,0.22,0.045300003,1694476800,4.85,0.453665,71055,71055,90422,101190,101190,4.67,4.86,1400,900,197288608,4.66,5.53,12.563102,5.0798,5.1345,0.233,0.048541665,USD,310984000,-0.42520002,41187600,113807,66837,1690761600,1693440000,0.0028,0.0,0.30962,1.24,5.961,0.80355644,1667174400,1698710400,1682812800,-6677235,-0.17,19.803,NYQ,EQUITY,MFM,MFM,MFS Municipal Income Trust,MFS Municipal Income Trust,532708200,America/New_York,EDT,-14400000,4.79,none,113695232,0.046,0.046,15703814,46.31,0.381,0.02197,-0.02632,15295384,7919545,9604779,0.053,1.0,0.0,0.82886004,USD,
2,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/MFM-mfs-municipal-income-trust.html,Asset Management,Financial Services,"MFS Municipal Income Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Municipal Income Trust was founded in November 25, 1986 and and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Robyn L. Griffin', 'age': 47, 'title': 'Assistant Independent Chief Compliance Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.8,4.8,4.78,4.82,4.8,4.8,4.78,4.82,0.22,0.045300003,1694476800,4.85,0.453665,71055,71055,90422,101190,101190,4.67,4.86,1400,900,197288608,4.66,5.53,12.563102,5.0798,5.1345,0.233,0.048541665,USD,310984000,-0.42520002,41187600,113807,66837,1690761600,1693440000,0.0028,0.0,0.30962,1.24,5.961,0.80355644,1667174400,1698710400,1682812800,-6677235,-0.17,19.803,NYQ,EQUITY,MFM,MFM,MFS Municipal Income Trust,MFS Municipal Income Trust,532708200,America/New_York,EDT,-14400000,4.79,none,113695232,0.046,0.046,15703814,46.31,0.381,0.02197,-0.02632,15295384,7919545,9604779,0.053,1.0,0.0,0.82886004,USD,
3,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/MFM-mfs-municipal-income-trust.html,Asset Management,Financial Services,"MFS Municipal Income Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Municipal Income Trust was founded in November 25, 1986 and and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Richard S. Weitzel', 'age': 52, 'title': 'Assistant Sec. and Assistant Clerk', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.8,4.8,4.78,4.82,4.8,4.8,4.78,4.82,0.22,0.045300003,1694476800,4.85,0.453665,71055,71055,90422,101190,101190,4.67,4.86,1400,900,197288608,4.66,5.53,12.563102,5.0798,5.1345,0.233,0.048541665,USD,310984000,-0.42520002,41187600,113807,66837,1690761600,1693440000,0.0028,0.0,0.30962,1.24,5.961,0.80355644,1667174400,1698710400,1682812800,-6677235,-0.17,19.803,NYQ,EQUITY,MFM,MFM,MFS Municipal Income Trust,MFS Municipal Income Trust,532708200,America/New_York,EDT,-14400000,4.79,none,113695232,0.046,0.046,15703814,46.31,0.381,0.02197,-0.02632,15295384,7919545,9604779,0.053,1.0,0.0,0.82886004,USD,
4,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/MFM-mfs-municipal-income-trust.html,Asset Management,Financial Services,"MFS Municipal Income Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Municipal Income Trust was founded in November 25, 1986 and and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Kasey L. Philips', 'age': 51, 'title': 'Assistant Treasurer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.8,4.8,4.78,4.82,4.8,4.8,4.78,4.82,0.22,0.045300003,1694476800,4.85,0.453665,71055,71055,90422,101190,101190,4.67,4.86,1400,900,197288608,4.66,5.53,12.563102,5.0798,5.1345,0.233,0.048541665,USD,310984000,-0.42520002,41187600,113807,66837,1690761600,1693440000,0.0028,0.0,0.30962,1.24,5.961,0.80355644,1667174400,1698710400,1682812800,-6677235,-0.17,19.803,NYQ,EQUITY,MFM,MFM,MFS Municipal Income Trust,MFS Municipal Income Trust,532708200,America/New_York,EDT,-14400000,4.79,none,113695232,0.046,0.046,15703814,46.31,0.381,0.02197,-0.02632,15295384,7919545,9604779,0.053,1.0,0.0,0.82886004,USD,
5,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/MFM-mfs-municipal-income-trust.html,Asset Management,Financial Services,"MFS Municipal Income Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Municipal Income Trust was founded in November 25, 1986 and and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Brian E. Langenfeld', 'age': 49, 'title': 'Assistant Sec. and Assistant Clerk', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.8,4.8,4.78,4.82,4.8,4.8,4.78,4.82,0.22,0.045300003,1694476800,4.85,0.453665,71055,71055,90422,101190,101190,4.67,4.86,1400,900,197288608,4.66,5.53,12.563102,5.0798,5.1345,0.233,0.048541665,USD,310984000,-0.42520002,41187600,113807,66837,1690761600,1693440000,0.0028,0.0,0.30962,1.24,5.961,0.80355644,1667174400,1698710400,1682812800,-6677235,-0.17,19.803,NYQ,EQUITY,MFM,MFM,MFS Municipal Income Trust,MFS Municipal Income Trust,532708200,America/New_York,EDT,-14400000,4.79,none,113695232,0.046,0.046,15703814,46.31,0.381,0.02197,-0.02632,15295384,7919545,9604779,0.053,1.0,0.0,0.82886004,USD,
6,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/MFM-mfs-municipal-income-trust.html,Asset Management,Financial Services,"MFS Municipal Income Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Municipal Income Trust was founded in November 25, 1986 and and is domiciled in United States.","{'maxAge': 1, 'name': 'Ms. Susan A. Pereira', 'age': 51, 'title': 'Assistant Sec. and Assistant Clerk', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.8,4.8,4.78,4.82,4.8,4.8,4.78,4.82,0.22,0.045300003,1694476800,4.85,0.453665,71055,71055,90422,101190,101190,4.67,4.86,1400,900,197288608,4.66,5.53,12.563102,5.0798,5.1345,0.233,0.048541665,USD,310984000,-0.42520002,41187600,113807,66837,1690761600,1693440000,0.0028,0.0,0.30962,1.24,5.961,0.80355644,1667174400,1698710400,1682812800,-6677235,-0.17,19.803,NYQ,EQUITY,MFM,MFM,MFS Municipal Income Trust,MFS Municipal Income Trust,532708200,America/New_York,EDT,-14400000,4.79,none,113695232,0.046,0.046,15703814,46.31,0.381,0.02197,-0.02632,15295384,7919545,9604779,0.053,1.0,0.0,0.82886004,USD,
7,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/MFM-mfs-municipal-income-trust.html,Asset Management,Financial Services,"MFS Municipal Income Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Municipal Income Trust was founded in November 25, 1986 and and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Ethan D. Corey', 'age': 58, 'title': 'Assistant Sec. and Assistant Clerk', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.8,4.8,4.78,4.82,4.8,4.8,4.78,4.82,0.22,0.045300003,1694476800,4.85,0.453665,71055,71055,90422,101190,101190,4.67,4.86,1400,900,197288608,4.66,5.53,12.563102,5.0798,5.1345,0.233,0.048541665,USD,310984000,-0.42520002,41187600,113807,66837,1690761600,1693440000,0.0028,0.0,0.30962,1.24,5.961,0.80355644,1667174400,1698710400,1682812800,-6677235,-0.17,19.803,NYQ,EQUITY,MFM,MFM,MFS Municipal Income Trust,MFS Municipal Income Trust,532708200,America/New_York,EDT,-14400000,4.79,none,113695232,0.046,0.046,15703814,46.31,0.381,0.02197,-0.02632,15295384,7919545,9604779,0.053,1.0,0.0,0.82886004,USD,
8,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/MFM-mfs-municipal-income-trust.html,Asset Management,Financial Services,"MFS Municipal Income Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Municipal Income Trust was founded in November 25, 1986 and and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Thomas H. Connors', 'age': 62, 'title': 'Assistant Sec. and Assistant Clerk', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.8,4.8,4.78,4.82,4.8,4.8,4.78,4.82,0.22,0.045300003,1694476800,4.85,0.453665,71055,71055,90422,101190,101190,4.67,4.86,1400,900,197288608,4.66,5.53,12.563102,5.0798,5.1345,0.233,0.048541665,USD,310984000,-0.42520002,41187600,113807,66837,1690761600,1693440000,0.0028,0.0,0.30962,1.24,5.961,0.80355644,1667174400,1698710400,1682812800,-6677235,-0.17,19.803,NYQ,EQUITY,MFM,MFM,MFS Municipal Income Trust,MFS Municipal Income Trust,532708200,America/New_York,EDT,-14400000,4.79,none,113695232,0.046,0.046,15703814,46.31,0.381,0.02197,-0.02632,15295384,7919545,9604779,0.053,1.0,0.0,0.82886004,USD,
9,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/MFM-mfs-municipal-income-trust.html,Asset Management,Financial Services,"MFS Municipal Income Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets of the United States. It primarily invests in tax-exempt bonds and tax-exempt notes. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. MFS Municipal Income Trust was founded in November 25, 1986 and and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Christopher R. Bohane', 'age': 48, 'title': 'Assistant Sec. and Assistant Clerk', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.8,4.8,4.78,4.82,4.8,4.8,4.78,4.82,0.22,0.045300003,1694476800,4.85,0.453665,71055,71055,90422,101190,101190,4.67,4.86,1400,900,197288608,4.66,5.53,12.563102,5.0798,5.1345,0.233,0.048541665,USD,310984000,-0.42520002,41187600,113807,66837,1690761600,1693440000,0.0028,0.0,0.30962,1.24,5.961,0.80355644,1667174400,1698710400,1682812800,-6677235,-0.17,19.803,NYQ,EQUITY,MFM,MFM,MFS Municipal Income Trust,MFS Municipal Income Trust,532708200,America/New_York,EDT,-14400000,4.79,none,113695232,0.046,0.046,15703814,46.31,0.381,0.02197,-0.02632,15295384,7919545,9604779,0.053,1.0,0.0,0.82886004,USD,
