,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Alfredstrasse 236,Essen,45133,Germany,49 201 824 0,49 201 824 2777,https://www.hochtief.com,Engineering & Construction,Industrials,"HOCHTIEF Aktiengesellschaft engages in the construction business worldwide. The company operates through HOCHTIEF Americas, HOCHTIEF Asia Pacific, and HOCHTIEF Europe divisions. The HOCHTIEF Americas division provides building and transportation infrastructure construction services primarily in the United States and Canada. The HOCHTIEF Asia Pacific division provides construction, mineral processing, engineering, concessions, operations and maintenance, for the infrastructure, resources, and real estate markets. This division also undertakes public-private partnerships (PPP). The HOCHTIEF Europe provides infrastructure construction projects, as well as PPP in transportation, energy, and social infrastructure project. HOCHTIEF Aktiengesellschaft was founded in 1873 and is headquartered in Essen, Germany. HOCHTIEF Aktiengesellschaft operates as a subsidiary of ACS, Actividades de Construcción y Servicios, S.A.",40521,"{'maxAge': 1, 'name': 'Mr. Juan Santamaria Cases', 'age': 43, 'title': 'Chairman of the Exec. Board', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 841590, 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,8,6,8,1693526400,1672444800,86400,2,100.0,99.8,97.4,99.8,100.0,99.8,97.4,99.8,4.0,0.04,1682553600,0.59970003,5.14,1.353228,14.602698,10.5525465,422,422,492,423,423,97.55,97.95,35000,35000,7569080320,46.1,100.9,0.27735126,90.211,73.5724,4.0,0.04,EUR,7949748736,0.01844,22369974,77711296,0.6801,0.10148,14.992,6.4967985,1672444800,1703980800,1688083200,0.001,503310016,6.67,9.23,0.291,10.047,FRA,EQUITY,HOT.F,HOT.F,HOCHTIEF AG,HOCHTIEF Aktiengesellschaft,946882800,Europe/Berlin,CEST,7200000,97.4,175.0,130.0,154.31,155.0,none,10,5007873024,66.582,791272000,5567735808,1.067,1.118,27290593280,467.222,362.82,0.020299999,0.48459998,6321200000,122723000,981057984,-0.073,0.033,0.24886,0.028989999,0.021960001,EUR,
1,Alfredstrasse 236,Essen,45133,Germany,49 201 824 0,49 201 824 2777,https://www.hochtief.com,Engineering & Construction,Industrials,"HOCHTIEF Aktiengesellschaft engages in the construction business worldwide. The company operates through HOCHTIEF Americas, HOCHTIEF Asia Pacific, and HOCHTIEF Europe divisions. The HOCHTIEF Americas division provides building and transportation infrastructure construction services primarily in the United States and Canada. The HOCHTIEF Asia Pacific division provides construction, mineral processing, engineering, concessions, operations and maintenance, for the infrastructure, resources, and real estate markets. This division also undertakes public-private partnerships (PPP). The HOCHTIEF Europe provides infrastructure construction projects, as well as PPP in transportation, energy, and social infrastructure project. HOCHTIEF Aktiengesellschaft was founded in 1873 and is headquartered in Essen, Germany. HOCHTIEF Aktiengesellschaft operates as a subsidiary of ACS, Actividades de Construcción y Servicios, S.A.",40521,"{'maxAge': 1, 'name': 'Mr. Peter-Wilhelm  Sassenfeld M.B.A., MBA', 'age': 56, 'title': 'CFO & Member of the Exec. Board', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1607000, 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,8,6,8,1693526400,1672444800,86400,2,100.0,99.8,97.4,99.8,100.0,99.8,97.4,99.8,4.0,0.04,1682553600,0.59970003,5.14,1.353228,14.602698,10.5525465,422,422,492,423,423,97.55,97.95,35000,35000,7569080320,46.1,100.9,0.27735126,90.211,73.5724,4.0,0.04,EUR,7949748736,0.01844,22369974,77711296,0.6801,0.10148,14.992,6.4967985,1672444800,1703980800,1688083200,0.001,503310016,6.67,9.23,0.291,10.047,FRA,EQUITY,HOT.F,HOT.F,HOCHTIEF AG,HOCHTIEF Aktiengesellschaft,946882800,Europe/Berlin,CEST,7200000,97.4,175.0,130.0,154.31,155.0,none,10,5007873024,66.582,791272000,5567735808,1.067,1.118,27290593280,467.222,362.82,0.020299999,0.48459998,6321200000,122723000,981057984,-0.073,0.033,0.24886,0.028989999,0.021960001,EUR,
2,Alfredstrasse 236,Essen,45133,Germany,49 201 824 0,49 201 824 2777,https://www.hochtief.com,Engineering & Construction,Industrials,"HOCHTIEF Aktiengesellschaft engages in the construction business worldwide. The company operates through HOCHTIEF Americas, HOCHTIEF Asia Pacific, and HOCHTIEF Europe divisions. The HOCHTIEF Americas division provides building and transportation infrastructure construction services primarily in the United States and Canada. The HOCHTIEF Asia Pacific division provides construction, mineral processing, engineering, concessions, operations and maintenance, for the infrastructure, resources, and real estate markets. This division also undertakes public-private partnerships (PPP). The HOCHTIEF Europe provides infrastructure construction projects, as well as PPP in transportation, energy, and social infrastructure project. HOCHTIEF Aktiengesellschaft was founded in 1873 and is headquartered in Essen, Germany. HOCHTIEF Aktiengesellschaft operates as a subsidiary of ACS, Actividades de Construcción y Servicios, S.A.",40521,"{'maxAge': 1, 'name': 'Mr. Nikolaus Graf von Matuschka', 'age': 59, 'title': 'Member of Exec. Board', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 942000, 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,8,6,8,1693526400,1672444800,86400,2,100.0,99.8,97.4,99.8,100.0,99.8,97.4,99.8,4.0,0.04,1682553600,0.59970003,5.14,1.353228,14.602698,10.5525465,422,422,492,423,423,97.55,97.95,35000,35000,7569080320,46.1,100.9,0.27735126,90.211,73.5724,4.0,0.04,EUR,7949748736,0.01844,22369974,77711296,0.6801,0.10148,14.992,6.4967985,1672444800,1703980800,1688083200,0.001,503310016,6.67,9.23,0.291,10.047,FRA,EQUITY,HOT.F,HOT.F,HOCHTIEF AG,HOCHTIEF Aktiengesellschaft,946882800,Europe/Berlin,CEST,7200000,97.4,175.0,130.0,154.31,155.0,none,10,5007873024,66.582,791272000,5567735808,1.067,1.118,27290593280,467.222,362.82,0.020299999,0.48459998,6321200000,122723000,981057984,-0.073,0.033,0.24886,0.028989999,0.021960001,EUR,
3,Alfredstrasse 236,Essen,45133,Germany,49 201 824 0,49 201 824 2777,https://www.hochtief.com,Engineering & Construction,Industrials,"HOCHTIEF Aktiengesellschaft engages in the construction business worldwide. The company operates through HOCHTIEF Americas, HOCHTIEF Asia Pacific, and HOCHTIEF Europe divisions. The HOCHTIEF Americas division provides building and transportation infrastructure construction services primarily in the United States and Canada. The HOCHTIEF Asia Pacific division provides construction, mineral processing, engineering, concessions, operations and maintenance, for the infrastructure, resources, and real estate markets. This division also undertakes public-private partnerships (PPP). The HOCHTIEF Europe provides infrastructure construction projects, as well as PPP in transportation, energy, and social infrastructure project. HOCHTIEF Aktiengesellschaft was founded in 1873 and is headquartered in Essen, Germany. HOCHTIEF Aktiengesellschaft operates as a subsidiary of ACS, Actividades de Construcción y Servicios, S.A.",40521,"{'maxAge': 1, 'name': 'Mr. José Ignacio Legorburo Escobar', 'age': 57, 'title': 'COO & Member of the Exec. Board', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 807000, 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,8,6,8,1693526400,1672444800,86400,2,100.0,99.8,97.4,99.8,100.0,99.8,97.4,99.8,4.0,0.04,1682553600,0.59970003,5.14,1.353228,14.602698,10.5525465,422,422,492,423,423,97.55,97.95,35000,35000,7569080320,46.1,100.9,0.27735126,90.211,73.5724,4.0,0.04,EUR,7949748736,0.01844,22369974,77711296,0.6801,0.10148,14.992,6.4967985,1672444800,1703980800,1688083200,0.001,503310016,6.67,9.23,0.291,10.047,FRA,EQUITY,HOT.F,HOT.F,HOCHTIEF AG,HOCHTIEF Aktiengesellschaft,946882800,Europe/Berlin,CEST,7200000,97.4,175.0,130.0,154.31,155.0,none,10,5007873024,66.582,791272000,5567735808,1.067,1.118,27290593280,467.222,362.82,0.020299999,0.48459998,6321200000,122723000,981057984,-0.073,0.033,0.24886,0.028989999,0.021960001,EUR,
4,Alfredstrasse 236,Essen,45133,Germany,49 201 824 0,49 201 824 2777,https://www.hochtief.com,Engineering & Construction,Industrials,"HOCHTIEF Aktiengesellschaft engages in the construction business worldwide. The company operates through HOCHTIEF Americas, HOCHTIEF Asia Pacific, and HOCHTIEF Europe divisions. The HOCHTIEF Americas division provides building and transportation infrastructure construction services primarily in the United States and Canada. The HOCHTIEF Asia Pacific division provides construction, mineral processing, engineering, concessions, operations and maintenance, for the infrastructure, resources, and real estate markets. This division also undertakes public-private partnerships (PPP). The HOCHTIEF Europe provides infrastructure construction projects, as well as PPP in transportation, energy, and social infrastructure project. HOCHTIEF Aktiengesellschaft was founded in 1873 and is headquartered in Essen, Germany. HOCHTIEF Aktiengesellschaft operates as a subsidiary of ACS, Actividades de Construcción y Servicios, S.A.",40521,"{'maxAge': 1, 'name': 'Ms. Martina  Steffen', 'age': 52, 'title': 'Labor Director, Chief Sustainability & Member of Exec. Board', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 912000, 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,8,6,8,1693526400,1672444800,86400,2,100.0,99.8,97.4,99.8,100.0,99.8,97.4,99.8,4.0,0.04,1682553600,0.59970003,5.14,1.353228,14.602698,10.5525465,422,422,492,423,423,97.55,97.95,35000,35000,7569080320,46.1,100.9,0.27735126,90.211,73.5724,4.0,0.04,EUR,7949748736,0.01844,22369974,77711296,0.6801,0.10148,14.992,6.4967985,1672444800,1703980800,1688083200,0.001,503310016,6.67,9.23,0.291,10.047,FRA,EQUITY,HOT.F,HOT.F,HOCHTIEF AG,HOCHTIEF Aktiengesellschaft,946882800,Europe/Berlin,CEST,7200000,97.4,175.0,130.0,154.31,155.0,none,10,5007873024,66.582,791272000,5567735808,1.067,1.118,27290593280,467.222,362.82,0.020299999,0.48459998,6321200000,122723000,981057984,-0.073,0.033,0.24886,0.028989999,0.021960001,EUR,
5,Alfredstrasse 236,Essen,45133,Germany,49 201 824 0,49 201 824 2777,https://www.hochtief.com,Engineering & Construction,Industrials,"HOCHTIEF Aktiengesellschaft engages in the construction business worldwide. The company operates through HOCHTIEF Americas, HOCHTIEF Asia Pacific, and HOCHTIEF Europe divisions. The HOCHTIEF Americas division provides building and transportation infrastructure construction services primarily in the United States and Canada. The HOCHTIEF Asia Pacific division provides construction, mineral processing, engineering, concessions, operations and maintenance, for the infrastructure, resources, and real estate markets. This division also undertakes public-private partnerships (PPP). The HOCHTIEF Europe provides infrastructure construction projects, as well as PPP in transportation, energy, and social infrastructure project. HOCHTIEF Aktiengesellschaft was founded in 1873 and is headquartered in Essen, Germany. HOCHTIEF Aktiengesellschaft operates as a subsidiary of ACS, Actividades de Construcción y Servicios, S.A.",40521,"{'maxAge': 1, 'name': 'Nadine  Wärmer', 'title': 'Investor Relations Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,8,6,8,1693526400,1672444800,86400,2,100.0,99.8,97.4,99.8,100.0,99.8,97.4,99.8,4.0,0.04,1682553600,0.59970003,5.14,1.353228,14.602698,10.5525465,422,422,492,423,423,97.55,97.95,35000,35000,7569080320,46.1,100.9,0.27735126,90.211,73.5724,4.0,0.04,EUR,7949748736,0.01844,22369974,77711296,0.6801,0.10148,14.992,6.4967985,1672444800,1703980800,1688083200,0.001,503310016,6.67,9.23,0.291,10.047,FRA,EQUITY,HOT.F,HOT.F,HOCHTIEF AG,HOCHTIEF Aktiengesellschaft,946882800,Europe/Berlin,CEST,7200000,97.4,175.0,130.0,154.31,155.0,none,10,5007873024,66.582,791272000,5567735808,1.067,1.118,27290593280,467.222,362.82,0.020299999,0.48459998,6321200000,122723000,981057984,-0.073,0.033,0.24886,0.028989999,0.021960001,EUR,
6,Alfredstrasse 236,Essen,45133,Germany,49 201 824 0,49 201 824 2777,https://www.hochtief.com,Engineering & Construction,Industrials,"HOCHTIEF Aktiengesellschaft engages in the construction business worldwide. The company operates through HOCHTIEF Americas, HOCHTIEF Asia Pacific, and HOCHTIEF Europe divisions. The HOCHTIEF Americas division provides building and transportation infrastructure construction services primarily in the United States and Canada. The HOCHTIEF Asia Pacific division provides construction, mineral processing, engineering, concessions, operations and maintenance, for the infrastructure, resources, and real estate markets. This division also undertakes public-private partnerships (PPP). The HOCHTIEF Europe provides infrastructure construction projects, as well as PPP in transportation, energy, and social infrastructure project. HOCHTIEF Aktiengesellschaft was founded in 1873 and is headquartered in Essen, Germany. HOCHTIEF Aktiengesellschaft operates as a subsidiary of ACS, Actividades de Construcción y Servicios, S.A.",40521,"{'maxAge': 1, 'name': 'Georg  von Bronk', 'title': 'Chief Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,8,6,8,1693526400,1672444800,86400,2,100.0,99.8,97.4,99.8,100.0,99.8,97.4,99.8,4.0,0.04,1682553600,0.59970003,5.14,1.353228,14.602698,10.5525465,422,422,492,423,423,97.55,97.95,35000,35000,7569080320,46.1,100.9,0.27735126,90.211,73.5724,4.0,0.04,EUR,7949748736,0.01844,22369974,77711296,0.6801,0.10148,14.992,6.4967985,1672444800,1703980800,1688083200,0.001,503310016,6.67,9.23,0.291,10.047,FRA,EQUITY,HOT.F,HOT.F,HOCHTIEF AG,HOCHTIEF Aktiengesellschaft,946882800,Europe/Berlin,CEST,7200000,97.4,175.0,130.0,154.31,155.0,none,10,5007873024,66.582,791272000,5567735808,1.067,1.118,27290593280,467.222,362.82,0.020299999,0.48459998,6321200000,122723000,981057984,-0.073,0.033,0.24886,0.028989999,0.021960001,EUR,
7,Alfredstrasse 236,Essen,45133,Germany,49 201 824 0,49 201 824 2777,https://www.hochtief.com,Engineering & Construction,Industrials,"HOCHTIEF Aktiengesellschaft engages in the construction business worldwide. The company operates through HOCHTIEF Americas, HOCHTIEF Asia Pacific, and HOCHTIEF Europe divisions. The HOCHTIEF Americas division provides building and transportation infrastructure construction services primarily in the United States and Canada. The HOCHTIEF Asia Pacific division provides construction, mineral processing, engineering, concessions, operations and maintenance, for the infrastructure, resources, and real estate markets. This division also undertakes public-private partnerships (PPP). The HOCHTIEF Europe provides infrastructure construction projects, as well as PPP in transportation, energy, and social infrastructure project. HOCHTIEF Aktiengesellschaft was founded in 1873 and is headquartered in Essen, Germany. HOCHTIEF Aktiengesellschaft operates as a subsidiary of ACS, Actividades de Construcción y Servicios, S.A.",40521,"{'maxAge': 1, 'name': 'Dr. Bernd  Pütter', 'title': 'Sr. VP of Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,8,6,8,1693526400,1672444800,86400,2,100.0,99.8,97.4,99.8,100.0,99.8,97.4,99.8,4.0,0.04,1682553600,0.59970003,5.14,1.353228,14.602698,10.5525465,422,422,492,423,423,97.55,97.95,35000,35000,7569080320,46.1,100.9,0.27735126,90.211,73.5724,4.0,0.04,EUR,7949748736,0.01844,22369974,77711296,0.6801,0.10148,14.992,6.4967985,1672444800,1703980800,1688083200,0.001,503310016,6.67,9.23,0.291,10.047,FRA,EQUITY,HOT.F,HOT.F,HOCHTIEF AG,HOCHTIEF Aktiengesellschaft,946882800,Europe/Berlin,CEST,7200000,97.4,175.0,130.0,154.31,155.0,none,10,5007873024,66.582,791272000,5567735808,1.067,1.118,27290593280,467.222,362.82,0.020299999,0.48459998,6321200000,122723000,981057984,-0.073,0.033,0.24886,0.028989999,0.021960001,EUR,
8,Alfredstrasse 236,Essen,45133,Germany,49 201 824 0,49 201 824 2777,https://www.hochtief.com,Engineering & Construction,Industrials,"HOCHTIEF Aktiengesellschaft engages in the construction business worldwide. The company operates through HOCHTIEF Americas, HOCHTIEF Asia Pacific, and HOCHTIEF Europe divisions. The HOCHTIEF Americas division provides building and transportation infrastructure construction services primarily in the United States and Canada. The HOCHTIEF Asia Pacific division provides construction, mineral processing, engineering, concessions, operations and maintenance, for the infrastructure, resources, and real estate markets. This division also undertakes public-private partnerships (PPP). The HOCHTIEF Europe provides infrastructure construction projects, as well as PPP in transportation, energy, and social infrastructure project. HOCHTIEF Aktiengesellschaft was founded in 1873 and is headquartered in Essen, Germany. HOCHTIEF Aktiengesellschaft operates as a subsidiary of ACS, Actividades de Construcción y Servicios, S.A.",40521,"{'maxAge': 1, 'name': 'Mr. Michael  Pinkney C.F.A.', 'age': 56, 'title': 'Head of Corp. Strategy', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,8,6,8,1693526400,1672444800,86400,2,100.0,99.8,97.4,99.8,100.0,99.8,97.4,99.8,4.0,0.04,1682553600,0.59970003,5.14,1.353228,14.602698,10.5525465,422,422,492,423,423,97.55,97.95,35000,35000,7569080320,46.1,100.9,0.27735126,90.211,73.5724,4.0,0.04,EUR,7949748736,0.01844,22369974,77711296,0.6801,0.10148,14.992,6.4967985,1672444800,1703980800,1688083200,0.001,503310016,6.67,9.23,0.291,10.047,FRA,EQUITY,HOT.F,HOT.F,HOCHTIEF AG,HOCHTIEF Aktiengesellschaft,946882800,Europe/Berlin,CEST,7200000,97.4,175.0,130.0,154.31,155.0,none,10,5007873024,66.582,791272000,5567735808,1.067,1.118,27290593280,467.222,362.82,0.020299999,0.48459998,6321200000,122723000,981057984,-0.073,0.033,0.24886,0.028989999,0.021960001,EUR,
9,Alfredstrasse 236,Essen,45133,Germany,49 201 824 0,49 201 824 2777,https://www.hochtief.com,Engineering & Construction,Industrials,"HOCHTIEF Aktiengesellschaft engages in the construction business worldwide. The company operates through HOCHTIEF Americas, HOCHTIEF Asia Pacific, and HOCHTIEF Europe divisions. The HOCHTIEF Americas division provides building and transportation infrastructure construction services primarily in the United States and Canada. The HOCHTIEF Asia Pacific division provides construction, mineral processing, engineering, concessions, operations and maintenance, for the infrastructure, resources, and real estate markets. This division also undertakes public-private partnerships (PPP). The HOCHTIEF Europe provides infrastructure construction projects, as well as PPP in transportation, energy, and social infrastructure project. HOCHTIEF Aktiengesellschaft was founded in 1873 and is headquartered in Essen, Germany. HOCHTIEF Aktiengesellschaft operates as a subsidiary of ACS, Actividades de Construcción y Servicios, S.A.",40521,"{'maxAge': 1, 'name': 'Mr. Tobias  Loskamp', 'title': 'Head of Capital Markets Strategy', 'exercisedValue': 0, 'unexercisedValue': 0}",1,7,8,6,8,1693526400,1672444800,86400,2,100.0,99.8,97.4,99.8,100.0,99.8,97.4,99.8,4.0,0.04,1682553600,0.59970003,5.14,1.353228,14.602698,10.5525465,422,422,492,423,423,97.55,97.95,35000,35000,7569080320,46.1,100.9,0.27735126,90.211,73.5724,4.0,0.04,EUR,7949748736,0.01844,22369974,77711296,0.6801,0.10148,14.992,6.4967985,1672444800,1703980800,1688083200,0.001,503310016,6.67,9.23,0.291,10.047,FRA,EQUITY,HOT.F,HOT.F,HOCHTIEF AG,HOCHTIEF Aktiengesellschaft,946882800,Europe/Berlin,CEST,7200000,97.4,175.0,130.0,154.31,155.0,none,10,5007873024,66.582,791272000,5567735808,1.067,1.118,27290593280,467.222,362.82,0.020299999,0.48459998,6321200000,122723000,981057984,-0.073,0.033,0.24886,0.028989999,0.021960001,EUR,
