,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 Bligh Street,Suite 3.04 Level 3,Sydney,NSW,2000,Australia,61 2 9233 0100,61 2 9233 0100,https://www.nsx.com.au,Financial Data & Stock Exchanges,Financial Data & Stock Exchanges,Financial Services,Financial Services,"NSX Limited engages in the operation of the National Stock Exchange of Australia Limited. The company engages in trading and settlement activities. NSX Limited was founded in 1937 and is based in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Tod Stephen McGrouther', 'age': 60, 'title': 'Acting MD & Director', 'yearBorn': 1962, 'fiscalYear': 2023, 'totalPay': 88400, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,2.312687,100000,100000,77744,42080,42080,0.039,0.043,0,0,16047920,0.035,0.08,8.198527,0.04612,0.0507,0.0,0.0,AUD,14660863,-1.7435601,116890828,401198016,0.77992,0.024939999,401198016,0.005,8.0,1688083200,1719705600,1688083200,-3412876,-0.01,7.49,-4.694,-0.111111104,0.14113986,ASX,EQUITY,NSX.AX,NSX.AX,NSX LTD FPO,NSX Limited,1105570800,Australia/Sydney,AEST,a4587e2b-5f64-37ba-9c18-cff52591f951,finmb_13574022,36000000,0.04,none,2425477,0.006,-3123132,1388192,1.502,1.975,1957415,71.571,0.005,-0.46532002,-3.1314898,1957415,-1849939,-3154160,-0.117,1.0,-1.59554,-1.6727201,AUD,
1,1 Bligh Street,Suite 3.04 Level 3,Sydney,NSW,2000,Australia,61 2 9233 0100,61 2 9233 0100,https://www.nsx.com.au,Financial Data & Stock Exchanges,Financial Data & Stock Exchanges,Financial Services,Financial Services,"NSX Limited engages in the operation of the National Stock Exchange of Australia Limited. The company engages in trading and settlement activities. NSX Limited was founded in 1937 and is based in Sydney, Australia.","{'maxAge': 1, 'name': 'Yemi  Oluwi', 'title': 'Head of Technology', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,2.312687,100000,100000,77744,42080,42080,0.039,0.043,0,0,16047920,0.035,0.08,8.198527,0.04612,0.0507,0.0,0.0,AUD,14660863,-1.7435601,116890828,401198016,0.77992,0.024939999,401198016,0.005,8.0,1688083200,1719705600,1688083200,-3412876,-0.01,7.49,-4.694,-0.111111104,0.14113986,ASX,EQUITY,NSX.AX,NSX.AX,NSX LTD FPO,NSX Limited,1105570800,Australia/Sydney,AEST,a4587e2b-5f64-37ba-9c18-cff52591f951,finmb_13574022,36000000,0.04,none,2425477,0.006,-3123132,1388192,1.502,1.975,1957415,71.571,0.005,-0.46532002,-3.1314898,1957415,-1849939,-3154160,-0.117,1.0,-1.59554,-1.6727201,AUD,
2,1 Bligh Street,Suite 3.04 Level 3,Sydney,NSW,2000,Australia,61 2 9233 0100,61 2 9233 0100,https://www.nsx.com.au,Financial Data & Stock Exchanges,Financial Data & Stock Exchanges,Financial Services,Financial Services,"NSX Limited engages in the operation of the National Stock Exchange of Australia Limited. The company engages in trading and settlement activities. NSX Limited was founded in 1937 and is based in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. John  Williams', 'title': 'Head of Admissions', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,2.312687,100000,100000,77744,42080,42080,0.039,0.043,0,0,16047920,0.035,0.08,8.198527,0.04612,0.0507,0.0,0.0,AUD,14660863,-1.7435601,116890828,401198016,0.77992,0.024939999,401198016,0.005,8.0,1688083200,1719705600,1688083200,-3412876,-0.01,7.49,-4.694,-0.111111104,0.14113986,ASX,EQUITY,NSX.AX,NSX.AX,NSX LTD FPO,NSX Limited,1105570800,Australia/Sydney,AEST,a4587e2b-5f64-37ba-9c18-cff52591f951,finmb_13574022,36000000,0.04,none,2425477,0.006,-3123132,1388192,1.502,1.975,1957415,71.571,0.005,-0.46532002,-3.1314898,1957415,-1849939,-3154160,-0.117,1.0,-1.59554,-1.6727201,AUD,
3,1 Bligh Street,Suite 3.04 Level 3,Sydney,NSW,2000,Australia,61 2 9233 0100,61 2 9233 0100,https://www.nsx.com.au,Financial Data & Stock Exchanges,Financial Data & Stock Exchanges,Financial Services,Financial Services,"NSX Limited engages in the operation of the National Stock Exchange of Australia Limited. The company engages in trading and settlement activities. NSX Limited was founded in 1937 and is based in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Scott Francis Evans', 'title': 'Company Sec.', 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,2.312687,100000,100000,77744,42080,42080,0.039,0.043,0,0,16047920,0.035,0.08,8.198527,0.04612,0.0507,0.0,0.0,AUD,14660863,-1.7435601,116890828,401198016,0.77992,0.024939999,401198016,0.005,8.0,1688083200,1719705600,1688083200,-3412876,-0.01,7.49,-4.694,-0.111111104,0.14113986,ASX,EQUITY,NSX.AX,NSX.AX,NSX LTD FPO,NSX Limited,1105570800,Australia/Sydney,AEST,a4587e2b-5f64-37ba-9c18-cff52591f951,finmb_13574022,36000000,0.04,none,2425477,0.006,-3123132,1388192,1.502,1.975,1957415,71.571,0.005,-0.46532002,-3.1314898,1957415,-1849939,-3154160,-0.117,1.0,-1.59554,-1.6727201,AUD,
