,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Dikilitas Mah. Emirhan Cad. No: 109,Atakule Balmumcu – Besiktas,Istanbul,34349,Turkey,90 212 310 64 50,90 212 310 62 39,https://www.atagyo.com.tr,REIT—Diversified,Real Estate,"Ata Gayrimenkul Yatirim Ortakligi A.S. operates in REIT sector in Turkey. The company focuses on commercial real estate valuables and projects. Its projects include real estate, retail, office, and logistics. Ata Gayrimenkul Yatirim Ortakligi A.S. was founded in 1997 and is based in Istanbul, Turkey.",6,"{'maxAge': 1, 'name': 'Bedri  Kurdoglu', 'title': 'Gen. Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.4,11.4,11.01,11.64,11.4,11.4,11.01,11.64,1399852800,0.0,-0.179853,2.9038963,1599177,1599177,2759344,2054992,2054992,11.18,11.19,0,0,531050016,3.208183,11.64,11.311965,8.6978,5.9476,0.0,0.0,TRY,522319328,4.27589,45672675,47500000,0.31242,0.16179001,6.092,1.8351938,1672444800,1703980800,1688083200,12.5,200735200,3.85,120:100,1347840000,11.126,40.405,IST,EQUITY,ATAGY.IS,ATAGY.IS,ATA GMYO,Ata Gayrimenkul Yatirim Ortakligi A.S.,957940200,Europe/Istanbul,TRT,10800000,11.18,none,9057622,0.191,12927157,326943,1.682,1.98,46945868,0.113,0.791,0.03869,1.13321,43374725,3191329,-4572565,5.75,-0.865,0.48826,0.27536,0.27613002,TRY,
1,Dikilitas Mah. Emirhan Cad. No: 109,Atakule Balmumcu – Besiktas,Istanbul,34349,Turkey,90 212 310 64 50,90 212 310 62 39,https://www.atagyo.com.tr,REIT—Diversified,Real Estate,"Ata Gayrimenkul Yatirim Ortakligi A.S. operates in REIT sector in Turkey. The company focuses on commercial real estate valuables and projects. Its projects include real estate, retail, office, and logistics. Ata Gayrimenkul Yatirim Ortakligi A.S. was founded in 1997 and is based in Istanbul, Turkey.",6,"{'maxAge': 1, 'name': 'Ülkü Çelik Usta', 'title': 'Director of Financial Affairs', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.4,11.4,11.01,11.64,11.4,11.4,11.01,11.64,1399852800,0.0,-0.179853,2.9038963,1599177,1599177,2759344,2054992,2054992,11.18,11.19,0,0,531050016,3.208183,11.64,11.311965,8.6978,5.9476,0.0,0.0,TRY,522319328,4.27589,45672675,47500000,0.31242,0.16179001,6.092,1.8351938,1672444800,1703980800,1688083200,12.5,200735200,3.85,120:100,1347840000,11.126,40.405,IST,EQUITY,ATAGY.IS,ATAGY.IS,ATA GMYO,Ata Gayrimenkul Yatirim Ortakligi A.S.,957940200,Europe/Istanbul,TRT,10800000,11.18,none,9057622,0.191,12927157,326943,1.682,1.98,46945868,0.113,0.791,0.03869,1.13321,43374725,3191329,-4572565,5.75,-0.865,0.48826,0.27536,0.27613002,TRY,
