,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,516 Hay Street,Ground Floor,Subiaco,WA,6008,Australia,61 8 9485 0990,61 8 9321 8990,https://www.88energy.com,Oil & Gas E&P,Energy,"88 Energy Limited engages in the oil and gas exploration and production in the United States. The company's projects includes 75% working interest in the Phoenix project, which covers an area of approximately 62,324 net acres; 75% working interest in the Icewine West project covering an area of approximately 121,996 net acres; 100% working interest in Peregrine project, which covers an area of approximately 125,741 net acres; 100% working interest in the Leonis project covering an area of approximately 25,600 net acres; 100% working interest in the Umiat unit, which covers an area of approximately 17,633 net acres; and 100% working interest in the Yukon leases covering an area of approximately 15,235 net acres located in onshore, North Slope of Alaska, the United States. It also holds 73% working interest in the Longhorn project, which covers an area of approximately 964 net acres located in onshore, Permian Basin, Texas. The company was formerly known as Tangiers Petroleum Limited and changed its name to 88 Energy Limited in February 2015. 88 Energy Limited was incorporated in 1996 and is based in Subiaco, Australia.",10,"{'maxAge': 1, 'name': 'Mr. Ashley Phillip Gilbert A Fin, B.Comm, CA, CSA(Cert), GAICD', 'age': 45, 'title': 'MD & Director', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 525185, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.006,0.007,0.006,0.007,0.006,0.007,0.006,0.007,0.0,1.254504,43674036,43674036,13242107,24068311,24068311,0.006,0.007,0,0,143771392,0.005922,0.014,57508.56,0.00682726,0.009076815,0.0,0.0,AUD,113324840,0.0,19598938080,22118699008,0.02954,0.00417,0.007,0.85714287,1672444800,1703980800,1688083200,-15150150,-0.0,1:1,1266537600,45329.938,2.164,ASX,EQUITY,88E.AX,88E.AX,88 ENERGY FPO,88 Energy Limited,1114646400,Australia/Sydney,AEST,36000000,0.006,0.02,0.02,0.02,0.02,none,1,7322368,0.0,52377832,0,5.017,9.689,2500,0.0,-0.07682,-0.116960004,2500,14244197,-4748757,8.767,1.0,20951.133,-6533.601,AUD,
1,516 Hay Street,Ground Floor,Subiaco,WA,6008,Australia,61 8 9485 0990,61 8 9321 8990,https://www.88energy.com,Oil & Gas E&P,Energy,"88 Energy Limited engages in the oil and gas exploration and production in the United States. The company's projects includes 75% working interest in the Phoenix project, which covers an area of approximately 62,324 net acres; 75% working interest in the Icewine West project covering an area of approximately 121,996 net acres; 100% working interest in Peregrine project, which covers an area of approximately 125,741 net acres; 100% working interest in the Leonis project covering an area of approximately 25,600 net acres; 100% working interest in the Umiat unit, which covers an area of approximately 17,633 net acres; and 100% working interest in the Yukon leases covering an area of approximately 15,235 net acres located in onshore, North Slope of Alaska, the United States. It also holds 73% working interest in the Longhorn project, which covers an area of approximately 964 net acres located in onshore, Permian Basin, Texas. The company was formerly known as Tangiers Petroleum Limited and changed its name to 88 Energy Limited in February 2015. 88 Energy Limited was incorporated in 1996 and is based in Subiaco, Australia.",10,"{'maxAge': 1, 'name': 'Mr. Oliver  Mortensen', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 318897, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.006,0.007,0.006,0.007,0.006,0.007,0.006,0.007,0.0,1.254504,43674036,43674036,13242107,24068311,24068311,0.006,0.007,0,0,143771392,0.005922,0.014,57508.56,0.00682726,0.009076815,0.0,0.0,AUD,113324840,0.0,19598938080,22118699008,0.02954,0.00417,0.007,0.85714287,1672444800,1703980800,1688083200,-15150150,-0.0,1:1,1266537600,45329.938,2.164,ASX,EQUITY,88E.AX,88E.AX,88 ENERGY FPO,88 Energy Limited,1114646400,Australia/Sydney,AEST,36000000,0.006,0.02,0.02,0.02,0.02,none,1,7322368,0.0,52377832,0,5.017,9.689,2500,0.0,-0.07682,-0.116960004,2500,14244197,-4748757,8.767,1.0,20951.133,-6533.601,AUD,
2,516 Hay Street,Ground Floor,Subiaco,WA,6008,Australia,61 8 9485 0990,61 8 9321 8990,https://www.88energy.com,Oil & Gas E&P,Energy,"88 Energy Limited engages in the oil and gas exploration and production in the United States. The company's projects includes 75% working interest in the Phoenix project, which covers an area of approximately 62,324 net acres; 75% working interest in the Icewine West project covering an area of approximately 121,996 net acres; 100% working interest in Peregrine project, which covers an area of approximately 125,741 net acres; 100% working interest in the Leonis project covering an area of approximately 25,600 net acres; 100% working interest in the Umiat unit, which covers an area of approximately 17,633 net acres; and 100% working interest in the Yukon leases covering an area of approximately 15,235 net acres located in onshore, North Slope of Alaska, the United States. It also holds 73% working interest in the Longhorn project, which covers an area of approximately 964 net acres located in onshore, Permian Basin, Texas. The company was formerly known as Tangiers Petroleum Limited and changed its name to 88 Energy Limited in February 2015. 88 Energy Limited was incorporated in 1996 and is based in Subiaco, Australia.",10,"{'maxAge': 1, 'name': 'Mr. Robert  Benkovic', 'title': 'Chief Operating Officer', 'fiscalYear': 2022, 'totalPay': 432669, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.006,0.007,0.006,0.007,0.006,0.007,0.006,0.007,0.0,1.254504,43674036,43674036,13242107,24068311,24068311,0.006,0.007,0,0,143771392,0.005922,0.014,57508.56,0.00682726,0.009076815,0.0,0.0,AUD,113324840,0.0,19598938080,22118699008,0.02954,0.00417,0.007,0.85714287,1672444800,1703980800,1688083200,-15150150,-0.0,1:1,1266537600,45329.938,2.164,ASX,EQUITY,88E.AX,88E.AX,88 ENERGY FPO,88 Energy Limited,1114646400,Australia/Sydney,AEST,36000000,0.006,0.02,0.02,0.02,0.02,none,1,7322368,0.0,52377832,0,5.017,9.689,2500,0.0,-0.07682,-0.116960004,2500,14244197,-4748757,8.767,1.0,20951.133,-6533.601,AUD,
3,516 Hay Street,Ground Floor,Subiaco,WA,6008,Australia,61 8 9485 0990,61 8 9321 8990,https://www.88energy.com,Oil & Gas E&P,Energy,"88 Energy Limited engages in the oil and gas exploration and production in the United States. The company's projects includes 75% working interest in the Phoenix project, which covers an area of approximately 62,324 net acres; 75% working interest in the Icewine West project covering an area of approximately 121,996 net acres; 100% working interest in Peregrine project, which covers an area of approximately 125,741 net acres; 100% working interest in the Leonis project covering an area of approximately 25,600 net acres; 100% working interest in the Umiat unit, which covers an area of approximately 17,633 net acres; and 100% working interest in the Yukon leases covering an area of approximately 15,235 net acres located in onshore, North Slope of Alaska, the United States. It also holds 73% working interest in the Longhorn project, which covers an area of approximately 964 net acres located in onshore, Permian Basin, Texas. The company was formerly known as Tangiers Petroleum Limited and changed its name to 88 Energy Limited in February 2015. 88 Energy Limited was incorporated in 1996 and is based in Subiaco, Australia.",10,"{'maxAge': 1, 'name': 'Ms. Elizabeth  Pattillo', 'title': 'Sr. Geologist & Exploration Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.006,0.007,0.006,0.007,0.006,0.007,0.006,0.007,0.0,1.254504,43674036,43674036,13242107,24068311,24068311,0.006,0.007,0,0,143771392,0.005922,0.014,57508.56,0.00682726,0.009076815,0.0,0.0,AUD,113324840,0.0,19598938080,22118699008,0.02954,0.00417,0.007,0.85714287,1672444800,1703980800,1688083200,-15150150,-0.0,1:1,1266537600,45329.938,2.164,ASX,EQUITY,88E.AX,88E.AX,88 ENERGY FPO,88 Energy Limited,1114646400,Australia/Sydney,AEST,36000000,0.006,0.02,0.02,0.02,0.02,none,1,7322368,0.0,52377832,0,5.017,9.689,2500,0.0,-0.07682,-0.116960004,2500,14244197,-4748757,8.767,1.0,20951.133,-6533.601,AUD,
4,516 Hay Street,Ground Floor,Subiaco,WA,6008,Australia,61 8 9485 0990,61 8 9321 8990,https://www.88energy.com,Oil & Gas E&P,Energy,"88 Energy Limited engages in the oil and gas exploration and production in the United States. The company's projects includes 75% working interest in the Phoenix project, which covers an area of approximately 62,324 net acres; 75% working interest in the Icewine West project covering an area of approximately 121,996 net acres; 100% working interest in Peregrine project, which covers an area of approximately 125,741 net acres; 100% working interest in the Leonis project covering an area of approximately 25,600 net acres; 100% working interest in the Umiat unit, which covers an area of approximately 17,633 net acres; and 100% working interest in the Yukon leases covering an area of approximately 15,235 net acres located in onshore, North Slope of Alaska, the United States. It also holds 73% working interest in the Longhorn project, which covers an area of approximately 964 net acres located in onshore, Permian Basin, Texas. The company was formerly known as Tangiers Petroleum Limited and changed its name to 88 Energy Limited in February 2015. 88 Energy Limited was incorporated in 1996 and is based in Subiaco, Australia.",10,"{'maxAge': 1, 'name': 'Ms. Sarah Jayne Smith C.A., BBus; CA', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.006,0.007,0.006,0.007,0.006,0.007,0.006,0.007,0.0,1.254504,43674036,43674036,13242107,24068311,24068311,0.006,0.007,0,0,143771392,0.005922,0.014,57508.56,0.00682726,0.009076815,0.0,0.0,AUD,113324840,0.0,19598938080,22118699008,0.02954,0.00417,0.007,0.85714287,1672444800,1703980800,1688083200,-15150150,-0.0,1:1,1266537600,45329.938,2.164,ASX,EQUITY,88E.AX,88E.AX,88 ENERGY FPO,88 Energy Limited,1114646400,Australia/Sydney,AEST,36000000,0.006,0.02,0.02,0.02,0.02,none,1,7322368,0.0,52377832,0,5.017,9.689,2500,0.0,-0.07682,-0.116960004,2500,14244197,-4748757,8.767,1.0,20951.133,-6533.601,AUD,
