,address1,address2,city,state,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,409 Granville Street,Suite 1500,Vancouver,BC,V6C 1T2,Canada,https://www.themacresourcesgroup.com,Other Industrial Metals & Mining,Basic Materials,"THEMAC Resources Group Limited engages in acquiring, exploring, and developing natural resource properties in the United States. It explores for copper, gold, silver, and molybdenum deposits. The company's principal property is the Copper Flat project, which consists of 28 patented and 202 unpatented lode mining claims, 4 patented and 41 unpatented placer mining claims, 9 unpatented mill sites, and 16 fee land parcels in contiguous and non-contiguous land parcels and claim blocks located in the Hillsboro mining district of Sierra County, New Mexico. THEMAC Resources Group was incorporated in 1997 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Andrew W. Maloney B.BCM', 'age': 44, 'title': 'Pres, CEO & Director', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 55833, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,2.7134,1063,1063,1909,110,110,0.04,0.045,0,0,3176003,0.02,0.155,0.031,0.045875,0.0,0.0,CAD,158985504,0.0,16470761,79400096,209,209,1690761600,1693440000,0.0,0.80232,0.0,0.07,-0.915,1656547200,1688083200,1680220800,-12650810,-0.16,1:8,1072051200,-172.47,VAN,EQUITY,MAC.V,MAC.V,THEMAC RESOURCES GROUP LIMITED,THEMAC Resources Group Limited,1343914200,America/Toronto,EDT,-14400000,0.04,none,161496,0.002,-921814,155970992,0.001,0.001,-0.00717,-7657668,-712030,0.0,0.0,0.0,CAD,
1,409 Granville Street,Suite 1500,Vancouver,BC,V6C 1T2,Canada,https://www.themacresourcesgroup.com,Other Industrial Metals & Mining,Basic Materials,"THEMAC Resources Group Limited engages in acquiring, exploring, and developing natural resource properties in the United States. It explores for copper, gold, silver, and molybdenum deposits. The company's principal property is the Copper Flat project, which consists of 28 patented and 202 unpatented lode mining claims, 4 patented and 41 unpatented placer mining claims, 9 unpatented mill sites, and 16 fee land parcels in contiguous and non-contiguous land parcels and claim blocks located in the Hillsboro mining district of Sierra County, New Mexico. THEMAC Resources Group was incorporated in 1997 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Mark  McIntosh', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,2.7134,1063,1063,1909,110,110,0.04,0.045,0,0,3176003,0.02,0.155,0.031,0.045875,0.0,0.0,CAD,158985504,0.0,16470761,79400096,209,209,1690761600,1693440000,0.0,0.80232,0.0,0.07,-0.915,1656547200,1688083200,1680220800,-12650810,-0.16,1:8,1072051200,-172.47,VAN,EQUITY,MAC.V,MAC.V,THEMAC RESOURCES GROUP LIMITED,THEMAC Resources Group Limited,1343914200,America/Toronto,EDT,-14400000,0.04,none,161496,0.002,-921814,155970992,0.001,0.001,-0.00717,-7657668,-712030,0.0,0.0,0.0,CAD,
2,409 Granville Street,Suite 1500,Vancouver,BC,V6C 1T2,Canada,https://www.themacresourcesgroup.com,Other Industrial Metals & Mining,Basic Materials,"THEMAC Resources Group Limited engages in acquiring, exploring, and developing natural resource properties in the United States. It explores for copper, gold, silver, and molybdenum deposits. The company's principal property is the Copper Flat project, which consists of 28 patented and 202 unpatented lode mining claims, 4 patented and 41 unpatented placer mining claims, 9 unpatented mill sites, and 16 fee land parcels in contiguous and non-contiguous land parcels and claim blocks located in the Hillsboro mining district of Sierra County, New Mexico. THEMAC Resources Group was incorporated in 1997 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Jeffrey  Smith', 'title': 'Chief Operating Officer', 'fiscalYear': 2022, 'totalPay': 325324, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,2.7134,1063,1063,1909,110,110,0.04,0.045,0,0,3176003,0.02,0.155,0.031,0.045875,0.0,0.0,CAD,158985504,0.0,16470761,79400096,209,209,1690761600,1693440000,0.0,0.80232,0.0,0.07,-0.915,1656547200,1688083200,1680220800,-12650810,-0.16,1:8,1072051200,-172.47,VAN,EQUITY,MAC.V,MAC.V,THEMAC RESOURCES GROUP LIMITED,THEMAC Resources Group Limited,1343914200,America/Toronto,EDT,-14400000,0.04,none,161496,0.002,-921814,155970992,0.001,0.001,-0.00717,-7657668,-712030,0.0,0.0,0.0,CAD,
3,409 Granville Street,Suite 1500,Vancouver,BC,V6C 1T2,Canada,https://www.themacresourcesgroup.com,Other Industrial Metals & Mining,Basic Materials,"THEMAC Resources Group Limited engages in acquiring, exploring, and developing natural resource properties in the United States. It explores for copper, gold, silver, and molybdenum deposits. The company's principal property is the Copper Flat project, which consists of 28 patented and 202 unpatented lode mining claims, 4 patented and 41 unpatented placer mining claims, 9 unpatented mill sites, and 16 fee land parcels in contiguous and non-contiguous land parcels and claim blocks located in the Hillsboro mining district of Sierra County, New Mexico. THEMAC Resources Group was incorporated in 1997 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. David  Thomas', 'title': 'Exec. VP of Operations & Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,2.7134,1063,1063,1909,110,110,0.04,0.045,0,0,3176003,0.02,0.155,0.031,0.045875,0.0,0.0,CAD,158985504,0.0,16470761,79400096,209,209,1690761600,1693440000,0.0,0.80232,0.0,0.07,-0.915,1656547200,1688083200,1680220800,-12650810,-0.16,1:8,1072051200,-172.47,VAN,EQUITY,MAC.V,MAC.V,THEMAC RESOURCES GROUP LIMITED,THEMAC Resources Group Limited,1343914200,America/Toronto,EDT,-14400000,0.04,none,161496,0.002,-921814,155970992,0.001,0.001,-0.00717,-7657668,-712030,0.0,0.0,0.0,CAD,
4,409 Granville Street,Suite 1500,Vancouver,BC,V6C 1T2,Canada,https://www.themacresourcesgroup.com,Other Industrial Metals & Mining,Basic Materials,"THEMAC Resources Group Limited engages in acquiring, exploring, and developing natural resource properties in the United States. It explores for copper, gold, silver, and molybdenum deposits. The company's principal property is the Copper Flat project, which consists of 28 patented and 202 unpatented lode mining claims, 4 patented and 41 unpatented placer mining claims, 9 unpatented mill sites, and 16 fee land parcels in contiguous and non-contiguous land parcels and claim blocks located in the Hillsboro mining district of Sierra County, New Mexico. THEMAC Resources Group was incorporated in 1997 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Stephen Leonard Law', 'title': 'Corp. Sec.', 'fiscalYear': 2011, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,2.7134,1063,1063,1909,110,110,0.04,0.045,0,0,3176003,0.02,0.155,0.031,0.045875,0.0,0.0,CAD,158985504,0.0,16470761,79400096,209,209,1690761600,1693440000,0.0,0.80232,0.0,0.07,-0.915,1656547200,1688083200,1680220800,-12650810,-0.16,1:8,1072051200,-172.47,VAN,EQUITY,MAC.V,MAC.V,THEMAC RESOURCES GROUP LIMITED,THEMAC Resources Group Limited,1343914200,America/Toronto,EDT,-14400000,0.04,none,161496,0.002,-921814,155970992,0.001,0.001,-0.00717,-7657668,-712030,0.0,0.0,0.0,CAD,
