,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Local Shopping Complex,Plot No. 12 Sector B-1 Vasant Kunj,New Delhi,110070,India,91 11 4032 2100,https://www.jpifcl.com,Asset Management,Financial Services,"Jindal Poly Investment and Finance Company Limited engages in investment activities in India. The company was incorporated in 2012 and is headquartered in New Delhi, India.",2,"{'maxAge': 1, 'name': 'Mr. Ghanshyam Dass Singal', 'age': 51, 'title': 'MD & Exec. Director', 'yearBorn': 1971, 'fiscalYear': 2023, 'totalPay': 11000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,476.75,479.0,468.0,479.0,476.75,479.0,468.0,479.0,0.0,0.060837,2.0550578,5255,5255,13110,9046,9046,0.0,0.0,0,0,4943746560,373.15,674.95,0.19932823,507.627,505.78424,0.0,0.0,INR,5212865024,0.09832,2229085,10511900,0.78793,0.0,2242.23,0.20974654,1680220800,1711843200,1688083200,-0.473,2438650112,228.85,0.21,0.533,NSI,EQUITY,JPOLYINVST.NS,JPOLYINVST.NS,JINDAL POLY INV &,Jindal Poly Investment and Finance Company Limited,1384141500,Asia/Kolkata,IST,19800000,470.3,none,97000,0.009,9777319936,269600000,24802039808,1.144,2359.451,16061277000,-0.473,-0.989,0.50651,0.39421,0.27561,INR,
1,Local Shopping Complex,Plot No. 12 Sector B-1 Vasant Kunj,New Delhi,110070,India,91 11 4032 2100,https://www.jpifcl.com,Asset Management,Financial Services,"Jindal Poly Investment and Finance Company Limited engages in investment activities in India. The company was incorporated in 2012 and is headquartered in New Delhi, India.",2,"{'maxAge': 1, 'name': 'Mr. Sunil Kumar Gupta', 'age': 58, 'title': 'Chief Financial Officer', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,476.75,479.0,468.0,479.0,476.75,479.0,468.0,479.0,0.0,0.060837,2.0550578,5255,5255,13110,9046,9046,0.0,0.0,0,0,4943746560,373.15,674.95,0.19932823,507.627,505.78424,0.0,0.0,INR,5212865024,0.09832,2229085,10511900,0.78793,0.0,2242.23,0.20974654,1680220800,1711843200,1688083200,-0.473,2438650112,228.85,0.21,0.533,NSI,EQUITY,JPOLYINVST.NS,JPOLYINVST.NS,JINDAL POLY INV &,Jindal Poly Investment and Finance Company Limited,1384141500,Asia/Kolkata,IST,19800000,470.3,none,97000,0.009,9777319936,269600000,24802039808,1.144,2359.451,16061277000,-0.473,-0.989,0.50651,0.39421,0.27561,INR,
2,Local Shopping Complex,Plot No. 12 Sector B-1 Vasant Kunj,New Delhi,110070,India,91 11 4032 2100,https://www.jpifcl.com,Asset Management,Financial Services,"Jindal Poly Investment and Finance Company Limited engages in investment activities in India. The company was incorporated in 2012 and is headquartered in New Delhi, India.",2,"{'maxAge': 1, 'name': 'Ms. Avantika  Nigam', 'title': 'Company Sec. & Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,476.75,479.0,468.0,479.0,476.75,479.0,468.0,479.0,0.0,0.060837,2.0550578,5255,5255,13110,9046,9046,0.0,0.0,0,0,4943746560,373.15,674.95,0.19932823,507.627,505.78424,0.0,0.0,INR,5212865024,0.09832,2229085,10511900,0.78793,0.0,2242.23,0.20974654,1680220800,1711843200,1688083200,-0.473,2438650112,228.85,0.21,0.533,NSI,EQUITY,JPOLYINVST.NS,JPOLYINVST.NS,JINDAL POLY INV &,Jindal Poly Investment and Finance Company Limited,1384141500,Asia/Kolkata,IST,19800000,470.3,none,97000,0.009,9777319936,269600000,24802039808,1.144,2359.451,16061277000,-0.473,-0.989,0.50651,0.39421,0.27561,INR,
