,address1,address2,city,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"No. 102, Meidiya Road",E Qiao Town Sanshan District,Wuhu,China,https://www.xinyienergy.com,Utilities—Renewable,Utilities,"Xinyi Energy Holdings Limited, an investment holding company, owns, operates, and manages solar farms in the People's Republic of China. The company operates solar farms with an installed capacity of 3,014 megawatts. It also sells electricity to the state-owned grid enterprises. The company was incorporated in 2015 and is based in Wuhu, the People's Republic of China. Xinyi Energy Holdings Limited is a subsidiary of Xinyi Solar Holdings Limited.",380,"{'maxAge': 1, 'name': 'Mr. Shing Put  Lee BBS', 'age': 45, 'title': 'Exec. Chairman', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 2941000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,1.69,1.71,1.62,1.71,1.69,1.71,1.62,1.71,0.11,0.0639,1691712000,1.2423999,0.797054,13.666667,9.111111,16682685,16682685,10079597,7701977,7701977,1.64,1.65,0,0,13462923264,1.62,3.21,5.7385173,1.9842,2.3513334,0.108,0.06390533,HKD,18517372928,0.39011002,1946261088,8209099776,0.74574,0.10286,1.551,1.0573823,1672444800,1703980800,1688083200,-0.09,915219968,0.12,0.18,7.893,8.734,HKG,EQUITY,3868.HK,3868.HK,XINYI ENERGY,Xinyi Energy Holdings Limited,1559007000,Asia/Hong_Kong,HKT,28800000,1.64,3.98,1.65,2.53,2.12,2.7,hold,12,833497024,0.102,2120206976,5919023104,0.996,1.001,2346063104,46.583,0.314,0.046719998,0.07311,1634227000,-2198092032,2477509120,-0.135,0.024,0.69235003,0.90373003,0.65685,HKD,0.7811
1,"No. 102, Meidiya Road",E Qiao Town Sanshan District,Wuhu,China,https://www.xinyienergy.com,Utilities—Renewable,Utilities,"Xinyi Energy Holdings Limited, an investment holding company, owns, operates, and manages solar farms in the People's Republic of China. The company operates solar farms with an installed capacity of 3,014 megawatts. It also sells electricity to the state-owned grid enterprises. The company was incorporated in 2015 and is based in Wuhu, the People's Republic of China. Xinyi Energy Holdings Limited is a subsidiary of Xinyi Solar Holdings Limited.",380,"{'maxAge': 1, 'name': 'Mr. Fong Ngai  Tung', 'age': 34, 'title': 'CEO & Exec. Director', 'yearBorn': 1988, 'fiscalYear': 2022, 'totalPay': 4880000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,1.69,1.71,1.62,1.71,1.69,1.71,1.62,1.71,0.11,0.0639,1691712000,1.2423999,0.797054,13.666667,9.111111,16682685,16682685,10079597,7701977,7701977,1.64,1.65,0,0,13462923264,1.62,3.21,5.7385173,1.9842,2.3513334,0.108,0.06390533,HKD,18517372928,0.39011002,1946261088,8209099776,0.74574,0.10286,1.551,1.0573823,1672444800,1703980800,1688083200,-0.09,915219968,0.12,0.18,7.893,8.734,HKG,EQUITY,3868.HK,3868.HK,XINYI ENERGY,Xinyi Energy Holdings Limited,1559007000,Asia/Hong_Kong,HKT,28800000,1.64,3.98,1.65,2.53,2.12,2.7,hold,12,833497024,0.102,2120206976,5919023104,0.996,1.001,2346063104,46.583,0.314,0.046719998,0.07311,1634227000,-2198092032,2477509120,-0.135,0.024,0.69235003,0.90373003,0.65685,HKD,0.7811
2,"No. 102, Meidiya Road",E Qiao Town Sanshan District,Wuhu,China,https://www.xinyienergy.com,Utilities—Renewable,Utilities,"Xinyi Energy Holdings Limited, an investment holding company, owns, operates, and manages solar farms in the People's Republic of China. The company operates solar farms with an installed capacity of 3,014 megawatts. It also sells electricity to the state-owned grid enterprises. The company was incorporated in 2015 and is based in Wuhu, the People's Republic of China. Xinyi Energy Holdings Limited is a subsidiary of Xinyi Solar Holdings Limited.",380,"{'maxAge': 1, 'name': 'Mr. Ching Sai  Tung B.B.S., DMSM, J.P.', 'age': 56, 'title': 'Exec. Vice Chairman', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,1.69,1.71,1.62,1.71,1.69,1.71,1.62,1.71,0.11,0.0639,1691712000,1.2423999,0.797054,13.666667,9.111111,16682685,16682685,10079597,7701977,7701977,1.64,1.65,0,0,13462923264,1.62,3.21,5.7385173,1.9842,2.3513334,0.108,0.06390533,HKD,18517372928,0.39011002,1946261088,8209099776,0.74574,0.10286,1.551,1.0573823,1672444800,1703980800,1688083200,-0.09,915219968,0.12,0.18,7.893,8.734,HKG,EQUITY,3868.HK,3868.HK,XINYI ENERGY,Xinyi Energy Holdings Limited,1559007000,Asia/Hong_Kong,HKT,28800000,1.64,3.98,1.65,2.53,2.12,2.7,hold,12,833497024,0.102,2120206976,5919023104,0.996,1.001,2346063104,46.583,0.314,0.046719998,0.07311,1634227000,-2198092032,2477509120,-0.135,0.024,0.69235003,0.90373003,0.65685,HKD,0.7811
3,"No. 102, Meidiya Road",E Qiao Town Sanshan District,Wuhu,China,https://www.xinyienergy.com,Utilities—Renewable,Utilities,"Xinyi Energy Holdings Limited, an investment holding company, owns, operates, and manages solar farms in the People's Republic of China. The company operates solar farms with an installed capacity of 3,014 megawatts. It also sells electricity to the state-owned grid enterprises. The company was incorporated in 2015 and is based in Wuhu, the People's Republic of China. Xinyi Energy Holdings Limited is a subsidiary of Xinyi Solar Holdings Limited.",380,"{'maxAge': 1, 'name': 'Mr. Yau Ching  Lee', 'age': 46, 'title': 'Exec. Director', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,1.69,1.71,1.62,1.71,1.69,1.71,1.62,1.71,0.11,0.0639,1691712000,1.2423999,0.797054,13.666667,9.111111,16682685,16682685,10079597,7701977,7701977,1.64,1.65,0,0,13462923264,1.62,3.21,5.7385173,1.9842,2.3513334,0.108,0.06390533,HKD,18517372928,0.39011002,1946261088,8209099776,0.74574,0.10286,1.551,1.0573823,1672444800,1703980800,1688083200,-0.09,915219968,0.12,0.18,7.893,8.734,HKG,EQUITY,3868.HK,3868.HK,XINYI ENERGY,Xinyi Energy Holdings Limited,1559007000,Asia/Hong_Kong,HKT,28800000,1.64,3.98,1.65,2.53,2.12,2.7,hold,12,833497024,0.102,2120206976,5919023104,0.996,1.001,2346063104,46.583,0.314,0.046719998,0.07311,1634227000,-2198092032,2477509120,-0.135,0.024,0.69235003,0.90373003,0.65685,HKD,0.7811
4,"No. 102, Meidiya Road",E Qiao Town Sanshan District,Wuhu,China,https://www.xinyienergy.com,Utilities—Renewable,Utilities,"Xinyi Energy Holdings Limited, an investment holding company, owns, operates, and manages solar farms in the People's Republic of China. The company operates solar farms with an installed capacity of 3,014 megawatts. It also sells electricity to the state-owned grid enterprises. The company was incorporated in 2015 and is based in Wuhu, the People's Republic of China. Xinyi Energy Holdings Limited is a subsidiary of Xinyi Solar Holdings Limited.",380,"{'maxAge': 1, 'name': 'Mr. Ling  Tuen CPA', 'age': 41, 'title': 'Financial Controller & Company Sec.', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,1.69,1.71,1.62,1.71,1.69,1.71,1.62,1.71,0.11,0.0639,1691712000,1.2423999,0.797054,13.666667,9.111111,16682685,16682685,10079597,7701977,7701977,1.64,1.65,0,0,13462923264,1.62,3.21,5.7385173,1.9842,2.3513334,0.108,0.06390533,HKD,18517372928,0.39011002,1946261088,8209099776,0.74574,0.10286,1.551,1.0573823,1672444800,1703980800,1688083200,-0.09,915219968,0.12,0.18,7.893,8.734,HKG,EQUITY,3868.HK,3868.HK,XINYI ENERGY,Xinyi Energy Holdings Limited,1559007000,Asia/Hong_Kong,HKT,28800000,1.64,3.98,1.65,2.53,2.12,2.7,hold,12,833497024,0.102,2120206976,5919023104,0.996,1.001,2346063104,46.583,0.314,0.046719998,0.07311,1634227000,-2198092032,2477509120,-0.135,0.024,0.69235003,0.90373003,0.65685,HKD,0.7811
5,"No. 102, Meidiya Road",E Qiao Town Sanshan District,Wuhu,China,https://www.xinyienergy.com,Utilities—Renewable,Utilities,"Xinyi Energy Holdings Limited, an investment holding company, owns, operates, and manages solar farms in the People's Republic of China. The company operates solar farms with an installed capacity of 3,014 megawatts. It also sells electricity to the state-owned grid enterprises. The company was incorporated in 2015 and is based in Wuhu, the People's Republic of China. Xinyi Energy Holdings Limited is a subsidiary of Xinyi Solar Holdings Limited.",380,"{'maxAge': 1, 'name': 'Mr. Xin  Xia', 'age': 38, 'title': 'Operation Controller', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,1.69,1.71,1.62,1.71,1.69,1.71,1.62,1.71,0.11,0.0639,1691712000,1.2423999,0.797054,13.666667,9.111111,16682685,16682685,10079597,7701977,7701977,1.64,1.65,0,0,13462923264,1.62,3.21,5.7385173,1.9842,2.3513334,0.108,0.06390533,HKD,18517372928,0.39011002,1946261088,8209099776,0.74574,0.10286,1.551,1.0573823,1672444800,1703980800,1688083200,-0.09,915219968,0.12,0.18,7.893,8.734,HKG,EQUITY,3868.HK,3868.HK,XINYI ENERGY,Xinyi Energy Holdings Limited,1559007000,Asia/Hong_Kong,HKT,28800000,1.64,3.98,1.65,2.53,2.12,2.7,hold,12,833497024,0.102,2120206976,5919023104,0.996,1.001,2346063104,46.583,0.314,0.046719998,0.07311,1634227000,-2198092032,2477509120,-0.135,0.024,0.69235003,0.90373003,0.65685,HKD,0.7811
