,address1,address2,city,state,zip,country,phone,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 East Liberty Street,Suite 600,Reno,NV,89501,United States,775 234 5443,Shell Companies,Financial Services,"Lode-Star Mining Inc. does not have significant operations. Previously, it was engaged in development of Epigallocatechin-gallate molecule-based drug candidates. The company is based in Reno, Nevada. Lode-Star Mining Inc. is a subsidiary of Lode Star Gold Inc.","{'maxAge': 1, 'name': 'Mr. Mark  Walmesley', 'age': 64, 'title': 'CEO, Pres, CFO, Treasurer, Sec. & Director', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 50000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,3.637275,500,500,19,0,0,0.0,0.0,0,0,2418740,0.005,0.046,0.02,0.018006,0.0,0.0,USD,2476224,0.0,11556782,120937000,0.90386003,0.0,-0.0,1672444800,1703980800,1688083200,-53889,-0.0,PNK,EQUITY,LSMG,LSMG,LODE-STAR MINING INC,Lode-Star Mining Inc.,1262701800,America/New_York,EDT,-14400000,0.02,none,511,0.0,57987,0.009,0.009,-39.94196,-30270,-82064,0.0,0.0,0.0,USD,
1,1 East Liberty Street,Suite 600,Reno,NV,89501,United States,775 234 5443,Shell Companies,Financial Services,"Lode-Star Mining Inc. does not have significant operations. Previously, it was engaged in development of Epigallocatechin-gallate molecule-based drug candidates. The company is based in Reno, Nevada. Lode-Star Mining Inc. is a subsidiary of Lode Star Gold Inc.","{'maxAge': 1, 'name': 'Mr. Thomas  Temkin', 'age': 68, 'title': 'Chief Geologist', 'yearBorn': 1954, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,3.637275,500,500,19,0,0,0.0,0.0,0,0,2418740,0.005,0.046,0.02,0.018006,0.0,0.0,USD,2476224,0.0,11556782,120937000,0.90386003,0.0,-0.0,1672444800,1703980800,1688083200,-53889,-0.0,PNK,EQUITY,LSMG,LSMG,LODE-STAR MINING INC,Lode-Star Mining Inc.,1262701800,America/New_York,EDT,-14400000,0.02,none,511,0.0,57987,0.009,0.009,-39.94196,-30270,-82064,0.0,0.0,0.0,USD,
